Product code,Bureau of Meteorology station number,Year,Month,Mean minimum temperature (°C),Quality
IDCJAC0004,066037,1939,04,14.4,Y
IDCJAC0004,066037,1939,05,11.3,Y
IDCJAC0004,066037,1939,06,7.7,Y
IDCJAC0004,066037,1939,07,4.9,Y
IDCJAC0004,066037,1939,08,7.5,Y
IDCJAC0004,066037,1939,09,8.4,Y
IDCJAC0004,066037,1939,10,11.4,Y
IDCJAC0004,066037,1939,11,14.8,Y
IDCJAC0004,066037,1939,12,16.1,Y
IDCJAC0004,066037,1940,01,18.2,Y
IDCJAC0004,066037,1940,02,18.0,Y
IDCJAC0004,066037,1940,03,17.1,Y
IDCJAC0004,066037,1940,04,13.8,Y
IDCJAC0004,066037,1940,05,9.7,Y
IDCJAC0004,066037,1940,06,7.6,Y
IDCJAC0004,066037,1940,07,6.5,Y
IDCJAC0004,066037,1940,08,7.5,Y
IDCJAC0004,066037,1940,09,9.7,Y
IDCJAC0004,066037,1940,10,13.0,Y
IDCJAC0004,066037,1940,11,14.5,Y
IDCJAC0004,066037,1940,12,17.8,Y
IDCJAC0004,066037,1941,01,17.6,Y
IDCJAC0004,066037,1941,02,17.5,Y
IDCJAC0004,066037,1941,03,16.1,Y
IDCJAC0004,066037,1941,04,13.7,Y
IDCJAC0004,066037,1941,05,9.4,Y
IDCJAC0004,066037,1941,06,7.4,Y
IDCJAC0004,066037,1941,07,7.2,Y
IDCJAC0004,066037,1941,08,7.1,Y
IDCJAC0004,066037,1941,09,10.3,Y
IDCJAC0004,066037,1941,10,12.0,Y
IDCJAC0004,066037,1941,11,15.4,Y
IDCJAC0004,066037,1941,12,16.2,Y
IDCJAC0004,066037,1942,01,18.7,Y
IDCJAC0004,066037,1942,02,18.1,Y
IDCJAC0004,066037,1942,03,17.0,Y
IDCJAC0004,066037,1942,04,13.3,Y
IDCJAC0004,066037,1942,05,11.9,Y
IDCJAC0004,066037,1942,06,9.3,Y
IDCJAC0004,066037,1942,07,7.4,Y
IDCJAC0004,066037,1942,08,8.6,Y
IDCJAC0004,066037,1942,09,10.1,Y
IDCJAC0004,066037,1942,10,12.1,Y
IDCJAC0004,066037,1942,11,15.1,Y
IDCJAC0004,066037,1942,12,16.8,Y
IDCJAC0004,066037,1943,01,17.7,Y
IDCJAC0004,066037,1943,02,18.2,Y
IDCJAC0004,066037,1943,03,18.0,Y
IDCJAC0004,066037,1943,04,12.7,Y
IDCJAC0004,066037,1943,05,11.1,Y
IDCJAC0004,066037,1943,06,6.6,Y
IDCJAC0004,066037,1943,07,5.0,Y
IDCJAC0004,066037,1943,08,6.5,Y
IDCJAC0004,066037,1943,09,8.9,Y
IDCJAC0004,066037,1943,10,12.3,Y
IDCJAC0004,066037,1943,11,13.3,Y
IDCJAC0004,066037,1943,12,15.6,Y
IDCJAC0004,066037,1944,01,19.0,Y
IDCJAC0004,066037,1944,02,17.6,Y
IDCJAC0004,066037,1944,03,15.1,Y
IDCJAC0004,066037,1944,04,11.3,Y
IDCJAC0004,066037,1944,05,9.8,Y
IDCJAC0004,066037,1944,06,6.7,Y
IDCJAC0004,066037,1944,07,6.7,Y
IDCJAC0004,066037,1944,08,8.2,Y
IDCJAC0004,066037,1944,09,9.0,Y
IDCJAC0004,066037,1944,10,12.2,Y
IDCJAC0004,066037,1944,11,15.3,Y
IDCJAC0004,066037,1944,12,16.1,Y
IDCJAC0004,066037,1945,01,17.9,Y
IDCJAC0004,066037,1945,02,17.4,Y
IDCJAC0004,066037,1945,03,16.1,Y
IDCJAC0004,066037,1945,04,13.4,Y
IDCJAC0004,066037,1945,05,9.6,Y
IDCJAC0004,066037,1945,06,10.9,Y
IDCJAC0004,066037,1945,07,6.4,Y
IDCJAC0004,066037,1945,08,8.8,Y
IDCJAC0004,066037,1945,09,8.3,Y
IDCJAC0004,066037,1945,10,12.0,Y
IDCJAC0004,066037,1945,11,14.9,Y
IDCJAC0004,066037,1945,12,16.8,Y
IDCJAC0004,066037,1946,01,19.8,Y
IDCJAC0004,066037,1946,02,19.1,Y
IDCJAC0004,066037,1946,03,16.5,Y
IDCJAC0004,066037,1946,04,13.5,Y
IDCJAC0004,066037,1946,05,9.6,Y
IDCJAC0004,066037,1946,06,7.2,Y
IDCJAC0004,066037,1946,07,7.2,Y
IDCJAC0004,066037,1946,08,7.4,Y
IDCJAC0004,066037,1946,09,9.1,Y
IDCJAC0004,066037,1946,10,10.9,Y
IDCJAC0004,066037,1946,11,15.1,Y
IDCJAC0004,066037,1946,12,17.2,Y
IDCJAC0004,066037,1947,01,17.8,Y
IDCJAC0004,066037,1947,02,19.4,Y
IDCJAC0004,066037,1947,03,17.3,Y
IDCJAC0004,066037,1947,04,13.5,Y
IDCJAC0004,066037,1947,05,11.6,Y
IDCJAC0004,066037,1947,06,8.5,Y
IDCJAC0004,066037,1947,07,6.4,Y
IDCJAC0004,066037,1947,08,7.3,Y
IDCJAC0004,066037,1947,09,9.6,Y
IDCJAC0004,066037,1947,10,12.0,Y
IDCJAC0004,066037,1947,11,14.2,Y
IDCJAC0004,066037,1947,12,17.2,Y
IDCJAC0004,066037,1948,01,15.9,Y
IDCJAC0004,066037,1948,02,19.5,Y
IDCJAC0004,066037,1948,03,15.5,Y
IDCJAC0004,066037,1948,04,12.8,Y
IDCJAC0004,066037,1948,05,9.5,Y
IDCJAC0004,066037,1948,06,8.8,Y
IDCJAC0004,066037,1948,07,5.2,Y
IDCJAC0004,066037,1948,08,7.2,Y
IDCJAC0004,066037,1948,09,9.7,Y
IDCJAC0004,066037,1948,10,11.8,Y
IDCJAC0004,066037,1948,11,14.6,Y
IDCJAC0004,066037,1948,12,16.9,Y
IDCJAC0004,066037,1949,01,16.8,Y
IDCJAC0004,066037,1949,02,18.0,Y
IDCJAC0004,066037,1949,03,17.6,Y
IDCJAC0004,066037,1949,04,12.0,Y
IDCJAC0004,066037,1949,05,10.6,Y
IDCJAC0004,066037,1949,06,7.9,Y
IDCJAC0004,066037,1949,07,6.7,Y
IDCJAC0004,066037,1949,08,7.7,Y
IDCJAC0004,066037,1949,09,11.0,Y
IDCJAC0004,066037,1949,10,14.7,Y
IDCJAC0004,066037,1949,11,14.9,Y
IDCJAC0004,066037,1949,12,17.0,Y
IDCJAC0004,066037,1950,01,18.0,Y
IDCJAC0004,066037,1950,02,18.3,Y
IDCJAC0004,066037,1950,03,18.4,Y
IDCJAC0004,066037,1950,04,14.3,Y
IDCJAC0004,066037,1950,05,11.2,Y
IDCJAC0004,066037,1950,06,10.7,Y
IDCJAC0004,066037,1950,07,10.0,Y
IDCJAC0004,066037,1950,08,8.2,Y
IDCJAC0004,066037,1950,09,11.5,Y
IDCJAC0004,066037,1950,10,13.9,Y
IDCJAC0004,066037,1950,11,15.0,Y
IDCJAC0004,066037,1950,12,17.0,Y
IDCJAC0004,066037,1951,01,17.9,Y
IDCJAC0004,066037,1951,02,19.2,Y
IDCJAC0004,066037,1951,03,18.6,Y
IDCJAC0004,066037,1951,04,11.5,Y
IDCJAC0004,066037,1951,05,10.2,Y
IDCJAC0004,066037,1951,06,10.6,Y
IDCJAC0004,066037,1951,07,6.1,Y
IDCJAC0004,066037,1951,08,6.3,Y
IDCJAC0004,066037,1951,09,10.5,Y
IDCJAC0004,066037,1951,10,11.6,Y
IDCJAC0004,066037,1951,11,13.9,Y
IDCJAC0004,066037,1951,12,16.1,Y
IDCJAC0004,066037,1952,01,18.6,Y
IDCJAC0004,066037,1952,02,17.2,Y
IDCJAC0004,066037,1952,03,16.6,Y
IDCJAC0004,066037,1952,04,14.5,Y
IDCJAC0004,066037,1952,05,9.8,Y
IDCJAC0004,066037,1952,06,8.6,Y
IDCJAC0004,066037,1952,07,7.4,Y
IDCJAC0004,066037,1952,08,9.2,Y
IDCJAC0004,066037,1952,09,9.5,Y
IDCJAC0004,066037,1952,10,13.3,Y
IDCJAC0004,066037,1952,11,13.6,Y
IDCJAC0004,066037,1952,12,16.7,Y
IDCJAC0004,066037,1953,01,17.5,Y
IDCJAC0004,066037,1953,02,17.8,Y
IDCJAC0004,066037,1953,03,16.7,Y
IDCJAC0004,066037,1953,04,14.6,Y
IDCJAC0004,066037,1953,05,10.5,Y
IDCJAC0004,066037,1953,06,7.0,Y
IDCJAC0004,066037,1953,07,6.3,Y
IDCJAC0004,066037,1953,08,6.7,Y
IDCJAC0004,066037,1953,09,9.7,Y
IDCJAC0004,066037,1953,10,11.4,Y
IDCJAC0004,066037,1953,11,14.4,Y
IDCJAC0004,066037,1953,12,17.3,Y
IDCJAC0004,066037,1954,01,18.2,Y
IDCJAC0004,066037,1954,02,18.8,Y
IDCJAC0004,066037,1954,03,16.6,Y
IDCJAC0004,066037,1954,04,14.2,Y
IDCJAC0004,066037,1954,05,10.0,Y
IDCJAC0004,066037,1954,06,7.0,Y
IDCJAC0004,066037,1954,07,7.2,Y
IDCJAC0004,066037,1954,08,7.8,Y
IDCJAC0004,066037,1954,09,8.7,Y
IDCJAC0004,066037,1954,10,12.6,Y
IDCJAC0004,066037,1954,11,16.4,Y
IDCJAC0004,066037,1954,12,18.0,Y
IDCJAC0004,066037,1955,01,19.0,Y
IDCJAC0004,066037,1955,02,19.1,Y
IDCJAC0004,066037,1955,03,18.6,Y
IDCJAC0004,066037,1955,04,15.4,Y
IDCJAC0004,066037,1955,05,9.9,Y
IDCJAC0004,066037,1955,06,8.2,Y
IDCJAC0004,066037,1955,07,5.9,Y
IDCJAC0004,066037,1955,08,8.0,Y
IDCJAC0004,066037,1955,09,9.4,Y
IDCJAC0004,066037,1955,10,13.3,Y
IDCJAC0004,066037,1955,11,13.7,Y
IDCJAC0004,066037,1955,12,16.0,Y
IDCJAC0004,066037,1956,01,18.0,Y
IDCJAC0004,066037,1956,02,20.0,Y
IDCJAC0004,066037,1956,03,19.1,Y
IDCJAC0004,066037,1956,04,14.2,Y
IDCJAC0004,066037,1956,05,10.7,Y
IDCJAC0004,066037,1956,06,8.0,Y
IDCJAC0004,066037,1956,07,6.1,Y
