Product code,Bureau of Meteorology station number,Year,Month,Mean minimum temperature (°C),Quality
IDCJAC0004,054038,2009,05,8.2,Y
IDCJAC0004,054038,2009,06,7.0,Y
IDCJAC0004,054038,2009,07,4.1,Y
IDCJAC0004,054038,2009,08,5.7,Y
IDCJAC0004,054038,2009,09,8.4,Y
IDCJAC0004,054038,2009,10,11.1,Y
IDCJAC0004,054038,2009,11,19.6,Y
IDCJAC0004,054038,2009,12,19.3,Y
IDCJAC0004,054038,2010,01,20.4,Y
IDCJAC0004,054038,2010,02,20.4,Y
IDCJAC0004,054038,2010,03,16.8,Y
IDCJAC0004,054038,2010,04,12.6,Y
IDCJAC0004,054038,2010,05,7.6,Y
IDCJAC0004,054038,2010,06,5.0,Y
IDCJAC0004,054038,2010,07,6.1,Y
IDCJAC0004,054038,2010,08,5.0,Y
IDCJAC0004,054038,2010,09,9.3,Y
IDCJAC0004,054038,2010,10,12.9,Y
IDCJAC0004,054038,2010,11,15.6,Y
IDCJAC0004,054038,2010,12,18.4,Y
IDCJAC0004,054038,2011,01,20.4,Y
IDCJAC0004,054038,2011,02,21.2,Y
IDCJAC0004,054038,2011,03,17.8,Y
IDCJAC0004,054038,2011,04,11.9,Y
IDCJAC0004,054038,2011,05,6.4,Y
IDCJAC0004,054038,2011,06,4.7,Y
IDCJAC0004,054038,2011,07,2.7,Y
IDCJAC0004,054038,2011,08,6.3,Y
IDCJAC0004,054038,2011,09,7.5,Y
IDCJAC0004,054038,2011,10,11.6,Y
IDCJAC0004,054038,2011,11,17.9,Y
IDCJAC0004,054038,2011,12,16.0,Y
IDCJAC0004,054038,2012,01,17.3,Y
IDCJAC0004,054038,2012,02,18.0,Y
IDCJAC0004,054038,2012,03,15.5,Y
IDCJAC0004,054038,2012,04,12.1,Y
IDCJAC0004,054038,2012,05,5.1,Y
IDCJAC0004,054038,2012,06,5.6,Y
IDCJAC0004,054038,2012,07,5.0,Y
IDCJAC0004,054038,2012,08,3.3,Y
IDCJAC0004,054038,2012,09,6.5,Y
IDCJAC0004,054038,2012,10,9.9,Y
IDCJAC0004,054038,2012,11,16.8,Y
IDCJAC0004,054038,2012,12,19.2,Y
IDCJAC0004,054038,2013,01,22.1,Y
IDCJAC0004,054038,2013,02,17.7,Y
IDCJAC0004,054038,2013,03,16.1,Y
IDCJAC0004,054038,2013,04,9.6,Y
IDCJAC0004,054038,2013,05,7.6,Y
IDCJAC0004,054038,2013,06,6.7,Y
IDCJAC0004,054038,2013,07,5.6,Y
IDCJAC0004,054038,2013,08,4.1,Y
IDCJAC0004,054038,2013,09,9.0,Y
IDCJAC0004,054038,2013,10,11.5,Y
IDCJAC0004,054038,2013,11,14.7,Y
IDCJAC0004,054038,2013,12,17.3,Y
IDCJAC0004,054038,2014,01,19.8,Y
IDCJAC0004,054038,2014,02,20.2,Y
IDCJAC0004,054038,2014,03,17.4,Y
IDCJAC0004,054038,2014,04,14.1,Y
IDCJAC0004,054038,2014,05,8.7,Y
IDCJAC0004,054038,2014,06,6.1,Y
IDCJAC0004,054038,2014,07,2.7,Y
IDCJAC0004,054038,2014,08,5.5,Y
IDCJAC0004,054038,2014,09,7.3,Y
IDCJAC0004,054038,2014,10,12.3,Y
IDCJAC0004,054038,2014,11,17.8,Y
IDCJAC0004,054038,2014,12,19.4,Y
IDCJAC0004,054038,2015,01,19.5,Y
IDCJAC0004,054038,2015,02,18.8,Y
IDCJAC0004,054038,2015,03,16.8,Y
IDCJAC0004,054038,2015,04,12.3,Y
IDCJAC0004,054038,2015,05,9.1,Y
IDCJAC0004,054038,2015,06,6.3,Y
IDCJAC0004,054038,2015,07,3.3,Y
IDCJAC0004,054038,2015,08,4.1,Y
IDCJAC0004,054038,2015,09,6.7,Y
IDCJAC0004,054038,2015,10,14.6,Y
IDCJAC0004,054038,2015,11,17.1,Y
IDCJAC0004,054038,2015,12,18.8,Y
IDCJAC0004,054038,2016,01,19.3,Y
IDCJAC0004,054038,2016,02,18.3,Y
IDCJAC0004,054038,2016,03,18.7,Y
IDCJAC0004,054038,2016,04,14.0,Y
IDCJAC0004,054038,2016,05,9.0,Y
IDCJAC0004,054038,2016,06,7.7,Y
IDCJAC0004,054038,2016,07,6.1,Y
IDCJAC0004,054038,2016,08,5.2,Y
IDCJAC0004,054038,2016,09,9.0,Y
IDCJAC0004,054038,2016,10,9.9,Y
IDCJAC0004,054038,2016,11,13.3,Y
IDCJAC0004,054038,2016,12,20.5,Y
IDCJAC0004,054038,2017,01,23.5,Y
IDCJAC0004,054038,2017,02,21.2,Y
IDCJAC0004,054038,2017,03,18.3,Y
IDCJAC0004,054038,2017,04,11.3,Y
IDCJAC0004,054038,2017,05,8.3,Y
IDCJAC0004,054038,2017,06,6.0,Y
IDCJAC0004,054038,2017,07,2.6,Y
IDCJAC0004,054038,2017,08,3.2,Y
IDCJAC0004,054038,2017,09,7.2,Y
IDCJAC0004,054038,2017,10,13.6,Y
IDCJAC0004,054038,2017,11,14.3,Y
IDCJAC0004,054038,2017,12,19.7,Y
IDCJAC0004,054038,2018,01,21.5,Y
IDCJAC0004,054038,2018,02,19.1,Y
IDCJAC0004,054038,2018,03,18.1,Y
IDCJAC0004,054038,2018,04,14.6,Y
IDCJAC0004,054038,2018,05,6.8,Y
IDCJAC0004,054038,2018,06,4.6,Y
IDCJAC0004,054038,2018,07,2.9,Y
IDCJAC0004,054038,2018,08,2.5,Y
IDCJAC0004,054038,2018,09,9.3,Y
