Product code,Bureau of Meteorology station number,Year,Month,Mean minimum temperature (°C),Quality
IDCJAC0004,040913,2011,06,10.3,Y
IDCJAC0004,040913,2011,07,9.5,Y
IDCJAC0004,040913,2011,08,11.2,Y
IDCJAC0004,040913,2011,09,12.6,Y
IDCJAC0004,040913,2011,10,15.9,Y
IDCJAC0004,040913,2011,11,19.9,Y
IDCJAC0004,040913,2011,12,18.8,Y
IDCJAC0004,040913,2012,01,20.7,Y
IDCJAC0004,040913,2012,02,21.1,Y
IDCJAC0004,040913,2012,03,19.7,Y
IDCJAC0004,040913,2012,04,17.3,Y
IDCJAC0004,040913,2012,05,12.7,Y
IDCJAC0004,040913,2012,06,12.1,Y
IDCJAC0004,040913,2012,07,11.1,Y
IDCJAC0004,040913,2012,08,9.6,Y
IDCJAC0004,040913,2012,09,13.4,Y
IDCJAC0004,040913,2012,10,15.4,Y
IDCJAC0004,040913,2012,11,18.4,Y
IDCJAC0004,040913,2012,12,21.0,Y
IDCJAC0004,040913,2013,01,22.3,Y
IDCJAC0004,040913,2013,02,20.6,Y
IDCJAC0004,040913,2013,03,19.9,Y
IDCJAC0004,040913,2013,04,16.6,Y
IDCJAC0004,040913,2013,05,13.5,Y
IDCJAC0004,040913,2013,06,12.2,Y
IDCJAC0004,040913,2013,07,12.6,Y
IDCJAC0004,040913,2013,08,10.8,Y
IDCJAC0004,040913,2013,09,14.9,Y
IDCJAC0004,040913,2013,10,17.0,Y
IDCJAC0004,040913,2013,11,18.1,Y
IDCJAC0004,040913,2013,12,19.6,Y
IDCJAC0004,040913,2014,01,21.5,Y
IDCJAC0004,040913,2014,02,21.2,Y
IDCJAC0004,040913,2014,03,20.1,Y
IDCJAC0004,040913,2014,04,17.9,Y
IDCJAC0004,040913,2014,05,15.1,Y
IDCJAC0004,040913,2014,06,12.6,Y
IDCJAC0004,040913,2014,07,8.5,Y
IDCJAC0004,040913,2014,08,11.9,Y
IDCJAC0004,040913,2014,09,12.9,Y
IDCJAC0004,040913,2014,10,16.6,Y
IDCJAC0004,040913,2014,11,20.7,Y
IDCJAC0004,040913,2014,12,21.2,Y
IDCJAC0004,040913,2015,01,22.5,Y
IDCJAC0004,040913,2015,02,20.9,Y
IDCJAC0004,040913,2015,03,21.3,Y
IDCJAC0004,040913,2015,04,17.0,Y
IDCJAC0004,040913,2015,05,13.9,Y
IDCJAC0004,040913,2015,06,12.5,Y
IDCJAC0004,040913,2015,07,10.2,Y
IDCJAC0004,040913,2015,08,11.6,Y
IDCJAC0004,040913,2015,09,12.8,Y
IDCJAC0004,040913,2015,10,16.3,Y
IDCJAC0004,040913,2015,11,19.8,Y
IDCJAC0004,040913,2015,12,20.0,Y
IDCJAC0004,040913,2016,01,20.9,Y
IDCJAC0004,040913,2016,02,22.0,Y
IDCJAC0004,040913,2016,03,20.7,Y
IDCJAC0004,040913,2016,04,18.5,Y
IDCJAC0004,040913,2016,05,15.0,Y
IDCJAC0004,040913,2016,06,13.1,Y
IDCJAC0004,040913,2016,07,12.3,Y
IDCJAC0004,040913,2016,08,11.8,Y
IDCJAC0004,040913,2016,09,15.2,Y
IDCJAC0004,040913,2016,10,15.1,Y
IDCJAC0004,040913,2016,11,19.4,Y
IDCJAC0004,040913,2016,12,21.2,Y
IDCJAC0004,040913,2017,01,23.0,Y
IDCJAC0004,040913,2017,02,22.7,Y
IDCJAC0004,040913,2017,03,22.0,Y
IDCJAC0004,040913,2017,04,16.5,Y
IDCJAC0004,040913,2017,05,15.1,Y
IDCJAC0004,040913,2017,06,12.9,Y
IDCJAC0004,040913,2017,07,10.3,Y
IDCJAC0004,040913,2017,08,10.9,Y
IDCJAC0004,040913,2017,09,14.2,Y
IDCJAC0004,040913,2017,10,18.9,Y
IDCJAC0004,040913,2017,11,17.7,Y
IDCJAC0004,040913,2017,12,20.8,Y
IDCJAC0004,040913,2018,01,21.6,Y
IDCJAC0004,040913,2018,02,21.2,Y
IDCJAC0004,040913,2018,03,20.8,Y
IDCJAC0004,040913,2018,04,18.0,Y
IDCJAC0004,040913,2018,05,13.9,Y
IDCJAC0004,040913,2018,06,11.4,Y
IDCJAC0004,040913,2018,07,10.8,Y
IDCJAC0004,040913,2018,08,9.6,Y
IDCJAC0004,040913,2018,09,13.9,Y
