Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0004,054038,2001,null,null,null,null,null,null,5.2,4.0,8.6,10.2,14.5,17.5,null
IDCJAC0004,054038,2002,18.5,19.4,16.5,13.2,6.5,5.1,1.3,5.8,9.0,12.9,18.5,17.8,12.0
IDCJAC0004,054038,2003,20.9,20.8,15.4,12.8,7.6,6.5,4.3,5.8,6.9,10.7,14.5,19.9,12.2
IDCJAC0004,054038,2004,20.6,20.7,16.7,12.4,5.9,3.9,2.9,4.6,7.5,12.4,15.3,18.3,11.8
IDCJAC0004,054038,2005,18.7,18.5,15.4,13.3,7.8,7.7,6.0,4.6,9.0,12.8,16.0,17.6,12.3
IDCJAC0004,054038,2006,21.7,20.6,16.7,10.3,3.3,4.0,4.1,3.8,8.3,12.8,16.4,18.0,11.7
IDCJAC0004,054038,2007,20.4,20.4,17.9,13.0,9.9,5.1,2.4,6.2,7.3,13.3,16.1,18.3,12.5
IDCJAC0004,054038,2008,19.1,17.4,13.8,10.6,7.6,7.2,4.1,2.3,9.6,13.2,16.1,17.6,11.5
IDCJAC0004,054038,2009,20.7,19.4,15.7,13.1,8.2,7.0,4.1,5.7,8.4,11.1,19.6,19.3,12.7
IDCJAC0004,054038,2010,20.4,20.4,16.8,12.6,7.6,5.0,6.1,5.0,9.3,12.9,15.6,18.4,12.5
IDCJAC0004,054038,2011,20.4,21.2,17.8,11.9,6.4,4.7,2.7,6.3,7.5,11.6,17.9,16.0,12.0
IDCJAC0004,054038,2012,17.3,18.0,15.5,12.1,5.1,5.6,5.0,3.3,6.5,9.9,16.8,19.2,11.2
IDCJAC0004,054038,2013,22.1,17.7,16.1,9.6,7.6,6.7,5.6,4.1,9.0,11.5,14.7,17.3,11.8
IDCJAC0004,054038,2014,19.8,20.2,17.4,14.1,8.7,6.1,2.7,5.5,7.3,12.3,17.8,19.4,12.6
IDCJAC0004,054038,2015,19.5,18.8,16.8,12.3,9.1,6.3,3.3,4.1,6.7,14.6,17.1,18.8,12.3
IDCJAC0004,054038,2016,19.3,18.3,18.7,14.0,9.0,7.7,6.1,5.2,9.0,9.9,13.3,20.5,12.6
IDCJAC0004,054038,2017,23.5,21.2,18.3,11.3,8.3,6.0,2.6,3.2,7.2,13.6,14.3,19.7,12.4
IDCJAC0004,054038,2018,21.5,19.1,18.1,14.6,6.8,4.6,2.9,2.5,9.3,null,null,null,null
