Product code,Bureau of Meteorology station number,Year,Month,Mean minimum temperature (°C),Quality
IDCJAC0004,031209,2000,07,16.0,Y
IDCJAC0004,031209,2000,08,18.1,Y
IDCJAC0004,031209,2000,09,20.8,Y
IDCJAC0004,031209,2000,10,23.5,Y
IDCJAC0004,031209,2000,11,23.4,Y
IDCJAC0004,031209,2000,12,23.8,Y
IDCJAC0004,031209,2001,01,24.1,Y
IDCJAC0004,031209,2001,02,24.1,Y
IDCJAC0004,031209,2001,03,23.4,Y
IDCJAC0004,031209,2001,04,23.8,Y
IDCJAC0004,031209,2001,05,17.0,Y
IDCJAC0004,031209,2001,06,21.0,Y
IDCJAC0004,031209,2001,07,16.2,Y
IDCJAC0004,031209,2001,08,17.5,Y
IDCJAC0004,031209,2001,09,21.7,Y
IDCJAC0004,031209,2001,10,22.3,Y
IDCJAC0004,031209,2001,11,24.2,Y
IDCJAC0004,031209,2001,12,24.6,Y
IDCJAC0004,031209,2002,01,24.2,Y
IDCJAC0004,031209,2002,02,24.5,Y
IDCJAC0004,031209,2002,03,23.7,Y
IDCJAC0004,031209,2002,04,23.2,Y
IDCJAC0004,031209,2002,05,20.6,Y
IDCJAC0004,031209,2002,06,19.1,Y
IDCJAC0004,031209,2002,07,17.1,Y
IDCJAC0004,031209,2002,08,18.2,Y
IDCJAC0004,031209,2002,09,19.0,Y
IDCJAC0004,031209,2002,10,22.7,Y
IDCJAC0004,031209,2002,11,24.3,Y
IDCJAC0004,031209,2002,12,24.9,Y
IDCJAC0004,031209,2003,01,24.3,Y
IDCJAC0004,031209,2003,02,24.8,Y
IDCJAC0004,031209,2003,03,24.5,Y
IDCJAC0004,031209,2003,04,23.4,Y
IDCJAC0004,031209,2003,05,20.5,Y
IDCJAC0004,031209,2003,06,20.6,Y
IDCJAC0004,031209,2003,07,19.8,Y
IDCJAC0004,031209,2003,08,19.6,Y
IDCJAC0004,031209,2003,09,20.6,Y
IDCJAC0004,031209,2003,10,21.9,Y
IDCJAC0004,031209,2003,11,23.9,Y
IDCJAC0004,031209,2003,12,25.1,Y
IDCJAC0004,031209,2004,01,24.7,Y
IDCJAC0004,031209,2004,02,24.7,Y
IDCJAC0004,031209,2004,03,23.7,Y
IDCJAC0004,031209,2004,04,23.6,Y
IDCJAC0004,031209,2004,05,22.4,Y
IDCJAC0004,031209,2004,06,17.9,Y
IDCJAC0004,031209,2004,07,17.3,Y
IDCJAC0004,031209,2004,08,15.4,Y
IDCJAC0004,031209,2004,09,21.5,Y
IDCJAC0004,031209,2004,10,21.7,Y
IDCJAC0004,031209,2004,11,23.3,Y
IDCJAC0004,031209,2004,12,23.7,Y
IDCJAC0004,031209,2005,01,24.4,Y
IDCJAC0004,031209,2005,02,24.1,Y
IDCJAC0004,031209,2005,03,24.3,Y
IDCJAC0004,031209,2005,04,23.3,Y
IDCJAC0004,031209,2005,05,20.0,Y
IDCJAC0004,031209,2005,06,20.8,Y
IDCJAC0004,031209,2005,07,19.5,Y
IDCJAC0004,031209,2005,08,19.0,Y
IDCJAC0004,031209,2005,09,20.6,Y
IDCJAC0004,031209,2005,10,23.1,Y
IDCJAC0004,031209,2005,11,24.0,Y
IDCJAC0004,031209,2005,12,25.1,Y
IDCJAC0004,031209,2006,01,24.6,Y
IDCJAC0004,031209,2006,02,24.3,Y
IDCJAC0004,031209,2006,03,23.8,Y
IDCJAC0004,031209,2006,04,23.8,Y
IDCJAC0004,031209,2006,05,22.2,Y
IDCJAC0004,031209,2006,06,20.0,Y
IDCJAC0004,031209,2006,07,17.9,Y
IDCJAC0004,031209,2006,08,16.7,Y
IDCJAC0004,031209,2006,09,19.8,Y
IDCJAC0004,031209,2006,10,21.3,Y
IDCJAC0004,031209,2006,11,22.8,Y
IDCJAC0004,031209,2006,12,24.8,Y
IDCJAC0004,031209,2007,01,24.7,Y
IDCJAC0004,031209,2007,02,24.3,Y
IDCJAC0004,031209,2007,03,23.5,Y
IDCJAC0004,031209,2007,04,22.5,Y
IDCJAC0004,031209,2007,05,22.7,Y
IDCJAC0004,031209,2007,06,19.6,Y
IDCJAC0004,031209,2007,07,14.7,Y
IDCJAC0004,031209,2007,08,20.0,Y
IDCJAC0004,031209,2007,09,19.7,Y
IDCJAC0004,031209,2007,10,23.2,Y
IDCJAC0004,031209,2007,11,23.5,Y
IDCJAC0004,031209,2007,12,25.0,Y
IDCJAC0004,031209,2008,01,24.3,Y
IDCJAC0004,031209,2008,02,24.3,Y
IDCJAC0004,031209,2008,03,23.3,Y
IDCJAC0004,031209,2008,04,20.3,Y
IDCJAC0004,031209,2008,05,18.9,Y
IDCJAC0004,031209,2008,06,20.8,Y
IDCJAC0004,031209,2008,07,17.9,Y
IDCJAC0004,031209,2008,08,19.4,Y
IDCJAC0004,031209,2008,09,22.2,Y
IDCJAC0004,031209,2008,10,23.8,Y
IDCJAC0004,031209,2008,11,24.5,Y
IDCJAC0004,031209,2008,12,24.8,Y
IDCJAC0004,031209,2009,01,23.8,Y
IDCJAC0004,031209,2009,02,24.4,Y
IDCJAC0004,031209,2009,03,23.5,Y
IDCJAC0004,031209,2009,04,22.5,Y
IDCJAC0004,031209,2009,05,21.1,Y
IDCJAC0004,031209,2009,06,20.7,Y
IDCJAC0004,031209,2009,07,16.5,Y
IDCJAC0004,031209,2009,08,18.8,Y
IDCJAC0004,031209,2009,09,20.9,Y
IDCJAC0004,031209,2009,10,21.3,Y
IDCJAC0004,031209,2009,11,23.5,Y
IDCJAC0004,031209,2009,12,23.9,Y
IDCJAC0004,031209,2010,01,24.5,Y
IDCJAC0004,031209,2010,02,24.5,Y
IDCJAC0004,031209,2010,03,24.0,Y
IDCJAC0004,031209,2010,04,24.0,Y
IDCJAC0004,031209,2010,05,22.5,Y
IDCJAC0004,031209,2010,06,20.5,Y
IDCJAC0004,031209,2010,07,22.1,Y
IDCJAC0004,031209,2010,08,20.9,Y
IDCJAC0004,031209,2010,09,23.9,Y
IDCJAC0004,031209,2010,10,24.0,Y
IDCJAC0004,031209,2010,11,24.1,Y
IDCJAC0004,031209,2010,12,24.2,Y
IDCJAC0004,031209,2011,01,24.0,Y
IDCJAC0004,031209,2011,02,23.6,Y
IDCJAC0004,031209,2011,03,24.1,Y
IDCJAC0004,031209,2011,04,22.5,Y
IDCJAC0004,031209,2011,05,18.1,Y
IDCJAC0004,031209,2011,06,15.4,Y
IDCJAC0004,031209,2011,07,17.2,Y
IDCJAC0004,031209,2011,08,16.7,Y
IDCJAC0004,031209,2011,09,20.3,Y
IDCJAC0004,031209,2011,10,22.3,Y
IDCJAC0004,031209,2011,11,24.6,Y
IDCJAC0004,031209,2011,12,24.8,Y
IDCJAC0004,031209,2012,01,23.7,Y
IDCJAC0004,031209,2012,02,24.5,Y
IDCJAC0004,031209,2012,03,24.0,Y
IDCJAC0004,031209,2012,04,21.9,Y
IDCJAC0004,031209,2012,05,21.9,Y
IDCJAC0004,031209,2012,06,16.0,Y
IDCJAC0004,031209,2012,07,18.5,Y
IDCJAC0004,031209,2012,08,16.5,Y
IDCJAC0004,031209,2012,09,21.2,Y
IDCJAC0004,031209,2012,10,22.2,Y
IDCJAC0004,031209,2012,11,23.6,Y
IDCJAC0004,031209,2012,12,23.7,Y
IDCJAC0004,031209,2013,01,24.5,Y
IDCJAC0004,031209,2013,02,24.5,Y
IDCJAC0004,031209,2013,03,23.7,Y
IDCJAC0004,031209,2013,04,22.4,Y
IDCJAC0004,031209,2013,05,22.4,Y
IDCJAC0004,031209,2013,06,19.8,Y
IDCJAC0004,031209,2013,07,19.7,Y
IDCJAC0004,031209,2013,08,17.5,Y
IDCJAC0004,031209,2013,09,19.8,Y
IDCJAC0004,031209,2013,10,22.6,Y
IDCJAC0004,031209,2013,11,24.3,Y
IDCJAC0004,031209,2013,12,23.8,Y
IDCJAC0004,031209,2014,01,24.1,Y
IDCJAC0004,031209,2014,02,24.1,Y
IDCJAC0004,031209,2014,03,23.7,Y
IDCJAC0004,031209,2014,04,24.0,Y
IDCJAC0004,031209,2014,05,21.8,Y
IDCJAC0004,031209,2014,06,19.4,Y
IDCJAC0004,031209,2014,07,17.2,Y
IDCJAC0004,031209,2014,08,18.9,Y
IDCJAC0004,031209,2014,09,19.0,Y
IDCJAC0004,031209,2014,10,22.0,Y
IDCJAC0004,031209,2014,11,24.1,Y
IDCJAC0004,031209,2014,12,24.8,Y
IDCJAC0004,031209,2015,01,24.9,Y
IDCJAC0004,031209,2015,02,24.2,Y
IDCJAC0004,031209,2015,03,23.1,Y
IDCJAC0004,031209,2015,04,23.0,Y
IDCJAC0004,031209,2015,05,21.0,Y
IDCJAC0004,031209,2015,06,20.8,Y
IDCJAC0004,031209,2015,07,17.5,Y
IDCJAC0004,031209,2015,08,17.4,Y
IDCJAC0004,031209,2015,09,20.6,Y
IDCJAC0004,031209,2015,10,22.1,Y
IDCJAC0004,031209,2015,11,23.9,Y
IDCJAC0004,031209,2015,12,24.7,Y
IDCJAC0004,031209,2016,01,24.7,Y
IDCJAC0004,031209,2016,02,24.3,Y
IDCJAC0004,031209,2016,03,24.4,Y
IDCJAC0004,031209,2016,04,24.2,Y
IDCJAC0004,031209,2016,05,23.6,Y
IDCJAC0004,031209,2016,06,20.9,Y
IDCJAC0004,031209,2016,07,20.0,Y
IDCJAC0004,031209,2016,08,19.3,Y
IDCJAC0004,031209,2016,09,22.2,Y
IDCJAC0004,031209,2016,10,23.1,Y
IDCJAC0004,031209,2016,11,23.5,Y
IDCJAC0004,031209,2016,12,24.7,Y
IDCJAC0004,031209,2017,01,24.5,Y
IDCJAC0004,031209,2017,02,24.1,Y
IDCJAC0004,031209,2017,03,24.3,Y
IDCJAC0004,031209,2017,04,23.2,Y
IDCJAC0004,031209,2017,05,21.9,Y
IDCJAC0004,031209,2017,06,20.2,Y
IDCJAC0004,031209,2017,07,21.3,Y
IDCJAC0004,031209,2017,08,21.2,Y
IDCJAC0004,031209,2017,09,21.9,Y
IDCJAC0004,031209,2017,10,23.0,Y
IDCJAC0004,031209,2017,11,23.8,Y
IDCJAC0004,031209,2017,12,24.5,Y
IDCJAC0004,031209,2018,01,24.1,Y
IDCJAC0004,031209,2018,02,23.7,Y
IDCJAC0004,031209,2018,03,23.9,Y
IDCJAC0004,031209,2018,04,23.2,Y
IDCJAC0004,031209,2018,05,22.4,Y
IDCJAC0004,031209,2018,06,18.8,Y
IDCJAC0004,031209,2018,07,18.2,Y
IDCJAC0004,031209,2018,08,17.4,Y
IDCJAC0004,031209,2018,09,20.5,Y
