Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0004,066037,1939,null,null,null,14.4,11.3,7.7,4.9,7.5,8.4,11.4,14.8,16.1,null
IDCJAC0004,066037,1940,18.2,18.0,17.1,13.8,9.7,7.6,6.5,7.5,9.7,13.0,14.5,17.8,12.8
IDCJAC0004,066037,1941,17.6,17.5,16.1,13.7,9.4,7.4,7.2,7.1,10.3,12.0,15.4,16.2,12.5
IDCJAC0004,066037,1942,18.7,18.1,17.0,13.3,11.9,9.3,7.4,8.6,10.1,12.1,15.1,16.8,13.2
IDCJAC0004,066037,1943,17.7,18.2,18.0,12.7,11.1,6.6,5.0,6.5,8.9,12.3,13.3,15.6,12.2
IDCJAC0004,066037,1944,19.0,17.6,15.1,11.3,9.8,6.7,6.7,8.2,9.0,12.2,15.3,16.1,12.2
IDCJAC0004,066037,1945,17.9,17.4,16.1,13.4,9.6,10.9,6.4,8.8,8.3,12.0,14.9,16.8,12.7
IDCJAC0004,066037,1946,19.8,19.1,16.5,13.5,9.6,7.2,7.2,7.4,9.1,10.9,15.1,17.2,12.7
IDCJAC0004,066037,1947,17.8,19.4,17.3,13.5,11.6,8.5,6.4,7.3,9.6,12.0,14.2,17.2,12.9
IDCJAC0004,066037,1948,15.9,19.5,15.5,12.8,9.5,8.8,5.2,7.2,9.7,11.8,14.6,16.9,12.3
IDCJAC0004,066037,1949,16.8,18.0,17.6,12.0,10.6,7.9,6.7,7.7,11.0,14.7,14.9,17.0,12.9
IDCJAC0004,066037,1950,18.0,18.3,18.4,14.3,11.2,10.7,10.0,8.2,11.5,13.9,15.0,17.0,13.9
IDCJAC0004,066037,1951,17.9,19.2,18.6,11.5,10.2,10.6,6.1,6.3,10.5,11.6,13.9,16.1,12.7
IDCJAC0004,066037,1952,18.6,17.2,16.6,14.5,9.8,8.6,7.4,9.2,9.5,13.3,13.6,16.7,12.9
