Product code,Bureau of Meteorology station number,Year,Month,Mean minimum temperature (°C),Quality
IDCJAC0004,015590,1941,11,17.7,Y
IDCJAC0004,015590,1941,12,20.2,Y
IDCJAC0004,015590,1942,01,21.4,Y
IDCJAC0004,015590,1942,02,19.8,Y
IDCJAC0004,015590,1942,03,18.7,Y
IDCJAC0004,015590,1942,04,11.8,Y
IDCJAC0004,015590,1942,05,11.7,Y
IDCJAC0004,015590,1942,06,7.8,Y
IDCJAC0004,015590,1942,07,2.9,Y
IDCJAC0004,015590,1942,08,8.5,Y
IDCJAC0004,015590,1942,09,11.7,Y
IDCJAC0004,015590,1942,10,15.0,Y
IDCJAC0004,015590,1942,11,16.2,Y
IDCJAC0004,015590,1942,12,20.8,Y
IDCJAC0004,015590,1943,01,21.1,Y
IDCJAC0004,015590,1943,02,21.2,Y
IDCJAC0004,015590,1943,03,20.1,Y
IDCJAC0004,015590,1943,04,15.3,Y
IDCJAC0004,015590,1943,05,6.1,Y
IDCJAC0004,015590,1943,06,3.0,Y
IDCJAC0004,015590,1943,07,6.1,Y
IDCJAC0004,015590,1943,08,6.0,Y
IDCJAC0004,015590,1943,09,9.3,Y
IDCJAC0004,015590,1943,10,15.1,Y
IDCJAC0004,015590,1943,11,15.1,Y
IDCJAC0004,015590,1943,12,18.0,Y
IDCJAC0004,015590,1944,01,20.8,Y
IDCJAC0004,015590,1944,02,18.5,Y
IDCJAC0004,015590,1944,03,15.7,Y
IDCJAC0004,015590,1944,04,10.7,Y
IDCJAC0004,015590,1944,05,5.9,Y
IDCJAC0004,015590,1944,06,2.8,Y
IDCJAC0004,015590,1944,07,1.7,Y
IDCJAC0004,015590,1944,08,4.6,Y
IDCJAC0004,015590,1944,09,11.0,Y
IDCJAC0004,015590,1944,10,13.6,Y
IDCJAC0004,015590,1944,11,17.8,Y
IDCJAC0004,015590,1944,12,21.4,Y
IDCJAC0004,015590,1945,01,20.5,Y
IDCJAC0004,015590,1945,02,19.9,Y
IDCJAC0004,015590,1945,03,16.1,Y
IDCJAC0004,015590,1945,04,10.4,Y
IDCJAC0004,015590,1945,05,8.3,Y
IDCJAC0004,015590,1945,06,7.3,Y
IDCJAC0004,015590,1945,07,3.8,Y
IDCJAC0004,015590,1945,08,9.9,Y
IDCJAC0004,015590,1945,09,10.6,Y
IDCJAC0004,015590,1945,10,12.8,Y
IDCJAC0004,015590,1945,11,14.8,Y
IDCJAC0004,015590,1945,12,19.2,Y
IDCJAC0004,015590,1946,01,22.2,Y
IDCJAC0004,015590,1946,02,20.6,Y
IDCJAC0004,015590,1946,03,14.4,Y
IDCJAC0004,015590,1946,04,8.4,Y
IDCJAC0004,015590,1946,05,9.3,Y
IDCJAC0004,015590,1946,06,3.5,Y
IDCJAC0004,015590,1946,07,4.9,Y
IDCJAC0004,015590,1946,08,5.4,Y
IDCJAC0004,015590,1946,09,8.7,Y
IDCJAC0004,015590,1946,10,10.8,Y
IDCJAC0004,015590,1946,11,19.5,Y
IDCJAC0004,015590,1946,12,20.5,Y
IDCJAC0004,015590,1947,01,23.7,Y
IDCJAC0004,015590,1947,02,22.2,Y
IDCJAC0004,015590,1947,03,19.6,Y
IDCJAC0004,015590,1947,04,11.1,Y
IDCJAC0004,015590,1947,05,6.6,Y
IDCJAC0004,015590,1947,06,5.6,Y
IDCJAC0004,015590,1947,07,6.5,Y
IDCJAC0004,015590,1947,08,6.7,Y
IDCJAC0004,015590,1947,09,10.2,Y
IDCJAC0004,015590,1947,10,15.2,Y
IDCJAC0004,015590,1947,11,17.3,Y
IDCJAC0004,015590,1947,12,19.6,Y
IDCJAC0004,015590,1948,01,17.0,Y
IDCJAC0004,015590,1948,02,21.5,Y
IDCJAC0004,015590,1948,03,14.6,Y
IDCJAC0004,015590,1948,04,11.4,Y
IDCJAC0004,015590,1948,05,5.8,Y
IDCJAC0004,015590,1948,06,1.8,Y
IDCJAC0004,015590,1948,07,4.6,Y
IDCJAC0004,015590,1948,08,5.3,Y
IDCJAC0004,015590,1948,09,7.9,Y
IDCJAC0004,015590,1948,10,14.3,Y
IDCJAC0004,015590,1948,11,18.0,Y
IDCJAC0004,015590,1948,12,21.8,Y
IDCJAC0004,015590,1949,01,19.6,Y
IDCJAC0004,015590,1949,02,20.0,Y
IDCJAC0004,015590,1949,03,15.9,Y
IDCJAC0004,015590,1949,04,8.9,Y
IDCJAC0004,015590,1949,05,8.6,Y
IDCJAC0004,015590,1949,06,1.7,Y
IDCJAC0004,015590,1949,07,2.8,Y
IDCJAC0004,015590,1949,08,4.8,Y
IDCJAC0004,015590,1949,09,8.4,Y
IDCJAC0004,015590,1949,10,16.8,Y
IDCJAC0004,015590,1949,11,18.9,Y
IDCJAC0004,015590,1949,12,21.4,Y
IDCJAC0004,015590,1950,01,21.5,Y
IDCJAC0004,015590,1950,02,20.0,Y
IDCJAC0004,015590,1950,03,16.1,Y
IDCJAC0004,015590,1950,04,11.0,Y
IDCJAC0004,015590,1950,05,11.4,Y
IDCJAC0004,015590,1950,06,6.8,Y
IDCJAC0004,015590,1950,07,3.6,Y
IDCJAC0004,015590,1950,08,4.0,Y
IDCJAC0004,015590,1950,09,10.7,Y
IDCJAC0004,015590,1950,10,14.7,Y
IDCJAC0004,015590,1950,11,18.6,Y
IDCJAC0004,015590,1950,12,20.6,Y
IDCJAC0004,015590,1951,01,20.3,Y
IDCJAC0004,015590,1951,02,21.2,Y
IDCJAC0004,015590,1951,03,19.3,Y
IDCJAC0004,015590,1951,04,12.0,Y
IDCJAC0004,015590,1951,05,6.1,Y
IDCJAC0004,015590,1951,06,7.8,Y
IDCJAC0004,015590,1951,07,3.6,Y
IDCJAC0004,015590,1951,08,3.7,Y
IDCJAC0004,015590,1951,09,10.2,Y
IDCJAC0004,015590,1951,10,13.2,Y
IDCJAC0004,015590,1951,11,17.7,Y
IDCJAC0004,015590,1951,12,18.8,Y
IDCJAC0004,015590,1952,01,20.8,Y
IDCJAC0004,015590,1952,02,19.1,Y
IDCJAC0004,015590,1952,03,16.0,Y
IDCJAC0004,015590,1952,04,13.0,Y
IDCJAC0004,015590,1952,05,9.5,Y
IDCJAC0004,015590,1952,06,4.2,Y
IDCJAC0004,015590,1952,07,4.2,Y
IDCJAC0004,015590,1952,08,5.3,Y
IDCJAC0004,015590,1952,09,9.3,Y
IDCJAC0004,015590,1952,10,14.4,Y
