Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0004,070351,2008,null,null,null,null,null,null,null,null,4.7,6.3,10.1,11.4,null
IDCJAC0004,070351,2009,13.4,13.8,11.1,8.0,3.7,3.0,0.9,1.8,3.7,6.1,12.2,12.1,7.5
IDCJAC0004,070351,2010,15.3,15.3,11.6,7.5,3.1,0.6,-0.3,1.7,4.0,7.2,9.7,11.7,7.3
IDCJAC0004,070351,2011,15.3,14.4,11.8,5.4,0.0,0.7,-0.7,1.2,1.9,5.7,10.4,10.3,6.4
IDCJAC0004,070351,2012,12.6,12.9,10.1,6.2,-0.2,0.6,-1.1,-0.5,1.6,3.4,9.3,11.8,5.6
IDCJAC0004,070351,2013,13.9,12.8,9.6,5.5,1.3,1.6,1.7,2.4,4.0,3.8,6.7,11.5,6.2
IDCJAC0004,070351,2014,12.1,13.5,12.2,7.4,2.7,2.8,0.0,-0.8,2.7,5.4,10.2,12.7,6.7
IDCJAC0004,070351,2015,13.9,13.1,9.1,7.2,2.7,-0.8,-0.7,1.0,1.5,8.3,10.9,11.4,6.5
IDCJAC0004,070351,2016,14.0,13.3,12.6,8.3,4.8,3.0,2.2,1.1,4.8,5.2,8.6,13.5,7.6
IDCJAC0004,070351,2017,14.9,12.9,12.8,5.5,1.6,-1.4,-2.3,0.5,2.7,7.1,9.6,13.9,6.5
IDCJAC0004,070351,2018,14.4,12.8,10.4,8.7,2.2,1.8,-1.7,0.8,1.8,null,null,null,null
