Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0004,069134,1991,null,null,null,null,null,null,null,null,null,null,11.9,13.2,null
IDCJAC0004,069134,1992,15.2,15.5,14.8,11.4,8.1,4.4,3.6,3.7,6.3,10.3,11.8,14.4,10.0
IDCJAC0004,069134,1993,16.6,15.2,13.1,10.7,6.6,4.0,5.5,5.2,7.3,10.0,11.9,14.8,10.1
IDCJAC0004,069134,1994,14.7,16.5,12.9,11.3,7.7,5.7,2.9,3.9,4.9,7.2,9.7,13.5,9.2
IDCJAC0004,069134,1995,15.1,15.0,13.7,9.0,10.4,6.0,2.2,4.2,8.1,11.0,12.5,13.2,10.0
IDCJAC0004,069134,1996,16.5,13.7,13.1,9.1,8.4,6.0,4.6,6.9,7.9,10.1,10.4,13.4,10.0
IDCJAC0004,069134,1997,14.4,17.1,14.7,10.3,8.7,4.8,4.0,3.8,8.5,9.5,12.4,13.2,10.1
IDCJAC0004,069134,1998,14.0,15.3,14.3,12.0,9.0,6.9,4.3,7.7,9.3,9.9,12.2,15.3,10.8
IDCJAC0004,069134,1999,17.8,16.3,15.3,11.0,8.6,5.7,5.0,6.7,9.2,11.8,10.6,14.2,11.0
IDCJAC0004,069134,2000,14.3,16.7,15.3,7.5,5.4,4.1,4.8,4.8,9.3,10.3,14.5,14.3,10.1
IDCJAC0004,069134,2001,16.9,16.7,14.1,10.9,7.0,4.4,5.9,5.9,9.0,9.3,12.0,13.7,10.5
IDCJAC0004,069134,2002,15.0,15.8,14.8,12.3,7.3,4.6,2.4,3.3,5.7,8.6,12.6,13.8,9.7
IDCJAC0004,069134,2003,14.7,16.2,12.2,10.8,8.4,5.0,3.8,2.5,6.2,8.2,11.0,14.2,9.4
IDCJAC0004,069134,2004,14.6,15.3,12.8,10.5,4.3,2.8,1.6,3.5,5.1,9.1,11.2,13.0,8.6
IDCJAC0004,069134,2005,13.8,14.4,12.8,11.6,6.8,4.8,3.9,3.8,6.9,10.1,13.2,13.8,9.7
IDCJAC0004,069134,2006,17.3,16.1,15.0,7.8,5.9,4.1,4.7,3.3,7.8,7.9,10.7,12.8,9.5
IDCJAC0004,069134,2007,15.8,16.9,14.5,10.7,8.0,5.7,2.8,6.9,7.0,10.1,13.0,15.0,10.5
IDCJAC0004,069134,2008,16.5,14.7,12.5,9.0,5.4,7.1,2.7,3.5,6.8,9.5,12.3,13.7,9.5
IDCJAC0004,069134,2009,15.2,16.3,14.0,11.7,7.2,6.2,4.2,4.4,8.1,9.7,14.1,14.2,10.4
IDCJAC0004,069134,2010,16.7,17.6,14.8,10.9,7.1,4.6,3.2,4.0,6.9,10.8,12.6,15.0,10.3
IDCJAC0004,069134,2011,17.4,17.1,15.1,10.5,5.5,5.3,3.8,6.4,7.3,10.0,14.2,13.3,10.5
IDCJAC0004,069134,2012,14.9,15.0,13.4,11.2,5.9,5.3,2.8,3.1,6.4,8.5,12.6,14.7,9.5
IDCJAC0004,069134,2013,16.3,17.1,13.6,10.4,5.5,5.7,4.7,4.1,7.8,7.7,10.9,14.5,9.9
IDCJAC0004,069134,2014,14.9,15.2,15.3,12.0,7.4,5.6,2.8,3.7,7.2,10.5,13.6,16.2,10.4
IDCJAC0004,069134,2015,16.4,16.2,12.5,11.2,6.4,2.7,2.5,4.2,8.7,13.2,14.6,14.5,10.3
IDCJAC0004,069134,2016,16.2,16.2,14.7,10.5,5.9,6.5,5.7,4.6,8.1,8.8,11.5,16.0,10.4
IDCJAC0004,069134,2017,16.5,16.2,17.2,9.7,6.7,4.2,1.3,3.8,6.1,8.4,12.2,16.7,9.9
IDCJAC0004,069134,2018,16.5,16.1,14.5,12.2,6.8,12.2,null,4.2,5.5,null,null,null,null
