Product code,Bureau of Meteorology station number,Year,Month,Mean minimum temperature (°C),Quality
IDCJAC0004,032037,1944,01,22.9,Y
IDCJAC0004,032037,1944,02,22.6,Y
IDCJAC0004,032037,1944,03,21.6,Y
IDCJAC0004,032037,1944,04,20.9,Y
IDCJAC0004,032037,1944,05,14.9,Y
IDCJAC0004,032037,1944,06,16.7,Y
IDCJAC0004,032037,1944,07,15.3,Y
IDCJAC0004,032037,1944,08,14.7,Y
IDCJAC0004,032037,1944,09,16.2,Y
IDCJAC0004,032037,1944,10,17.6,Y
IDCJAC0004,032037,1944,11,18.9,Y
IDCJAC0004,032037,1944,12,21.3,Y
IDCJAC0004,032037,1945,01,22.2,Y
IDCJAC0004,032037,1945,02,22.1,Y
IDCJAC0004,032037,1945,03,21.9,Y
IDCJAC0004,032037,1945,04,20.2,Y
IDCJAC0004,032037,1945,05,15.9,Y
IDCJAC0004,032037,1945,06,16.2,Y
IDCJAC0004,032037,1945,07,15.1,Y
IDCJAC0004,032037,1945,08,15.7,Y
IDCJAC0004,032037,1945,09,16.4,Y
IDCJAC0004,032037,1945,10,17.3,Y
IDCJAC0004,032037,1945,11,19.3,Y
IDCJAC0004,032037,1945,12,20.7,Y
IDCJAC0004,032037,1946,01,22.8,Y
IDCJAC0004,032037,1946,02,22.4,Y
IDCJAC0004,032037,1946,03,20.9,Y
IDCJAC0004,032037,1946,04,17.6,Y
IDCJAC0004,032037,1946,05,16.8,Y
IDCJAC0004,032037,1946,06,11.8,Y
IDCJAC0004,032037,1946,07,13.0,Y
IDCJAC0004,032037,1946,08,13.1,Y
IDCJAC0004,032037,1946,09,14.0,Y
IDCJAC0004,032037,1946,10,15.7,Y
IDCJAC0004,032037,1946,11,19.3,Y
IDCJAC0004,032037,1946,12,20.8,Y
IDCJAC0004,032037,1947,01,22.4,Y
IDCJAC0004,032037,1947,02,22.4,Y
IDCJAC0004,032037,1947,03,22.3,Y
IDCJAC0004,032037,1947,04,18.5,Y
IDCJAC0004,032037,1947,05,18.7,Y
IDCJAC0004,032037,1947,06,16.2,Y
IDCJAC0004,032037,1947,07,14.5,Y
IDCJAC0004,032037,1947,08,16.7,Y
IDCJAC0004,032037,1947,09,17.1,Y
IDCJAC0004,032037,1947,10,17.8,Y
IDCJAC0004,032037,1947,11,19.3,Y
