Product code,Bureau of Meteorology station number,Year,Month,Mean minimum temperature (°C),Quality
IDCJAC0004,031108,1968,07,12.8,Y
IDCJAC0004,031108,1968,08,12.3,Y
IDCJAC0004,031108,1968,09,14.5,Y
IDCJAC0004,031108,1968,10,15.7,Y
IDCJAC0004,031108,1968,11,17.1,Y
IDCJAC0004,031108,1968,12,18.4,Y
IDCJAC0004,031108,1969,01,19.1,Y
IDCJAC0004,031108,1969,02,19.5,Y
IDCJAC0004,031108,1969,03,19.1,Y
IDCJAC0004,031108,1969,04,16.7,Y
IDCJAC0004,031108,1969,05,16.1,Y
IDCJAC0004,031108,1969,06,14.0,Y
IDCJAC0004,031108,1969,07,14.2,Y
IDCJAC0004,031108,1969,08,13.5,Y
IDCJAC0004,031108,1969,09,12.2,Y
IDCJAC0004,031108,1969,10,16.6,Y
IDCJAC0004,031108,1969,11,17.0,Y
IDCJAC0004,031108,1969,12,20.1,Y
IDCJAC0004,031108,1970,01,19.0,Y
IDCJAC0004,031108,1970,02,19.2,Y
IDCJAC0004,031108,1970,03,19.1,Y
IDCJAC0004,031108,1970,04,17.2,Y
IDCJAC0004,031108,1970,05,15.9,Y
IDCJAC0004,031108,1970,06,14.3,Y
IDCJAC0004,031108,1970,07,12.2,Y
IDCJAC0004,031108,1970,08,12.9,Y
IDCJAC0004,031108,1970,09,15.7,Y
IDCJAC0004,031108,1970,10,17.4,Y
IDCJAC0004,031108,1970,11,18.7,Y
IDCJAC0004,031108,1970,12,19.5,Y
IDCJAC0004,031108,1971,01,20.0,Y
IDCJAC0004,031108,1971,02,20.4,Y
IDCJAC0004,031108,1971,03,19.9,Y
IDCJAC0004,031108,1971,04,17.8,Y
IDCJAC0004,031108,1971,05,14.2,Y
IDCJAC0004,031108,1971,06,13.2,Y
IDCJAC0004,031108,1971,07,12.4,Y
IDCJAC0004,031108,1971,08,14.5,Y
IDCJAC0004,031108,1971,09,15.0,Y
IDCJAC0004,031108,1971,10,17.0,Y
IDCJAC0004,031108,1971,11,19.4,Y
IDCJAC0004,031108,1971,12,19.9,Y
IDCJAC0004,031108,1972,01,19.7,Y
IDCJAC0004,031108,1972,02,20.1,Y
IDCJAC0004,031108,1972,03,19.3,Y
IDCJAC0004,031108,1972,04,17.0,Y
IDCJAC0004,031108,1972,05,15.2,Y
IDCJAC0004,031108,1972,06,13.2,Y
IDCJAC0004,031108,1972,07,11.9,Y
