Product code,Bureau of Meteorology station number,Year,Month,Mean minimum temperature (°C),Quality
IDCJAC0004,069134,1991,11,11.9,Y
IDCJAC0004,069134,1991,12,13.2,Y
IDCJAC0004,069134,1992,01,15.2,Y
IDCJAC0004,069134,1992,02,15.5,Y
IDCJAC0004,069134,1992,03,14.8,Y
IDCJAC0004,069134,1992,04,11.4,Y
IDCJAC0004,069134,1992,05,8.1,Y
IDCJAC0004,069134,1992,06,4.4,Y
IDCJAC0004,069134,1992,07,3.6,Y
IDCJAC0004,069134,1992,08,3.7,Y
IDCJAC0004,069134,1992,09,6.3,Y
IDCJAC0004,069134,1992,10,10.3,Y
IDCJAC0004,069134,1992,11,11.8,Y
IDCJAC0004,069134,1992,12,14.4,Y
IDCJAC0004,069134,1993,01,16.6,Y
IDCJAC0004,069134,1993,02,15.2,Y
IDCJAC0004,069134,1993,03,13.1,Y
IDCJAC0004,069134,1993,04,10.7,Y
IDCJAC0004,069134,1993,05,6.6,Y
IDCJAC0004,069134,1993,06,4.0,Y
IDCJAC0004,069134,1993,07,5.5,Y
IDCJAC0004,069134,1993,08,5.2,Y
IDCJAC0004,069134,1993,09,7.3,Y
IDCJAC0004,069134,1993,10,10.0,Y
IDCJAC0004,069134,1993,11,11.9,Y
IDCJAC0004,069134,1993,12,14.8,Y
IDCJAC0004,069134,1994,01,14.7,Y
IDCJAC0004,069134,1994,02,16.5,Y
IDCJAC0004,069134,1994,03,12.9,Y
IDCJAC0004,069134,1994,04,11.3,Y
IDCJAC0004,069134,1994,05,7.7,Y
IDCJAC0004,069134,1994,06,5.7,Y
IDCJAC0004,069134,1994,07,2.9,Y
IDCJAC0004,069134,1994,08,3.9,Y
IDCJAC0004,069134,1994,09,4.9,Y
IDCJAC0004,069134,1994,10,7.2,Y
IDCJAC0004,069134,1994,11,9.7,Y
IDCJAC0004,069134,1994,12,13.5,Y
IDCJAC0004,069134,1995,01,15.1,Y
IDCJAC0004,069134,1995,02,15.0,Y
IDCJAC0004,069134,1995,03,13.7,Y
IDCJAC0004,069134,1995,04,9.0,Y
IDCJAC0004,069134,1995,05,10.4,Y
IDCJAC0004,069134,1995,06,6.0,Y
IDCJAC0004,069134,1995,07,2.2,Y
IDCJAC0004,069134,1995,08,4.2,Y
IDCJAC0004,069134,1995,09,8.1,Y
IDCJAC0004,069134,1995,10,11.0,Y
IDCJAC0004,069134,1995,11,12.5,Y
IDCJAC0004,069134,1995,12,13.2,Y
IDCJAC0004,069134,1996,01,16.5,Y
IDCJAC0004,069134,1996,02,13.7,Y
IDCJAC0004,069134,1996,03,13.1,Y
IDCJAC0004,069134,1996,04,9.1,Y
IDCJAC0004,069134,1996,05,8.4,Y
IDCJAC0004,069134,1996,06,6.0,Y
IDCJAC0004,069134,1996,07,4.6,Y
IDCJAC0004,069134,1996,08,6.9,Y
IDCJAC0004,069134,1996,09,7.9,Y
IDCJAC0004,069134,1996,10,10.1,Y
IDCJAC0004,069134,1996,11,10.4,Y
IDCJAC0004,069134,1996,12,13.4,Y
