Product code,Bureau of Meteorology station number,Year,Month,Mean minimum temperature (°C),Quality
IDCJAC0004,070351,2008,09,4.7,Y
IDCJAC0004,070351,2008,10,6.3,Y
IDCJAC0004,070351,2008,11,10.1,Y
IDCJAC0004,070351,2008,12,11.4,Y
IDCJAC0004,070351,2009,01,13.4,Y
IDCJAC0004,070351,2009,02,13.8,Y
IDCJAC0004,070351,2009,03,11.1,Y
IDCJAC0004,070351,2009,04,8.0,Y
IDCJAC0004,070351,2009,05,3.7,Y
IDCJAC0004,070351,2009,06,3.0,Y
IDCJAC0004,070351,2009,07,0.9,Y
IDCJAC0004,070351,2009,08,1.8,Y
IDCJAC0004,070351,2009,09,3.7,Y
IDCJAC0004,070351,2009,10,6.1,Y
IDCJAC0004,070351,2009,11,12.2,Y
IDCJAC0004,070351,2009,12,12.1,Y
IDCJAC0004,070351,2010,01,15.3,Y
IDCJAC0004,070351,2010,02,15.3,Y
IDCJAC0004,070351,2010,03,11.6,Y
IDCJAC0004,070351,2010,04,7.5,Y
IDCJAC0004,070351,2010,05,3.1,Y
IDCJAC0004,070351,2010,06,0.6,Y
IDCJAC0004,070351,2010,07,-0.3,Y
IDCJAC0004,070351,2010,08,1.7,Y
IDCJAC0004,070351,2010,09,4.0,Y
IDCJAC0004,070351,2010,10,7.2,Y
IDCJAC0004,070351,2010,11,9.7,Y
IDCJAC0004,070351,2010,12,11.7,Y
IDCJAC0004,070351,2011,01,15.3,Y
IDCJAC0004,070351,2011,02,14.4,Y
IDCJAC0004,070351,2011,03,11.8,Y
IDCJAC0004,070351,2011,04,5.4,Y
IDCJAC0004,070351,2011,05,0.0,Y
IDCJAC0004,070351,2011,06,0.7,Y
IDCJAC0004,070351,2011,07,-0.7,Y
IDCJAC0004,070351,2011,08,1.2,Y
IDCJAC0004,070351,2011,09,1.9,Y
IDCJAC0004,070351,2011,10,5.7,Y
IDCJAC0004,070351,2011,11,10.4,Y
IDCJAC0004,070351,2011,12,10.3,Y
IDCJAC0004,070351,2012,01,12.6,Y
IDCJAC0004,070351,2012,02,12.9,Y
IDCJAC0004,070351,2012,03,10.1,Y
IDCJAC0004,070351,2012,04,6.2,Y
IDCJAC0004,070351,2012,05,-0.2,Y
IDCJAC0004,070351,2012,06,0.6,Y
IDCJAC0004,070351,2012,07,-1.1,Y
IDCJAC0004,070351,2012,08,-0.5,Y
IDCJAC0004,070351,2012,09,1.6,Y
IDCJAC0004,070351,2012,10,3.4,Y
IDCJAC0004,070351,2012,11,9.3,Y
IDCJAC0004,070351,2012,12,11.8,Y
IDCJAC0004,070351,2013,01,13.9,Y
IDCJAC0004,070351,2013,02,12.8,Y
IDCJAC0004,070351,2013,03,9.6,Y
