Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,069134,1992,12,154.4,Y
IDCJAC0001,069134,1993,01,56.2,Y
IDCJAC0001,069134,1993,02,159.2,Y
IDCJAC0001,069134,1993,03,126.2,Y
IDCJAC0001,069134,1993,04,15.5,Y
IDCJAC0001,069134,1993,05,83.8,Y
IDCJAC0001,069134,1993,06,15.6,Y
IDCJAC0001,069134,1993,07,76.0,Y
IDCJAC0001,069134,1993,08,29.5,Y
IDCJAC0001,069134,1993,09,82.6,Y
IDCJAC0001,069134,1993,10,62.1,Y
IDCJAC0001,069134,1993,11,83.4,Y
IDCJAC0001,069134,1993,12,35.1,Y
IDCJAC0001,069134,1994,01,17.8,Y
IDCJAC0001,069134,1994,02,125.2,Y
IDCJAC0001,069134,1994,03,123.3,Y
IDCJAC0001,069134,1994,04,133.0,Y
IDCJAC0001,069134,1994,05,51.6,Y
IDCJAC0001,069134,1994,06,37.2,Y
IDCJAC0001,069134,1994,07,5.6,Y
IDCJAC0001,069134,1994,08,6.0,Y
IDCJAC0001,069134,1994,09,41.6,Y
IDCJAC0001,069134,1994,10,131.1,Y
IDCJAC0001,069134,1994,11,81.4,Y
IDCJAC0001,069134,1994,12,81.0,Y
IDCJAC0001,069134,1995,01,141.8,Y
IDCJAC0001,069134,1995,02,36.9,Y
IDCJAC0001,069134,1995,03,122.6,Y
IDCJAC0001,069134,1995,04,30.2,Y
IDCJAC0001,069134,1995,05,141.2,Y
IDCJAC0001,069134,1995,06,77.6,Y
IDCJAC0001,069134,1995,07,6.4,Y
IDCJAC0001,069134,1995,08,2.0,Y
IDCJAC0001,069134,1995,09,70.9,Y
IDCJAC0001,069134,1995,10,117.6,Y
IDCJAC0001,069134,1995,11,112.7,Y
IDCJAC0001,069134,1995,12,83.6,Y
IDCJAC0001,069134,1996,01,115.4,Y
IDCJAC0001,069134,1996,02,17.6,Y
IDCJAC0001,069134,1996,03,20.1,Y
IDCJAC0001,069134,1996,04,123.3,Y
IDCJAC0001,069134,1996,05,66.2,Y
IDCJAC0001,069134,1996,06,54.4,Y
IDCJAC0001,069134,1996,07,33.5,Y
IDCJAC0001,069134,1996,08,59.2,Y
IDCJAC0001,069134,1996,09,172.0,Y
IDCJAC0001,069134,1996,10,37.8,Y
IDCJAC0001,069134,1996,11,63.0,Y
IDCJAC0001,069134,1996,12,68.6,Y
IDCJAC0001,069134,1997,01,71.6,Y
IDCJAC0001,069134,1997,02,68.6,Y
IDCJAC0001,069134,1997,03,117.0,Y
IDCJAC0001,069134,1997,04,4.0,Y
IDCJAC0001,069134,1997,05,42.5,Y
IDCJAC0001,069134,1997,06,186.4,Y
IDCJAC0001,069134,1997,07,38.7,Y
IDCJAC0001,069134,1997,08,1.8,Y
IDCJAC0001,069134,1997,09,134.7,Y
IDCJAC0001,069134,1997,10,63.2,Y
IDCJAC0001,069134,1997,11,30.4,Y
IDCJAC0001,069134,1997,12,52.8,Y
IDCJAC0001,069134,1998,01,45.3,Y
IDCJAC0001,069134,1998,02,18.9,Y
IDCJAC0001,069134,1998,03,6.6,Y
IDCJAC0001,069134,1998,04,31.4,Y
IDCJAC0001,069134,1998,05,170.7,Y
IDCJAC0001,069134,1998,06,117.0,Y
IDCJAC0001,069134,1998,07,41.6,Y
IDCJAC0001,069134,1998,08,458.4,Y
IDCJAC0001,069134,1998,09,18.2,Y
IDCJAC0001,069134,1998,10,33.5,Y
IDCJAC0001,069134,1998,11,135.1,Y
IDCJAC0001,069134,1998,12,88.2,N
IDCJAC0001,069134,1999,01,361.9,N
IDCJAC0001,069134,1999,02,80.1,N
IDCJAC0001,069134,1999,03,42.1,N
IDCJAC0001,069134,1999,04,35.0,N
IDCJAC0001,069134,1999,05,7.0,N
IDCJAC0001,069134,1999,06,43.2,N
IDCJAC0001,069134,1999,07,85.6,N
IDCJAC0001,069134,1999,08,24.8,N
IDCJAC0001,069134,1999,09,36.9,N
IDCJAC0001,069134,1999,10,222.8,N
IDCJAC0001,069134,1999,11,74.9,N
IDCJAC0001,069134,1999,12,110.7,N
IDCJAC0001,069134,2000,01,81.3,Y
IDCJAC0001,069134,2000,02,43.2,Y
IDCJAC0001,069134,2000,04,40.9,Y
IDCJAC0001,069134,2000,05,16.3,Y
IDCJAC0001,069134,2000,06,38.0,Y
IDCJAC0001,069134,2000,07,23.0,Y
IDCJAC0001,069134,2000,08,29.5,Y
IDCJAC0001,069134,2000,09,101.4,Y
IDCJAC0001,069134,2000,10,25.6,Y
IDCJAC0001,069134,2000,11,155.3,Y
IDCJAC0001,069134,2000,12,49.0,Y
IDCJAC0001,069134,2001,01,136.1,Y
IDCJAC0001,069134,2001,02,99.4,Y
IDCJAC0001,069134,2001,03,50.1,Y
IDCJAC0001,069134,2001,05,9.6,Y
IDCJAC0001,069134,2001,06,31.2,Y
IDCJAC0001,069134,2001,07,132.5,Y
IDCJAC0001,069134,2001,08,108.6,Y
IDCJAC0001,069134,2001,09,61.2,Y
IDCJAC0001,069134,2001,10,37.5,Y
IDCJAC0001,069134,2001,11,73.7,Y
IDCJAC0001,069134,2001,12,52.3,Y
IDCJAC0001,069134,2002,02,242.0,Y
IDCJAC0001,069134,2002,04,144.1,Y
IDCJAC0001,069134,2002,05,39.5,Y
IDCJAC0001,069134,2002,06,16.2,Y
IDCJAC0001,069134,2002,07,5.1,Y
IDCJAC0001,069134,2002,08,13.5,Y
IDCJAC0001,069134,2002,09,19.4,N
IDCJAC0001,069134,2002,10,2.8,N
IDCJAC0001,069134,2002,11,16.8,N
IDCJAC0001,069134,2002,12,52.6,N
IDCJAC0001,069134,2003,01,26.8,N
IDCJAC0001,069134,2003,02,116.2,N
IDCJAC0001,069134,2003,03,90.6,N
IDCJAC0001,069134,2003,04,166.4,N
IDCJAC0001,069134,2003,05,130.4,N
IDCJAC0001,069134,2003,06,36.7,N
IDCJAC0001,069134,2003,07,27.7,N
IDCJAC0001,069134,2003,08,19.6,N
IDCJAC0001,069134,2003,09,9.0,N
IDCJAC0001,069134,2003,10,77.8,N
IDCJAC0001,069134,2003,11,107.4,N
IDCJAC0001,069134,2003,12,47.0,N
IDCJAC0001,069134,2004,01,94.9,N
IDCJAC0001,069134,2004,02,48.7,N
IDCJAC0001,069134,2004,03,72.6,N
IDCJAC0001,069134,2004,04,57.8,N
IDCJAC0001,069134,2004,05,12.3,N
IDCJAC0001,069134,2004,06,3.4,N
IDCJAC0001,069134,2004,07,25.3,N
IDCJAC0001,069134,2004,08,24.4,N
IDCJAC0001,069134,2004,09,49.7,N
IDCJAC0001,069134,2004,10,291.1,N
IDCJAC0001,069134,2004,11,60.0,N
IDCJAC0001,069134,2004,12,74.0,N
IDCJAC0001,069134,2005,01,87.4,N
IDCJAC0001,069134,2005,02,70.4,N
IDCJAC0001,069134,2005,03,28.0,N
IDCJAC0001,069134,2005,04,42.4,N
IDCJAC0001,069134,2005,05,52.9,N
IDCJAC0001,069134,2005,06,34.9,N
IDCJAC0001,069134,2005,07,130.4,N
IDCJAC0001,069134,2005,08,15.2,N
IDCJAC0001,069134,2005,09,60.5,N
IDCJAC0001,069134,2005,10,194.0,N
IDCJAC0001,069134,2005,11,96.3,N
IDCJAC0001,069134,2005,12,29.3,N
IDCJAC0001,069134,2006,01,36.0,N
IDCJAC0001,069134,2006,02,8.5,N
IDCJAC0001,069134,2006,03,20.4,N
IDCJAC0001,069134,2006,04,8.0,N
IDCJAC0001,069134,2006,05,157.2,N
IDCJAC0001,069134,2006,06,117.0,N
IDCJAC0001,069134,2006,07,86.9,N
IDCJAC0001,069134,2006,08,20.2,N
IDCJAC0001,069134,2006,09,33.7,N
IDCJAC0001,069134,2006,10,2.0,N
IDCJAC0001,069134,2006,11,95.1,N
IDCJAC0001,069134,2006,12,73.5,N
IDCJAC0001,069134,2007,01,6.3,N
IDCJAC0001,069134,2007,02,177.5,N
IDCJAC0001,069134,2007,03,80.1,N
IDCJAC0001,069134,2007,04,41.7,N
IDCJAC0001,069134,2007,05,48.0,N
IDCJAC0001,069134,2007,06,248.5,N
IDCJAC0001,069134,2007,07,30.5,N
IDCJAC0001,069134,2007,08,67.0,N
IDCJAC0001,069134,2007,09,34.5,N
IDCJAC0001,069134,2007,10,26.3,N
IDCJAC0001,069134,2007,11,139.0,N
IDCJAC0001,069134,2007,12,113.7,N
IDCJAC0001,069134,2008,01,81.0,N
IDCJAC0001,069134,2008,02,136.2,N
IDCJAC0001,069134,2008,03,26.5,N
IDCJAC0001,069134,2008,04,68.9,N
IDCJAC0001,069134,2008,05,39.8,N
IDCJAC0001,069134,2008,06,65.4,N
IDCJAC0001,069134,2008,07,13.1,N
IDCJAC0001,069134,2008,08,131.2,N
IDCJAC0001,069134,2008,09,32.2,N
IDCJAC0001,069134,2008,10,34.2,N
IDCJAC0001,069134,2008,11,87.6,N
IDCJAC0001,069134,2008,12,94.0,N
IDCJAC0001,069134,2009,01,35.2,N
IDCJAC0001,069134,2009,02,65.7,N
IDCJAC0001,069134,2009,03,59.2,N
IDCJAC0001,069134,2009,04,73.3,N
IDCJAC0001,069134,2009,05,26.1,N
IDCJAC0001,069134,2009,06,78.9,N
IDCJAC0001,069134,2009,07,19.3,N
IDCJAC0001,069134,2009,08,5.6,N
IDCJAC0001,069134,2009,09,13.6,N
IDCJAC0001,069134,2009,10,94.3,N
IDCJAC0001,069134,2009,11,28.8,N
IDCJAC0001,069134,2009,12,60.3,N
IDCJAC0001,069134,2010,01,40.2,Y
IDCJAC0001,069134,2010,02,303.8,Y
IDCJAC0001,069134,2010,03,82.3,Y
IDCJAC0001,069134,2010,04,8.6,Y
IDCJAC0001,069134,2010,05,173.0,Y
IDCJAC0001,069134,2010,06,45.2,Y
IDCJAC0001,069134,2010,07,51.6,Y
IDCJAC0001,069134,2010,08,26.6,Y
IDCJAC0001,069134,2010,09,42.6,Y
IDCJAC0001,069134,2010,10,80.4,Y
IDCJAC0001,069134,2010,11,140.7,Y
IDCJAC0001,069134,2010,12,98.0,Y
IDCJAC0001,069134,2011,01,72.5,Y
IDCJAC0001,069134,2011,02,134.8,Y
IDCJAC0001,069134,2011,03,121.2,Y
IDCJAC0001,069134,2011,04,34.1,N
IDCJAC0001,069134,2011,05,15.8,N
IDCJAC0001,069134,2011,06,34.2,Y
IDCJAC0001,069134,2011,07,124.9,Y
IDCJAC0001,069134,2011,08,93.2,Y
IDCJAC0001,069134,2011,09,47.0,Y
IDCJAC0001,069134,2011,10,82.9,Y
IDCJAC0001,069134,2011,11,113.4,N
IDCJAC0001,069134,2011,12,36.8,N
IDCJAC0001,069134,2012,01,36.4,Y
IDCJAC0001,069134,2012,02,172.7,Y
IDCJAC0001,069134,2012,03,268.2,Y
IDCJAC0001,069134,2012,04,105.8,Y
IDCJAC0001,069134,2012,05,10.8,Y
IDCJAC0001,069134,2012,06,102.7,N
IDCJAC0001,069134,2012,07,12.6,N
IDCJAC0001,069134,2012,08,5.2,N
IDCJAC0001,069134,2012,09,12.8,N
IDCJAC0001,069134,2012,10,256.1,N
IDCJAC0001,069134,2012,11,61.8,N
IDCJAC0001,069134,2012,12,31.8,N
IDCJAC0001,069134,2013,01,139.0,N
IDCJAC0001,069134,2013,02,90.9,N
IDCJAC0001,069134,2013,03,33.9,N
IDCJAC0001,069134,2013,04,64.8,N
IDCJAC0001,069134,2013,05,59.6,N
IDCJAC0001,069134,2013,06,182.3,N
IDCJAC0001,069134,2013,07,9.3,N
IDCJAC0001,069134,2013,08,7.3,N
IDCJAC0001,069134,2013,09,109.0,N
IDCJAC0001,069134,2013,10,21.9,N
IDCJAC0001,069134,2013,11,218.7,N
IDCJAC0001,069134,2013,12,48.9,N
IDCJAC0001,069134,2014,01,41.2,N
IDCJAC0001,069134,2014,02,17.8,N
IDCJAC0001,069134,2014,03,158.4,N
IDCJAC0001,069134,2014,04,56.0,N
IDCJAC0001,069134,2014,05,7.7,N
IDCJAC0001,069134,2014,06,59.8,N
IDCJAC0001,069134,2014,07,7.2,N
IDCJAC0001,069134,2014,08,315.7,Y
IDCJAC0001,069134,2014,09,30.8,N
IDCJAC0001,069134,2014,10,122.8,N
IDCJAC0001,069134,2014,11,26.5,N
IDCJAC0001,069134,2015,01,191.6,N
IDCJAC0001,069134,2015,02,39.6,N
IDCJAC0001,069134,2015,03,22.1,N
IDCJAC0001,069134,2015,04,145.6,N
IDCJAC0001,069134,2015,05,43.4,N
IDCJAC0001,069134,2015,06,101.2,N
IDCJAC0001,069134,2015,07,98.8,N
IDCJAC0001,069134,2015,08,275.1,N
IDCJAC0001,069134,2015,09,47.9,N
IDCJAC0001,069134,2015,10,40.5,N
IDCJAC0001,069134,2015,11,135.2,N
IDCJAC0001,069134,2015,12,23.5,N
IDCJAC0001,069134,2016,01,248.7,N
IDCJAC0001,069134,2016,02,20.4,N
IDCJAC0001,069134,2016,03,36.0,N
IDCJAC0001,069134,2016,04,44.2,N
IDCJAC0001,069134,2016,05,4.4,N
IDCJAC0001,069134,2016,06,347.9,N
IDCJAC0001,069134,2016,07,59.7,N
IDCJAC0001,069134,2016,08,13.4,N
IDCJAC0001,069134,2016,09,39.2,N
IDCJAC0001,069134,2016,10,7.6,N
IDCJAC0001,069134,2016,11,42.1,Y
IDCJAC0001,069134,2016,12,57.9,N
IDCJAC0001,069134,2017,01,7.2,N
IDCJAC0001,069134,2017,02,78.7,N
IDCJAC0001,069134,2017,03,215.0,N
IDCJAC0001,069134,2017,04,46.1,N
IDCJAC0001,069134,2017,05,45.6,N
IDCJAC0001,069134,2017,06,31.2,N
IDCJAC0001,069134,2017,07,6.0,N
IDCJAC0001,069134,2017,08,42.4,N
IDCJAC0001,069134,2017,09,9.0,N
IDCJAC0001,069134,2017,10,47.5,N
IDCJAC0001,069134,2017,11,148.2,N
IDCJAC0001,069134,2017,12,109.1,N
IDCJAC0001,069134,2018,01,92.6,N
IDCJAC0001,069134,2018,02,148.3,N
IDCJAC0001,069134,2018,03,7.1,N
IDCJAC0001,069134,2018,04,15.2,N
IDCJAC0001,069134,2018,05,14.6,N
IDCJAC0001,069134,2018,06,4.0,N
IDCJAC0001,069134,2018,08,10.5,N
IDCJAC0001,069134,2018,09,51.8,N
