Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,069134,1985,9.4,57.1,71.0,139.0,100.4,45.6,13.0,15.4,152.6,204.7,120.2,94.9,1023.3
IDCJAC0001,069134,1986,90.6,78.8,31.9,73.3,19.5,31.0,13.6,100.5,53.4,45.1,118.3,40.9,696.9
IDCJAC0001,069134,1987,33.5,82.4,67.7,null,null,null,null,null,null,null,null,null,null
IDCJAC0001,069134,1991,null,null,null,null,null,null,null,null,null,null,18.9,221.6,null
IDCJAC0001,069134,1992,158.1,231.6,22.2,89.8,60.4,99.2,5.7,28.3,85.8,120.8,199.8,154.4,1256.1
IDCJAC0001,069134,1993,56.2,159.2,126.2,15.5,83.8,15.6,76.0,29.5,82.6,62.1,83.4,35.1,825.2
IDCJAC0001,069134,1994,17.8,125.2,123.3,133.0,51.6,37.2,5.6,6.0,41.6,131.1,81.4,81.0,834.8
IDCJAC0001,069134,1995,141.8,36.9,122.6,30.2,141.2,77.6,6.4,2.0,70.9,117.6,112.7,83.6,943.5
IDCJAC0001,069134,1996,115.4,17.6,20.1,123.3,66.2,54.4,33.5,59.2,172.0,37.8,63.0,68.6,831.1
IDCJAC0001,069134,1997,71.6,68.6,117.0,4.0,42.5,186.4,38.7,1.8,134.7,63.2,30.4,52.8,811.7
IDCJAC0001,069134,1998,45.3,18.9,6.6,31.4,170.7,117.0,41.6,458.4,18.2,33.5,135.1,88.2,1164.9
IDCJAC0001,069134,1999,361.9,80.1,42.1,35.0,7.0,43.2,85.6,24.8,36.9,222.8,74.9,110.7,1125.0
IDCJAC0001,069134,2000,81.3,43.2,null,40.9,16.3,38.0,23.0,29.5,101.4,25.6,155.3,49.0,null
IDCJAC0001,069134,2001,136.1,99.4,50.1,null,9.6,31.2,132.5,108.6,61.2,37.5,73.7,52.3,null
IDCJAC0001,069134,2002,null,242.0,null,144.1,39.5,16.2,5.1,13.5,19.4,2.8,16.8,52.6,null
IDCJAC0001,069134,2003,26.8,116.2,90.6,166.4,130.4,36.7,27.7,19.6,9.0,77.8,107.4,47.0,855.6
IDCJAC0001,069134,2004,94.9,48.7,72.6,57.8,12.3,3.4,25.3,24.4,49.7,291.1,60.0,74.0,814.2
IDCJAC0001,069134,2005,87.4,70.4,28.0,42.4,52.9,34.9,130.4,15.2,60.5,194.0,96.3,29.3,841.7
IDCJAC0001,069134,2006,36.0,8.5,20.4,8.0,157.2,117.0,86.9,20.2,33.7,2.0,95.1,73.5,658.5
IDCJAC0001,069134,2007,6.3,177.5,80.1,41.7,48.0,248.5,30.5,67.0,34.5,26.3,139.0,113.7,1013.1
IDCJAC0001,069134,2008,81.0,136.2,26.5,68.9,39.8,65.4,13.1,131.2,32.2,34.2,87.6,94.0,810.1
IDCJAC0001,069134,2009,35.2,65.7,59.2,73.3,26.1,78.9,19.3,5.6,13.6,94.3,28.8,60.3,560.3
IDCJAC0001,069134,2010,40.2,303.8,82.3,8.6,173.0,45.2,51.6,26.6,42.6,80.4,140.7,98.0,1093.0
IDCJAC0001,069134,2011,72.5,134.8,121.2,34.1,15.8,34.2,124.9,93.2,47.0,82.9,113.4,36.8,910.8
IDCJAC0001,069134,2012,36.4,172.7,268.2,105.8,10.8,102.7,12.6,5.2,12.8,256.1,61.8,31.8,1076.9
IDCJAC0001,069134,2013,139.0,90.9,33.9,64.8,59.6,182.3,9.3,7.3,109.0,21.9,218.7,48.9,985.6
IDCJAC0001,069134,2014,41.2,17.8,158.4,56.0,7.7,59.8,7.2,315.7,30.8,122.8,26.5,null,null
IDCJAC0001,069134,2015,191.6,39.6,22.1,145.6,43.4,101.2,98.8,275.1,47.9,40.5,135.2,23.5,1164.5
IDCJAC0001,069134,2016,248.7,20.4,36.0,44.2,4.4,347.9,59.7,13.4,39.2,7.6,42.1,57.9,921.5
IDCJAC0001,069134,2017,7.2,78.7,215.0,46.1,45.6,31.2,6.0,42.4,9.0,47.5,148.2,109.1,786.0
IDCJAC0001,069134,2018,92.6,148.3,7.1,15.2,14.6,4.0,null,10.5,51.8,null,null,null,null
