Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,066037,1929,null,null,null,null,null,null,null,null,9.7,179.7,67.9,38.5,null
IDCJAC0001,066037,1930,114.1,17.0,106.8,148.0,111.9,276.5,100.0,33.3,6.7,50.4,15.8,148.7,1129.2
IDCJAC0001,066037,1931,49.3,43.5,167.8,184.1,98.3,61.1,200.4,4.9,127.6,19.4,105.3,91.2,1152.9
IDCJAC0001,066037,1932,7.9,171.4,74.7,107.2,71.9,19.0,43.3,69.9,243.7,30.9,91.1,76.9,1007.9
IDCJAC0001,066037,1933,216.2,4.1,85.7,212.8,132.9,49.6,91.0,4.8,71.8,90.9,114.1,75.2,1149.1
IDCJAC0001,066037,1934,53.3,310.3,52.8,236.2,177.7,119.4,226.2,172.0,222.0,55.8,94.5,65.2,1785.4
IDCJAC0001,066037,1935,67.5,81.8,42.5,23.2,79.0,123.7,46.8,5.8,82.1,85.2,32.2,110.0,779.8
IDCJAC0001,066037,1936,96.7,124.4,83.1,43.7,62.3,65.1,30.4,35.9,39.7,9.4,14.7,98.6,704.0
IDCJAC0001,066037,1937,65.7,32.1,165.3,98.7,15.0,336.4,80.2,124.6,10.9,72.7,137.5,37.3,1176.4
IDCJAC0001,066037,1938,150.5,67.9,25.9,48.0,83.4,9.1,100.9,218.4,30.6,66.4,29.4,5.8,836.3
IDCJAC0001,066037,1939,71.7,2.5,185.5,119.0,90.9,14.4,39.6,71.4,62.3,39.0,57.5,16.2,770.0
IDCJAC0001,066037,1940,18.6,11.7,15.6,144.4,134.1,68.6,98.9,32.9,67.8,47.2,63.0,167.8,870.6
IDCJAC0001,066037,1941,115.1,46.0,31.3,72.3,27.4,44.7,40.2,65.3,34.6,40.9,18.8,16.8,553.4
IDCJAC0001,066037,1942,5.4,35.4,304.0,21.4,44.4,122.7,33.9,20.1,18.6,155.4,121.3,107.7,990.3
IDCJAC0001,066037,1943,38.6,16.0,33.5,42.0,421.7,39.7,7.6,193.8,108.8,43.5,129.6,71.6,1146.4
IDCJAC0001,066037,1944,57.6,55.6,50.3,74.6,59.5,47.6,76.2,95.4,40.7,39.5,18.3,14.6,629.9
IDCJAC0001,066037,1945,48.3,72.6,32.8,315.2,174.5,119.6,108.0,40.3,10.5,22.6,56.5,44.4,1045.3
IDCJAC0001,066037,1946,15.0,47.0,122.1,188.2,46.2,120.0,2.0,8.4,21.0,54.4,68.8,14.5,707.6
IDCJAC0001,066037,1947,55.7,94.8,56.2,126.9,84.8,42.9,11.2,27.0,23.1,33.4,87.6,199.1,842.7
