Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,069147,1998,02,0.0,N
IDCJAC0001,069147,1998,03,5.8,N
IDCJAC0001,069147,1998,04,19.8,N
IDCJAC0001,069147,1998,05,102.4,N
IDCJAC0001,069147,1998,06,118.6,N
IDCJAC0001,069147,1998,07,62.6,N
IDCJAC0001,069147,1998,08,153.6,N
IDCJAC0001,069147,1998,09,9.6,N
IDCJAC0001,069147,1998,10,16.8,N
IDCJAC0001,069147,1998,11,63.8,N
IDCJAC0001,069147,1998,12,55.4,N
IDCJAC0001,069147,1999,01,130.4,N
IDCJAC0001,069147,1999,02,29.0,N
IDCJAC0001,069147,1999,03,49.6,N
IDCJAC0001,069147,1999,04,65.8,N
IDCJAC0001,069147,1999,05,4.2,N
IDCJAC0001,069147,1999,06,22.4,N
IDCJAC0001,069147,1999,07,41.8,N
IDCJAC0001,069147,1999,08,14.2,N
IDCJAC0001,069147,1999,09,14.2,N
IDCJAC0001,069147,1999,10,52.0,N
IDCJAC0001,069147,1999,11,34.4,N
IDCJAC0001,069147,1999,12,67.0,N
IDCJAC0001,069147,2000,01,29.0,N
IDCJAC0001,069147,2000,02,13.4,N
IDCJAC0001,069147,2000,03,134.0,N
IDCJAC0001,069147,2000,04,18.4,N
IDCJAC0001,069147,2000,05,35.4,N
IDCJAC0001,069147,2000,06,24.6,N
IDCJAC0001,069147,2000,07,20.4,N
IDCJAC0001,069147,2000,08,32.0,N
IDCJAC0001,069147,2000,09,120.2,N
IDCJAC0001,069147,2000,10,65.6,N
IDCJAC0001,069147,2000,11,112.0,N
IDCJAC0001,069147,2000,12,12.8,N
IDCJAC0001,069147,2001,01,75.2,N
IDCJAC0001,069147,2001,02,109.6,N
IDCJAC0001,069147,2001,03,64.4,N
IDCJAC0001,069147,2001,04,132.8,N
IDCJAC0001,069147,2001,05,14.4,N
IDCJAC0001,069147,2001,06,18.8,N
IDCJAC0001,069147,2001,07,174.8,N
IDCJAC0001,069147,2001,08,80.4,N
IDCJAC0001,069147,2001,09,69.2,N
IDCJAC0001,069147,2001,10,44.8,N
