Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,075041,1958,09,29.2,Y
IDCJAC0001,075041,1958,10,51.8,Y
IDCJAC0001,075041,1958,11,71.8,Y
IDCJAC0001,075041,1958,12,48.4,Y
IDCJAC0001,075041,1959,01,7.9,Y
IDCJAC0001,075041,1959,02,38.4,Y
IDCJAC0001,075041,1959,03,154.0,Y
IDCJAC0001,075041,1959,04,17.6,Y
IDCJAC0001,075041,1959,05,16.0,Y
IDCJAC0001,075041,1959,06,31.0,Y
IDCJAC0001,075041,1959,07,31.5,Y
IDCJAC0001,075041,1959,08,8.4,Y
IDCJAC0001,075041,1959,09,16.4,Y
IDCJAC0001,075041,1959,10,80.0,Y
IDCJAC0001,075041,1959,11,11.5,Y
IDCJAC0001,075041,1959,12,15.7,Y
IDCJAC0001,075041,1960,01,51.1,Y
IDCJAC0001,075041,1960,02,23.1,Y
IDCJAC0001,075041,1960,03,9.4,Y
IDCJAC0001,075041,1960,04,14.2,Y
IDCJAC0001,075041,1960,05,77.0,Y
IDCJAC0001,075041,1960,06,8.4,Y
IDCJAC0001,075041,1960,07,43.9,Y
IDCJAC0001,075041,1960,08,46.2,Y
IDCJAC0001,075041,1960,09,52.3,Y
IDCJAC0001,075041,1960,10,7.1,Y
IDCJAC0001,075041,1960,11,16.3,Y
IDCJAC0001,075041,1960,12,34.5,Y
IDCJAC0001,075041,1961,01,24.1,Y
IDCJAC0001,075041,1961,02,0.0,Y
IDCJAC0001,075041,1961,03,58.7,Y
IDCJAC0001,075041,1961,04,40.1,Y
IDCJAC0001,075041,1961,05,2.0,Y
IDCJAC0001,075041,1961,06,44.7,Y
IDCJAC0001,075041,1961,07,33.5,Y
IDCJAC0001,075041,1961,08,74.2,Y
IDCJAC0001,075041,1961,09,13.7,Y
IDCJAC0001,075041,1961,10,12.2,Y
IDCJAC0001,075041,1961,11,80.0,Y
IDCJAC0001,075041,1961,12,69.1,Y
IDCJAC0001,075041,1962,01,84.6,Y
IDCJAC0001,075041,1962,02,0.5,Y
IDCJAC0001,075041,1962,03,40.1,Y
IDCJAC0001,075041,1962,04,2.5,Y
IDCJAC0001,075041,1962,05,47.8,Y
IDCJAC0001,075041,1962,06,25.1,Y
IDCJAC0001,075041,1962,07,17.0,Y
IDCJAC0001,075041,1962,08,53.8,Y
IDCJAC0001,075041,1962,09,32.0,Y
IDCJAC0001,075041,1962,10,33.3,Y
IDCJAC0001,075041,1962,11,28.7,Y
IDCJAC0001,075041,1962,12,12.7,Y
IDCJAC0001,075041,1963,01,50.4,Y
IDCJAC0001,075041,1963,02,8.2,Y
IDCJAC0001,075041,1963,03,27.0,Y
IDCJAC0001,075041,1963,04,40.4,Y
IDCJAC0001,075041,1963,05,55.1,Y
IDCJAC0001,075041,1963,06,69.3,Y
IDCJAC0001,075041,1963,07,29.7,Y
IDCJAC0001,075041,1963,08,27.6,Y
IDCJAC0001,075041,1963,09,37.2,Y
IDCJAC0001,075041,1963,10,56.1,Y
IDCJAC0001,075041,1963,11,16.1,Y
IDCJAC0001,075041,1963,12,51.9,Y
IDCJAC0001,075041,1964,01,8.4,Y
IDCJAC0001,075041,1964,02,3.3,Y
IDCJAC0001,075041,1964,03,7.6,Y
IDCJAC0001,075041,1964,04,80.3,Y
IDCJAC0001,075041,1964,05,15.5,Y
IDCJAC0001,075041,1964,06,43.2,Y
IDCJAC0001,075041,1964,07,32.6,Y
IDCJAC0001,075041,1964,08,22.0,Y
IDCJAC0001,075041,1964,09,65.8,Y
IDCJAC0001,075041,1964,10,44.3,Y
IDCJAC0001,075041,1964,11,17.0,Y
IDCJAC0001,075041,1964,12,11.9,Y
IDCJAC0001,075041,1965,01,3.6,Y
IDCJAC0001,075041,1965,02,0.8,Y
IDCJAC0001,075041,1965,03,0.0,Y
IDCJAC0001,075041,1965,04,40.4,Y
IDCJAC0001,075041,1965,05,32.7,Y
IDCJAC0001,075041,1965,06,21.1,Y
IDCJAC0001,075041,1965,07,13.5,Y
IDCJAC0001,075041,1965,08,61.5,Y
IDCJAC0001,075041,1965,09,18.2,Y
IDCJAC0001,075041,1965,10,15.0,Y
IDCJAC0001,075041,1965,11,37.8,Y
IDCJAC0001,075041,1965,12,33.6,Y
IDCJAC0001,075041,1966,01,10.7,Y
IDCJAC0001,075041,1966,02,11.7,Y
IDCJAC0001,075041,1966,03,51.7,Y
IDCJAC0001,075041,1966,04,7.3,Y
IDCJAC0001,075041,1966,05,36.0,Y
IDCJAC0001,075041,1966,06,8.9,Y
IDCJAC0001,075041,1966,07,14.3,Y
IDCJAC0001,075041,1966,08,25.2,Y
IDCJAC0001,075041,1966,09,43.1,Y
IDCJAC0001,075041,1966,10,60.4,Y
IDCJAC0001,075041,1966,11,55.0,Y
IDCJAC0001,075041,1966,12,57.4,Y
IDCJAC0001,075041,1967,01,8.1,Y
IDCJAC0001,075041,1967,02,1.5,Y
IDCJAC0001,075041,1967,03,12.5,Y
IDCJAC0001,075041,1967,04,0.5,Y
IDCJAC0001,075041,1967,05,34.0,Y
IDCJAC0001,075041,1967,06,45.1,Y
