Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0001,031209,2000,null,null,null,null,null,null,10.6,25.0,2.2,16.2,316.4,344.0,null
IDCJAC0001,031209,2001,137.8,529.0,225.4,84.0,12.0,39.6,7.8,7.8,8.4,88.0,138.8,45.2,1323.8
IDCJAC0001,031209,2002,118.2,88.2,137.6,42.4,26.6,20.2,9.2,35.2,17.0,0.0,6.6,77.6,578.8
IDCJAC0001,031209,2003,109.4,191.9,99.2,90.2,38.4,53.6,38.4,11.0,4.4,0.8,12.4,308.8,958.5
IDCJAC0001,031209,2004,128.3,402.8,901.6,296.8,29.4,100.6,41.8,0.4,2.2,16.6,49.2,181.4,2151.1
IDCJAC0001,031209,2005,237.0,25.8,256.8,90.4,14.2,8.4,24.6,18.2,0.6,34.8,39.8,77.2,827.8
IDCJAC0001,031209,2006,492.8,241.8,915.0,404.2,50.0,21.6,43.8,23.0,8.8,15.8,7.6,49.4,2273.8
IDCJAC0001,031209,2007,null,265.8,216.0,52.2,46.8,47.8,1.2,14.4,0.0,11.0,57.8,295.4,null
IDCJAC0001,031209,2008,220.2,461.2,722.4,15.6,31.0,18.2,14.8,2.0,10.2,21.8,4.0,77.0,1598.4
IDCJAC0001,031209,2009,419.2,384.8,99.6,134.6,24.2,2.2,8.4,1.6,3.4,7.6,56.4,75.6,1217.6
IDCJAC0001,031209,2010,497.0,381.8,359.0,436.2,44.8,10.0,54.4,69.8,25.0,44.8,154.4,143.6,2220.8
IDCJAC0001,031209,2011,424.2,544.0,365.0,123.4,14.6,16.4,14.0,11.4,9.4,39.0,24.6,303.6,1889.6
IDCJAC0001,031209,2012,146.0,248.2,487.6,181.2,46.6,0.6,14.6,9.4,2.4,24.0,55.6,22.8,1239.0
IDCJAC0001,031209,2013,433.6,78.4,295.2,85.6,97.4,30.8,15.2,3.0,21.4,8.8,93.8,13.4,1176.6
IDCJAC0001,031209,2014,344.4,302.0,509.2,364.0,42.6,102.4,7.4,11.4,1.0,2.1,5.4,33.2,1725.1
IDCJAC0001,031209,2015,181.0,417.6,438.4,71.8,12.8,105.6,25.6,10.0,2.4,33.4,20.8,400.8,1720.2
IDCJAC0001,031209,2016,95.4,299.8,267.4,94.8,267.8,52.0,31.6,21.2,8.0,6.2,14.8,12.4,1171.4
IDCJAC0001,031209,2017,222.4,831.8,271.8,126.8,21.0,22.4,29.2,10.0,1.4,98.0,51.6,13.0,1699.4
IDCJAC0001,031209,2018,579.2,297.8,375.6,14.6,34.4,30.8,38.8,2.6,10.0,null,null,null,null
