Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,031209,2000,07,10.6,N
IDCJAC0001,031209,2000,08,25.0,N
IDCJAC0001,031209,2000,09,2.2,N
IDCJAC0001,031209,2000,10,16.2,N
IDCJAC0001,031209,2000,11,316.4,N
IDCJAC0001,031209,2000,12,344.0,N
IDCJAC0001,031209,2001,01,137.8,N
IDCJAC0001,031209,2001,02,529.0,N
IDCJAC0001,031209,2001,03,225.4,N
IDCJAC0001,031209,2001,04,84.0,N
IDCJAC0001,031209,2001,05,12.0,N
IDCJAC0001,031209,2001,06,39.6,N
IDCJAC0001,031209,2001,07,7.8,N
IDCJAC0001,031209,2001,08,7.8,N
IDCJAC0001,031209,2001,09,8.4,N
IDCJAC0001,031209,2001,10,88.0,N
IDCJAC0001,031209,2001,11,138.8,N
IDCJAC0001,031209,2001,12,45.2,N
IDCJAC0001,031209,2002,01,118.2,N
IDCJAC0001,031209,2002,02,88.2,N
IDCJAC0001,031209,2002,03,137.6,N
IDCJAC0001,031209,2002,04,42.4,N
IDCJAC0001,031209,2002,05,26.6,N
IDCJAC0001,031209,2002,06,20.2,N
IDCJAC0001,031209,2002,07,9.2,N
IDCJAC0001,031209,2002,08,35.2,N
IDCJAC0001,031209,2002,09,17.0,N
IDCJAC0001,031209,2002,10,0.0,N
IDCJAC0001,031209,2002,11,6.6,N
IDCJAC0001,031209,2002,12,77.6,N
IDCJAC0001,031209,2003,01,109.4,N
IDCJAC0001,031209,2003,02,191.9,N
IDCJAC0001,031209,2003,03,99.2,N
IDCJAC0001,031209,2003,04,90.2,N
IDCJAC0001,031209,2003,05,38.4,N
IDCJAC0001,031209,2003,06,53.6,N
IDCJAC0001,031209,2003,07,38.4,N
IDCJAC0001,031209,2003,08,11.0,N
IDCJAC0001,031209,2003,09,4.4,N
IDCJAC0001,031209,2003,10,0.8,N
IDCJAC0001,031209,2003,11,12.4,N
IDCJAC0001,031209,2003,12,308.8,N
IDCJAC0001,031209,2004,01,128.3,N
IDCJAC0001,031209,2004,02,402.8,N
IDCJAC0001,031209,2004,03,901.6,N
IDCJAC0001,031209,2004,04,296.8,N
IDCJAC0001,031209,2004,05,29.4,N
IDCJAC0001,031209,2004,06,100.6,N
IDCJAC0001,031209,2004,07,41.8,N
IDCJAC0001,031209,2004,08,0.4,N
IDCJAC0001,031209,2004,09,2.2,N
IDCJAC0001,031209,2004,10,16.6,N
IDCJAC0001,031209,2004,11,49.2,N
IDCJAC0001,031209,2004,12,181.4,N
IDCJAC0001,031209,2005,01,237.0,N
IDCJAC0001,031209,2005,02,25.8,N
IDCJAC0001,031209,2005,03,256.8,N
IDCJAC0001,031209,2005,04,90.4,N
IDCJAC0001,031209,2005,05,14.2,N
IDCJAC0001,031209,2005,06,8.4,N
IDCJAC0001,031209,2005,07,24.6,N
IDCJAC0001,031209,2005,08,18.2,N
IDCJAC0001,031209,2005,09,0.6,N
IDCJAC0001,031209,2005,10,34.8,N
IDCJAC0001,031209,2005,11,39.8,N
IDCJAC0001,031209,2005,12,77.2,N
IDCJAC0001,031209,2006,01,492.8,N
IDCJAC0001,031209,2006,02,241.8,N
IDCJAC0001,031209,2006,03,915.0,N
IDCJAC0001,031209,2006,04,404.2,N
IDCJAC0001,031209,2006,05,50.0,N
IDCJAC0001,031209,2006,06,21.6,N
IDCJAC0001,031209,2006,07,43.8,N
IDCJAC0001,031209,2006,08,23.0,N
IDCJAC0001,031209,2006,09,8.8,N
IDCJAC0001,031209,2006,10,15.8,N
IDCJAC0001,031209,2006,11,7.6,Y
IDCJAC0001,031209,2006,12,49.4,Y
IDCJAC0001,031209,2007,02,265.8,N
IDCJAC0001,031209,2007,03,216.0,N
IDCJAC0001,031209,2007,04,52.2,N
IDCJAC0001,031209,2007,05,46.8,N
IDCJAC0001,031209,2007,06,47.8,N
IDCJAC0001,031209,2007,07,1.2,N
IDCJAC0001,031209,2007,08,14.4,N
IDCJAC0001,031209,2007,09,0.0,N
IDCJAC0001,031209,2007,10,11.0,N
IDCJAC0001,031209,2007,11,57.8,N
IDCJAC0001,031209,2007,12,295.4,N
IDCJAC0001,031209,2008,01,220.2,N
IDCJAC0001,031209,2008,02,461.2,N
IDCJAC0001,031209,2008,03,722.4,N
IDCJAC0001,031209,2008,04,15.6,N
IDCJAC0001,031209,2008,05,31.0,N
IDCJAC0001,031209,2008,06,18.2,N
IDCJAC0001,031209,2008,07,14.8,N
IDCJAC0001,031209,2008,08,2.0,N
IDCJAC0001,031209,2008,09,10.2,N
IDCJAC0001,031209,2008,10,21.8,N
