Product code,Station number,Year,Month,Monthly mean daily global solar exposure (MJ/m*m)
IDCJAC0003,070351,2007,01,27.8
IDCJAC0003,070351,2007,02,22.2
IDCJAC0003,070351,2007,03,18.5
IDCJAC0003,070351,2007,04,14.0
IDCJAC0003,070351,2007,05,10.1
IDCJAC0003,070351,2007,06,7.6
IDCJAC0003,070351,2007,07,9.4
IDCJAC0003,070351,2007,08,12.1
IDCJAC0003,070351,2007,09,17.4
IDCJAC0003,070351,2007,10,22.5
IDCJAC0003,070351,2007,11,22.6
IDCJAC0003,070351,2007,12,23.2
IDCJAC0003,070351,2008,01,25.7
IDCJAC0003,070351,2008,02,21.7
IDCJAC0003,070351,2008,03,19.1
IDCJAC0003,070351,2008,04,14.5
IDCJAC0003,070351,2008,05,11.0
IDCJAC0003,070351,2008,06,7.5
IDCJAC0003,070351,2008,07,8.8
IDCJAC0003,070351,2008,08,12.6
IDCJAC0003,070351,2008,09,18.0
IDCJAC0003,070351,2008,10,22.4
IDCJAC0003,070351,2008,11,22.3
IDCJAC0003,070351,2008,12,26.3
IDCJAC0003,070351,2009,01,30.6
IDCJAC0003,070351,2009,02,21.9
IDCJAC0003,070351,2009,03,18.8
IDCJAC0003,070351,2009,04,13.0
IDCJAC0003,070351,2009,05,9.9
IDCJAC0003,070351,2009,06,7.1
IDCJAC0003,070351,2009,07,9.3
IDCJAC0003,070351,2009,08,12.3
IDCJAC0003,070351,2009,09,16.7
IDCJAC0003,070351,2009,10,17.8
IDCJAC0003,070351,2009,11,25.1
IDCJAC0003,070351,2009,12,27.4
IDCJAC0003,070351,2010,01,28.4
IDCJAC0003,070351,2010,02,20.9
IDCJAC0003,070351,2010,03,18.2
IDCJAC0003,070351,2010,04,14.4
IDCJAC0003,070351,2010,05,10.2
IDCJAC0003,070351,2010,06,8.6
IDCJAC0003,070351,2010,07,8.7
IDCJAC0003,070351,2010,08,12.0
IDCJAC0003,070351,2010,09,16.9
IDCJAC0003,070351,2010,10,19.6
IDCJAC0003,070351,2010,11,20.6
IDCJAC0003,070351,2010,12,24.8
IDCJAC0003,070351,2011,01,23.3
IDCJAC0003,070351,2011,02,19.3
IDCJAC0003,070351,2011,03,16.2
IDCJAC0003,070351,2011,04,13.7
IDCJAC0003,070351,2011,05,10.3
IDCJAC0003,070351,2011,06,8.1
IDCJAC0003,070351,2011,07,8.4
IDCJAC0003,070351,2011,08,11.8
IDCJAC0003,070351,2011,09,15.8
IDCJAC0003,070351,2011,10,19.1
IDCJAC0003,070351,2011,11,20.7
IDCJAC0003,070351,2011,12,24.0
IDCJAC0003,070351,2012,01,25.1
IDCJAC0003,070351,2012,02,18.4
IDCJAC0003,070351,2012,03,14.7
IDCJAC0003,070351,2012,04,13.4
IDCJAC0003,070351,2012,05,10.7
IDCJAC0003,070351,2012,06,7.7
IDCJAC0003,070351,2012,07,9.3
IDCJAC0003,070351,2012,08,12.6
IDCJAC0003,070351,2012,09,17.2
IDCJAC0003,070351,2012,10,22.1
IDCJAC0003,070351,2012,11,22.2
IDCJAC0003,070351,2012,12,25.7
IDCJAC0003,070351,2013,01,27.4
IDCJAC0003,070351,2013,02,20.5
IDCJAC0003,070351,2013,03,19.7
IDCJAC0003,070351,2013,04,13.9
IDCJAC0003,070351,2013,05,10.2
IDCJAC0003,070351,2013,06,7.2
IDCJAC0003,070351,2013,07,8.4
IDCJAC0003,070351,2013,08,12.4
IDCJAC0003,070351,2013,09,16.2
IDCJAC0003,070351,2013,10,22.3
IDCJAC0003,070351,2013,11,22.8
IDCJAC0003,070351,2013,12,26.7
IDCJAC0003,070351,2014,01,26.8
IDCJAC0003,070351,2014,02,21.4
IDCJAC0003,070351,2014,03,15.2
IDCJAC0003,070351,2014,04,11.9
IDCJAC0003,070351,2014,05,10.3
IDCJAC0003,070351,2014,06,7.2
IDCJAC0003,070351,2014,07,9.0
IDCJAC0003,070351,2014,08,12.5
IDCJAC0003,070351,2014,09,16.3
IDCJAC0003,070351,2014,10,20.5
IDCJAC0003,070351,2014,11,24.3
IDCJAC0003,070351,2014,12,25.5
IDCJAC0003,070351,2015,01,23.2
IDCJAC0003,070351,2015,02,19.8
IDCJAC0003,070351,2015,03,18.8
IDCJAC0003,070351,2015,04,10.0
IDCJAC0003,070351,2015,05,10.4
IDCJAC0003,070351,2015,06,8.6
IDCJAC0003,070351,2015,07,8.7
IDCJAC0003,070351,2015,08,11.0
IDCJAC0003,070351,2015,09,17.1
IDCJAC0003,070351,2015,10,20.2
IDCJAC0003,070351,2015,11,23.5
IDCJAC0003,070351,2015,12,27.3
IDCJAC0003,070351,2016,01,20.4
IDCJAC0003,070351,2016,02,24.4
IDCJAC0003,070351,2016,03,17.5
IDCJAC0003,070351,2016,04,14.3
IDCJAC0003,070351,2016,05,10.6
IDCJAC0003,070351,2016,06,7.6
IDCJAC0003,070351,2016,07,9.1
IDCJAC0003,070351,2016,08,11.8
IDCJAC0003,070351,2016,09,13.8
IDCJAC0003,070351,2016,10,19.9
IDCJAC0003,070351,2016,11,26.3
IDCJAC0003,070351,2016,12,22.9
IDCJAC0003,070351,2017,01,23.8
IDCJAC0003,070351,2017,02,20.7
IDCJAC0003,070351,2017,03,15.1
IDCJAC0003,070351,2017,04,12.7
IDCJAC0003,070351,2017,05,10.3
IDCJAC0003,070351,2017,06,9.0
IDCJAC0003,070351,2017,07,9.7
IDCJAC0003,070351,2017,08,13.0
IDCJAC0003,070351,2017,09,17.6
IDCJAC0003,070351,2017,10,20.9
IDCJAC0003,070351,2017,11,23.7
IDCJAC0003,070351,2017,12,22.9
