Product code,Station number,Year,Month,Monthly mean daily global solar exposure (MJ/m*m)
IDCJAC0003,014015,1990,01,20.8
IDCJAC0003,014015,1990,02,24.0
IDCJAC0003,014015,1990,03,23.0
IDCJAC0003,014015,1990,04,20.8
IDCJAC0003,014015,1990,05,19.8
IDCJAC0003,014015,1990,06,18.5
IDCJAC0003,014015,1990,07,18.6
IDCJAC0003,014015,1990,08,22.1
IDCJAC0003,014015,1990,09,25.0
IDCJAC0003,014015,1990,10,25.6
IDCJAC0003,014015,1990,11,24.3
IDCJAC0003,014015,1990,12,23.4
IDCJAC0003,014015,1991,01,15.0
IDCJAC0003,014015,1991,02,12.9
IDCJAC0003,014015,1991,03,25.4
IDCJAC0003,014015,1991,04,21.2
IDCJAC0003,014015,1991,05,21.5
IDCJAC0003,014015,1991,06,18.5
IDCJAC0003,014015,1991,07,18.9
IDCJAC0003,014015,1991,08,21.5
IDCJAC0003,014015,1991,09,22.0
IDCJAC0003,014015,1991,10,25.6
IDCJAC0003,014015,1991,11,21.7
IDCJAC0003,014015,1991,12,26.0
IDCJAC0003,014015,1992,01,21.6
IDCJAC0003,014015,1992,02,18.8
IDCJAC0003,014015,1992,03,22.9
IDCJAC0003,014015,1992,04,19.9
IDCJAC0003,014015,1992,05,19.4
IDCJAC0003,014015,1992,06,19.2
IDCJAC0003,014015,1992,07,20.0
IDCJAC0003,014015,1992,08,21.3
IDCJAC0003,014015,1992,09,21.4
IDCJAC0003,014015,1992,10,22.8
IDCJAC0003,014015,1992,11,23.5
IDCJAC0003,014015,1992,12,21.7
IDCJAC0003,014015,1993,01,18.9
IDCJAC0003,014015,1993,02,18.3
IDCJAC0003,014015,1993,03,21.9
IDCJAC0003,014015,1993,04,23.0
IDCJAC0003,014015,1993,05,20.6
IDCJAC0003,014015,1993,06,18.9
IDCJAC0003,014015,1993,07,18.3
IDCJAC0003,014015,1993,08,20.0
IDCJAC0003,014015,1993,09,21.6
IDCJAC0003,014015,1993,10,23.5
IDCJAC0003,014015,1993,11,22.1
IDCJAC0003,014015,1993,12,19.5
IDCJAC0003,014015,1994,01,23.4
IDCJAC0003,014015,1994,02,15.5
IDCJAC0003,014015,1994,03,22.5
IDCJAC0003,014015,1994,04,23.6
IDCJAC0003,014015,1994,05,20.7
IDCJAC0003,014015,1994,06,19.4
IDCJAC0003,014015,1994,07,20.5
IDCJAC0003,014015,1994,08,23.2
IDCJAC0003,014015,1994,09,23.0
IDCJAC0003,014015,1994,10,23.8
IDCJAC0003,014015,1994,11,23.7
IDCJAC0003,014015,1994,12,22.3
IDCJAC0003,014015,1995,01,16.2
IDCJAC0003,014015,1995,02,18.9
IDCJAC0003,014015,1995,03,17.4
IDCJAC0003,014015,1995,04,19.9
IDCJAC0003,014015,1995,05,19.6
IDCJAC0003,014015,1995,06,18.8
IDCJAC0003,014015,1995,07,20.7
IDCJAC0003,014015,1995,08,23.1
IDCJAC0003,014015,1995,09,23.5
