Product code,Station number,Year,Month,Monthly mean daily global solar exposure (MJ/m*m)
IDCJAC0003,031209,1990,01,26.4
IDCJAC0003,031209,1990,02,27.4
IDCJAC0003,031209,1990,03,16.9
IDCJAC0003,031209,1990,04,16.9
IDCJAC0003,031209,1990,05,13.0
IDCJAC0003,031209,1990,06,16.4
IDCJAC0003,031209,1990,07,15.4
IDCJAC0003,031209,1990,08,21.4
IDCJAC0003,031209,1990,09,23.0
IDCJAC0003,031209,1990,10,26.5
IDCJAC0003,031209,1990,11,28.5
IDCJAC0003,031209,1990,12,22.5
IDCJAC0003,031209,1991,01,19.5
IDCJAC0003,031209,1991,02,17.1
IDCJAC0003,031209,1991,03,23.1
IDCJAC0003,031209,1991,04,18.6
IDCJAC0003,031209,1991,05,18.7
IDCJAC0003,031209,1991,06,16.9
IDCJAC0003,031209,1991,07,17.6
IDCJAC0003,031209,1991,08,19.2
IDCJAC0003,031209,1991,09,24.2
IDCJAC0003,031209,1991,10,26.5
IDCJAC0003,031209,1991,11,27.4
IDCJAC0003,031209,1991,12,25.6
IDCJAC0003,031209,1992,01,27.2
IDCJAC0003,031209,1992,02,21.3
IDCJAC0003,031209,1992,03,23.1
IDCJAC0003,031209,1992,04,19.6
IDCJAC0003,031209,1992,05,17.1
IDCJAC0003,031209,1992,06,17.8
IDCJAC0003,031209,1992,07,16.0
IDCJAC0003,031209,1992,08,19.4
IDCJAC0003,031209,1992,09,23.0
IDCJAC0003,031209,1992,10,25.7
IDCJAC0003,031209,1992,11,27.7
IDCJAC0003,031209,1992,12,16.6
IDCJAC0003,031209,1993,01,20.9
IDCJAC0003,031209,1993,02,17.9
IDCJAC0003,031209,1993,03,24.9
IDCJAC0003,031209,1993,04,19.5
IDCJAC0003,031209,1993,05,17.6
IDCJAC0003,031209,1993,06,15.0
IDCJAC0003,031209,1993,07,15.9
IDCJAC0003,031209,1993,08,20.3
IDCJAC0003,031209,1993,09,23.1
IDCJAC0003,031209,1993,10,26.6
IDCJAC0003,031209,1993,11,25.8
IDCJAC0003,031209,1993,12,22.5
IDCJAC0003,031209,1994,01,24.3
IDCJAC0003,031209,1994,02,18.7
IDCJAC0003,031209,1994,03,22.0
IDCJAC0003,031209,1994,04,20.1
IDCJAC0003,031209,1994,05,17.0
IDCJAC0003,031209,1994,06,17.0
IDCJAC0003,031209,1994,07,16.6
IDCJAC0003,031209,1994,08,21.2
IDCJAC0003,031209,1994,09,23.7
IDCJAC0003,031209,1994,10,25.0
IDCJAC0003,031209,1994,11,27.0
IDCJAC0003,031209,1994,12,26.6
IDCJAC0003,031209,1995,01,25.0
IDCJAC0003,031209,1995,02,19.7
IDCJAC0003,031209,1995,03,17.3
IDCJAC0003,031209,1995,04,20.3
IDCJAC0003,031209,1995,05,16.0
IDCJAC0003,031209,1995,06,16.4
IDCJAC0003,031209,1995,07,17.9
IDCJAC0003,031209,1995,08,17.5
IDCJAC0003,031209,1995,09,24.8
IDCJAC0003,031209,1995,10,25.5
IDCJAC0003,031209,1995,11,24.5
IDCJAC0003,031209,1995,12,24.1
IDCJAC0003,031209,1996,01,22.2
IDCJAC0003,031209,1996,02,21.8
IDCJAC0003,031209,1996,03,17.7
IDCJAC0003,031209,1996,04,20.2
IDCJAC0003,031209,1996,05,15.6
IDCJAC0003,031209,1996,06,16.4
IDCJAC0003,031209,1996,07,18.5
IDCJAC0003,031209,1996,08,20.1
IDCJAC0003,031209,1996,09,25.5
IDCJAC0003,031209,1996,10,24.4
IDCJAC0003,031209,1996,11,26.7
IDCJAC0003,031209,1996,12,23.6
IDCJAC0003,031209,1997,01,20.7
IDCJAC0003,031209,1997,02,20.7
IDCJAC0003,031209,1997,03,17.1
IDCJAC0003,031209,1997,04,22.7
IDCJAC0003,031209,1997,05,19.0
IDCJAC0003,031209,1997,06,16.4
IDCJAC0003,031209,1997,07,17.3
IDCJAC0003,031209,1997,08,20.1
IDCJAC0003,031209,1997,09,23.8
IDCJAC0003,031209,1997,10,25.7
IDCJAC0003,031209,1997,11,24.6
IDCJAC0003,031209,1997,12,23.0
IDCJAC0003,031209,1998,01,20.4
IDCJAC0003,031209,1998,02,20.9
IDCJAC0003,031209,1998,03,20.4
IDCJAC0003,031209,1998,04,19.8
IDCJAC0003,031209,1998,05,15.5
IDCJAC0003,031209,1998,06,16.9
IDCJAC0003,031209,1998,07,16.0
IDCJAC0003,031209,1998,08,20.6
IDCJAC0003,031209,1998,09,21.6
IDCJAC0003,031209,1998,10,23.6
IDCJAC0003,031209,1998,11,22.3
IDCJAC0003,031209,1998,12,24.4
IDCJAC0003,031209,1999,01,20.8
IDCJAC0003,031209,1999,02,18.2
IDCJAC0003,031209,1999,03,17.2
IDCJAC0003,031209,1999,04,15.4
IDCJAC0003,031209,1999,05,18.9
IDCJAC0003,031209,1999,06,17.5
IDCJAC0003,031209,1999,07,17.4
IDCJAC0003,031209,1999,08,19.7
IDCJAC0003,031209,1999,09,24.6
IDCJAC0003,031209,1999,10,23.4
IDCJAC0003,031209,1999,11,18.7
IDCJAC0003,031209,1999,12,22.0
IDCJAC0003,031209,2000,01,22.7
IDCJAC0003,031209,2000,02,17.0
IDCJAC0003,031209,2000,03,20.3
IDCJAC0003,031209,2000,04,16.6
IDCJAC0003,031209,2000,05,16.9
IDCJAC0003,031209,2000,06,14.6
IDCJAC0003,031209,2000,07,17.6
IDCJAC0003,031209,2000,08,19.7
IDCJAC0003,031209,2000,09,21.9
IDCJAC0003,031209,2000,10,21.3
IDCJAC0003,031209,2000,11,22.0
IDCJAC0003,031209,2000,12,18.1
IDCJAC0003,031209,2001,01,22.9
IDCJAC0003,031209,2001,02,15.7
IDCJAC0003,031209,2001,03,23.2
IDCJAC0003,031209,2001,04,20.0
IDCJAC0003,031209,2001,05,19.6
IDCJAC0003,031209,2001,06,15.3
IDCJAC0003,031209,2001,07,18.3
IDCJAC0003,031209,2001,08,20.5
IDCJAC0003,031209,2001,09,21.8
IDCJAC0003,031209,2001,10,25.5
IDCJAC0003,031209,2001,11,23.2
IDCJAC0003,031209,2001,12,26.2
IDCJAC0003,031209,2002,01,24.2
IDCJAC0003,031209,2002,02,23.9
IDCJAC0003,031209,2002,03,23.1
IDCJAC0003,031209,2002,04,20.3
IDCJAC0003,031209,2002,05,19.8
IDCJAC0003,031209,2002,06,16.3
IDCJAC0003,031209,2002,07,18.0
IDCJAC0003,031209,2002,08,20.0
IDCJAC0003,031209,2002,09,23.4
IDCJAC0003,031209,2002,10,26.2
IDCJAC0003,031209,2002,11,26.1
IDCJAC0003,031209,2002,12,26.0
IDCJAC0003,031209,2003,01,22.0
IDCJAC0003,031209,2003,02,23.1
IDCJAC0003,031209,2003,03,21.4
IDCJAC0003,031209,2003,04,21.7
IDCJAC0003,031209,2003,05,19.8
IDCJAC0003,031209,2003,06,14.3
IDCJAC0003,031209,2003,07,16.2
IDCJAC0003,031209,2003,08,18.1
IDCJAC0003,031209,2003,09,24.3
IDCJAC0003,031209,2003,10,25.5
IDCJAC0003,031209,2003,11,27.0
IDCJAC0003,031209,2003,12,23.8
IDCJAC0003,031209,2004,01,22.5
IDCJAC0003,031209,2004,02,19.7
IDCJAC0003,031209,2004,03,18.2
IDCJAC0003,031209,2004,04,17.4
IDCJAC0003,031209,2004,05,14.7
IDCJAC0003,031209,2004,06,17.0
IDCJAC0003,031209,2004,07,17.6
IDCJAC0003,031209,2004,08,22.2
IDCJAC0003,031209,2004,09,21.6
IDCJAC0003,031209,2004,10,24.1
IDCJAC0003,031209,2004,11,27.3
IDCJAC0003,031209,2004,12,24.3
IDCJAC0003,031209,2005,01,22.1
IDCJAC0003,031209,2005,02,26.0
IDCJAC0003,031209,2005,03,20.7
IDCJAC0003,031209,2005,04,18.9
IDCJAC0003,031209,2005,05,18.5
IDCJAC0003,031209,2005,06,14.3
IDCJAC0003,031209,2005,07,16.2
IDCJAC0003,031209,2005,08,19.7
IDCJAC0003,031209,2005,09,22.7
IDCJAC0003,031209,2005,10,23.7
IDCJAC0003,031209,2005,11,26.6
IDCJAC0003,031209,2006,01,19.1
IDCJAC0003,031209,2006,02,22.9
IDCJAC0003,031209,2006,03,17.1
IDCJAC0003,031209,2006,04,16.2
IDCJAC0003,031209,2006,05,17.1
IDCJAC0003,031209,2006,06,18.5
IDCJAC0003,031209,2006,07,18.2
IDCJAC0003,031209,2006,08,22.7
IDCJAC0003,031209,2006,09,23.2
IDCJAC0003,031209,2006,10,26.0
IDCJAC0003,031209,2006,11,27.0
IDCJAC0003,031209,2006,12,25.2
IDCJAC0003,031209,2007,01,22.0
IDCJAC0003,031209,2007,02,18.8
IDCJAC0003,031209,2007,03,21.9
IDCJAC0003,031209,2007,04,21.0
IDCJAC0003,031209,2007,05,17.6
IDCJAC0003,031209,2007,06,14.8
IDCJAC0003,031209,2007,07,19.7
IDCJAC0003,031209,2007,08,19.3
IDCJAC0003,031209,2007,09,24.4
IDCJAC0003,031209,2007,10,25.1
IDCJAC0003,031209,2007,11,23.0
IDCJAC0003,031209,2007,12,24.4
IDCJAC0003,031209,2008,01,20.3
IDCJAC0003,031209,2008,02,18.1
IDCJAC0003,031209,2008,03,19.4
IDCJAC0003,031209,2008,04,21.9
IDCJAC0003,031209,2008,05,19.3
IDCJAC0003,031209,2008,06,16.2
IDCJAC0003,031209,2008,07,16.6
IDCJAC0003,031209,2008,08,19.0
IDCJAC0003,031209,2008,09,22.6
IDCJAC0003,031209,2008,10,23.8
IDCJAC0003,031209,2008,11,25.2
IDCJAC0003,031209,2008,12,22.5
IDCJAC0003,031209,2009,01,17.4
IDCJAC0003,031209,2009,02,17.6
IDCJAC0003,031209,2009,03,23.3
IDCJAC0003,031209,2009,04,21.0
IDCJAC0003,031209,2009,05,17.4
IDCJAC0003,031209,2009,06,17.1
IDCJAC0003,031209,2009,07,18.3
IDCJAC0003,031209,2009,08,20.6
IDCJAC0003,031209,2009,09,23.4
IDCJAC0003,031209,2009,10,25.4
IDCJAC0003,031209,2009,11,24.6
IDCJAC0003,031209,2009,12,25.3
IDCJAC0003,031209,2010,01,16.5
IDCJAC0003,031209,2010,02,21.1
IDCJAC0003,031209,2010,03,19.5
IDCJAC0003,031209,2010,04,16.3
IDCJAC0003,031209,2010,05,18.7
IDCJAC0003,031209,2010,06,17.6
IDCJAC0003,031209,2010,07,14.6
IDCJAC0003,031209,2010,08,18.3
IDCJAC0003,031209,2010,09,21.1
IDCJAC0003,031209,2010,10,23.4
IDCJAC0003,031209,2010,11,22.1
IDCJAC0003,031209,2010,12,23.6
IDCJAC0003,031209,2011,01,19.7
IDCJAC0003,031209,2011,02,17.7
IDCJAC0003,031209,2011,03,19.2
IDCJAC0003,031209,2011,04,18.8
IDCJAC0003,031209,2011,05,18.6
IDCJAC0003,031209,2011,06,17.5
IDCJAC0003,031209,2011,07,18.0
IDCJAC0003,031209,2011,08,20.4
IDCJAC0003,031209,2011,09,22.2
IDCJAC0003,031209,2011,10,23.3
IDCJAC0003,031209,2011,11,25.8
IDCJAC0003,031209,2011,12,19.7
IDCJAC0003,031209,2012,01,25.7
IDCJAC0003,031209,2012,02,19.9
IDCJAC0003,031209,2012,03,17.0
IDCJAC0003,031209,2012,04,20.7
IDCJAC0003,031209,2012,05,17.3
IDCJAC0003,031209,2012,06,18.5
IDCJAC0003,031209,2012,07,18.6
IDCJAC0003,031209,2012,08,22.0
IDCJAC0003,031209,2012,09,23.8
IDCJAC0003,031209,2012,10,23.6
IDCJAC0003,031209,2012,11,26.7
IDCJAC0003,031209,2012,12,27.9
IDCJAC0003,031209,2013,01,22.5
IDCJAC0003,031209,2013,02,25.7
IDCJAC0003,031209,2013,03,19.4
IDCJAC0003,031209,2013,04,19.5
IDCJAC0003,031209,2013,05,16.7
IDCJAC0003,031209,2013,06,17.2
IDCJAC0003,031209,2013,07,17.6
IDCJAC0003,031209,2013,08,20.8
IDCJAC0003,031209,2013,09,22.6
IDCJAC0003,031209,2013,10,24.5
IDCJAC0003,031209,2013,11,19.8
IDCJAC0003,031209,2013,12,24.8
IDCJAC0003,031209,2014,01,20.2
IDCJAC0003,031209,2014,02,16.6
IDCJAC0003,031209,2014,03,18.1
IDCJAC0003,031209,2014,04,18.4
IDCJAC0003,031209,2014,05,18.7
IDCJAC0003,031209,2014,06,15.4
IDCJAC0003,031209,2014,07,18.1
IDCJAC0003,031209,2014,08,19.3
IDCJAC0003,031209,2014,09,23.8
IDCJAC0003,031209,2014,10,25.4
IDCJAC0003,031209,2014,11,25.0
IDCJAC0003,031209,2014,12,25.3
IDCJAC0003,031209,2015,01,20.9
IDCJAC0003,031209,2015,02,20.4
IDCJAC0003,031209,2015,03,18.2
IDCJAC0003,031209,2015,04,19.8
IDCJAC0003,031209,2015,05,18.9
IDCJAC0003,031209,2015,06,16.2
IDCJAC0003,031209,2015,07,18.2
IDCJAC0003,031209,2015,08,20.6
IDCJAC0003,031209,2015,09,23.1
