Product code,Station number,Year,Month,Monthly mean daily global solar exposure (MJ/m*m)
IDCJAC0003,031108,1990,01,26.0
IDCJAC0003,031108,1990,02,26.1
IDCJAC0003,031108,1990,03,14.2
IDCJAC0003,031108,1990,04,17.3
IDCJAC0003,031108,1990,05,11.5
IDCJAC0003,031108,1990,06,12.9
IDCJAC0003,031108,1990,07,12.4
IDCJAC0003,031108,1990,08,19.4
IDCJAC0003,031108,1990,09,19.3
IDCJAC0003,031108,1990,10,25.0
IDCJAC0003,031108,1990,11,26.0
IDCJAC0003,031108,1990,12,19.1
IDCJAC0003,031108,1991,01,17.3
IDCJAC0003,031108,1991,02,14.9
IDCJAC0003,031108,1991,03,23.2
IDCJAC0003,031108,1991,04,16.9
IDCJAC0003,031108,1991,05,15.7
IDCJAC0003,031108,1991,06,15.9
IDCJAC0003,031108,1991,07,15.9
IDCJAC0003,031108,1991,08,15.9
IDCJAC0003,031108,1991,09,23.5
IDCJAC0003,031108,1991,10,26.0
IDCJAC0003,031108,1991,11,24.1
IDCJAC0003,031108,1991,12,25.4
IDCJAC0003,031108,1992,01,24.2
IDCJAC0003,031108,1992,02,20.2
IDCJAC0003,031108,1992,03,22.6
IDCJAC0003,031108,1992,04,18.4
IDCJAC0003,031108,1992,05,15.4
IDCJAC0003,031108,1992,06,16.8
IDCJAC0003,031108,1992,07,14.4
IDCJAC0003,031108,1992,08,18.7
IDCJAC0003,031108,1992,09,22.1
IDCJAC0003,031108,1992,10,24.7
IDCJAC0003,031108,1992,11,25.8
IDCJAC0003,031108,1992,12,19.2
IDCJAC0003,031108,1993,01,21.2
IDCJAC0003,031108,1993,02,18.1
IDCJAC0003,031108,1993,03,23.7
IDCJAC0003,031108,1993,04,16.4
IDCJAC0003,031108,1993,05,15.3
IDCJAC0003,031108,1993,06,13.9
IDCJAC0003,031108,1993,07,13.5
IDCJAC0003,031108,1993,08,16.5
IDCJAC0003,031108,1993,09,19.3
IDCJAC0003,031108,1993,10,24.9
IDCJAC0003,031108,1993,11,25.1
IDCJAC0003,031108,1993,12,21.2
IDCJAC0003,031108,1994,01,22.9
IDCJAC0003,031108,1994,02,16.1
IDCJAC0003,031108,1994,03,16.9
IDCJAC0003,031108,1994,04,16.7
IDCJAC0003,031108,1994,05,12.7
IDCJAC0003,031108,1994,06,13.3
IDCJAC0003,031108,1994,07,16.0
IDCJAC0003,031108,1994,08,20.9
IDCJAC0003,031108,1994,09,23.1
IDCJAC0003,031108,1994,10,25.2
IDCJAC0003,031108,1994,11,25.8
IDCJAC0003,031108,1994,12,23.4
IDCJAC0003,031108,1995,01,24.4
IDCJAC0003,031108,1995,02,17.3
IDCJAC0003,031108,1995,03,16.2
IDCJAC0003,031108,1995,04,21.5
IDCJAC0003,031108,1995,05,14.0
IDCJAC0003,031108,1995,06,15.8
IDCJAC0003,031108,1995,07,17.8
IDCJAC0003,031108,1995,08,14.8
IDCJAC0003,031108,1995,09,24.0
IDCJAC0003,031108,1995,10,25.1
IDCJAC0003,031108,1995,11,25.6
IDCJAC0003,031108,1995,12,24.2
IDCJAC0003,031108,1996,01,20.1
IDCJAC0003,031108,1996,02,22.0
IDCJAC0003,031108,1996,03,18.7
IDCJAC0003,031108,1996,04,18.9
IDCJAC0003,031108,1996,05,15.5
IDCJAC0003,031108,1996,06,16.9
IDCJAC0003,031108,1996,07,18.9
IDCJAC0003,031108,1996,08,19.5
IDCJAC0003,031108,1996,09,25.6
IDCJAC0003,031108,1996,10,23.8
IDCJAC0003,031108,1996,11,25.3
IDCJAC0003,031108,1996,12,22.2
IDCJAC0003,031108,1997,01,20.5
IDCJAC0003,031108,1997,02,20.6
IDCJAC0003,031108,1997,03,18.2
IDCJAC0003,031108,1997,04,21.2
IDCJAC0003,031108,1997,05,18.5
IDCJAC0003,031108,1997,06,15.5
IDCJAC0003,031108,1997,07,16.0
IDCJAC0003,031108,1997,08,18.9
IDCJAC0003,031108,1997,09,23.5
IDCJAC0003,031108,1997,10,25.6
IDCJAC0003,031108,1997,11,24.5
IDCJAC0003,031108,1997,12,21.5
IDCJAC0003,031108,1998,01,19.3
IDCJAC0003,031108,1998,02,21.9
IDCJAC0003,031108,1998,03,20.2
IDCJAC0003,031108,1998,04,20.7
IDCJAC0003,031108,1998,05,15.6
IDCJAC0003,031108,1998,06,16.9
IDCJAC0003,031108,1998,07,15.9
IDCJAC0003,031108,1998,08,19.6
IDCJAC0003,031108,1998,09,21.9
IDCJAC0003,031108,1998,10,23.2
IDCJAC0003,031108,1998,11,21.3
IDCJAC0003,031108,1998,12,23.9
IDCJAC0003,031108,1999,01,19.6
IDCJAC0003,031108,1999,02,17.9
IDCJAC0003,031108,1999,03,17.7
IDCJAC0003,031108,1999,04,17.0
IDCJAC0003,031108,1999,05,18.2
IDCJAC0003,031108,1999,06,15.2
IDCJAC0003,031108,1999,07,16.9
IDCJAC0003,031108,1999,08,18.1
IDCJAC0003,031108,1999,09,23.4
IDCJAC0003,031108,1999,10,25.3
IDCJAC0003,031108,1999,11,17.8
IDCJAC0003,031108,1999,12,21.8
IDCJAC0003,031108,2000,01,23.7
IDCJAC0003,031108,2000,02,16.6
IDCJAC0003,031108,2000,03,20.1
IDCJAC0003,031108,2000,04,17.5
IDCJAC0003,031108,2000,05,17.5
IDCJAC0003,031108,2000,06,14.3
IDCJAC0003,031108,2000,07,18.7
IDCJAC0003,031108,2000,08,20.8
IDCJAC0003,031108,2000,09,21.9
IDCJAC0003,031108,2000,10,20.1
IDCJAC0003,031108,2000,11,21.2
IDCJAC0003,031108,2000,12,19.6
IDCJAC0003,031108,2001,01,23.2
IDCJAC0003,031108,2001,02,15.7
IDCJAC0003,031108,2001,03,23.5
IDCJAC0003,031108,2001,04,19.8
IDCJAC0003,031108,2001,05,19.6
IDCJAC0003,031108,2001,06,14.4
IDCJAC0003,031108,2001,07,18.1
IDCJAC0003,031108,2001,08,19.4
IDCJAC0003,031108,2001,09,22.4
IDCJAC0003,031108,2001,10,23.8
IDCJAC0003,031108,2001,11,23.6
IDCJAC0003,031108,2001,12,24.3
IDCJAC0003,031108,2002,01,23.3
IDCJAC0003,031108,2002,02,20.0
IDCJAC0003,031108,2002,03,23.3
IDCJAC0003,031108,2002,04,20.2
IDCJAC0003,031108,2002,05,18.6
IDCJAC0003,031108,2002,06,17.4
IDCJAC0003,031108,2002,07,16.4
IDCJAC0003,031108,2002,08,18.3
IDCJAC0003,031108,2002,09,25.0
IDCJAC0003,031108,2002,10,26.4
IDCJAC0003,031108,2002,11,26.4
IDCJAC0003,031108,2002,12,24.3
IDCJAC0003,031108,2003,01,21.3
IDCJAC0003,031108,2003,02,19.4
IDCJAC0003,031108,2003,03,20.8
IDCJAC0003,031108,2003,04,19.9
IDCJAC0003,031108,2003,05,17.5
IDCJAC0003,031108,2003,06,14.9
IDCJAC0003,031108,2003,07,15.9
IDCJAC0003,031108,2003,08,17.4
IDCJAC0003,031108,2003,09,24.8
IDCJAC0003,031108,2003,10,24.7
IDCJAC0003,031108,2003,11,25.5
IDCJAC0003,031108,2003,12,23.7
IDCJAC0003,031108,2004,01,22.7
IDCJAC0003,031108,2004,02,18.8
IDCJAC0003,031108,2004,03,19.5
IDCJAC0003,031108,2004,04,17.2
IDCJAC0003,031108,2004,05,16.1
IDCJAC0003,031108,2004,06,16.2
IDCJAC0003,031108,2004,07,16.3
IDCJAC0003,031108,2004,08,21.2
IDCJAC0003,031108,2004,09,22.2
IDCJAC0003,031108,2004,10,26.0
IDCJAC0003,031108,2004,11,25.6
IDCJAC0003,031108,2004,12,22.8
IDCJAC0003,031108,2005,01,22.2
IDCJAC0003,031108,2005,02,25.2
IDCJAC0003,031108,2005,03,19.6
IDCJAC0003,031108,2005,04,18.5
IDCJAC0003,031108,2005,05,16.4
IDCJAC0003,031108,2005,06,14.5
IDCJAC0003,031108,2005,07,16.2
IDCJAC0003,031108,2005,08,16.8
IDCJAC0003,031108,2005,09,23.6
IDCJAC0003,031108,2005,10,24.6
IDCJAC0003,031108,2005,11,27.4
IDCJAC0003,031108,2006,01,19.0
IDCJAC0003,031108,2006,02,23.4
IDCJAC0003,031108,2006,03,19.0
IDCJAC0003,031108,2006,04,15.9
IDCJAC0003,031108,2006,05,16.8
IDCJAC0003,031108,2006,06,17.4
IDCJAC0003,031108,2006,07,17.7
IDCJAC0003,031108,2006,08,21.9
