Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0003,040913,1990,25.8,21.9,15.7,13.5,12.1,11.3,13.2,15.2,18.8,22.1,27.4,25.9,18.6
IDCJAC0003,040913,1991,22.0,23.0,21.8,18.4,13.1,12.1,13.8,16.7,21.1,21.3,24.3,26.4,19.5
IDCJAC0003,040913,1992,27.1,19.0,18.7,14.4,12.0,12.7,13.3,16.1,20.0,23.2,25.1,26.0,19.0
IDCJAC0003,040913,1993,26.9,22.5,19.6,17.3,13.6,12.4,11.0,14.5,17.3,20.2,22.5,26.4,18.7
IDCJAC0003,040913,1994,23.4,19.2,16.7,17.8,13.8,12.0,13.0,17.4,20.8,20.9,25.1,27.0,18.9
IDCJAC0003,040913,1995,24.6,18.8,20.3,16.7,12.5,12.0,13.4,16.6,19.5,21.4,22.8,26.4,18.8
IDCJAC0003,040913,1996,24.0,22.5,20.5,17.3,11.0,11.7,14.2,15.7,22.0,23.5,26.0,24.0,19.4
IDCJAC0003,040913,1997,23.0,23.1,21.3,17.4,12.4,11.8,12.3,17.3,17.5,20.7,23.0,26.2,18.8
IDCJAC0003,040913,1998,22.5,22.6,23.2,14.3,13.5,11.8,11.6,14.0,18.1,22.7,21.7,24.1,18.3
IDCJAC0003,040913,1999,22.9,18.8,19.1,16.0,12.6,11.8,12.5,14.9,19.7,21.1,22.3,23.4,17.9
IDCJAC0003,040913,2000,23.0,19.9,19.5,14.7,13.0,11.9,14.0,16.2,22.1,19.8,20.6,24.0,18.2
IDCJAC0003,040913,2001,25.5,21.4,19.1,17.0,14.5,12.3,13.7,18.0,19.0,22.8,21.5,24.5,19.1
IDCJAC0003,040913,2002,25.7,20.6,21.1,17.1,14.3,11.9,15.1,15.3,21.1,23.4,25.8,28.0,20.0
IDCJAC0003,040913,2003,26.3,16.6,17.9,16.0,13.7,12.0,13.4,15.3,22.4,20.5,26.3,23.2,18.6
IDCJAC0003,040913,2004,24.0,23.9,19.0,16.6,14.4,13.4,14.0,17.7,20.8,21.9,24.5,23.7,19.5
IDCJAC0003,040913,2005,23.8,25.2,21.7,17.8,14.1,10.4,13.2,16.1,19.8,20.9,21.9,null,null
IDCJAC0003,040913,2006,24.8,23.1,17.4,18.2,15.5,11.8,12.6,16.9,19.7,22.5,26.2,23.1,19.3
IDCJAC0003,040913,2007,24.2,22.0,21.6,17.6,13.9,10.5,14.4,14.4,19.5,22.2,21.2,19.7,18.4
IDCJAC0003,040913,2008,20.3,20.2,19.3,17.1,13.8,11.4,11.3,16.6,18.0,22.7,20.0,25.2,18.0
IDCJAC0003,040913,2009,21.5,20.5,19.4,15.6,12.6,11.2,13.5,17.0,21.4,23.3,22.9,22.7,18.5
IDCJAC0003,040913,2010,24.3,19.8,15.5,15.7,13.0,11.2,10.8,15.1,14.4,18.7,20.4,16.5,16.3
IDCJAC0003,040913,2011,20.0,20.9,16.7,14.2,13.4,11.2,12.9,14.1,18.6,17.6,25.4,18.4,16.9
IDCJAC0003,040913,2012,19.9,22.2,17.0,15.7,14.2,10.7,12.5,17.3,19.9,22.5,23.5,25.8,18.4
IDCJAC0003,040913,2013,22.4,18.4,17.0,16.6,12.5,10.3,11.1,17.8,19.1,22.7,22.4,24.7,17.9
IDCJAC0003,040913,2014,22.6,21.0,17.4,16.5,12.9,12.2,13.8,14.1,18.8,23.6,23.8,20.6,18.1
IDCJAC0003,040913,2015,20.3,20.5,19.3,16.0,13.5,11.2,12.9,15.2,17.9,20.7,22.9,21.4,17.6
IDCJAC0003,040913,2016,21.2,21.4,17.3,15.7,14.2,10.9,12.9,15.4,17.4,23.0,26.0,23.9,18.3
IDCJAC0003,040913,2017,24.0,24.2,16.4,15.6,13.1,12.3,14.2,17.0,20.8,18.2,22.2,25.8,18.6
IDCJAC0003,040913,2018,26.7,20.1,16.6,15.5,14.3,12.4,13.8,17.0,18.1,16.6,null,null,null
