Product code,Station number,Year,Month,Monthly mean daily global solar exposure (MJ/m*m)
IDCJAC0003,069147,1990,01,22.9
IDCJAC0003,069147,1990,02,17.2
IDCJAC0003,069147,1990,03,18.3
IDCJAC0003,069147,1990,04,10.7
IDCJAC0003,069147,1990,05,8.9
IDCJAC0003,069147,1990,06,7.8
IDCJAC0003,069147,1990,07,8.5
IDCJAC0003,069147,1990,08,9.9
IDCJAC0003,069147,1990,09,14.9
IDCJAC0003,069147,1990,10,19.9
IDCJAC0003,069147,1990,11,23.1
IDCJAC0003,069147,1990,12,24.0
IDCJAC0003,069147,1991,01,26.5
IDCJAC0003,069147,1991,02,20.1
IDCJAC0003,069147,1991,03,20.2
IDCJAC0003,069147,1991,04,13.7
IDCJAC0003,069147,1991,05,10.1
IDCJAC0003,069147,1991,06,6.0
IDCJAC0003,069147,1991,07,8.6
IDCJAC0003,069147,1991,08,11.5
IDCJAC0003,069147,1991,09,15.4
IDCJAC0003,069147,1991,10,20.0
IDCJAC0003,069147,1991,11,25.4
IDCJAC0003,069147,1991,12,22.1
IDCJAC0003,069147,1992,01,22.9
IDCJAC0003,069147,1992,02,17.2
IDCJAC0003,069147,1992,03,18.4
IDCJAC0003,069147,1992,04,13.2
IDCJAC0003,069147,1992,05,9.6
IDCJAC0003,069147,1992,06,7.4
IDCJAC0003,069147,1992,07,8.3
IDCJAC0003,069147,1992,08,11.3
IDCJAC0003,069147,1992,09,15.0
IDCJAC0003,069147,1992,10,17.2
IDCJAC0003,069147,1992,11,20.9
IDCJAC0003,069147,1992,12,22.3
IDCJAC0003,069147,1993,01,23.5
IDCJAC0003,069147,1993,02,19.5
IDCJAC0003,069147,1993,03,16.5
IDCJAC0003,069147,1993,04,13.8
IDCJAC0003,069147,1993,05,9.7
IDCJAC0003,069147,1993,06,8.1
IDCJAC0003,069147,1993,07,7.7
IDCJAC0003,069147,1993,08,9.9
IDCJAC0003,069147,1993,09,14.6
IDCJAC0003,069147,1993,10,19.8
IDCJAC0003,069147,1993,11,25.7
IDCJAC0003,069147,1993,12,22.3
IDCJAC0003,069147,1994,01,27.1
IDCJAC0003,069147,1994,02,19.7
IDCJAC0003,069147,1994,03,18.8
IDCJAC0003,069147,1994,04,13.1
IDCJAC0003,069147,1994,05,9.8
IDCJAC0003,069147,1994,06,6.9
IDCJAC0003,069147,1994,07,9.5
IDCJAC0003,069147,1994,08,13.8
IDCJAC0003,069147,1994,09,17.5
IDCJAC0003,069147,1994,10,23.2
IDCJAC0003,069147,1994,11,21.6
IDCJAC0003,069147,1994,12,26.5
IDCJAC0003,069147,1995,01,21.2
IDCJAC0003,069147,1995,02,23.1
IDCJAC0003,069147,1995,03,18.0
IDCJAC0003,069147,1995,04,13.2
IDCJAC0003,069147,1995,05,8.0
IDCJAC0003,069147,1995,06,5.9
IDCJAC0003,069147,1995,07,8.2
IDCJAC0003,069147,1995,08,13.8
IDCJAC0003,069147,1995,09,14.5
IDCJAC0003,069147,1995,10,16.7
IDCJAC0003,069147,1995,11,18.9
IDCJAC0003,069147,1995,12,21.4
IDCJAC0003,069147,1996,01,22.0
IDCJAC0003,069147,1996,02,20.6
IDCJAC0003,069147,1996,03,19.3
IDCJAC0003,069147,1996,04,13.3
IDCJAC0003,069147,1996,05,9.5
IDCJAC0003,069147,1996,06,7.2
IDCJAC0003,069147,1996,07,8.0
IDCJAC0003,069147,1996,08,11.1
IDCJAC0003,069147,1996,09,16.6
IDCJAC0003,069147,1996,10,19.0
IDCJAC0003,069147,1996,11,23.1
IDCJAC0003,069147,1996,12,20.3
IDCJAC0003,069147,1997,01,24.2
IDCJAC0003,069147,1997,02,21.0
IDCJAC0003,069147,1997,03,17.3
IDCJAC0003,069147,1997,04,15.0
IDCJAC0003,069147,1997,05,8.5
IDCJAC0003,069147,1997,06,6.8
IDCJAC0003,069147,1997,07,8.4
IDCJAC0003,069147,1997,08,12.8
IDCJAC0003,069147,1997,09,14.7
IDCJAC0003,069147,1997,10,21.7
IDCJAC0003,069147,1997,11,23.0
IDCJAC0003,069147,1997,12,21.3
IDCJAC0003,069147,1998,01,19.8
IDCJAC0003,069147,1998,02,22.8
IDCJAC0003,069147,1998,03,19.4
IDCJAC0003,069147,1998,04,12.9
IDCJAC0003,069147,1998,05,8.2
IDCJAC0003,069147,1998,06,6.5
IDCJAC0003,069147,1998,07,8.8
IDCJAC0003,069147,1998,08,10.2
IDCJAC0003,069147,1998,09,17.0
IDCJAC0003,069147,1998,10,20.3
IDCJAC0003,069147,1998,11,20.6
IDCJAC0003,069147,1998,12,24.7
IDCJAC0003,069147,1999,01,18.8
IDCJAC0003,069147,1999,02,22.3
IDCJAC0003,069147,1999,03,16.4
IDCJAC0003,069147,1999,04,14.2
