Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0003,054038,1990,27.1,25.5,19.3,10.4,12.1,10.7,10.0,12.4,19.6,22.6,28.6,28.0,18.9
IDCJAC0003,054038,1991,25.0,26.9,23.5,18.2,13.1,9.9,11.6,15.5,19.2,23.0,26.1,27.3,19.9
IDCJAC0003,054038,1992,28.3,22.6,21.9,15.4,11.9,10.2,12.5,14.7,18.1,22.1,26.1,25.1,19.1
IDCJAC0003,054038,1993,27.7,23.6,21.8,17.8,13.0,10.9,10.3,12.8,17.4,22.1,27.2,26.2,19.2
IDCJAC0003,054038,1994,28.9,18.1,20.3,17.1,13.9,10.8,12.7,17.0,19.8,22.2,25.8,30.2,19.7
IDCJAC0003,054038,1995,24.0,22.6,21.2,16.7,10.8,10.9,12.6,16.2,19.0,22.3,20.7,27.6,18.7
IDCJAC0003,054038,1996,23.9,24.7,23.1,17.3,12.5,9.7,10.5,13.9,19.3,22.5,26.3,27.1,19.2
IDCJAC0003,054038,1997,23.2,24.0,22.9,18.5,12.0,11.8,12.1,16.4,18.2,22.9,24.3,27.7,19.5
IDCJAC0003,054038,1998,25.8,24.8,24.2,14.8,12.1,9.4,9.3,13.8,17.4,23.1,26.1,29.2,19.2
IDCJAC0003,054038,1999,26.3,22.7,18.9,17.2,12.6,11.1,12.1,15.7,19.3,21.6,23.3,23.9,18.7
IDCJAC0003,054038,2000,28.0,24.9,18.7,16.4,13.0,10.9,12.1,15.2,19.7,20.0,20.9,27.6,19.0
IDCJAC0003,054038,2001,28.5,25.0,20.7,17.4,13.6,11.7,11.1,15.5,19.3,23.5,21.5,27.6,19.6
IDCJAC0003,054038,2002,29.1,23.4,22.9,17.2,13.4,11.8,14.3,15.6,19.8,25.8,27.4,29.1,20.8
IDCJAC0003,054038,2003,31.1,20.6,21.2,15.9,14.5,11.2,12.3,14.5,21.5,22.5,27.8,27.9,20.1
IDCJAC0003,054038,2004,25.8,25.5,20.6,16.9,13.9,11.8,12.7,15.6,20.5,23.1,27.5,28.3,20.2
IDCJAC0003,054038,2005,27.8,27.0,22.5,17.8,13.7,9.3,12.6,16.5,19.3,21.2,25.3,null,null
IDCJAC0003,054038,2006,26.5,24.5,19.5,17.9,14.8,11.3,12.1,16.2,21.1,24.8,27.1,23.8,20.0
IDCJAC0003,054038,2007,26.3,24.4,21.7,17.3,13.5,9.6,12.5,14.8,20.7,23.0,21.8,24.1,19.1
IDCJAC0003,054038,2008,24.0,22.2,22.5,16.9,13.5,10.5,11.4,14.7,18.1,23.9,21.6,25.8,18.8
IDCJAC0003,054038,2009,26.5,23.8,21.5,15.7,12.3,10.0,11.7,15.3,18.8,23.4,25.3,23.6,19.0
IDCJAC0003,054038,2010,27.2,21.1,18.6,16.1,12.1,11.0,10.1,13.8,17.2,20.1,21.6,22.3,17.6
IDCJAC0003,054038,2011,27.3,23.8,18.1,17.6,12.2,10.7,11.3,14.1,18.4,21.6,21.5,25.5,18.5
IDCJAC0003,054038,2012,23.4,22.4,19.9,16.2,13.6,10.1,11.5,16.2,19.7,23.9,25.3,29.0,19.3
IDCJAC0003,054038,2013,28.0,24.6,20.8,17.5,12.6,9.5,11.9,15.9,20.4,23.8,24.2,28.2,19.8
IDCJAC0003,054038,2014,27.7,22.7,18.3,16.1,12.5,11.1,12.4,14.1,19.7,24.3,25.3,24.7,19.1
IDCJAC0003,054038,2015,23.7,24.2,20.9,15.1,12.0,10.9,11.2,15.0,20.0,23.6,26.4,27.1,19.2
IDCJAC0003,054038,2016,23.7,25.8,19.5,16.9,12.3,9.2,11.7,14.0,15.7,22.7,26.2,25.1,18.6
IDCJAC0003,054038,2017,27.1,25.3,18.4,16.8,12.9,11.2,12.6,16.0,18.5,21.4,23.9,27.0,19.3
IDCJAC0003,054038,2018,27.4,22.9,20.4,17.2,13.4,11.5,13.0,15.4,18.8,19.9,null,null,null
