Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0003,031209,1990,26.4,27.4,16.9,16.9,13.0,16.4,15.4,21.4,23.0,26.5,28.5,22.5,21.2
IDCJAC0003,031209,1991,19.5,17.1,23.1,18.6,18.7,16.9,17.6,19.2,24.2,26.5,27.4,25.6,21.2
IDCJAC0003,031209,1992,27.2,21.3,23.1,19.6,17.1,17.8,16.0,19.4,23.0,25.7,27.7,16.6,21.2
IDCJAC0003,031209,1993,20.9,17.9,24.9,19.5,17.6,15.0,15.9,20.3,23.1,26.6,25.8,22.5,20.8
IDCJAC0003,031209,1994,24.3,18.7,22.0,20.1,17.0,17.0,16.6,21.2,23.7,25.0,27.0,26.6,21.6
IDCJAC0003,031209,1995,25.0,19.7,17.3,20.3,16.0,16.4,17.9,17.5,24.8,25.5,24.5,24.1,20.8
IDCJAC0003,031209,1996,22.2,21.8,17.7,20.2,15.6,16.4,18.5,20.1,25.5,24.4,26.7,23.6,21.1
IDCJAC0003,031209,1997,20.7,20.7,17.1,22.7,19.0,16.4,17.3,20.1,23.8,25.7,24.6,23.0,20.9
IDCJAC0003,031209,1998,20.4,20.9,20.4,19.8,15.5,16.9,16.0,20.6,21.6,23.6,22.3,24.4,20.2
IDCJAC0003,031209,1999,20.8,18.2,17.2,15.4,18.9,17.5,17.4,19.7,24.6,23.4,18.7,22.0,19.5
IDCJAC0003,031209,2000,22.7,17.0,20.3,16.6,16.9,14.6,17.6,19.7,21.9,21.3,22.0,18.1,19.1
IDCJAC0003,031209,2001,22.9,15.7,23.2,20.0,19.6,15.3,18.3,20.5,21.8,25.5,23.2,26.2,21.0
IDCJAC0003,031209,2002,24.2,23.9,23.1,20.3,19.8,16.3,18.0,20.0,23.4,26.2,26.1,26.0,22.3
IDCJAC0003,031209,2003,22.0,23.1,21.4,21.7,19.8,14.3,16.2,18.1,24.3,25.5,27.0,23.8,21.4
IDCJAC0003,031209,2004,22.5,19.7,18.2,17.4,14.7,17.0,17.6,22.2,21.6,24.1,27.3,24.3,20.6
IDCJAC0003,031209,2005,22.1,26.0,20.7,18.9,18.5,14.3,16.2,19.7,22.7,23.7,26.6,null,null
IDCJAC0003,031209,2006,19.1,22.9,17.1,16.2,17.1,18.5,18.2,22.7,23.2,26.0,27.0,25.2,21.1
IDCJAC0003,031209,2007,22.0,18.8,21.9,21.0,17.6,14.8,19.7,19.3,24.4,25.1,23.0,24.4,21.0
IDCJAC0003,031209,2008,20.3,18.1,19.4,21.9,19.3,16.2,16.6,19.0,22.6,23.8,25.2,22.5,20.4
IDCJAC0003,031209,2009,17.4,17.6,23.3,21.0,17.4,17.1,18.3,20.6,23.4,25.4,24.6,25.3,21.0
IDCJAC0003,031209,2010,16.5,21.1,19.5,16.3,18.7,17.6,14.6,18.3,21.1,23.4,22.1,23.6,19.4
IDCJAC0003,031209,2011,19.7,17.7,19.2,18.8,18.6,17.5,18.0,20.4,22.2,23.3,25.8,19.7,20.1
IDCJAC0003,031209,2012,25.7,19.9,17.0,20.7,17.3,18.5,18.6,22.0,23.8,23.6,26.7,27.9,21.8
IDCJAC0003,031209,2013,22.5,25.7,19.4,19.5,16.7,17.2,17.6,20.8,22.6,24.5,19.8,24.8,20.9
IDCJAC0003,031209,2014,20.2,16.6,18.1,18.4,18.7,15.4,18.1,19.3,23.8,25.4,25.0,25.3,20.4
IDCJAC0003,031209,2015,20.9,20.4,18.2,19.8,18.9,16.2,18.2,20.6,23.1,23.5,24.9,18.3,20.3
IDCJAC0003,031209,2016,24.3,23.6,19.4,18.1,15.7,16.4,17.1,19.8,22.7,24.9,27.4,26.1,21.3
IDCJAC0003,031209,2017,21.8,16.6,22.0,19.2,17.9,16.1,17.1,20.4,21.3,23.2,25.2,27.8,20.7
IDCJAC0003,031209,2018,20.4,23.2,18.0,20.5,18.1,17.4,18.4,21.1,22.6,25.1,null,null,null
