Product code,Station number,Year,Month,Monthly mean daily global solar exposure (MJ/m*m)
IDCJAC0003,032037,1990,01,26.4
IDCJAC0003,032037,1990,02,26.0
IDCJAC0003,032037,1990,03,15.4
IDCJAC0003,032037,1990,04,17.0
IDCJAC0003,032037,1990,05,11.3
IDCJAC0003,032037,1990,06,13.2
IDCJAC0003,032037,1990,07,13.3
IDCJAC0003,032037,1990,08,20.2
IDCJAC0003,032037,1990,09,21.3
IDCJAC0003,032037,1990,10,26.2
IDCJAC0003,032037,1990,11,27.7
IDCJAC0003,032037,1990,12,20.8
IDCJAC0003,032037,1991,01,18.3
IDCJAC0003,032037,1991,02,16.6
IDCJAC0003,032037,1991,03,22.4
IDCJAC0003,032037,1991,04,16.8
IDCJAC0003,032037,1991,05,16.2
IDCJAC0003,032037,1991,06,16.3
IDCJAC0003,032037,1991,07,16.6
IDCJAC0003,032037,1991,08,18.1
IDCJAC0003,032037,1991,09,24.5
IDCJAC0003,032037,1991,10,26.0
IDCJAC0003,032037,1991,11,25.9
IDCJAC0003,032037,1991,12,27.0
IDCJAC0003,032037,1992,01,26.3
IDCJAC0003,032037,1992,02,21.2
IDCJAC0003,032037,1992,03,22.9
IDCJAC0003,032037,1992,04,16.5
IDCJAC0003,032037,1992,05,14.3
IDCJAC0003,032037,1992,06,16.4
IDCJAC0003,032037,1992,07,13.2
IDCJAC0003,032037,1992,08,17.6
IDCJAC0003,032037,1992,09,22.8
IDCJAC0003,032037,1992,10,24.2
IDCJAC0003,032037,1992,11,26.3
IDCJAC0003,032037,1992,12,21.5
IDCJAC0003,032037,1993,01,22.0
IDCJAC0003,032037,1993,02,20.5
IDCJAC0003,032037,1993,03,24.1
IDCJAC0003,032037,1993,04,16.8
IDCJAC0003,032037,1993,05,15.2
IDCJAC0003,032037,1993,06,13.7
IDCJAC0003,032037,1993,07,13.5
IDCJAC0003,032037,1993,08,17.5
IDCJAC0003,032037,1993,09,20.5
IDCJAC0003,032037,1993,10,26.6
IDCJAC0003,032037,1993,11,26.3
IDCJAC0003,032037,1993,12,24.6
IDCJAC0003,032037,1994,01,25.2
IDCJAC0003,032037,1994,02,18.2
IDCJAC0003,032037,1994,03,17.4
IDCJAC0003,032037,1994,04,17.4
IDCJAC0003,032037,1994,05,13.0
IDCJAC0003,032037,1994,06,14.4
IDCJAC0003,032037,1994,07,13.5
IDCJAC0003,032037,1994,08,18.8
IDCJAC0003,032037,1994,09,22.6
IDCJAC0003,032037,1994,10,24.6
