Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0003,069134,1990,19.9,17.6,17.7,11.0,8.7,8.4,8.5,10.8,15.2,20.6,23.3,23.5,15.4
IDCJAC0003,069134,1991,24.5,20.6,21.2,14.0,10.3,6.0,9.3,13.0,16.0,20.4,23.5,22.2,16.8
IDCJAC0003,069134,1992,22.3,16.1,17.4,12.6,9.9,8.2,8.8,12.5,15.9,16.4,20.3,20.6,15.1
IDCJAC0003,069134,1993,20.9,21.0,18.1,14.1,10.5,9.0,7.5,11.6,15.7,20.8,24.1,22.7,16.3
IDCJAC0003,069134,1994,27.1,20.5,17.6,12.9,9.8,7.4,10.2,14.3,18.6,22.9,21.2,25.1,17.3
IDCJAC0003,069134,1995,20.9,22.1,16.8,14.6,7.9,6.8,9.0,14.8,15.0,17.1,18.7,22.3,15.5
IDCJAC0003,069134,1996,19.7,21.7,17.3,13.2,9.6,8.2,8.9,12.4,18.0,19.3,22.4,20.8,16.0
IDCJAC0003,069134,1997,21.0,19.1,17.7,15.0,8.4,7.8,9.7,14.3,15.0,22.6,21.4,22.4,16.2
IDCJAC0003,069134,1998,17.2,21.7,18.0,13.6,8.7,7.6,9.0,9.9,16.2,20.4,20.5,22.0,15.4
IDCJAC0003,069134,1999,21.3,21.9,15.4,12.7,10.3,8.0,9.0,13.1,17.2,15.7,24.2,21.2,15.8
IDCJAC0003,069134,2000,22.7,21.6,14.3,13.0,10.2,8.7,9.8,12.2,16.6,19.7,17.2,24.1,15.8
IDCJAC0003,069134,2001,18.7,18.5,17.8,12.9,10.1,8.3,7.8,12.7,17.0,21.7,20.2,21.5,15.6
IDCJAC0003,069134,2002,23.8,17.3,17.1,13.1,9.6,8.6,10.3,14.0,19.1,20.8,19.9,24.7,16.5
IDCJAC0003,069134,2003,22.6,19.5,18.1,13.4,9.0,9.1,9.5,12.7,18.3,18.6,21.6,21.9,16.2
IDCJAC0003,069134,2004,21.1,18.4,17.4,13.0,10.3,9.2,9.0,11.6,15.1,21.0,23.2,22.1,16.0
IDCJAC0003,069134,2005,24.2,18.5,17.8,13.8,9.9,7.4,9.6,13.8,15.0,17.4,20.3,null,null
IDCJAC0003,069134,2006,22.7,21.0,16.2,15.3,9.6,7.6,8.4,13.1,17.3,22.3,21.3,22.6,16.5
IDCJAC0003,069134,2007,26.8,21.0,16.6,12.6,10.4,7.1,9.6,12.1,17.8,20.6,21.2,21.4,16.4
IDCJAC0003,069134,2008,22.7,20.1,17.8,12.5,10.5,6.9,9.0,11.8,17.2,19.4,18.8,22.2,15.7
IDCJAC0003,069134,2009,27.5,17.9,16.5,12.1,9.3,7.2,9.6,13.2,16.0,16.8,20.2,23.9,15.8
IDCJAC0003,069134,2010,21.4,19.1,16.8,13.8,9.4,8.0,8.6,12.8,15.4,17.9,19.0,21.2,15.3
IDCJAC0003,069134,2011,18.4,15.8,13.5,12.5,10.3,7.7,8.2,10.7,14.3,17.2,17.5,21.2,13.9
IDCJAC0003,069134,2012,22.3,15.8,13.5,11.6,10.8,7.4,9.6,12.6,16.7,20.0,17.4,21.1,14.9
IDCJAC0003,069134,2013,22.8,18.7,17.7,13.0,10.2,6.5,9.1,13.1,15.0,20.8,18.5,21.5,15.6
IDCJAC0003,069134,2014,24.3,18.1,14.6,10.9,10.0,7.6,9.4,11.3,15.9,18.8,20.3,20.5,15.1
IDCJAC0003,069134,2015,21.0,18.5,15.7,9.8,10.3,7.9,8.7,10.8,15.6,18.2,19.1,24.3,15.0
IDCJAC0003,069134,2016,17.8,20.3,15.6,13.1,10.7,7.8,9.8,11.9,14.2,18.3,21.1,19.6,15.0
IDCJAC0003,069134,2017,19.9,17.5,13.3,12.9,10.5,9.0,9.9,12.9,17.7,19.8,22.4,18.3,15.3
IDCJAC0003,069134,2018,22.0,20.0,15.1,13.0,10.6,8.2,10.5,12.6,15.9,14.9,null,null,null
