Product code,Station number,Year,Month,Monthly mean daily global solar exposure (MJ/m*m)
IDCJAC0003,075041,1990,01,27.0
IDCJAC0003,075041,1990,02,25.1
IDCJAC0003,075041,1990,03,20.8
IDCJAC0003,075041,1990,04,11.6
IDCJAC0003,075041,1990,05,11.0
IDCJAC0003,075041,1990,06,8.0
IDCJAC0003,075041,1990,07,8.3
IDCJAC0003,075041,1990,08,11.1
IDCJAC0003,075041,1990,09,17.5
IDCJAC0003,075041,1990,10,22.3
IDCJAC0003,075041,1990,11,27.3
IDCJAC0003,075041,1990,12,27.3
IDCJAC0003,075041,1991,01,27.4
IDCJAC0003,075041,1991,02,27.9
IDCJAC0003,075041,1991,03,21.6
IDCJAC0003,075041,1991,04,15.1
IDCJAC0003,075041,1991,05,12.2
IDCJAC0003,075041,1991,06,7.3
IDCJAC0003,075041,1991,07,8.8
IDCJAC0003,075041,1991,08,11.1
IDCJAC0003,075041,1991,09,17.2
IDCJAC0003,075041,1991,10,24.1
IDCJAC0003,075041,1991,11,26.9
IDCJAC0003,075041,1991,12,24.9
IDCJAC0003,075041,1992,01,30.0
IDCJAC0003,075041,1992,02,23.4
IDCJAC0003,075041,1992,03,21.3
IDCJAC0003,075041,1992,04,14.9
IDCJAC0003,075041,1992,05,10.5
IDCJAC0003,075041,1992,06,7.6
IDCJAC0003,075041,1992,07,9.3
IDCJAC0003,075041,1992,08,11.8
IDCJAC0003,075041,1992,09,15.9
IDCJAC0003,075041,1992,10,21.3
IDCJAC0003,075041,1992,11,24.2
IDCJAC0003,075041,1992,12,22.6
IDCJAC0003,075041,1993,01,28.6
IDCJAC0003,075041,1993,02,23.6
IDCJAC0003,075041,1993,03,19.6
IDCJAC0003,075041,1993,04,15.8
IDCJAC0003,075041,1993,05,11.4
IDCJAC0003,075041,1993,06,8.6
IDCJAC0003,075041,1993,07,8.5
IDCJAC0003,075041,1993,08,10.9
IDCJAC0003,075041,1993,09,13.9
IDCJAC0003,075041,1993,10,20.3
IDCJAC0003,075041,1993,11,28.2
IDCJAC0003,075041,1993,12,24.7
IDCJAC0003,075041,1994,01,29.4
IDCJAC0003,075041,1994,02,22.5
IDCJAC0003,075041,1994,03,22.7
IDCJAC0003,075041,1994,04,15.3
IDCJAC0003,075041,1994,05,10.9
IDCJAC0003,075041,1994,06,8.1
IDCJAC0003,075041,1994,07,10.5
IDCJAC0003,075041,1994,08,15.3
IDCJAC0003,075041,1994,09,17.5
IDCJAC0003,075041,1994,10,21.9
IDCJAC0003,075041,1994,11,24.1
IDCJAC0003,075041,1994,12,30.3
IDCJAC0003,075041,1995,01,25.6
IDCJAC0003,075041,1995,02,26.7
IDCJAC0003,075041,1995,03,21.9
IDCJAC0003,075041,1995,04,14.7
IDCJAC0003,075041,1995,05,8.4
IDCJAC0003,075041,1995,06,8.5
IDCJAC0003,075041,1995,07,7.5
IDCJAC0003,075041,1995,08,14.7
IDCJAC0003,075041,1995,09,17.6
IDCJAC0003,075041,1995,10,23.0
IDCJAC0003,075041,1995,11,21.1
IDCJAC0003,075041,1995,12,28.6
IDCJAC0003,075041,1996,01,28.5
IDCJAC0003,075041,1996,02,23.8
IDCJAC0003,075041,1996,03,21.3
IDCJAC0003,075041,1996,04,14.3
IDCJAC0003,075041,1996,05,11.0
IDCJAC0003,075041,1996,06,8.2
IDCJAC0003,075041,1996,07,7.8
IDCJAC0003,075041,1996,08,12.2
IDCJAC0003,075041,1996,09,16.3
IDCJAC0003,075041,1996,10,24.0
IDCJAC0003,075041,1996,11,26.8
IDCJAC0003,075041,1996,12,27.7
IDCJAC0003,075041,1997,01,28.2
IDCJAC0003,075041,1997,02,24.6
IDCJAC0003,075041,1997,03,22.6
IDCJAC0003,075041,1997,04,17.4
IDCJAC0003,075041,1997,05,10.2
IDCJAC0003,075041,1997,06,9.1
IDCJAC0003,075041,1997,07,10.8
IDCJAC0003,075041,1997,08,12.7
IDCJAC0003,075041,1997,09,15.7
IDCJAC0003,075041,1997,10,23.8
IDCJAC0003,075041,1997,11,27.6
IDCJAC0003,075041,1997,12,30.9
IDCJAC0003,075041,1998,01,23.5
IDCJAC0003,075041,1998,02,25.9
IDCJAC0003,075041,1998,03,22.6
IDCJAC0003,075041,1998,04,14.1
IDCJAC0003,075041,1998,05,11.6
IDCJAC0003,075041,1998,06,8.8
IDCJAC0003,075041,1998,07,8.1
IDCJAC0003,075041,1998,08,12.0
IDCJAC0003,075041,1998,09,15.0
IDCJAC0003,075041,1998,10,21.4
IDCJAC0003,075041,1998,11,26.7
IDCJAC0003,075041,1998,12,30.2
IDCJAC0003,075041,1999,01,27.7
IDCJAC0003,075041,1999,02,24.8
IDCJAC0003,075041,1999,03,19.2
IDCJAC0003,075041,1999,04,17.1
IDCJAC0003,075041,1999,05,10.9
IDCJAC0003,075041,1999,06,9.5
IDCJAC0003,075041,1999,07,10.2
IDCJAC0003,075041,1999,08,12.9
IDCJAC0003,075041,1999,09,17.4
IDCJAC0003,075041,1999,10,20.4
IDCJAC0003,075041,1999,11,25.5
IDCJAC0003,075041,1999,12,25.9
IDCJAC0003,075041,2000,01,29.7
IDCJAC0003,075041,2000,02,23.0
IDCJAC0003,075041,2000,03,18.7
IDCJAC0003,075041,2000,04,14.6
IDCJAC0003,075041,2000,05,10.4
IDCJAC0003,075041,2000,06,8.6
IDCJAC0003,075041,2000,07,10.4
IDCJAC0003,075041,2000,08,11.3
IDCJAC0003,075041,2000,09,17.1
IDCJAC0003,075041,2000,10,21.3
IDCJAC0003,075041,2000,11,23.1
IDCJAC0003,075041,2000,12,30.4
IDCJAC0003,075041,2001,01,26.6
IDCJAC0003,075041,2001,02,23.9
IDCJAC0003,075041,2001,03,21.4
IDCJAC0003,075041,2001,04,15.0
IDCJAC0003,075041,2001,05,11.3
IDCJAC0003,075041,2001,06,9.3
IDCJAC0003,075041,2001,07,9.8
IDCJAC0003,075041,2001,08,13.6
IDCJAC0003,075041,2001,09,17.5
IDCJAC0003,075041,2001,10,21.2
IDCJAC0003,075041,2001,11,26.5
IDCJAC0003,075041,2001,12,28.1
IDCJAC0003,075041,2002,01,30.4
IDCJAC0003,075041,2002,02,24.7
IDCJAC0003,075041,2002,03,22.6
IDCJAC0003,075041,2002,04,15.2
IDCJAC0003,075041,2002,05,11.1
IDCJAC0003,075041,2002,06,9.1
IDCJAC0003,075041,2002,07,10.7
IDCJAC0003,075041,2002,08,15.0
IDCJAC0003,075041,2002,09,18.2
IDCJAC0003,075041,2002,10,25.2
IDCJAC0003,075041,2002,11,26.4
IDCJAC0003,075041,2002,12,28.5
IDCJAC0003,075041,2003,01,31.0
IDCJAC0003,075041,2003,02,24.8
IDCJAC0003,075041,2003,03,22.8
IDCJAC0003,075041,2003,04,15.9
IDCJAC0003,075041,2003,05,11.7
IDCJAC0003,075041,2003,06,7.9
IDCJAC0003,075041,2003,07,10.1
IDCJAC0003,075041,2003,08,12.6
IDCJAC0003,075041,2003,09,18.1
IDCJAC0003,075041,2003,10,21.2
IDCJAC0003,075041,2003,11,26.5
IDCJAC0003,075041,2003,12,28.6
IDCJAC0003,075041,2004,01,30.2
IDCJAC0003,075041,2004,02,25.1
IDCJAC0003,075041,2004,03,23.2
IDCJAC0003,075041,2004,04,16.2
IDCJAC0003,075041,2004,05,11.6
IDCJAC0003,075041,2004,06,8.7
IDCJAC0003,075041,2004,07,8.5
IDCJAC0003,075041,2004,08,12.3
IDCJAC0003,075041,2004,09,17.5
IDCJAC0003,075041,2004,10,22.6
IDCJAC0003,075041,2004,11,26.0
IDCJAC0003,075041,2004,12,28.3
IDCJAC0003,075041,2005,01,28.7
IDCJAC0003,075041,2005,02,24.2
IDCJAC0003,075041,2005,03,22.1
IDCJAC0003,075041,2005,04,15.9
IDCJAC0003,075041,2005,05,12.1
IDCJAC0003,075041,2005,06,8.5
IDCJAC0003,075041,2005,07,9.0
IDCJAC0003,075041,2005,08,13.8
IDCJAC0003,075041,2005,09,16.4
IDCJAC0003,075041,2005,10,20.2
IDCJAC0003,075041,2005,11,26.6
IDCJAC0003,075041,2006,01,28.1
IDCJAC0003,075041,2006,02,26.2
IDCJAC0003,075041,2006,03,21.3
IDCJAC0003,075041,2006,04,15.6
IDCJAC0003,075041,2006,05,11.8
