Product code,Station number,Year,Month,Monthly mean daily global solar exposure (MJ/m*m)
IDCJAC0003,040913,2004,12,23.7
IDCJAC0003,040913,2005,01,23.8
IDCJAC0003,040913,2005,02,25.2
IDCJAC0003,040913,2005,03,21.7
IDCJAC0003,040913,2005,04,17.8
IDCJAC0003,040913,2005,05,14.1
IDCJAC0003,040913,2005,06,10.4
IDCJAC0003,040913,2005,07,13.2
IDCJAC0003,040913,2005,08,16.1
IDCJAC0003,040913,2005,09,19.8
IDCJAC0003,040913,2005,10,20.9
IDCJAC0003,040913,2005,11,21.9
IDCJAC0003,040913,2006,01,24.8
IDCJAC0003,040913,2006,02,23.1
IDCJAC0003,040913,2006,03,17.4
IDCJAC0003,040913,2006,04,18.2
IDCJAC0003,040913,2006,05,15.5
IDCJAC0003,040913,2006,06,11.8
IDCJAC0003,040913,2006,07,12.6
IDCJAC0003,040913,2006,08,16.9
IDCJAC0003,040913,2006,09,19.7
IDCJAC0003,040913,2006,10,22.5
IDCJAC0003,040913,2006,11,26.2
IDCJAC0003,040913,2006,12,23.1
IDCJAC0003,040913,2007,01,24.2
IDCJAC0003,040913,2007,02,22.0
IDCJAC0003,040913,2007,03,21.6
IDCJAC0003,040913,2007,04,17.6
IDCJAC0003,040913,2007,05,13.9
IDCJAC0003,040913,2007,06,10.5
IDCJAC0003,040913,2007,07,14.4
IDCJAC0003,040913,2007,08,14.4
IDCJAC0003,040913,2007,09,19.5
IDCJAC0003,040913,2007,10,22.2
IDCJAC0003,040913,2007,11,21.2
IDCJAC0003,040913,2007,12,19.7
IDCJAC0003,040913,2008,01,20.3
IDCJAC0003,040913,2008,02,20.2
IDCJAC0003,040913,2008,03,19.3
IDCJAC0003,040913,2008,04,17.1
IDCJAC0003,040913,2008,05,13.8
IDCJAC0003,040913,2008,06,11.4
IDCJAC0003,040913,2008,07,11.3
IDCJAC0003,040913,2008,08,16.6
IDCJAC0003,040913,2008,09,18.0
IDCJAC0003,040913,2008,10,22.7
IDCJAC0003,040913,2008,11,20.0
IDCJAC0003,040913,2008,12,25.2
IDCJAC0003,040913,2009,01,21.5
IDCJAC0003,040913,2009,02,20.5
IDCJAC0003,040913,2009,03,19.4
IDCJAC0003,040913,2009,04,15.6
IDCJAC0003,040913,2009,05,12.6
IDCJAC0003,040913,2009,06,11.2
IDCJAC0003,040913,2009,07,13.5
IDCJAC0003,040913,2009,08,17.0
IDCJAC0003,040913,2009,09,21.4
IDCJAC0003,040913,2009,10,23.3
IDCJAC0003,040913,2009,11,22.9
IDCJAC0003,040913,2009,12,22.7
IDCJAC0003,040913,2010,01,24.3
IDCJAC0003,040913,2010,02,19.8
IDCJAC0003,040913,2010,03,15.5
IDCJAC0003,040913,2010,04,15.7
IDCJAC0003,040913,2010,05,13.0
IDCJAC0003,040913,2010,06,11.2
IDCJAC0003,040913,2010,07,10.8
IDCJAC0003,040913,2010,08,15.1
IDCJAC0003,040913,2010,09,14.4
IDCJAC0003,040913,2010,10,18.7
IDCJAC0003,040913,2010,11,20.4
IDCJAC0003,040913,2010,12,16.5
IDCJAC0003,040913,2011,01,20.0
IDCJAC0003,040913,2011,02,20.9
IDCJAC0003,040913,2011,03,16.7
IDCJAC0003,040913,2011,04,14.2
IDCJAC0003,040913,2011,05,13.4
IDCJAC0003,040913,2011,06,11.2
IDCJAC0003,040913,2011,07,12.9
IDCJAC0003,040913,2011,08,14.1
IDCJAC0003,040913,2011,09,18.6
IDCJAC0003,040913,2011,10,17.6
IDCJAC0003,040913,2011,11,25.4
IDCJAC0003,040913,2011,12,18.4
IDCJAC0003,040913,2012,01,19.9
IDCJAC0003,040913,2012,02,22.2
IDCJAC0003,040913,2012,03,17.0
IDCJAC0003,040913,2012,04,15.7
IDCJAC0003,040913,2012,05,14.2
IDCJAC0003,040913,2012,06,10.7
IDCJAC0003,040913,2012,07,12.5
IDCJAC0003,040913,2012,08,17.3
IDCJAC0003,040913,2012,09,19.9
IDCJAC0003,040913,2012,10,22.5
IDCJAC0003,040913,2012,11,23.5
IDCJAC0003,040913,2012,12,25.8
IDCJAC0003,040913,2013,01,22.4
IDCJAC0003,040913,2013,02,18.4
IDCJAC0003,040913,2013,03,17.0
IDCJAC0003,040913,2013,04,16.6
IDCJAC0003,040913,2013,05,12.5
IDCJAC0003,040913,2013,06,10.3
IDCJAC0003,040913,2013,07,11.1
IDCJAC0003,040913,2013,08,17.8
IDCJAC0003,040913,2013,09,19.1
IDCJAC0003,040913,2013,10,22.7
IDCJAC0003,040913,2013,11,22.4
IDCJAC0003,040913,2013,12,24.7
IDCJAC0003,040913,2014,01,22.6
IDCJAC0003,040913,2014,02,21.0
IDCJAC0003,040913,2014,03,17.4
IDCJAC0003,040913,2014,04,16.5
IDCJAC0003,040913,2014,05,12.9
IDCJAC0003,040913,2014,06,12.2
IDCJAC0003,040913,2014,07,13.8
IDCJAC0003,040913,2014,08,14.1
IDCJAC0003,040913,2014,09,18.8
IDCJAC0003,040913,2014,10,23.6
IDCJAC0003,040913,2014,11,23.8
IDCJAC0003,040913,2014,12,20.6
IDCJAC0003,040913,2015,01,20.3
IDCJAC0003,040913,2015,02,20.5
IDCJAC0003,040913,2015,03,19.3
IDCJAC0003,040913,2015,04,16.0
IDCJAC0003,040913,2015,05,13.5
IDCJAC0003,040913,2015,06,11.2
IDCJAC0003,040913,2015,07,12.9
IDCJAC0003,040913,2015,08,15.2
IDCJAC0003,040913,2015,09,17.9
IDCJAC0003,040913,2015,10,20.7
IDCJAC0003,040913,2015,11,22.9
IDCJAC0003,040913,2015,12,21.4
IDCJAC0003,040913,2016,01,21.2
IDCJAC0003,040913,2016,02,21.4
IDCJAC0003,040913,2016,03,17.3
IDCJAC0003,040913,2016,04,15.7
IDCJAC0003,040913,2016,05,14.2
IDCJAC0003,040913,2016,06,10.9
IDCJAC0003,040913,2016,07,12.9
IDCJAC0003,040913,2016,08,15.4
IDCJAC0003,040913,2016,09,17.4
IDCJAC0003,040913,2016,10,23.0
IDCJAC0003,040913,2016,11,26.0
IDCJAC0003,040913,2016,12,23.9
IDCJAC0003,040913,2017,01,24.0
IDCJAC0003,040913,2017,02,24.2
IDCJAC0003,040913,2017,03,16.4
IDCJAC0003,040913,2017,04,15.6
IDCJAC0003,040913,2017,05,13.1
IDCJAC0003,040913,2017,06,12.3
IDCJAC0003,040913,2017,07,14.2
IDCJAC0003,040913,2017,08,17.0
IDCJAC0003,040913,2017,09,20.8
IDCJAC0003,040913,2017,10,18.2
IDCJAC0003,040913,2017,11,22.2
IDCJAC0003,040913,2017,12,25.8
IDCJAC0003,040913,2018,01,26.7
IDCJAC0003,040913,2018,02,20.1
IDCJAC0003,040913,2018,03,16.6
IDCJAC0003,040913,2018,04,15.5
IDCJAC0003,040913,2018,05,14.3
IDCJAC0003,040913,2018,06,12.4
IDCJAC0003,040913,2018,07,13.8
IDCJAC0003,040913,2018,08,17.0
IDCJAC0003,040913,2018,09,18.1
IDCJAC0003,040913,2018,10,16.6
