Product code,Station number,Year,Month,Monthly mean daily global solar exposure (MJ/m*m)
IDCJAC0003,066037,1990,01,20.7
IDCJAC0003,066037,1990,02,19.2
IDCJAC0003,066037,1990,03,15.5
IDCJAC0003,066037,1990,04,10.1
IDCJAC0003,066037,1990,05,9.4
IDCJAC0003,066037,1990,06,9.2
IDCJAC0003,066037,1990,07,9.1
IDCJAC0003,066037,1990,08,11.4
IDCJAC0003,066037,1990,09,15.4
IDCJAC0003,066037,1990,10,19.6
IDCJAC0003,066037,1990,11,27.2
IDCJAC0003,066037,1990,12,27.4
IDCJAC0003,066037,1991,01,23.1
IDCJAC0003,066037,1991,02,21.9
IDCJAC0003,066037,1991,03,21.2
IDCJAC0003,066037,1991,04,15.2
IDCJAC0003,066037,1991,05,10.4
IDCJAC0003,066037,1991,06,7.4
IDCJAC0003,066037,1991,07,9.8
IDCJAC0003,066037,1991,08,14.1
IDCJAC0003,066037,1991,09,17.1
IDCJAC0003,066037,1991,10,19.8
IDCJAC0003,066037,1991,11,23.7
IDCJAC0003,066037,1991,12,23.0
IDCJAC0003,066037,1992,01,23.3
IDCJAC0003,066037,1992,02,17.3
IDCJAC0003,066037,1992,03,17.8
IDCJAC0003,066037,1992,04,13.4
IDCJAC0003,066037,1992,05,9.9
IDCJAC0003,066037,1992,06,8.8
IDCJAC0003,066037,1992,07,9.8
IDCJAC0003,066037,1992,08,13.0
IDCJAC0003,066037,1992,09,16.2
IDCJAC0003,066037,1992,10,17.0
IDCJAC0003,066037,1992,11,21.6
IDCJAC0003,066037,1992,12,22.9
IDCJAC0003,066037,1993,01,21.4
IDCJAC0003,066037,1993,02,21.3
IDCJAC0003,066037,1993,03,19.4
IDCJAC0003,066037,1993,04,14.5
IDCJAC0003,066037,1993,05,9.9
IDCJAC0003,066037,1993,06,9.4
IDCJAC0003,066037,1993,07,7.9
IDCJAC0003,066037,1993,08,11.4
IDCJAC0003,066037,1993,09,16.1
IDCJAC0003,066037,1993,10,22.5
IDCJAC0003,066037,1993,11,23.7
IDCJAC0003,066037,1993,12,25.5
IDCJAC0003,066037,1994,01,27.1
IDCJAC0003,066037,1994,02,20.4
IDCJAC0003,066037,1994,03,19.3
IDCJAC0003,066037,1994,04,15.3
IDCJAC0003,066037,1994,05,11.2
IDCJAC0003,066037,1994,06,8.6
IDCJAC0003,066037,1994,07,9.8
IDCJAC0003,066037,1994,08,14.7
IDCJAC0003,066037,1994,09,18.2
IDCJAC0003,066037,1994,10,21.2
IDCJAC0003,066037,1994,11,22.6
IDCJAC0003,066037,1994,12,23.7
IDCJAC0003,066037,1995,01,20.5
IDCJAC0003,066037,1995,02,21.8
IDCJAC0003,066037,1995,03,16.5
IDCJAC0003,066037,1995,04,14.4
IDCJAC0003,066037,1995,05,8.3
IDCJAC0003,066037,1995,06,7.4
IDCJAC0003,066037,1995,07,10.2
IDCJAC0003,066037,1995,08,14.6
IDCJAC0003,066037,1995,09,15.1
IDCJAC0003,066037,1995,10,20.2
IDCJAC0003,066037,1995,11,18.0
IDCJAC0003,066037,1995,12,23.5
IDCJAC0003,066037,1996,01,19.6
IDCJAC0003,066037,1996,02,20.8
IDCJAC0003,066037,1996,03,17.7
IDCJAC0003,066037,1996,04,14.7
IDCJAC0003,066037,1996,05,9.3
IDCJAC0003,066037,1996,06,8.5
IDCJAC0003,066037,1996,07,10.0
IDCJAC0003,066037,1996,08,12.7
IDCJAC0003,066037,1996,09,18.3
IDCJAC0003,066037,1996,10,19.3
IDCJAC0003,066037,1996,11,22.9
IDCJAC0003,066037,1996,12,22.5
IDCJAC0003,066037,1997,01,21.0
IDCJAC0003,066037,1997,02,22.0
IDCJAC0003,066037,1997,03,20.4
IDCJAC0003,066037,1997,04,15.2
IDCJAC0003,066037,1997,05,9.3
IDCJAC0003,066037,1997,06,9.1
IDCJAC0003,066037,1997,07,9.8
IDCJAC0003,066037,1997,08,14.8
IDCJAC0003,066037,1997,09,14.8
IDCJAC0003,066037,1997,10,24.0
IDCJAC0003,066037,1997,11,22.3
IDCJAC0003,066037,1997,12,22.7
IDCJAC0003,066037,1998,01,22.4
IDCJAC0003,066037,1998,02,22.8
IDCJAC0003,066037,1998,03,18.8
IDCJAC0003,066037,1998,04,13.1
IDCJAC0003,066037,1998,05,8.5
IDCJAC0003,066037,1998,06,7.9
IDCJAC0003,066037,1998,07,8.7
IDCJAC0003,066037,1998,08,10.6
IDCJAC0003,066037,1998,09,16.3
IDCJAC0003,066037,1998,10,20.6
IDCJAC0003,066037,1998,11,20.5
IDCJAC0003,066037,1998,12,25.0
IDCJAC0003,066037,1999,01,24.9
IDCJAC0003,066037,1999,02,20.3
IDCJAC0003,066037,1999,03,17.5
IDCJAC0003,066037,1999,04,12.3
IDCJAC0003,066037,1999,05,10.5
IDCJAC0003,066037,1999,06,8.6
IDCJAC0003,066037,1999,07,9.4
IDCJAC0003,066037,1999,08,13.6
IDCJAC0003,066037,1999,09,16.4
IDCJAC0003,066037,1999,10,16.9
IDCJAC0003,066037,1999,11,23.1
IDCJAC0003,066037,1999,12,22.2
IDCJAC0003,066037,2000,01,22.1
IDCJAC0003,066037,2000,02,23.2
IDCJAC0003,066037,2000,03,14.3
IDCJAC0003,066037,2000,04,12.1
IDCJAC0003,066037,2000,05,10.9
IDCJAC0003,066037,2000,06,9.8
IDCJAC0003,066037,2000,07,10.5
IDCJAC0003,066037,2000,08,12.7
IDCJAC0003,066037,2000,09,17.7
IDCJAC0003,066037,2000,10,18.7
IDCJAC0003,066037,2000,11,18.4
IDCJAC0003,066037,2000,12,25.6
IDCJAC0003,066037,2001,01,21.7
IDCJAC0003,066037,2001,02,19.6
IDCJAC0003,066037,2001,03,16.0
IDCJAC0003,066037,2001,04,14.5
IDCJAC0003,066037,2001,05,10.1
IDCJAC0003,066037,2001,06,9.7
IDCJAC0003,066037,2001,07,8.7
IDCJAC0003,066037,2001,08,14.2
IDCJAC0003,066037,2001,09,17.5
IDCJAC0003,066037,2001,10,23.2
IDCJAC0003,066037,2001,11,18.5
IDCJAC0003,066037,2001,12,24.3
IDCJAC0003,066037,2002,01,27.2
IDCJAC0003,066037,2002,02,19.0
IDCJAC0003,066037,2002,03,16.5
IDCJAC0003,066037,2002,04,13.7
IDCJAC0003,066037,2002,05,10.3
IDCJAC0003,066037,2002,06,9.4
IDCJAC0003,066037,2002,07,11.2
IDCJAC0003,066037,2002,08,13.9
IDCJAC0003,066037,2002,09,19.5
IDCJAC0003,066037,2002,10,22.5
IDCJAC0003,066037,2002,11,22.6
IDCJAC0003,066037,2002,12,25.8
IDCJAC0003,066037,2003,01,26.0
IDCJAC0003,066037,2003,02,19.3
IDCJAC0003,066037,2003,03,18.3
IDCJAC0003,066037,2003,04,13.1
IDCJAC0003,066037,2003,05,9.4
IDCJAC0003,066037,2003,06,10.1
IDCJAC0003,066037,2003,07,10.2
IDCJAC0003,066037,2003,08,13.4
IDCJAC0003,066037,2003,09,18.2
IDCJAC0003,066037,2003,10,18.2
IDCJAC0003,066037,2003,11,22.7
IDCJAC0003,066037,2003,12,21.8
IDCJAC0003,066037,2004,01,24.6
IDCJAC0003,066037,2004,02,20.8
IDCJAC0003,066037,2004,03,17.0
IDCJAC0003,066037,2004,04,14.7
IDCJAC0003,066037,2004,05,11.7
IDCJAC0003,066037,2004,06,10.1
IDCJAC0003,066037,2004,07,9.8
IDCJAC0003,066037,2004,08,13.1
IDCJAC0003,066037,2004,09,15.3
IDCJAC0003,066037,2004,10,20.1
IDCJAC0003,066037,2004,11,22.1
IDCJAC0003,066037,2004,12,25.1
IDCJAC0003,066037,2005,01,25.4
IDCJAC0003,066037,2005,02,23.8
IDCJAC0003,066037,2005,03,17.5
IDCJAC0003,066037,2005,04,14.3
