Product code,Station Number,Year,Jan,Day,Feb,Day,Mar,Day,Apr,Day,May,Day,Jun,Day,Jul,Day,Aug,Day,Sep,Day,Oct,Day,Nov,Day,Dec,Day,Annual
IDCJAC0008,069134,1991,,,,,,,,,,,,,,,,,,,,,8.3,17,6.2,01,
IDCJAC0008,069134,1992,11.0,30,10.0,26,10.4,19,6.5,26,2.2,25,-0.5,09,-1.0,27,-0.3,10,1.0,14,5.0,01,6.9,27,9.3,15,-1.0
IDCJAC0008,069134,1993,11.8,02,7.4,23,9.0,05,4.0,04,-1.0,17,0.0,25,1.0,22,0.5,06,2.5,04,1.9,11,5.5,05,8.3,27,-1.0
IDCJAC0008,069134,1994,8.0,22,12.6,13,7.8,18,7.2,08,2.8,20,1.9,22,-0.8,27,-1.0,16,1.3,22,0.0,30,1.0,04,6.1,11,-1.0
IDCJAC0008,069134,1995,9.4,22,10.5,02,8.6,14,4.6,08,4.5,27,0.4,24,-1.8,10,-1.4,09,1.4,06,4.9,10,5.7,01,6.6,13,-1.8
IDCJAC0008,069134,1996,10.4,27,9.0,12,7.5,21,4.9,20,2.6,31,0.8,09,-0.7,10,-0.7,20,2.4,22,3.9,21,3.8,11,9.1,09,-0.7
IDCJAC0008,069134,1997,9.6,08,13.5,05,11.0,23,5.0,08,1.5,31,0.9,16,-0.5,30,0.5,25,3.8,29,2.6,04,5.7,25,10.0,01,-0.5
IDCJAC0008,069134,1998,9.9,06,7.7,17,9.8,07,5.0,14,1.9,10,0.6,19,-0.7,12,0.4,01,3.1,17,2.2,08,7.0,04,10.0,06,-0.7
IDCJAC0008,069134,1999,14.4,15,10.7,19,7.8,30,4.6,26,0.8,17,1.2,17,0.7,24,1.5,05,2.2,19,5.8,20,5.2,11,7.5,20,0.7
IDCJAC0008,069134,2000,7.9,24,12.9,16,7.1,24,1.1,23,0.4,19,-0.5,15,-0.4,28,2.0,21,3.4,13,4.0,02,10.2,02,6.8,02,-0.5
IDCJAC0008,069134,2001,10.6,11,10.9,17,8.0,27,3.0,13,1.1,25,-1.5,20,1.4,20,0.0,24,3.8,06,3.2,09,5.7,13,6.0,27,-1.5
IDCJAC0008,069134,2002,9.5,13,11.5,23,11.0,10,5.7,05,2.5,18,-0.8,27,-2.9,12,-1.6,24,-0.5,11,3.3,02,3.3,05,6.2,07,-2.9
IDCJAC0008,069134,2003,7.1,09,9.5,18,6.0,02,3.8,24,1.2,27,1.4,11,-2.2,28,-1.5,10,-1.0,04,1.6,12,2.8,03,10.0,08,-2.2
IDCJAC0008,069134,2004,6.6,09,9.9,27,7.9,24,6.0,26,-0.6,28,-2.0,06,-2.5,21,-1.5,07,-0.1,13,2.8,16,6.0,14,3.0,28,-2.5
IDCJAC0008,069134,2005,10.0,11,9.5,06,6.2,06,6.7,06,1.5,30,-0.5,18,-0.5,19,-1.0,13,2.2,01,6.1,07,8.0,18,8.4,20,-1.0
IDCJAC0008,069134,2006,13.8,08,11.1,11,9.1,26,1.3,23,1.5,09,-0.7,12,-0.9,13,-1.5,08,2.2,13,0.0,29,2.0,16,4.9,26,-1.5
IDCJAC0008,069134,2007,11.0,29,12.8,14,7.7,31,6.5,26,1.8,31,-1.1,22,-2.6,16,0.1,04,1.8,23,2.5,13,9.1,12,10.3,26,-2.6
IDCJAC0008,069134,2008,10.4,24,8.7,24,7.0,01,1.5,29,1.1,23,1.7,23,-1.6,23,-1.4,19,0.3,11,2.6,07,6.9,05,7.5,20,-1.6
IDCJAC0008,069134,2009,9.6,17,12.2,14,7.4,16,2.9,29,2.9,17,0.0,11,-1.8,25,-0.1,10,2.9,06,3.4,07,8.9,14,9.1,12,-1.8
IDCJAC0008,069134,2010,6.7,19,11.2,24,9.7,11,4.9,27,1.7,13,-1.5,29,-0.8,21,0.0,07,0.4,30,5.1,17,7.1,20,9.0,28,-1.5
IDCJAC0008,069134,2011,10.7,05,7.9,07,10.0,04,5.0,13,-0.4,12,0.2,19,-2.3,08,1.1,10,2.1,10,3.7,01,8.0,04,7.9,07,-2.3
IDCJAC0008,069134,2012,6.6,12,10.2,07,6.2,24,4.0,11,0.9,14,-1.5,20,-0.5,30,-0.8,07,-1.8,01,2.6,02,6.1,19,8.9,27,-1.8
IDCJAC0008,069134,2013,10.0,15,11.8,14,5.7,18,5.7,21,0.7,26,1.6,09,0.5,09,0.1,20,2.7,13,2.6,25,4.4,06,6.9,06,0.1
IDCJAC0008,069134,2014,9.5,26,7.5,21,6.0,18,7.4,21,4.0,09,1.8,21,-1.0,13,-2.3,03,3.2,20,3.8,16,6.7,02,10.5,14,-2.3
IDCJAC0008,069134,2015,10.9,30,11.8,06,7.0,27,4.2,27,1.5,14,-1.0,27,-2.1,03,-0.7,04,3.2,01,9.5,03,10.7,16,8.0,28,-2.1
IDCJAC0008,069134,2016,11.5,01,11.5,28,9.0,19,5.5,14,0.8,29,0.3,29,0.5,04,0.5,03,3.5,28,2.7,24,5.1,01,11.8,21,0.3
IDCJAC0008,069134,2017,10.4,21,9.7,20,12.0,11,5.6,27,0.7,30,1.0,26,-1.7,22,-0.5,20,0.0,17,3.8,01,6.0,11,11.6,07,-1.7
IDCJAC0008,069134,2018,10.1,18,12.2,01,7.1,27,6.4,30,2.7,26,12.2,03,,,-1.0,29,0.7,18,,,,,,,
