Product code,Station number,Year,Month,Lowest temperature (°C),Day,Quality
IDCJAC0008,031108,1968,07,3.1,24,Y
IDCJAC0008,031108,1968,08,5.1,16,Y
IDCJAC0008,031108,1968,09,11.9,26,Y
IDCJAC0008,031108,1968,10,12.2,19,Y
IDCJAC0008,031108,1968,11,12.4,21,Y
IDCJAC0008,031108,1968,12,14.6,16,Y
IDCJAC0008,031108,1969,01,16.4,14,Y
IDCJAC0008,031108,1969,02,16.2,06,Y
IDCJAC0008,031108,1969,03,16.2,06,Y
IDCJAC0008,031108,1969,04,11.1,20,Y
IDCJAC0008,031108,1969,05,12.9,23,Y
IDCJAC0008,031108,1969,06,6.8,22,Y
IDCJAC0008,031108,1969,07,6.0,25,Y
IDCJAC0008,031108,1969,08,7.2,03,Y
IDCJAC0008,031108,1969,09,8.1,24,Y
IDCJAC0008,031108,1969,10,11.4,10,Y
IDCJAC0008,031108,1969,11,14.2,26,Y
IDCJAC0008,031108,1969,12,17.1,05,Y
IDCJAC0008,031108,1970,01,16.7,06,Y
IDCJAC0008,031108,1970,02,15.6,22,Y
IDCJAC0008,031108,1970,03,14.9,31,Y
IDCJAC0008,031108,1970,04,11.4,02,Y
IDCJAC0008,031108,1970,05,12.2,04,Y
IDCJAC0008,031108,1970,06,8.9,28,Y
IDCJAC0008,031108,1970,07,7.3,27,Y
IDCJAC0008,031108,1970,08,10.0,13,Y
IDCJAC0008,031108,1970,09,11.7,09,Y
IDCJAC0008,031108,1970,10,12.9,30,Y
IDCJAC0008,031108,1970,11,15.0,29,Y
IDCJAC0008,031108,1970,12,15.6,09,Y
IDCJAC0008,031108,1971,01,16.5,11,Y
IDCJAC0008,031108,1971,02,19.4,13,Y
IDCJAC0008,031108,1971,03,18.3,25,Y
IDCJAC0008,031108,1971,04,13.9,28,Y
IDCJAC0008,031108,1971,05,8.4,14,Y
IDCJAC0008,031108,1971,06,8.3,18,Y
IDCJAC0008,031108,1971,07,4.3,26,Y
IDCJAC0008,031108,1971,08,9.5,02,Y
IDCJAC0008,031108,1971,09,10.8,21,Y
IDCJAC0008,031108,1971,10,13.8,03,Y
IDCJAC0008,031108,1971,11,16.7,17,Y
IDCJAC0008,031108,1971,12,17.7,10,Y
IDCJAC0008,031108,1972,01,14.7,25,Y
IDCJAC0008,031108,1972,02,17.3,26,Y
IDCJAC0008,031108,1972,03,16.3,31,Y
IDCJAC0008,031108,1972,04,12.7,02,Y
IDCJAC0008,031108,1972,05,8.5,22,Y
IDCJAC0008,031108,1972,06,8.2,27,Y
IDCJAC0008,031108,1972,07,7.5,04,Y
IDCJAC0008,031108,1972,08,8.4,14,Y
IDCJAC0008,031108,1972,09,11.4,14,Y
IDCJAC0008,031108,1972,10,9.0,10,Y
IDCJAC0008,031108,1972,11,14.3,22,Y
IDCJAC0008,031108,1972,12,13.9,25,Y
IDCJAC0008,031108,1973,01,16.8,04,Y
IDCJAC0008,031108,1973,02,20.5,16,Y
IDCJAC0008,031108,1973,03,17.0,14,Y
IDCJAC0008,031108,1973,04,17.4,30,Y
IDCJAC0008,031108,1973,05,11.6,16,Y
IDCJAC0008,031108,1973,06,14.2,27,Y
IDCJAC0008,031108,1973,07,8.5,09,Y
IDCJAC0008,031108,1973,08,11.7,21,Y
IDCJAC0008,031108,1973,09,13.0,27,Y
IDCJAC0008,031108,1973,10,12.8,13,Y
IDCJAC0008,031108,1973,11,16.0,20,Y
IDCJAC0008,031108,1973,12,17.8,06,Y
IDCJAC0008,031108,1974,01,19.5,26,Y
IDCJAC0008,031108,1974,02,18.4,20,Y
IDCJAC0008,031108,1974,03,16.7,24,Y
IDCJAC0008,031108,1974,04,13.7,13,Y
IDCJAC0008,031108,1974,05,5.6,26,Y
IDCJAC0008,031108,1974,06,6.7,10,Y
IDCJAC0008,031108,1974,07,5.4,10,Y
IDCJAC0008,031108,1974,08,9.0,17,Y
IDCJAC0008,031108,1974,09,12.8,27,Y
IDCJAC0008,031108,1974,10,11.2,10,Y
IDCJAC0008,031108,1974,11,15.5,29,Y
IDCJAC0008,031108,1974,12,13.8,19,Y
IDCJAC0008,031108,1975,01,16.5,25,Y
IDCJAC0008,031108,1975,02,18.4,05,Y
IDCJAC0008,031108,1975,03,18.3,22,Y
IDCJAC0008,031108,1975,04,15.6,22,Y
IDCJAC0008,031108,1975,05,11.8,26,Y
IDCJAC0008,031108,1975,06,3.4,21,Y
IDCJAC0008,031108,1975,07,12.3,05,Y
IDCJAC0008,031108,1975,08,7.4,18,Y
IDCJAC0008,031108,1975,09,12.0,08,Y
IDCJAC0008,031108,1975,10,14.6,08,Y
IDCJAC0008,031108,1975,11,15.3,23,Y
IDCJAC0008,031108,1975,12,17.8,03,Y
IDCJAC0008,031108,1976,01,16.7,09,Y
IDCJAC0008,031108,1976,02,15.9,22,Y
IDCJAC0008,031108,1976,03,18.8,21,Y
IDCJAC0008,031108,1976,04,15.0,16,Y
IDCJAC0008,031108,1976,05,10.7,23,Y
IDCJAC0008,031108,1976,06,4.4,21,Y
IDCJAC0008,031108,1976,07,6.3,16,Y
IDCJAC0008,031108,1976,08,5.3,14,Y
IDCJAC0008,031108,1976,09,8.3,12,Y
IDCJAC0008,031108,1976,10,10.5,18,Y
IDCJAC0008,031108,1976,11,16.6,11,Y
IDCJAC0008,031108,1976,12,18.5,09,Y
IDCJAC0008,031108,1977,01,16.9,04,Y
IDCJAC0008,031108,1977,02,18.5,01,Y
IDCJAC0008,031108,1977,03,13.8,27,Y
IDCJAC0008,031108,1977,04,18.0,30,Y
IDCJAC0008,031108,1977,05,10.4,22,Y
IDCJAC0008,031108,1977,06,5.1,30,Y
IDCJAC0008,031108,1977,07,6.1,01,Y
IDCJAC0008,031108,1977,08,9.1,20,Y
IDCJAC0008,031108,1977,09,11.0,16,Y
IDCJAC0008,031108,1977,10,13.5,18,Y
IDCJAC0008,031108,1977,11,14.4,03,Y
IDCJAC0008,031108,1977,12,15.5,16,Y
IDCJAC0008,031108,1978,01,17.9,01,Y
IDCJAC0008,031108,1978,02,16.5,07,Y
IDCJAC0008,031108,1978,03,16.9,17,Y
IDCJAC0008,031108,1978,04,12.3,18,Y
IDCJAC0008,031108,1978,05,12.7,23,Y
IDCJAC0008,031108,1978,06,6.0,15,Y
IDCJAC0008,031108,1978,07,9.4,05,Y
IDCJAC0008,031108,1978,08,11.4,06,Y
IDCJAC0008,031108,1978,09,11.4,21,Y
IDCJAC0008,031108,1978,10,11.1,06,Y
IDCJAC0008,031108,1978,11,16.9,24,Y
IDCJAC0008,031108,1978,12,14.5,01,Y
IDCJAC0008,031108,1979,01,18.0,08,Y
IDCJAC0008,031108,1979,02,18.4,07,Y
IDCJAC0008,031108,1979,03,17.3,29,Y
IDCJAC0008,031108,1979,04,14.0,19,Y
IDCJAC0008,031108,1979,05,13.9,28,Y
IDCJAC0008,031108,1979,06,9.6,29,Y
IDCJAC0008,031108,1979,07,6.0,31,Y
IDCJAC0008,031108,1979,08,5.5,01,Y
IDCJAC0008,031108,1979,09,11.3,01,Y
IDCJAC0008,031108,1979,10,12.0,08,Y
IDCJAC0008,031108,1979,11,15.6,07,Y
IDCJAC0008,031108,1979,12,13.5,11,Y
IDCJAC0008,031108,1980,01,18.5,30,Y
IDCJAC0008,031108,1980,02,17.5,15,Y
IDCJAC0008,031108,1980,03,15.9,30,Y
IDCJAC0008,031108,1980,04,14.3,06,Y
IDCJAC0008,031108,1980,05,13.0,08,Y
IDCJAC0008,031108,1980,06,7.3,21,Y
IDCJAC0008,031108,1980,07,8.3,05,Y
IDCJAC0008,031108,1980,08,8.3,02,Y
IDCJAC0008,031108,1980,09,10.0,10,Y
IDCJAC0008,031108,1980,10,12.6,04,Y
IDCJAC0008,031108,1980,11,14.9,20,Y
IDCJAC0008,031108,1980,12,15.8,27,Y
IDCJAC0008,031108,1981,01,17.2,29,Y
IDCJAC0008,031108,1981,02,19.8,28,Y
IDCJAC0008,031108,1981,03,14.0,26,Y
IDCJAC0008,031108,1981,04,13.5,30,Y
IDCJAC0008,031108,1981,05,11.7,23,Y
IDCJAC0008,031108,1981,06,7.8,21,Y
IDCJAC0008,031108,1981,07,10.5,07,Y
IDCJAC0008,031108,1981,08,11.6,20,Y
IDCJAC0008,031108,1981,09,11.5,05,Y
IDCJAC0008,031108,1981,10,12.0,05,Y
IDCJAC0008,031108,1981,11,16.5,03,Y
IDCJAC0008,031108,1981,12,18.8,27,Y
IDCJAC0008,031108,1982,01,17.7,03,Y
IDCJAC0008,031108,1982,02,18.8,10,Y
IDCJAC0008,031108,1982,03,15.1,29,Y
IDCJAC0008,031108,1982,04,14.5,28,Y
IDCJAC0008,031108,1982,05,9.9,14,Y
IDCJAC0008,031108,1982,06,4.5,22,Y
IDCJAC0008,031108,1982,07,5.6,06,Y
IDCJAC0008,031108,1982,08,10.0,01,Y
IDCJAC0008,031108,1982,09,9.6,05,Y
IDCJAC0008,031108,1982,10,8.9,12,Y
IDCJAC0008,031108,1982,11,13.6,27,Y
IDCJAC0008,031108,1982,12,16.8,19,Y
IDCJAC0008,031108,1983,01,17.0,18,Y
IDCJAC0008,031108,1983,02,17.2,12,Y
IDCJAC0008,031108,1983,03,16.0,17,Y
