Product code,Station number,Year,Month,Lowest temperature (°C),Day,Quality
IDCJAC0008,014015,1941,02,19.9,16,Y
IDCJAC0008,014015,1941,03,19.3,15,Y
IDCJAC0008,014015,1941,04,22.2,29,Y
IDCJAC0008,014015,1941,05,18.3,25,Y
IDCJAC0008,014015,1941,06,14.0,24,Y
IDCJAC0008,014015,1941,07,16.2,19,Y
IDCJAC0008,014015,1941,08,15.2,15,Y
IDCJAC0008,014015,1941,09,19.4,05,Y
IDCJAC0008,014015,1941,10,21.0,14,Y
IDCJAC0008,014015,1941,11,20.7,06,Y
IDCJAC0008,014015,1941,12,20.3,24,Y
IDCJAC0008,014015,1942,01,21.7,28,Y
IDCJAC0008,014015,1942,02,17.5,18,Y
IDCJAC0008,014015,1942,03,22.2,07,Y
IDCJAC0008,014015,1942,04,18.4,07,Y
IDCJAC0008,014015,1942,05,19.8,17,Y
IDCJAC0008,014015,1942,06,19.2,08,Y
IDCJAC0008,014015,1942,07,10.4,29,Y
IDCJAC0008,014015,1942,08,14.4,12,Y
IDCJAC0008,014015,1942,09,19.2,04,Y
IDCJAC0008,014015,1942,10,21.6,20,Y
IDCJAC0008,014015,1942,11,21.0,05,Y
IDCJAC0008,014015,1942,12,22.1,20,Y
IDCJAC0008,014015,1943,01,21.7,06,Y
IDCJAC0008,014015,1943,02,21.4,24,Y
IDCJAC0008,014015,1943,03,21.5,11,Y
IDCJAC0008,014015,1943,04,16.0,11,Y
IDCJAC0008,014015,1943,05,16.7,24,Y
IDCJAC0008,014015,1943,06,14.2,17,Y
IDCJAC0008,014015,1943,07,15.8,23,Y
IDCJAC0008,014015,1943,08,16.3,29,Y
IDCJAC0008,014015,1943,09,18.9,02,Y
IDCJAC0008,014015,1943,10,21.1,22,Y
IDCJAC0008,014015,1943,11,20.9,13,Y
IDCJAC0008,014015,1943,12,20.9,08,Y
IDCJAC0008,014015,1944,01,20.7,21,Y
IDCJAC0008,014015,1944,02,21.1,10,Y
IDCJAC0008,014015,1944,03,20.2,01,Y
IDCJAC0008,014015,1944,04,19.4,24,Y
IDCJAC0008,014015,1944,05,17.7,17,Y
IDCJAC0008,014015,1944,06,17.2,01,Y
IDCJAC0008,014015,1944,07,14.9,14,Y
IDCJAC0008,014015,1944,08,16.6,01,Y
IDCJAC0008,014015,1944,09,20.3,01,Y
IDCJAC0008,014015,1944,10,20.7,06,Y
IDCJAC0008,014015,1944,11,20.1,04,Y
IDCJAC0008,014015,1944,12,22.9,27,Y
IDCJAC0008,014015,1945,01,21.6,03,Y
IDCJAC0008,014015,1945,02,21.8,14,Y
IDCJAC0008,014015,1945,03,19.2,31,Y
IDCJAC0008,014015,1945,04,16.3,11,Y
IDCJAC0008,014015,1945,05,17.5,18,Y
IDCJAC0008,014015,1945,06,15.3,13,Y
IDCJAC0008,014015,1945,07,13.2,16,Y
IDCJAC0008,014015,1945,08,19.6,04,Y
IDCJAC0008,014015,1945,09,21.3,03,Y
IDCJAC0008,014015,1945,10,20.3,26,Y
IDCJAC0008,014015,1945,11,19.7,12,Y
IDCJAC0008,014015,1945,12,20.5,12,Y
IDCJAC0008,014015,1946,01,21.7,22,Y
IDCJAC0008,014015,1946,02,21.9,07,Y
IDCJAC0008,014015,1946,06,15.6,23,Y
IDCJAC0008,014015,1946,07,16.1,06,Y
IDCJAC0008,014015,1946,08,17.8,31,Y
IDCJAC0008,014015,1946,09,17.7,01,Y
IDCJAC0008,014015,1946,10,21.9,02,Y
IDCJAC0008,014015,1946,11,20.7,21,Y
IDCJAC0008,014015,1946,12,22.7,31,Y
IDCJAC0008,014015,1947,01,21.4,05,Y
IDCJAC0008,014015,1947,02,20.8,14,Y
IDCJAC0008,014015,1947,03,22.7,15,Y
IDCJAC0008,014015,1947,04,18.9,29,Y
IDCJAC0008,014015,1947,05,18.4,29,Y
IDCJAC0008,014015,1947,06,16.8,11,Y
IDCJAC0008,014015,1947,07,17.9,31,Y
IDCJAC0008,014015,1947,08,18.7,01,Y
IDCJAC0008,014015,1947,09,20.8,26,Y
IDCJAC0008,014015,1947,10,22.6,25,Y
IDCJAC0008,014015,1947,11,22.0,22,Y
IDCJAC0008,014015,1947,12,22.9,27,Y
IDCJAC0008,014015,1948,01,22.4,25,Y
IDCJAC0008,014015,1948,02,22.3,07,Y
IDCJAC0008,014015,1948,03,21.6,12,Y
IDCJAC0008,014015,1948,04,17.6,14,Y
IDCJAC0008,014015,1948,05,19.9,17,Y
IDCJAC0008,014015,1948,06,14.5,17,Y
IDCJAC0008,014015,1948,07,16.7,04,Y
IDCJAC0008,014015,1948,08,15.6,26,Y
IDCJAC0008,014015,1948,09,19.4,04,Y
IDCJAC0008,014015,1948,10,22.9,22,Y
IDCJAC0008,014015,1948,11,22.1,29,Y
IDCJAC0008,014015,1948,12,21.6,10,Y
IDCJAC0008,014015,1949,01,21.1,10,Y
IDCJAC0008,014015,1949,02,17.2,25,Y
IDCJAC0008,014015,1949,03,22.1,13,Y
IDCJAC0008,014015,1949,04,18.8,27,Y
