Product code,Station number,Year,Month,Lowest temperature (°C),Day,Quality
IDCJAC0008,032037,1965,01,14.4,17,Y
IDCJAC0008,032037,1965,02,16.7,05,Y
IDCJAC0008,032037,1965,03,16.4,31,Y
IDCJAC0008,032037,1965,04,16.1,15,Y
IDCJAC0008,032037,1965,05,10.8,31,Y
IDCJAC0008,032037,1965,06,5.4,25,Y
IDCJAC0008,032037,1965,07,3.3,19,Y
IDCJAC0008,032037,1965,08,10.7,11,Y
IDCJAC0008,032037,1965,09,7.3,23,Y
IDCJAC0008,032037,1965,10,9.6,14,Y
IDCJAC0008,032037,1965,11,10.8,23,Y
IDCJAC0008,032037,1965,12,14.9,23,Y
IDCJAC0008,032037,1966,01,16.1,19,Y
IDCJAC0008,032037,1966,02,19.9,01,Y
IDCJAC0008,032037,1966,03,16.5,28,Y
IDCJAC0008,032037,1966,04,13.1,30,Y
IDCJAC0008,032037,1966,05,9.9,22,Y
IDCJAC0008,032037,1966,06,7.6,14,Y
IDCJAC0008,032037,1966,07,7.6,29,Y
IDCJAC0008,032037,1966,08,12.1,28,Y
IDCJAC0008,032037,1966,09,11.7,10,Y
IDCJAC0008,032037,1966,11,12.2,19,Y
IDCJAC0008,032037,1966,12,16.4,13,Y
IDCJAC0008,032037,1967,01,19.8,18,Y
IDCJAC0008,032037,1967,02,20.1,28,Y
IDCJAC0008,032037,1967,03,17.8,14,Y
IDCJAC0008,032037,1967,04,15.6,29,Y
IDCJAC0008,032037,1967,05,11.2,24,Y
IDCJAC0008,032037,1967,06,8.3,28,Y
IDCJAC0008,032037,1967,07,8.1,06,Y
IDCJAC0008,032037,1967,08,9.3,23,Y
IDCJAC0008,032037,1967,09,11.2,11,Y
IDCJAC0008,032037,1967,10,15.0,03,Y
IDCJAC0008,032037,1967,11,16.4,07,Y
IDCJAC0008,032037,1967,12,16.4,09,Y
IDCJAC0008,032037,1968,01,19.1,17,Y
IDCJAC0008,032037,1968,02,19.7,28,Y
IDCJAC0008,032037,1968,03,18.4,13,Y
IDCJAC0008,032037,1968,04,15.5,09,Y
IDCJAC0008,032037,1968,05,10.6,30,Y
IDCJAC0008,032037,1968,06,11.7,20,Y
IDCJAC0008,032037,1968,07,5.8,24,Y
IDCJAC0008,032037,1968,08,8.9,17,Y
IDCJAC0008,032037,1968,09,14.3,16,Y
IDCJAC0008,032037,1968,10,14.6,29,Y
IDCJAC0008,032037,1968,11,15.3,06,Y
IDCJAC0008,032037,1968,12,16.4,06,Y
IDCJAC0008,032037,1969,01,19.0,24,Y
IDCJAC0008,032037,1969,02,18.3,04,Y
IDCJAC0008,032037,1969,04,12.9,18,Y
IDCJAC0008,032037,1969,05,13.9,23,Y
IDCJAC0008,032037,1969,06,9.7,22,Y
IDCJAC0008,032037,1969,07,7.8,24,Y
IDCJAC0008,032037,1969,08,10.6,05,Y
IDCJAC0008,032037,1969,09,7.6,24,Y
IDCJAC0008,032037,1969,10,12.3,06,Y
IDCJAC0008,032037,1969,11,16.2,26,Y
IDCJAC0008,032037,1969,12,18.5,05,Y
IDCJAC0008,032037,1970,01,18.4,04,Y
IDCJAC0008,032037,1970,03,18.1,30,Y
IDCJAC0008,032037,1970,04,12.8,01,Y
IDCJAC0008,032037,1970,05,14.2,21,Y
IDCJAC0008,032037,1970,06,11.3,19,Y
IDCJAC0008,032037,1970,07,8.8,27,Y
IDCJAC0008,032037,1970,08,10.7,20,Y
IDCJAC0008,032037,1970,09,12.3,30,Y
IDCJAC0008,032037,1970,10,15.4,01,Y
IDCJAC0008,032037,1970,11,17.9,01,Y
IDCJAC0008,032037,1970,12,18.4,10,Y
IDCJAC0008,032037,1971,01,17.8,12,Y
IDCJAC0008,032037,1971,02,20.8,15,Y
IDCJAC0008,032037,1971,03,19.4,22,Y
IDCJAC0008,032037,1971,04,14.6,30,Y
IDCJAC0008,032037,1971,05,10.8,04,Y
IDCJAC0008,032037,1971,06,7.9,17,Y
IDCJAC0008,032037,1971,07,5.0,25,Y
IDCJAC0008,032037,1971,08,9.6,01,Y
IDCJAC0008,032037,1971,09,12.0,06,Y
IDCJAC0008,032037,1971,10,15.2,11,Y
IDCJAC0008,032037,1971,11,16.7,17,Y
IDCJAC0008,032037,1971,12,18.6,11,Y
IDCJAC0008,032037,1972,01,17.8,26,Y
IDCJAC0008,032037,1972,02,19.4,28,Y
IDCJAC0008,032037,1972,03,16.4,16,Y
IDCJAC0008,032037,1972,04,14.8,02,Y
IDCJAC0008,032037,1972,05,11.7,22,Y
IDCJAC0008,032037,1972,06,9.7,28,Y
IDCJAC0008,032037,1972,07,9.1,13,Y
IDCJAC0008,032037,1972,08,10.7,07,Y
IDCJAC0008,032037,1972,09,11.7,14,Y
IDCJAC0008,032037,1972,10,12.1,13,Y
IDCJAC0008,032037,1972,11,17.2,18,Y
IDCJAC0008,032037,1972,12,15.5,13,Y
IDCJAC0008,032037,1973,01,19.5,04,Y
IDCJAC0008,032037,1973,02,22.3,10,Y
IDCJAC0008,032037,1973,03,17.6,17,Y
IDCJAC0008,032037,1973,04,17.6,21,Y
IDCJAC0008,032037,1973,05,13.5,16,Y
IDCJAC0008,032037,1973,06,16.0,27,Y
IDCJAC0008,032037,1973,07,10.5,21,Y
IDCJAC0008,032037,1973,08,12.6,21,Y
IDCJAC0008,032037,1973,09,14.1,18,Y
IDCJAC0008,032037,1973,10,12.3,13,Y
IDCJAC0008,032037,1973,11,18.9,30,Y
IDCJAC0008,032037,1973,12,20.0,08,Y
IDCJAC0008,032037,1974,01,17.1,26,Y
IDCJAC0008,032037,1974,02,21.5,20,Y
IDCJAC0008,032037,1974,03,21.2,23,Y
IDCJAC0008,032037,1974,04,18.7,12,Y
IDCJAC0008,032037,1974,05,7.4,26,Y
IDCJAC0008,032037,1974,06,8.9,10,Y
IDCJAC0008,032037,1974,07,6.5,10,Y
IDCJAC0008,032037,1974,08,9.5,06,Y
IDCJAC0008,032037,1974,09,13.6,26,Y
IDCJAC0008,032037,1974,10,14.0,08,Y
IDCJAC0008,032037,1974,11,17.6,25,Y
IDCJAC0008,032037,1974,12,17.0,19,Y
IDCJAC0008,032037,1975,01,19.3,23,Y
IDCJAC0008,032037,1975,02,20.7,04,Y
IDCJAC0008,032037,1975,03,17.7,31,Y
IDCJAC0008,032037,1975,05,12.1,26,Y
IDCJAC0008,032037,1975,06,7.8,21,Y
IDCJAC0008,032037,1975,07,11.2,06,Y
IDCJAC0008,032037,1975,08,10.0,18,Y
IDCJAC0008,032037,1975,09,14.5,08,Y
IDCJAC0008,032037,1975,10,15.7,08,Y
IDCJAC0008,032037,1975,11,17.5,02,Y
IDCJAC0008,032037,1975,12,19.5,04,Y
IDCJAC0008,032037,1976,01,19.0,09,Y
IDCJAC0008,032037,1976,02,17.6,22,Y
IDCJAC0008,032037,1976,03,21.1,14,Y
