Product code,Station Number,Year,Jan,Day,Feb,Day,Mar,Day,Apr,Day,May,Day,Jun,Day,Jul,Day,Aug,Day,Sep,Day,Oct,Day,Nov,Day,Dec,Day,Annual
IDCJAC0008,069147,1998,,,9.0,24,8.0,25,6.0,15,3.0,27,1.0,29,0.0,17,1.0,01,2.0,07,3.0,09,5.0,04,7.0,06,
IDCJAC0008,069147,1999,14.0,14,8.0,27,6.0,08,4.0,26,-2.0,18,-1.0,06,-2.0,29,0.0,19,1.0,13,6.0,21,5.0,17,8.0,21,-2.0
IDCJAC0008,069147,2000,8.0,24,12.0,17,9.0,26,6.0,24,1.0,28,0.0,15,1.0,29,1.0,21,1.0,07,3.0,11,8.0,08,7.0,28,0.0
IDCJAC0008,069147,2001,11.0,10,11.0,18,8.0,27,4.0,13,4.0,24,0.0,28,-2.0,13,1.0,25,4.0,27,4.0,21,6.0,08,8.0,26,-2.0
IDCJAC0008,069147,2002,9.0,11,11.0,23,7.0,22,7.0,05,5.0,30,-1.0,27,-1.0,22,0.0,26,1.0,10,4.0,28,2.0,05,7.0,11,-1.0
IDCJAC0008,069147,2003,9.0,23,8.0,18,7.0,21,8.0,08,5.0,30,1.0,14,0.0,29,0.0,02,0.0,05,3.0,30,4.0,02,9.0,28,0.0
IDCJAC0008,069147,2004,7.0,09,11.0,27,8.0,02,7.0,29,2.0,30,-1.0,28,-2.0,07,1.0,16,2.0,07,4.0,17,5.0,14,8.0,31,-2.0
IDCJAC0008,069147,2005,9.0,17,9.0,17,9.0,31,6.0,20,3.0,28,1.0,17,0.0,22,0.0,24,2.0,16,4.0,12,8.0,18,8.0,11,0.0
IDCJAC0008,069147,2006,11.0,05,10.0,27,10.0,20,4.0,17,4.0,28,2.0,30,1.0,12,-1.0,08,2.0,25,3.0,10,6.0,30,5.0,03,-1.0
IDCJAC0008,069147,2007,8.0,29,9.0,01,8.0,30,8.0,13,1.0,31,1.0,22,1.0,17,0.0,04,2.0,29,2.0,04,8.0,13,8.0,18,0.0
IDCJAC0008,069147,2008,3.0,22,9.0,25,7.0,29,4.0,30,2.0,23,1.0,26,0.0,19,0.0,10,2.0,18,3.0,24,4.0,05,8.0,02,0.0
IDCJAC0008,069147,2009,7.0,18,9.0,25,7.0,16,5.0,29,3.0,18,2.0,18,1.0,24,1.0,22,2.0,05,4.0,24,9.0,14,9.0,12,1.0
IDCJAC0008,069147,2010,9.0,20,10.0,24,9.0,02,6.0,14,3.0,23,1.0,30,0.0,18,0.0,21,2.0,07,5.0,18,7.3,07,7.9,28,0.0
IDCJAC0008,069147,2011,11.0,29,7.8,07,8.9,02,5.6,03,2.9,16,0.5,07,-0.8,10,3.5,15,2.0,07,3.9,12,8.2,04,6.5,03,-0.8
IDCJAC0008,069147,2012,11.5,14,12.5,11,5.7,24,4.9,30,2.8,23,0.7,24,0.9,09,0.6,07,0.2,02,3.6,02,6.2,17,7.5,05,0.2
IDCJAC0008,069147,2013,8.4,15,11.7,14,8.3,30,6.4,24,3.4,20,1.5,09,-0.4,22,0.6,22,2.0,13,2.4,18,5.1,06,7.3,07,-0.4
IDCJAC0008,069147,2014,9.4,26,9.6,21,7.1,17,6.4,25,4.9,09,2.4,29,0.6,04,-0.6,04,4.3,22,3.9,16,5.4,03,9.3,20,-0.6
IDCJAC0008,069147,2015,12.5,19,11.5,03,6.3,27,7.2,29,2.0,26,0.5,22,0.6,09,0.0,18,1.6,02,7.0,02,8.3,15,7.4,03,0.0
IDCJAC0008,069147,2016,11.3,17,13.2,09,10.0,23,7.6,27,3.4,03,1.6,14,1.1,24,1.4,24,3.8,28,2.6,14,4.8,02,8.5,10,1.1
IDCJAC0008,069147,2017,9.4,19,9.0,21,11.6,31,6.2,10,3.7,17,2.1,25,-0.7,03,-0.1,29,1.7,18,2.8,01,5.6,08,10.1,09,-0.7
IDCJAC0008,069147,2018,10.5,04,9.6,02,6.9,27,5.7,18,2.7,27,0.4,17,-0.5,31,-0.7,10,0.7,17,,,,,,,
