Product code,Station Number,Year,Jan,Day,Feb,Day,Mar,Day,Apr,Day,May,Day,Jun,Day,Jul,Day,Aug,Day,Sep,Day,Oct,Day,Nov,Day,Dec,Day,Annual
IDCJAC0008,070351,2008,,,,,,,,,,,,,,,,,1.2,30,-0.6,09,4.9,23,5.2,02,
IDCJAC0008,070351,2009,7.1,18,9.0,17,3.6,17,1.1,29,-1.0,13,-6.8,11,-4.0,18,-5.0,09,-4.5,06,-1.5,09,7.4,14,6.0,02,-6.8
IDCJAC0008,070351,2010,3.5,19,8.9,26,7.5,11,0.2,13,-3.7,13,-5.0,28,-4.5,22,-4.2,07,-1.9,30,-0.4,01,3.5,03,4.7,19,-5.0
IDCJAC0008,070351,2011,10.2,05,6.0,07,4.1,04,-1.1,23,-6.9,15,-5.0,27,-8.0,29,-3.3,10,-5.2,10,-1.7,12,4.5,05,3.3,05,-8.0
IDCJAC0008,070351,2012,1.6,12,8.9,11,2.2,25,-0.4,30,-5.0,19,-6.3,20,-6.1,04,-6.6,02,-6.8,01,-2.2,01,1.0,02,0.3,06,-6.8
IDCJAC0008,070351,2013,5.6,15,6.4,03,3.2,31,-1.9,24,-4.6,19,-5.2,22,-6.0,25,-3.1,09,-3.0,13,-3.4,18,-1.5,04,2.7,07,-6.0
IDCJAC0008,070351,2014,6.1,05,5.1,21,7.6,17,0.6,20,-1.9,08,-3.0,07,-5.3,20,-7.6,05,-4.3,19,-2.0,02,3.3,03,7.2,14,-7.6
IDCJAC0008,070351,2015,7.5,31,6.7,03,0.6,28,-0.8,27,-5.8,24,-7.0,02,-7.0,03,-5.3,04,-3.1,01,0.9,02,0.5,27,3.8,12,-7.0
IDCJAC0008,070351,2016,5.5,16,8.4,18,5.3,19,1.4,26,-3.9,29,-5.5,15,-5.2,03,-4.4,12,-1.1,28,-1.0,24,-1.3,01,7.3,10,-5.5
IDCJAC0008,070351,2017,8.5,21,2.8,21,5.8,10,-1.8,28,-4.5,30,-5.1,02,-8.7,01,-5.3,30,-6.1,17,-0.7,01,2.5,07,7.8,09,-8.7
IDCJAC0008,070351,2018,7.2,17,6.9,01,1.7,27,2.9,30,-2.4,27,-5.7,24,-7.4,23,-6.4,30,-2.9,20,,,,,,,
