Product code,Station number,Year,Month,Lowest temperature (°C),Day,Quality
IDCJAC0008,070351,2008,09,1.2,30,Y
IDCJAC0008,070351,2008,10,-0.6,09,Y
IDCJAC0008,070351,2008,11,4.9,23,Y
IDCJAC0008,070351,2008,12,5.2,02,Y
IDCJAC0008,070351,2009,01,7.1,18,Y
IDCJAC0008,070351,2009,02,9.0,17,Y
IDCJAC0008,070351,2009,03,3.6,17,Y
IDCJAC0008,070351,2009,04,1.1,29,Y
IDCJAC0008,070351,2009,05,-1.0,13,Y
IDCJAC0008,070351,2009,06,-6.8,11,Y
IDCJAC0008,070351,2009,07,-4.0,18,Y
IDCJAC0008,070351,2009,08,-5.0,09,Y
IDCJAC0008,070351,2009,09,-4.5,06,Y
IDCJAC0008,070351,2009,10,-1.5,09,Y
IDCJAC0008,070351,2009,11,7.4,14,Y
IDCJAC0008,070351,2009,12,6.0,02,Y
IDCJAC0008,070351,2010,01,3.5,19,Y
IDCJAC0008,070351,2010,02,8.9,26,Y
IDCJAC0008,070351,2010,03,7.5,11,Y
IDCJAC0008,070351,2010,04,0.2,13,Y
IDCJAC0008,070351,2010,05,-3.7,13,Y
IDCJAC0008,070351,2010,06,-5.0,28,Y
IDCJAC0008,070351,2010,07,-4.5,22,Y
IDCJAC0008,070351,2010,08,-4.2,07,Y
IDCJAC0008,070351,2010,09,-1.9,30,Y
IDCJAC0008,070351,2010,10,-0.4,01,Y
IDCJAC0008,070351,2010,11,3.5,03,Y
IDCJAC0008,070351,2010,12,4.7,19,Y
IDCJAC0008,070351,2011,01,10.2,05,Y
IDCJAC0008,070351,2011,02,6.0,07,Y
IDCJAC0008,070351,2011,03,4.1,04,Y
IDCJAC0008,070351,2011,04,-1.1,23,Y
IDCJAC0008,070351,2011,05,-6.9,15,Y
IDCJAC0008,070351,2011,06,-5.0,27,Y
IDCJAC0008,070351,2011,07,-8.0,29,Y
IDCJAC0008,070351,2011,08,-3.3,10,Y
IDCJAC0008,070351,2011,09,-5.2,10,Y
IDCJAC0008,070351,2011,10,-1.7,12,Y
IDCJAC0008,070351,2011,11,4.5,05,Y
IDCJAC0008,070351,2011,12,3.3,05,Y
IDCJAC0008,070351,2012,01,1.6,12,Y
IDCJAC0008,070351,2012,02,8.9,11,Y
IDCJAC0008,070351,2012,03,2.2,25,Y
IDCJAC0008,070351,2012,04,-0.4,30,Y
IDCJAC0008,070351,2012,05,-5.0,19,Y
IDCJAC0008,070351,2012,06,-6.3,20,Y
IDCJAC0008,070351,2012,07,-6.1,04,Y
IDCJAC0008,070351,2012,08,-6.6,02,Y
IDCJAC0008,070351,2012,09,-6.8,01,Y
IDCJAC0008,070351,2012,10,-2.2,01,Y
IDCJAC0008,070351,2012,11,1.0,02,Y
IDCJAC0008,070351,2012,12,0.3,06,Y
IDCJAC0008,070351,2013,01,5.6,15,Y
IDCJAC0008,070351,2013,02,6.4,03,Y
IDCJAC0008,070351,2013,03,3.2,31,Y
IDCJAC0008,070351,2013,04,-1.9,24,Y
IDCJAC0008,070351,2013,05,-4.6,19,Y
IDCJAC0008,070351,2013,06,-5.2,22,Y
IDCJAC0008,070351,2013,07,-6.0,25,Y
IDCJAC0008,070351,2013,08,-3.1,09,Y
IDCJAC0008,070351,2013,09,-3.0,13,Y
IDCJAC0008,070351,2013,10,-3.4,18,Y
IDCJAC0008,070351,2013,11,-1.5,04,Y
IDCJAC0008,070351,2013,12,2.7,07,Y
IDCJAC0008,070351,2014,01,6.1,05,Y
IDCJAC0008,070351,2014,02,5.1,21,Y
IDCJAC0008,070351,2014,03,7.6,17,Y
IDCJAC0008,070351,2014,04,0.6,20,Y
IDCJAC0008,070351,2014,05,-1.9,08,Y
IDCJAC0008,070351,2014,06,-3.0,07,Y
IDCJAC0008,070351,2014,07,-5.3,20,Y
IDCJAC0008,070351,2014,08,-7.6,05,Y
IDCJAC0008,070351,2014,09,-4.3,19,Y
IDCJAC0008,070351,2014,10,-2.0,02,Y
IDCJAC0008,070351,2014,11,3.3,03,Y
IDCJAC0008,070351,2014,12,7.2,14,Y
IDCJAC0008,070351,2015,01,7.5,31,Y
IDCJAC0008,070351,2015,02,6.7,03,Y
IDCJAC0008,070351,2015,03,0.6,28,Y
IDCJAC0008,070351,2015,04,-0.8,27,Y
IDCJAC0008,070351,2015,05,-5.8,24,Y
IDCJAC0008,070351,2015,06,-7.0,02,Y
IDCJAC0008,070351,2015,07,-7.0,03,Y
IDCJAC0008,070351,2015,08,-5.3,04,Y
IDCJAC0008,070351,2015,09,-3.1,01,Y
IDCJAC0008,070351,2015,10,0.9,02,Y
IDCJAC0008,070351,2015,11,0.5,27,Y
IDCJAC0008,070351,2015,12,3.8,12,Y
IDCJAC0008,070351,2016,01,5.5,16,Y
IDCJAC0008,070351,2016,02,8.4,18,Y
IDCJAC0008,070351,2016,03,5.3,19,Y
IDCJAC0008,070351,2016,04,1.4,26,Y
