Product code,Station number,Year,Month,Lowest temperature (°C),Day,Quality
IDCJAC0008,054038,2011,04,6.0,13,Y
IDCJAC0008,054038,2011,05,-0.5,11,Y
IDCJAC0008,054038,2011,06,-4.1,09,Y
IDCJAC0008,054038,2011,07,-4.4,09,Y
IDCJAC0008,054038,2011,08,2.5,12,Y
IDCJAC0008,054038,2011,09,1.0,11,Y
IDCJAC0008,054038,2011,10,4.2,02,Y
IDCJAC0008,054038,2011,11,9.8,03,Y
IDCJAC0008,054038,2011,12,11.5,02,Y
IDCJAC0008,054038,2012,01,10.1,13,Y
IDCJAC0008,054038,2012,02,13.8,13,Y
IDCJAC0008,054038,2012,03,8.1,24,Y
IDCJAC0008,054038,2012,04,4.1,26,Y
IDCJAC0008,054038,2012,05,0.8,22,Y
IDCJAC0008,054038,2012,06,-1.6,24,Y
IDCJAC0008,054038,2012,07,-1.7,02,Y
IDCJAC0008,054038,2012,08,-2.1,02,Y
IDCJAC0008,054038,2012,09,-1.2,02,Y
IDCJAC0008,054038,2012,10,2.7,14,Y
IDCJAC0008,054038,2012,11,9.2,12,Y
IDCJAC0008,054038,2012,12,10.8,06,Y
IDCJAC0008,054038,2013,01,17.8,10,Y
IDCJAC0008,054038,2013,02,13.3,03,Y
IDCJAC0008,054038,2013,03,12.4,30,Y
IDCJAC0008,054038,2013,04,1.9,20,Y
IDCJAC0008,054038,2013,05,1.7,27,Y
IDCJAC0008,054038,2013,06,-1.3,19,Y
IDCJAC0008,054038,2013,07,-0.4,23,Y
IDCJAC0008,054038,2013,08,-3.1,21,Y
IDCJAC0008,054038,2013,09,3.3,21,Y
IDCJAC0008,054038,2013,10,2.9,04,Y
IDCJAC0008,054038,2013,11,8.1,13,Y
IDCJAC0008,054038,2013,12,6.9,07,Y
IDCJAC0008,054038,2014,01,12.1,07,Y
IDCJAC0008,054038,2014,02,14.4,07,Y
IDCJAC0008,054038,2014,03,12.1,17,Y
IDCJAC0008,054038,2014,04,5.5,21,Y
IDCJAC0008,054038,2014,05,0.9,06,Y
IDCJAC0008,054038,2014,06,0.3,26,Y
IDCJAC0008,054038,2014,07,-2.2,08,Y
IDCJAC0008,054038,2014,08,-3.3,12,Y
IDCJAC0008,054038,2014,09,-0.2,04,Y
IDCJAC0008,054038,2014,10,4.8,16,Y
IDCJAC0008,054038,2014,11,11.4,03,Y
IDCJAC0008,054038,2014,12,15.0,15,Y
IDCJAC0008,054038,2015,01,12.6,17,Y
IDCJAC0008,054038,2015,02,12.2,01,Y
IDCJAC0008,054038,2015,03,10.1,29,Y
IDCJAC0008,054038,2015,04,3.3,28,Y
IDCJAC0008,054038,2015,05,-1.4,14,Y
IDCJAC0008,054038,2015,06,-0.9,04,Y
IDCJAC0008,054038,2015,07,-1.3,28,Y
IDCJAC0008,054038,2015,08,-1.8,07,Y
IDCJAC0008,054038,2015,09,0.8,01,Y
IDCJAC0008,054038,2015,10,9.8,03,Y
IDCJAC0008,054038,2015,11,11.7,24,Y
IDCJAC0008,054038,2015,12,13.9,30,Y
IDCJAC0008,054038,2016,01,13.9,16,Y
IDCJAC0008,054038,2016,02,12.2,18,Y
IDCJAC0008,054038,2016,03,10.0,31,Y
IDCJAC0008,054038,2016,04,8.9,01,Y
IDCJAC0008,054038,2016,05,0.8,25,Y
IDCJAC0008,054038,2016,06,0.2,30,Y
IDCJAC0008,054038,2016,07,-0.3,30,Y
IDCJAC0008,054038,2016,08,0.7,21,Y
IDCJAC0008,054038,2016,09,2.7,05,Y
IDCJAC0008,054038,2016,10,3.4,23,Y
IDCJAC0008,054038,2016,11,5.1,01,Y
IDCJAC0008,054038,2016,12,10.8,10,Y
IDCJAC0008,054038,2017,01,18.7,03,Y
IDCJAC0008,054038,2017,02,10.9,20,Y
IDCJAC0008,054038,2017,03,13.4,12,Y
IDCJAC0008,054038,2017,04,3.6,28,Y
IDCJAC0008,054038,2017,05,-0.2,30,Y
IDCJAC0008,054038,2017,06,-0.9,06,Y
IDCJAC0008,054038,2017,07,-1.9,29,Y
IDCJAC0008,054038,2017,08,-2.5,20,Y
IDCJAC0008,054038,2017,09,-0.2,15,Y
IDCJAC0008,054038,2017,10,7.4,23,Y
IDCJAC0008,054038,2017,11,6.3,02,Y
IDCJAC0008,054038,2017,12,11.1,05,Y
IDCJAC0008,054038,2018,01,15.0,18,Y
IDCJAC0008,054038,2018,02,14.4,22,Y
IDCJAC0008,054038,2018,03,13.1,12,Y
IDCJAC0008,054038,2018,04,10.5,16,Y
IDCJAC0008,054038,2018,05,-1.5,31,Y
IDCJAC0008,054038,2018,06,-2.2,01,Y
IDCJAC0008,054038,2018,07,-4.4,14,Y
IDCJAC0008,054038,2018,08,-3.2,20,Y
IDCJAC0008,054038,2018,09,4.1,17,Y
