Product code,Station number,Year,Month,Highest temperature (°C),Day,Quality
IDCJAC0005,070351,2008,09,25.9,27,Y
IDCJAC0005,070351,2008,10,31.4,27,Y
IDCJAC0005,070351,2008,11,33.6,14,Y
IDCJAC0005,070351,2008,12,30.7,26,Y
IDCJAC0005,070351,2009,01,38.7,31,Y
IDCJAC0005,070351,2009,02,40.3,08,Y
IDCJAC0005,070351,2009,03,32.4,24,Y
IDCJAC0005,070351,2009,04,29.3,03,Y
IDCJAC0005,070351,2009,05,19.9,09,Y
IDCJAC0005,070351,2009,06,17.0,30,Y
IDCJAC0005,070351,2009,07,18.1,22,Y
IDCJAC0005,070351,2009,08,18.9,23,Y
IDCJAC0005,070351,2009,09,25.2,13,Y
IDCJAC0005,070351,2009,10,29.1,21,Y
IDCJAC0005,070351,2009,11,39.9,20,Y
IDCJAC0005,070351,2009,12,39.1,17,Y
IDCJAC0005,070351,2010,01,39.8,12,Y
IDCJAC0005,070351,2010,02,34.0,11,Y
IDCJAC0005,070351,2010,03,29.1,26,Y
IDCJAC0005,070351,2010,04,25.4,22,Y
IDCJAC0005,070351,2010,05,22.5,04,Y
IDCJAC0005,070351,2010,06,16.1,02,Y
IDCJAC0005,070351,2010,07,15.7,23,Y
IDCJAC0005,070351,2010,08,15.3,13,Y
IDCJAC0005,070351,2010,09,21.2,21,Y
IDCJAC0005,070351,2010,10,23.8,31,Y
IDCJAC0005,070351,2010,11,27.7,13,Y
IDCJAC0005,070351,2010,12,33.9,31,Y
IDCJAC0005,070351,2011,01,37.5,31,Y
IDCJAC0005,070351,2011,02,37.1,01,Y
IDCJAC0005,070351,2011,03,29.1,13,Y
IDCJAC0005,070351,2011,04,24.8,09,Y
IDCJAC0005,070351,2011,05,20.9,01,Y
IDCJAC0005,070351,2011,06,17.7,02,Y
IDCJAC0005,070351,2011,07,16.6,03,Y
IDCJAC0005,070351,2011,08,21.3,03,Y
IDCJAC0005,070351,2011,09,27.1,19,Y
IDCJAC0005,070351,2011,10,30.0,24,Y
IDCJAC0005,070351,2011,11,32.7,19,Y
IDCJAC0005,070351,2011,12,28.8,25,Y
IDCJAC0005,070351,2012,01,34.7,03,Y
IDCJAC0005,070351,2012,02,31.3,25,Y
IDCJAC0005,070351,2012,03,27.2,14,Y
IDCJAC0005,070351,2012,04,26.4,04,Y
IDCJAC0005,070351,2012,05,22.2,10,Y
IDCJAC0005,070351,2012,06,16.3,15,Y
IDCJAC0005,070351,2012,07,16.6,13,Y
IDCJAC0005,070351,2012,08,19.4,22,Y
IDCJAC0005,070351,2012,09,23.3,27,Y
IDCJAC0005,070351,2012,10,28.8,31,Y
IDCJAC0005,070351,2012,11,35.1,30,Y
IDCJAC0005,070351,2012,12,34.1,24,Y
IDCJAC0005,070351,2013,01,41.6,18,Y
IDCJAC0005,070351,2013,02,35.1,09,Y
IDCJAC0005,070351,2013,03,31.8,10,Y
IDCJAC0005,070351,2013,04,26.9,14,Y
IDCJAC0005,070351,2013,05,24.1,10,Y
IDCJAC0005,070351,2013,06,16.7,04,Y
IDCJAC0005,070351,2013,07,17.4,18,Y
IDCJAC0005,070351,2013,08,20.8,28,Y
IDCJAC0005,070351,2013,09,25.2,02,Y
IDCJAC0005,070351,2013,10,32.1,21,Y
IDCJAC0005,070351,2013,11,32.0,08,Y
IDCJAC0005,070351,2013,12,38.1,22,Y
IDCJAC0005,070351,2014,01,40.2,15,Y
IDCJAC0005,070351,2014,02,39.3,03,Y
IDCJAC0005,070351,2014,03,28.4,07,Y
IDCJAC0005,070351,2014,04,25.6,02,Y
IDCJAC0005,070351,2014,05,21.7,26,Y
IDCJAC0005,070351,2014,06,16.7,20,Y
IDCJAC0005,070351,2014,07,16.9,31,Y
IDCJAC0005,070351,2014,08,17.7,24,Y
IDCJAC0005,070351,2014,09,24.1,29,Y
IDCJAC0005,070351,2014,10,32.0,31,Y
IDCJAC0005,070351,2014,11,39.0,23,Y
IDCJAC0005,070351,2014,12,33.0,02,Y
IDCJAC0005,070351,2015,01,35.2,02,Y
IDCJAC0005,070351,2015,02,34.4,08,Y
IDCJAC0005,070351,2015,03,32.0,20,Y
IDCJAC0005,070351,2015,04,26.6,16,Y
IDCJAC0005,070351,2015,05,23.3,03,Y
IDCJAC0005,070351,2015,06,17.5,12,Y
IDCJAC0005,070351,2015,07,15.1,31,Y
IDCJAC0005,070351,2015,08,21.0,22,Y
IDCJAC0005,070351,2015,09,22.4,14,Y
IDCJAC0005,070351,2015,10,31.8,06,Y
IDCJAC0005,070351,2015,11,36.1,20,Y
IDCJAC0005,070351,2015,12,37.0,20,Y
IDCJAC0005,070351,2016,01,39.3,13,Y
IDCJAC0005,070351,2016,02,38.0,25,Y
IDCJAC0005,070351,2016,03,35.5,05,Y
IDCJAC0005,070351,2016,04,31.1,06,Y
IDCJAC0005,070351,2016,05,23.9,07,Y
IDCJAC0005,070351,2016,06,15.9,09,Y
IDCJAC0005,070351,2016,07,18.8,19,Y
IDCJAC0005,070351,2016,08,19.4,30,Y
IDCJAC0005,070351,2016,09,20.0,08,Y
IDCJAC0005,070351,2016,10,24.1,26,Y
IDCJAC0005,070351,2016,11,31.2,22,Y
IDCJAC0005,070351,2016,12,33.9,13,Y
IDCJAC0005,070351,2017,01,39.6,13,Y
IDCJAC0005,070351,2017,02,41.6,11,Y
IDCJAC0005,070351,2017,03,32.7,12,Y
IDCJAC0005,070351,2017,04,24.5,18,Y
IDCJAC0005,070351,2017,05,19.9,01,Y
IDCJAC0005,070351,2017,06,17.2,08,Y
IDCJAC0005,070351,2017,07,17.9,30,Y
IDCJAC0005,070351,2017,08,19.2,14,Y
IDCJAC0005,070351,2017,09,30.2,23,Y
IDCJAC0005,070351,2017,10,27.5,18,Y
IDCJAC0005,070351,2017,11,31.0,25,Y
IDCJAC0005,070351,2017,12,34.8,24,Y
IDCJAC0005,070351,2018,01,40.6,07,Y
IDCJAC0005,070351,2018,02,36.0,09,Y
IDCJAC0005,070351,2018,03,33.7,18,Y
IDCJAC0005,070351,2018,04,31.8,11,Y
IDCJAC0005,070351,2018,05,24.5,03,Y
IDCJAC0005,070351,2018,06,16.6,07,Y
IDCJAC0005,070351,2018,07,18.2,05,Y
IDCJAC0005,070351,2018,08,19.5,03,Y
IDCJAC0005,070351,2018,09,24.7,28,Y
