Product code,Station number,Year,Month,Highest temperature (°C),Day,Quality
IDCJAC0005,069147,1998,02,33.0,26,Y
IDCJAC0005,069147,1998,03,38.0,23,Y
IDCJAC0005,069147,1998,04,36.0,08,Y
IDCJAC0005,069147,1998,05,23.0,15,Y
IDCJAC0005,069147,1998,06,19.0,21,Y
IDCJAC0005,069147,1998,07,20.0,06,Y
IDCJAC0005,069147,1998,08,23.0,22,Y
IDCJAC0005,069147,1998,09,33.0,29,Y
IDCJAC0005,069147,1998,10,33.0,01,Y
IDCJAC0005,069147,1998,11,25.0,13,Y
IDCJAC0005,069147,1998,12,32.0,12,Y
IDCJAC0005,069147,1999,01,28.0,06,Y
IDCJAC0005,069147,1999,02,27.0,17,Y
IDCJAC0005,069147,1999,03,27.0,25,Y
IDCJAC0005,069147,1999,04,24.0,04,Y
IDCJAC0005,069147,1999,05,23.0,20,Y
IDCJAC0005,069147,1999,06,21.0,18,Y
IDCJAC0005,069147,1999,07,21.0,05,Y
IDCJAC0005,069147,1999,08,21.0,30,Y
IDCJAC0005,069147,1999,09,26.0,16,Y
IDCJAC0005,069147,1999,10,23.0,29,Y
IDCJAC0005,069147,1999,11,30.0,13,Y
IDCJAC0005,069147,1999,12,32.0,03,Y
IDCJAC0005,069147,2000,01,32.0,04,Y
IDCJAC0005,069147,2000,02,38.0,05,Y
IDCJAC0005,069147,2000,03,28.0,18,Y
IDCJAC0005,069147,2000,04,27.0,03,Y
IDCJAC0005,069147,2000,05,23.0,13,Y
IDCJAC0005,069147,2000,06,20.0,21,Y
IDCJAC0005,069147,2000,07,23.0,24,Y
IDCJAC0005,069147,2000,08,20.0,31,Y
IDCJAC0005,069147,2000,09,26.0,29,Y
IDCJAC0005,069147,2000,10,33.0,06,Y
IDCJAC0005,069147,2000,11,27.0,26,Y
IDCJAC0005,069147,2000,12,35.0,22,Y
IDCJAC0005,069147,2001,01,38.0,15,Y
IDCJAC0005,069147,2001,02,28.0,13,Y
IDCJAC0005,069147,2001,03,28.0,23,Y
IDCJAC0005,069147,2001,04,27.0,01,Y
IDCJAC0005,069147,2001,05,24.0,16,Y
IDCJAC0005,069147,2001,06,20.0,25,Y
IDCJAC0005,069147,2001,07,19.0,15,Y
IDCJAC0005,069147,2001,08,25.0,16,Y
IDCJAC0005,069147,2001,09,27.0,24,Y
IDCJAC0005,069147,2001,10,25.0,01,Y
IDCJAC0005,069147,2001,11,29.0,25,Y
IDCJAC0005,069147,2001,12,25.0,20,Y
IDCJAC0005,069147,2002,01,34.0,07,Y
IDCJAC0005,069147,2002,02,27.0,16,Y
IDCJAC0005,069147,2002,03,27.0,18,Y
IDCJAC0005,069147,2002,04,27.0,24,Y
IDCJAC0005,069147,2002,05,24.0,07,Y
IDCJAC0005,069147,2002,06,22.0,10,Y
IDCJAC0005,069147,2002,07,20.0,08,Y
IDCJAC0005,069147,2002,08,27.0,11,Y
IDCJAC0005,069147,2002,09,27.0,27,Y
IDCJAC0005,069147,2002,10,28.0,30,Y
IDCJAC0005,069147,2002,11,26.0,26,Y
IDCJAC0005,069147,2002,12,27.0,22,Y
IDCJAC0005,069147,2003,01,40.0,30,Y
IDCJAC0005,069147,2003,02,28.0,15,Y
IDCJAC0005,069147,2003,03,27.0,13,Y
IDCJAC0005,069147,2003,04,25.0,15,Y
IDCJAC0005,069147,2003,05,24.0,08,Y
IDCJAC0005,069147,2003,06,23.0,03,Y
IDCJAC0005,069147,2003,07,20.0,23,Y
IDCJAC0005,069147,2003,08,23.0,30,Y
IDCJAC0005,069147,2003,09,27.0,25,Y
IDCJAC0005,069147,2003,10,25.0,21,Y
IDCJAC0005,069147,2003,11,31.0,15,Y
IDCJAC0005,069147,2003,12,29.0,22,Y
IDCJAC0005,069147,2004,01,27.0,07,Y
IDCJAC0005,069147,2004,02,29.0,15,Y
IDCJAC0005,069147,2004,03,26.0,30,Y
IDCJAC0005,069147,2004,04,25.0,15,Y
IDCJAC0005,069147,2004,05,24.0,04,Y
IDCJAC0005,069147,2004,06,23.0,30,Y
IDCJAC0005,069147,2004,07,21.0,04,Y
IDCJAC0005,069147,2004,08,24.0,30,Y
IDCJAC0005,069147,2004,09,31.0,22,Y
IDCJAC0005,069147,2004,10,36.0,12,Y
IDCJAC0005,069147,2004,11,31.0,27,Y
IDCJAC0005,069147,2004,12,30.0,19,Y
IDCJAC0005,069147,2005,01,28.0,04,Y
IDCJAC0005,069147,2005,02,27.0,08,Y
IDCJAC0005,069147,2005,03,26.5,01,Y
IDCJAC0005,069147,2005,04,31.0,03,Y
IDCJAC0005,069147,2005,05,23.0,23,Y
IDCJAC0005,069147,2005,06,22.0,08,Y
IDCJAC0005,069147,2005,07,22.0,26,Y
IDCJAC0005,069147,2005,08,23.0,30,Y
IDCJAC0005,069147,2005,09,23.0,23,Y
IDCJAC0005,069147,2005,10,32.0,03,Y
IDCJAC0005,069147,2005,11,28.0,03,Y
IDCJAC0005,069147,2005,12,37.0,21,Y
IDCJAC0005,069147,2006,01,42.0,01,Y
IDCJAC0005,069147,2006,02,29.0,09,Y
IDCJAC0005,069147,2006,03,33.0,13,Y
IDCJAC0005,069147,2006,04,29.0,18,Y
IDCJAC0005,069147,2006,05,25.0,03,Y
IDCJAC0005,069147,2006,06,18.0,30,Y
IDCJAC0005,069147,2006,07,22.0,11,Y
IDCJAC0005,069147,2006,08,23.0,17,Y
IDCJAC0005,069147,2006,09,29.0,19,Y
IDCJAC0005,069147,2006,10,37.0,13,Y
IDCJAC0005,069147,2006,11,40.0,21,Y
IDCJAC0005,069147,2006,12,27.0,14,Y
IDCJAC0005,069147,2007,01,35.0,07,Y
IDCJAC0005,069147,2007,02,29.0,19,Y
IDCJAC0005,069147,2007,03,33.0,16,Y
IDCJAC0005,069147,2007,04,25.0,15,Y
IDCJAC0005,069147,2007,05,24.0,06,Y
IDCJAC0005,069147,2007,06,19.0,10,Y
IDCJAC0005,069147,2007,07,20.0,26,Y
IDCJAC0005,069147,2007,08,28.0,28,Y
IDCJAC0005,069147,2007,09,26.0,30,Y
IDCJAC0005,069147,2007,10,35.0,22,Y
IDCJAC0005,069147,2007,11,25.0,20,Y
IDCJAC0005,069147,2007,12,29.0,22,Y
IDCJAC0005,069147,2008,01,28.0,30,Y
IDCJAC0005,069147,2008,02,30.0,06,Y
IDCJAC0005,069147,2008,03,27.0,16,Y
IDCJAC0005,069147,2008,04,23.0,02,Y
IDCJAC0005,069147,2008,05,22.0,16,Y
IDCJAC0005,069147,2008,06,23.0,30,Y
IDCJAC0005,069147,2008,07,20.0,02,Y
IDCJAC0005,069147,2008,08,23.0,31,Y
IDCJAC0005,069147,2008,09,28.0,20,Y
IDCJAC0005,069147,2008,10,33.0,27,Y
IDCJAC0005,069147,2008,11,25.0,20,Y
IDCJAC0005,069147,2008,12,31.0,13,Y
IDCJAC0005,069147,2009,01,33.0,22,Y
IDCJAC0005,069147,2009,02,32.0,07,Y
IDCJAC0005,069147,2009,03,27.0,21,Y
IDCJAC0005,069147,2009,04,29.0,15,Y
IDCJAC0005,069147,2009,05,23.0,15,Y
IDCJAC0005,069147,2009,06,21.0,30,Y
IDCJAC0005,069147,2009,07,23.0,22,Y
IDCJAC0005,069147,2009,08,26.0,16,Y
IDCJAC0005,069147,2009,09,32.0,13,Y
IDCJAC0005,069147,2009,10,32.0,01,Y
IDCJAC0005,069147,2009,11,29.0,27,Y
IDCJAC0005,069147,2009,12,42.0,17,Y
IDCJAC0005,069147,2010,01,31.0,23,Y
IDCJAC0005,069147,2010,02,37.0,21,Y
IDCJAC0005,069147,2010,03,31.0,26,Y
IDCJAC0005,069147,2010,04,28.0,23,Y
IDCJAC0005,069147,2010,05,24.0,04,Y
IDCJAC0005,069147,2010,06,21.0,17,Y
IDCJAC0005,069147,2010,07,21.0,31,Y
IDCJAC0005,069147,2010,08,23.0,19,Y
IDCJAC0005,069147,2010,09,22.0,13,Y
IDCJAC0005,069147,2010,10,23.3,31,Y
IDCJAC0005,069147,2010,11,29.1,12,Y
IDCJAC0005,069147,2010,12,27.1,29,Y
IDCJAC0005,069147,2011,01,29.5,31,Y
IDCJAC0005,069147,2011,02,41.3,01,Y
IDCJAC0005,069147,2011,03,30.6,09,Y
IDCJAC0005,069147,2011,04,24.6,19,Y
IDCJAC0005,069147,2011,05,22.9,23,Y
IDCJAC0005,069147,2011,06,20.5,26,Y
IDCJAC0005,069147,2011,07,20.7,31,Y
IDCJAC0005,069147,2011,08,27.9,04,Y
IDCJAC0005,069147,2011,09,25.3,14,Y
IDCJAC0005,069147,2011,10,28.7,24,Y
IDCJAC0005,069147,2011,11,28.7,14,Y
IDCJAC0005,069147,2011,12,26.9,26,Y
IDCJAC0005,069147,2012,01,33.5,30,Y
IDCJAC0005,069147,2012,02,29.3,27,Y
IDCJAC0005,069147,2012,03,27.0,16,Y
IDCJAC0005,069147,2012,04,25.6,15,Y
IDCJAC0005,069147,2012,05,24.6,11,Y
IDCJAC0005,069147,2012,06,19.2,25,Y
IDCJAC0005,069147,2012,07,19.5,11,Y
IDCJAC0005,069147,2012,08,22.4,23,Y
IDCJAC0005,069147,2012,09,29.0,28,Y
IDCJAC0005,069147,2012,10,32.9,25,Y
IDCJAC0005,069147,2012,11,28.9,01,Y
IDCJAC0005,069147,2012,12,29.6,01,Y
IDCJAC0005,069147,2013,01,44.2,18,Y
IDCJAC0005,069147,2013,02,29.9,25,Y
IDCJAC0005,069147,2013,03,27.3,27,Y
IDCJAC0005,069147,2013,04,26.2,28,Y
IDCJAC0005,069147,2013,05,24.1,09,Y
IDCJAC0005,069147,2013,06,21.2,06,Y
IDCJAC0005,069147,2013,07,20.9,29,Y
IDCJAC0005,069147,2013,08,23.9,14,Y
IDCJAC0005,069147,2013,09,30.2,25,Y
IDCJAC0005,069147,2013,10,34.8,10,Y
IDCJAC0005,069147,2013,11,26.7,07,Y
IDCJAC0005,069147,2013,12,32.3,20,Y
IDCJAC0005,069147,2014,01,29.9,16,Y
IDCJAC0005,069147,2014,02,27.9,16,Y
IDCJAC0005,069147,2014,03,30.6,15,Y
IDCJAC0005,069147,2014,04,27.6,02,Y
IDCJAC0005,069147,2014,05,25.7,19,Y
IDCJAC0005,069147,2014,06,20.0,26,Y
IDCJAC0005,069147,2014,07,23.6,31,Y
IDCJAC0005,069147,2014,08,19.1,05,Y
IDCJAC0005,069147,2014,09,27.8,30,Y
IDCJAC0005,069147,2014,10,28.0,31,Y
IDCJAC0005,069147,2014,11,29.4,20,Y
IDCJAC0005,069147,2014,12,28.0,29,Y
IDCJAC0005,069147,2015,01,30.0,14,Y
IDCJAC0005,069147,2015,02,31.5,08,Y
IDCJAC0005,069147,2015,03,27.7,18,Y
IDCJAC0005,069147,2015,04,25.5,16,Y
IDCJAC0005,069147,2015,05,27.7,05,Y
IDCJAC0005,069147,2015,06,20.3,24,Y
IDCJAC0005,069147,2015,07,20.8,26,Y
IDCJAC0005,069147,2015,08,24.9,22,Y
IDCJAC0005,069147,2015,09,25.9,15,Y
IDCJAC0005,069147,2015,10,36.9,06,Y
IDCJAC0005,069147,2015,11,30.4,25,Y
IDCJAC0005,069147,2015,12,34.7,19,Y
IDCJAC0005,069147,2016,01,31.9,21,Y
IDCJAC0005,069147,2016,02,31.4,24,Y
IDCJAC0005,069147,2016,03,28.5,02,Y
IDCJAC0005,069147,2016,04,27.4,02,Y
IDCJAC0005,069147,2016,05,27.2,15,Y
IDCJAC0005,069147,2016,06,21.6,09,Y
IDCJAC0005,069147,2016,07,26.2,22,Y
IDCJAC0005,069147,2016,08,21.1,10,Y
IDCJAC0005,069147,2016,09,21.4,15,Y
IDCJAC0005,069147,2016,10,28.6,30,Y
IDCJAC0005,069147,2016,11,33.2,18,Y
IDCJAC0005,069147,2016,12,37.8,13,Y
IDCJAC0005,069147,2017,01,41.6,30,Y
IDCJAC0005,069147,2017,02,30.0,09,Y
IDCJAC0005,069147,2017,03,28.1,20,Y
IDCJAC0005,069147,2017,04,25.2,08,Y
IDCJAC0005,069147,2017,05,22.5,01,Y
IDCJAC0005,069147,2017,06,19.2,12,Y
IDCJAC0005,069147,2017,07,24.1,30,Y
IDCJAC0005,069147,2017,08,22.0,14,Y
IDCJAC0005,069147,2017,09,29.7,23,Y
IDCJAC0005,069147,2017,10,29.0,09,Y
IDCJAC0005,069147,2017,11,25.7,30,Y
IDCJAC0005,069147,2017,12,30.1,23,Y
IDCJAC0005,069147,2018,01,31.8,19,Y
IDCJAC0005,069147,2018,02,38.7,24,Y
IDCJAC0005,069147,2018,03,38.1,18,Y
IDCJAC0005,069147,2018,04,36.1,12,Y
IDCJAC0005,069147,2018,05,27.2,03,Y
IDCJAC0005,069147,2018,06,19.6,07,Y
IDCJAC0005,069147,2018,07,22.7,06,Y
IDCJAC0005,069147,2018,08,24.1,15,Y
IDCJAC0005,069147,2018,09,29.0,15,Y
