Product code,Station Number,Year,Jan,Day,Feb,Day,Mar,Day,Apr,Day,May,Day,Jun,Day,Jul,Day,Aug,Day,Sep,Day,Oct,Day,Nov,Day,Dec,Day,Annual
IDCJAC0005,031209,2000,,,,,,,,,,,,,27.0,26,33.0,24,33.0,02,35.0,31,38.0,03,32.0,28,
IDCJAC0005,031209,2001,37.0,19,35.0,02,33.0,05,30.0,26,29.0,18,29.0,16,29.0,26,29.0,31,31.0,02,35.0,18,35.0,20,38.0,09,38.0
IDCJAC0005,031209,2002,36.0,31,36.0,02,33.0,31,31.0,23,29.0,30,31.0,17,28.0,10,28.0,23,30.2,29,38.0,24,36.3,30,38.3,01,38.3
IDCJAC0005,031209,2003,32.7,03,34.2,24,32.8,02,31.4,17,29.2,01,29.2,04,30.4,01,32.8,01,36.3,15,37.0,29,35.2,24,36.8,06,37.0
IDCJAC0005,031209,2004,36.7,08,35.7,23,34.1,23,30.2,03,29.0,09,27.8,06,26.7,11,28.9,15,30.0,01,31.2,20,32.7,20,35.6,14,36.7
IDCJAC0005,031209,2005,34.4,30,35.9,11,35.0,24,30.7,09,31.7,12,31.8,21,28.5,02,28.3,12,31.0,30,34.7,22,35.9,28,39.3,18,39.3
IDCJAC0005,031209,2006,35.8,08,34.7,03,32.3,20,31.8,07,29.0,07,29.5,02,27.3,28,27.1,28,29.0,02,31.1,29,37.6,15,33.2,10,37.6
IDCJAC0005,031209,2007,34.9,10,36.2,12,36.1,13,30.3,29,29.7,01,29.3,06,26.8,26,28.5,14,29.7,18,34.5,12,32.6,11,40.6,02,40.6
IDCJAC0005,031209,2008,36.5,20,34.2,16,30.5,29,29.8,01,28.3,18,28.9,05,29.5,28,29.3,31,31.0,07,31.7,11,41.4,23,37.0,14,41.4
IDCJAC0005,031209,2009,34.1,30,35.0,17,32.7,07,31.6,05,29.4,21,32.9,27,29.1,15,30.1,31,31.3,08,32.7,05,35.0,30,36.3,01,36.3
IDCJAC0005,031209,2010,33.8,31,36.9,05,35.3,06,30.4,13,31.3,26,28.8,04,28.3,20,29.6,29,31.0,28,32.5,15,32.7,14,35.7,20,36.9
IDCJAC0005,031209,2011,35.6,07,33.7,02,32.8,22,30.5,02,29.4,23,27.8,07,27.0,15,31.4,11,34.6,30,36.9,12,33.6,30,36.5,12,36.9
IDCJAC0005,031209,2012,35.7,30,36.0,06,33.9,23,31.0,04,28.5,03,27.9,29,28.7,14,29.5,27,30.9,29,33.3,27,32.8,20,35.1,16,36.0
IDCJAC0005,031209,2013,38.6,30,37.9,02,34.6,05,30.6,21,32.0,23,28.1,14,28.1,06,29.2,17,30.8,30,31.9,16,36.5,26,33.4,29,38.6
IDCJAC0005,031209,2014,38.0,04,35.0,01,31.0,01,33.6,13,32.0,03,28.4,04,27.6,31,28.9,16,30.0,25,35.0,14,33.0,28,37.3,14,38.0
IDCJAC0005,031209,2015,37.7,29,36.4,22,32.6,16,31.6,06,29.2,03,28.5,02,28.3,23,28.7,23,30.5,18,30.9,25,35.9,16,33.7,12,37.7
IDCJAC0005,031209,2016,38.5,07,38.2,17,34.8,02,30.9,02,30.8,28,32.0,04,29.3,19,30.7,25,34.1,30,32.0,04,36.2,13,33.8,23,38.5
IDCJAC0005,031209,2017,37.3,02,34.8,14,35.8,27,32.9,01,29.9,18,27.9,05,29.0,27,29.6,08,30.6,27,33.5,28,32.2,29,34.9,05,37.3
IDCJAC0005,031209,2018,36.9,15,35.2,16,32.5,30,31.5,04,29.8,10,27.8,29,27.8,24,28.6,17,29.7,19,,,,,,,
