Product code,Station Number,Year,Jan,Day,Feb,Day,Mar,Day,Apr,Day,May,Day,Jun,Day,Jul,Day,Aug,Day,Sep,Day,Oct,Day,Nov,Day,Dec,Day,Annual
IDCJAC0005,070351,2008,,,,,,,,,,,,,,,,,25.9,27,31.4,27,33.6,14,30.7,26,
IDCJAC0005,070351,2009,38.7,31,40.3,08,32.4,24,29.3,03,19.9,09,17.0,30,18.1,22,18.9,23,25.2,13,29.1,21,39.9,20,39.1,17,40.3
IDCJAC0005,070351,2010,39.8,12,34.0,11,29.1,26,25.4,22,22.5,04,16.1,02,15.7,23,15.3,13,21.2,21,23.8,31,27.7,13,33.9,31,39.8
IDCJAC0005,070351,2011,37.5,31,37.1,01,29.1,13,24.8,09,20.9,01,17.7,02,16.6,03,21.3,03,27.1,19,30.0,24,32.7,19,28.8,25,37.5
IDCJAC0005,070351,2012,34.7,03,31.3,25,27.2,14,26.4,04,22.2,10,16.3,15,16.6,13,19.4,22,23.3,27,28.8,31,35.1,30,34.1,24,35.1
IDCJAC0005,070351,2013,41.6,18,35.1,09,31.8,10,26.9,14,24.1,10,16.7,04,17.4,18,20.8,28,25.2,02,32.1,21,32.0,08,38.1,22,41.6
IDCJAC0005,070351,2014,40.2,15,39.3,03,28.4,07,25.6,02,21.7,26,16.7,20,16.9,31,17.7,24,24.1,29,32.0,31,39.0,23,33.0,02,40.2
IDCJAC0005,070351,2015,35.2,02,34.4,08,32.0,20,26.6,16,23.3,03,17.5,12,15.1,31,21.0,22,22.4,14,31.8,06,36.1,20,37.0,20,37.0
IDCJAC0005,070351,2016,39.3,13,38.0,25,35.5,05,31.1,06,23.9,07,15.9,09,18.8,19,19.4,30,20.0,08,24.1,26,31.2,22,33.9,13,39.3
IDCJAC0005,070351,2017,39.6,13,41.6,11,32.7,12,24.5,18,19.9,01,17.2,08,17.9,30,19.2,14,30.2,23,27.5,18,31.0,25,34.8,24,41.6
IDCJAC0005,070351,2018,40.6,07,36.0,09,33.7,18,31.8,11,24.5,03,16.6,07,18.2,05,19.5,03,24.7,28,,,,,,,
