Product code,Station number,Year,Month,Highest temperature (°C),Day,Quality
IDCJAC0005,040913,1999,12,33.0,31,Y
IDCJAC0005,040913,2000,01,40.0,21,Y
IDCJAC0005,040913,2000,02,31.0,12,Y
IDCJAC0005,040913,2000,03,32.0,29,Y
IDCJAC0005,040913,2000,04,30.0,05,Y
IDCJAC0005,040913,2000,05,28.0,14,Y
IDCJAC0005,040913,2000,06,27.0,22,Y
IDCJAC0005,040913,2000,07,26.0,26,Y
IDCJAC0005,040913,2000,08,28.0,31,Y
IDCJAC0005,040913,2000,09,32.0,30,Y
IDCJAC0005,040913,2000,10,35.0,01,Y
IDCJAC0005,040913,2000,11,33.0,29,Y
IDCJAC0005,040913,2000,12,34.0,26,Y
IDCJAC0005,040913,2001,01,35.0,28,Y
IDCJAC0005,040913,2001,02,34.0,27,Y
IDCJAC0005,040913,2001,03,33.0,18,Y
IDCJAC0005,040913,2001,04,30.0,11,Y
IDCJAC0005,040913,2001,05,28.0,05,Y
IDCJAC0005,040913,2001,06,26.0,13,Y
IDCJAC0005,040913,2001,07,25.0,15,Y
IDCJAC0005,040913,2001,08,27.0,08,Y
IDCJAC0005,040913,2001,09,29.0,26,Y
IDCJAC0005,040913,2001,10,36.0,30,Y
IDCJAC0005,040913,2001,11,34.0,02,Y
IDCJAC0005,040913,2001,12,40.0,24,Y
IDCJAC0005,040913,2002,01,38.0,08,Y
IDCJAC0005,040913,2002,02,34.0,22,Y
IDCJAC0005,040913,2002,03,35.0,18,Y
IDCJAC0005,040913,2002,04,32.0,21,Y
IDCJAC0005,040913,2002,05,28.0,17,Y
IDCJAC0005,040913,2002,06,29.0,16,Y
IDCJAC0005,040913,2002,07,25.0,24,Y
IDCJAC0005,040913,2002,08,27.0,12,Y
IDCJAC0005,040913,2002,09,31.0,26,Y
IDCJAC0005,040913,2002,10,37.0,23,Y
IDCJAC0005,040913,2002,11,31.0,30,Y
IDCJAC0005,040913,2002,12,37.0,05,Y
IDCJAC0005,040913,2003,01,32.0,31,Y
IDCJAC0005,040913,2003,02,33.3,12,Y
IDCJAC0005,040913,2003,03,34.6,01,Y
IDCJAC0005,040913,2003,04,29.2,15,Y
IDCJAC0005,040913,2003,05,30.7,20,Y
IDCJAC0005,040913,2003,06,26.3,29,Y
IDCJAC0005,040913,2003,07,23.9,09,Y
IDCJAC0005,040913,2003,08,28.0,13,Y
IDCJAC0005,040913,2003,09,34.9,12,Y
IDCJAC0005,040913,2003,10,35.0,29,Y
IDCJAC0005,040913,2003,11,32.4,22,Y
IDCJAC0005,040913,2003,12,34.5,26,Y
IDCJAC0005,040913,2004,01,38.0,08,Y
IDCJAC0005,040913,2004,02,41.7,22,Y
IDCJAC0005,040913,2004,03,33.6,08,Y
IDCJAC0005,040913,2004,04,30.3,01,Y
IDCJAC0005,040913,2004,05,27.5,05,Y
IDCJAC0005,040913,2004,06,27.7,03,Y
IDCJAC0005,040913,2004,07,28.2,05,Y
IDCJAC0005,040913,2004,08,27.2,23,Y
IDCJAC0005,040913,2004,09,29.9,24,Y
IDCJAC0005,040913,2004,10,38.7,23,Y
IDCJAC0005,040913,2004,11,34.0,12,Y
