Product code,Station number,Year,Month,Highest temperature (°C),Day,Quality
IDCJAC0005,014015,1941,02,32.9,09,Y
IDCJAC0005,014015,1941,03,32.8,30,Y
IDCJAC0005,014015,1941,04,34.2,05,Y
IDCJAC0005,014015,1941,05,32.4,22,Y
IDCJAC0005,014015,1941,06,31.3,01,Y
IDCJAC0005,014015,1941,07,30.2,17,Y
IDCJAC0005,014015,1941,08,31.4,31,Y
IDCJAC0005,014015,1941,09,33.8,17,Y
IDCJAC0005,014015,1941,10,33.1,20,Y
IDCJAC0005,014015,1941,11,33.2,27,Y
IDCJAC0005,014015,1941,12,34.6,11,Y
IDCJAC0005,014015,1942,01,32.8,17,Y
IDCJAC0005,014015,1942,02,31.6,13,Y
IDCJAC0005,014015,1942,03,36.0,13,Y
IDCJAC0005,014015,1942,04,35.7,29,Y
IDCJAC0005,014015,1942,05,36.0,02,Y
IDCJAC0005,014015,1942,06,33.4,20,Y
IDCJAC0005,014015,1942,07,34.3,25,Y
IDCJAC0005,014015,1942,08,35.1,25,Y
IDCJAC0005,014015,1942,09,35.9,29,Y
IDCJAC0005,014015,1942,10,35.6,21,Y
IDCJAC0005,014015,1942,11,35.7,12,Y
IDCJAC0005,014015,1942,12,34.6,01,Y
IDCJAC0005,014015,1943,01,34.8,07,Y
IDCJAC0005,014015,1943,02,33.9,08,Y
IDCJAC0005,014015,1943,03,33.8,31,Y
IDCJAC0005,014015,1943,04,34.0,05,Y
IDCJAC0005,014015,1943,05,32.8,14,Y
IDCJAC0005,014015,1943,06,31.2,05,Y
IDCJAC0005,014015,1943,07,32.3,09,Y
IDCJAC0005,014015,1943,08,35.0,21,Y
IDCJAC0005,014015,1943,09,32.9,29,Y
IDCJAC0005,014015,1943,10,35.6,02,Y
IDCJAC0005,014015,1943,11,34.1,18,Y
IDCJAC0005,014015,1943,12,33.0,27,Y
IDCJAC0005,014015,1944,01,33.7,16,Y
IDCJAC0005,014015,1944,02,33.4,11,Y
IDCJAC0005,014015,1944,03,33.5,21,Y
IDCJAC0005,014015,1944,04,33.2,29,Y
IDCJAC0005,014015,1944,05,32.9,23,Y
IDCJAC0005,014015,1944,06,31.3,08,Y
IDCJAC0005,014015,1944,07,31.7,31,Y
IDCJAC0005,014015,1944,08,33.4,22,Y
IDCJAC0005,014015,1944,09,34.7,05,Y
IDCJAC0005,014015,1944,10,37.1,05,Y
IDCJAC0005,014015,1944,11,36.6,23,Y
IDCJAC0005,014015,1944,12,35.4,07,Y
IDCJAC0005,014015,1945,01,35.2,02,Y
IDCJAC0005,014015,1945,02,35.1,03,Y
IDCJAC0005,014015,1945,03,35.5,28,Y
IDCJAC0005,014015,1945,04,36.1,19,Y
IDCJAC0005,014015,1945,05,35.7,01,Y
IDCJAC0005,014015,1945,06,32.7,26,Y
IDCJAC0005,014015,1945,07,31.9,30,Y
IDCJAC0005,014015,1945,08,34.9,30,Y
IDCJAC0005,014015,1945,09,34.9,01,Y
IDCJAC0005,014015,1945,10,35.3,11,Y
IDCJAC0005,014015,1945,11,34.2,07,Y
IDCJAC0005,014015,1945,12,35.6,07,Y
IDCJAC0005,014015,1946,01,32.5,01,Y
IDCJAC0005,014015,1946,02,31.2,10,Y
IDCJAC0005,014015,1946,06,32.4,14,Y
IDCJAC0005,014015,1946,07,32.6,03,Y
IDCJAC0005,014015,1946,08,33.0,10,Y
IDCJAC0005,014015,1946,09,34.9,23,Y
IDCJAC0005,014015,1946,10,36.1,01,Y
IDCJAC0005,014015,1946,11,34.4,24,Y
IDCJAC0005,014015,1946,12,35.4,12,Y
IDCJAC0005,014015,1947,01,34.0,16,Y
IDCJAC0005,014015,1947,02,33.1,24,Y
IDCJAC0005,014015,1947,03,33.4,08,Y
IDCJAC0005,014015,1947,04,33.7,26,Y
IDCJAC0005,014015,1947,05,33.3,20,Y
IDCJAC0005,014015,1947,06,34.1,28,Y
IDCJAC0005,014015,1947,07,32.6,17,Y
IDCJAC0005,014015,1947,08,33.6,14,Y
IDCJAC0005,014015,1947,09,34.0,18,Y
IDCJAC0005,014015,1947,10,35.0,21,Y
IDCJAC0005,014015,1947,11,35.1,12,Y
IDCJAC0005,014015,1947,12,35.4,05,Y
IDCJAC0005,014015,1948,01,35.3,07,Y
IDCJAC0005,014015,1948,02,34.7,07,Y
IDCJAC0005,014015,1948,03,34.6,31,Y
IDCJAC0005,014015,1948,04,33.3,23,Y
IDCJAC0005,014015,1948,05,33.7,13,Y
IDCJAC0005,014015,1948,06,32.4,04,Y
IDCJAC0005,014015,1948,07,33.7,29,Y
IDCJAC0005,014015,1948,08,33.3,20,Y
IDCJAC0005,014015,1948,09,35.3,26,Y
IDCJAC0005,014015,1948,10,36.0,13,Y
IDCJAC0005,014015,1948,11,34.5,11,Y
IDCJAC0005,014015,1948,12,33.9,14,Y
IDCJAC0005,014015,1949,01,34.3,22,Y
IDCJAC0005,014015,1949,02,34.0,08,Y
IDCJAC0005,014015,1949,03,33.1,31,Y
IDCJAC0005,014015,1949,04,34.1,06,Y
IDCJAC0005,014015,1949,05,33.5,26,Y
IDCJAC0005,014015,1949,06,32.3,01,Y
IDCJAC0005,014015,1949,07,32.1,12,Y
IDCJAC0005,014015,1949,08,33.3,25,Y
IDCJAC0005,014015,1949,09,34.8,15,Y
IDCJAC0005,014015,1949,10,34.1,21,Y
IDCJAC0005,014015,1949,11,34.5,05,Y
IDCJAC0005,014015,1949,12,35.6,04,Y
IDCJAC0005,014015,1950,01,34.5,01,Y
IDCJAC0005,014015,1950,02,33.3,28,Y
IDCJAC0005,014015,1950,03,33.1,26,Y
IDCJAC0005,014015,1950,04,34.3,01,Y
IDCJAC0005,014015,1950,05,32.9,01,Y
IDCJAC0005,014015,1950,06,33.2,03,Y
IDCJAC0005,014015,1950,07,32.4,22,Y
IDCJAC0005,014015,1950,08,34.3,13,Y
IDCJAC0005,014015,1950,09,34.1,06,Y
IDCJAC0005,014015,1950,10,34.1,12,Y
IDCJAC0005,014015,1950,11,33.2,10,Y
IDCJAC0005,014015,1950,12,34.3,02,Y
IDCJAC0005,014015,1951,01,33.2,28,Y
IDCJAC0005,014015,1951,02,33.3,17,Y
IDCJAC0005,014015,1951,03,35.3,29,Y
IDCJAC0005,014015,1951,04,36.3,03,Y
IDCJAC0005,014015,1951,05,34.2,07,Y
IDCJAC0005,014015,1951,06,33.5,03,Y
IDCJAC0005,014015,1951,07,33.5,28,Y
IDCJAC0005,014015,1951,08,34.5,29,Y
IDCJAC0005,014015,1951,09,36.7,04,Y
IDCJAC0005,014015,1951,10,37.0,21,Y
IDCJAC0005,014015,1951,11,35.4,27,Y
IDCJAC0005,014015,1951,12,34.2,15,Y
IDCJAC0005,014015,1952,01,35.5,14,Y
IDCJAC0005,014015,1952,02,34.5,13,Y
IDCJAC0005,014015,1952,03,34.9,10,Y
IDCJAC0005,014015,1952,04,35.8,21,Y
IDCJAC0005,014015,1952,05,34.7,11,Y
IDCJAC0005,014015,1952,06,32.8,10,Y
IDCJAC0005,014015,1952,07,33.9,23,Y
IDCJAC0005,014015,1952,08,33.7,31,Y
IDCJAC0005,014015,1952,09,36.8,24,Y
IDCJAC0005,014015,1952,10,36.7,18,Y
IDCJAC0005,014015,1952,11,35.6,22,Y
IDCJAC0005,014015,1952,12,34.9,29,Y
IDCJAC0005,014015,1953,01,32.8,24,Y
IDCJAC0005,014015,1953,02,33.2,22,Y
IDCJAC0005,014015,1953,03,34.8,22,Y
IDCJAC0005,014015,1953,04,34.6,16,Y
IDCJAC0005,014015,1953,05,33.2,05,Y
IDCJAC0005,014015,1953,06,32.3,15,Y
IDCJAC0005,014015,1953,07,32.7,12,Y
IDCJAC0005,014015,1953,08,34.2,23,Y
IDCJAC0005,014015,1953,09,34.7,10,Y
IDCJAC0005,014015,1953,10,35.1,21,Y
IDCJAC0005,014015,1953,11,36.3,15,Y
IDCJAC0005,014015,1953,12,36.0,03,Y
IDCJAC0005,014015,1954,01,33.8,10,Y
IDCJAC0005,014015,1954,02,34.0,21,Y
IDCJAC0005,014015,1954,03,35.1,28,Y
IDCJAC0005,014015,1954,04,33.9,05,Y
IDCJAC0005,014015,1954,05,34.1,05,Y
IDCJAC0005,014015,1954,06,32.3,19,Y
IDCJAC0005,014015,1954,07,33.9,27,Y
IDCJAC0005,014015,1954,08,34.6,28,Y
IDCJAC0005,014015,1954,09,36.1,26,Y
IDCJAC0005,014015,1954,10,33.9,11,Y
IDCJAC0005,014015,1954,11,35.2,15,Y
IDCJAC0005,014015,1954,12,33.3,24,Y
IDCJAC0005,014015,1955,01,33.8,19,Y
IDCJAC0005,014015,1955,02,33.0,03,Y
IDCJAC0005,014015,1955,03,33.3,21,Y
IDCJAC0005,014015,1955,04,34.4,19,Y
IDCJAC0005,014015,1955,05,33.8,13,Y
IDCJAC0005,014015,1955,06,32.6,28,Y
IDCJAC0005,014015,1955,07,32.3,14,Y
IDCJAC0005,014015,1955,08,34.7,26,Y
IDCJAC0005,014015,1955,09,35.4,15,Y
IDCJAC0005,014015,1955,10,37.0,15,Y
IDCJAC0005,014015,1955,11,34.4,28,Y
IDCJAC0005,014015,1955,12,34.4,21,Y
IDCJAC0005,014015,1956,01,35.0,04,Y
IDCJAC0005,014015,1956,02,31.2,27,Y
IDCJAC0005,014015,1956,03,32.9,25,Y
IDCJAC0005,014015,1956,04,34.3,11,Y
IDCJAC0005,014015,1956,05,32.9,29,Y
IDCJAC0005,014015,1956,06,33.4,29,Y
IDCJAC0005,014015,1956,07,32.4,12,Y
IDCJAC0005,014015,1956,08,34.3,19,Y
IDCJAC0005,014015,1956,09,35.6,24,Y
IDCJAC0005,014015,1956,10,35.6,21,Y
IDCJAC0005,014015,1956,11,34.3,23,Y
IDCJAC0005,014015,1956,12,33.9,28,Y
IDCJAC0005,014015,1957,01,32.8,02,Y
IDCJAC0005,014015,1957,02,32.0,01,Y
IDCJAC0005,014015,1957,03,33.1,18,Y
IDCJAC0005,014015,1957,04,34.5,26,Y
IDCJAC0005,014015,1957,05,34.7,01,Y
IDCJAC0005,014015,1957,06,33.1,03,Y
IDCJAC0005,014015,1957,07,32.4,21,Y
IDCJAC0005,014015,1957,08,34.0,04,Y
IDCJAC0005,014015,1957,09,35.3,09,Y
IDCJAC0005,014015,1957,10,35.7,24,Y
IDCJAC0005,014015,1957,11,36.0,28,Y
IDCJAC0005,014015,1957,12,33.9,16,Y
IDCJAC0005,014015,1958,01,34.3,12,Y
IDCJAC0005,014015,1958,02,34.1,23,Y
IDCJAC0005,014015,1958,03,33.2,30,Y
IDCJAC0005,014015,1958,04,34.9,13,Y
IDCJAC0005,014015,1958,05,35.1,26,Y
IDCJAC0005,014015,1958,06,34.5,01,Y
IDCJAC0005,014015,1958,07,32.8,28,Y
IDCJAC0005,014015,1958,08,35.7,19,Y
IDCJAC0005,014015,1958,09,36.2,12,Y
IDCJAC0005,014015,1958,10,35.7,27,Y
IDCJAC0005,014015,1958,11,36.5,08,Y
IDCJAC0005,014015,1958,12,34.8,23,Y
IDCJAC0005,014015,1959,01,34.3,30,Y
IDCJAC0005,014015,1959,02,34.1,14,Y
IDCJAC0005,014015,1959,03,34.9,12,Y
IDCJAC0005,014015,1959,04,34.1,18,Y
IDCJAC0005,014015,1959,05,33.2,03,Y
IDCJAC0005,014015,1959,06,33.3,26,Y
IDCJAC0005,014015,1959,07,31.7,14,Y
IDCJAC0005,014015,1959,08,33.5,31,Y
IDCJAC0005,014015,1959,09,35.1,29,Y
IDCJAC0005,014015,1959,10,36.0,29,Y
IDCJAC0005,014015,1959,11,35.1,18,Y
IDCJAC0005,014015,1959,12,35.1,18,Y
IDCJAC0005,014015,1960,01,34.6,07,Y
IDCJAC0005,014015,1960,02,33.8,27,Y
IDCJAC0005,014015,1960,03,33.3,26,Y
IDCJAC0005,014015,1960,04,34.3,18,Y
IDCJAC0005,014015,1960,05,33.1,06,Y
IDCJAC0005,014015,1960,06,31.6,12,Y
IDCJAC0005,014015,1960,07,33.4,24,Y
IDCJAC0005,014015,1960,08,33.1,22,Y
IDCJAC0005,014015,1960,09,34.8,06,Y
IDCJAC0005,014015,1960,10,35.9,27,Y
IDCJAC0005,014015,1960,11,36.7,01,Y
IDCJAC0005,014015,1960,12,34.3,01,Y
IDCJAC0005,014015,1961,01,34.3,07,Y
IDCJAC0005,014015,1961,02,33.4,23,Y
IDCJAC0005,014015,1961,03,34.3,28,Y
IDCJAC0005,014015,1961,04,34.4,24,Y
IDCJAC0005,014015,1961,05,34.2,02,Y
IDCJAC0005,014015,1961,06,33.2,11,Y
IDCJAC0005,014015,1961,07,31.7,06,Y
IDCJAC0005,014015,1961,08,31.9,22,Y
IDCJAC0005,014015,1961,09,36.0,24,Y
IDCJAC0005,014015,1961,10,36.7,27,Y
IDCJAC0005,014015,1961,11,34.0,03,Y
IDCJAC0005,014015,1961,12,35.6,27,Y
IDCJAC0005,014015,1962,01,33.3,02,Y
IDCJAC0005,014015,1962,02,34.0,05,Y
IDCJAC0005,014015,1962,03,34.9,25,Y
IDCJAC0005,014015,1962,04,34.2,30,Y
IDCJAC0005,014015,1962,05,34.2,17,Y
IDCJAC0005,014015,1962,06,33.4,26,Y
IDCJAC0005,014015,1962,07,32.8,26,Y
IDCJAC0005,014015,1962,08,35.2,31,Y
IDCJAC0005,014015,1962,09,35.1,02,Y
IDCJAC0005,014015,1962,10,35.5,13,Y
IDCJAC0005,014015,1962,11,35.2,01,Y
IDCJAC0005,014015,1962,12,34.8,10,Y
IDCJAC0005,014015,1963,01,34.4,03,Y
IDCJAC0005,014015,1963,02,32.4,23,Y
IDCJAC0005,014015,1963,03,33.9,15,Y
IDCJAC0005,014015,1963,04,33.1,01,Y
IDCJAC0005,014015,1963,05,34.1,18,Y
IDCJAC0005,014015,1963,06,32.9,16,Y
IDCJAC0005,014015,1963,07,31.9,08,Y
IDCJAC0005,014015,1963,08,32.6,08,Y
IDCJAC0005,014015,1963,09,34.6,24,Y
IDCJAC0005,014015,1963,10,35.9,03,Y
IDCJAC0005,014015,1963,11,36.2,24,Y
IDCJAC0005,014015,1963,12,34.5,13,Y
IDCJAC0005,014015,1964,01,33.6,31,Y
IDCJAC0005,014015,1964,02,35.4,19,Y
IDCJAC0005,014015,1964,03,34.2,06,Y
IDCJAC0005,014015,1964,04,34.0,14,Y
IDCJAC0005,014015,1964,05,34.3,08,Y
IDCJAC0005,014015,1964,06,32.9,25,Y
IDCJAC0005,014015,1964,07,33.7,20,Y
IDCJAC0005,014015,1964,08,33.6,31,Y
IDCJAC0005,014015,1964,09,35.6,04,Y
IDCJAC0005,014015,1964,10,34.8,29,Y
IDCJAC0005,014015,1964,11,36.2,01,Y
IDCJAC0005,014015,1964,12,34.5,19,Y
IDCJAC0005,014015,1965,01,33.5,30,Y
IDCJAC0005,014015,1965,02,33.6,12,Y
IDCJAC0005,014015,1965,03,31.9,18,Y
IDCJAC0005,014015,1965,04,34.5,29,Y
IDCJAC0005,014015,1965,05,34.6,01,Y
IDCJAC0005,014015,1965,06,33.1,20,Y
IDCJAC0005,014015,1965,07,32.2,06,Y
IDCJAC0005,014015,1965,08,33.4,23,Y
IDCJAC0005,014015,1965,09,35.6,19,Y
IDCJAC0005,014015,1965,10,33.9,23,Y
IDCJAC0005,014015,1965,11,34.6,16,Y
IDCJAC0005,014015,1965,12,34.3,02,Y
IDCJAC0005,014015,1966,01,33.3,06,Y
IDCJAC0005,014015,1966,02,33.4,23,Y
IDCJAC0005,014015,1966,03,34.2,27,Y
IDCJAC0005,014015,1966,04,35.5,20,Y
IDCJAC0005,014015,1966,05,35.1,08,Y
IDCJAC0005,014015,1966,06,33.9,05,Y
IDCJAC0005,014015,1966,07,33.2,05,Y
IDCJAC0005,014015,1966,08,33.8,22,Y
IDCJAC0005,014015,1966,09,35.8,04,Y
IDCJAC0005,014015,1966,10,35.8,22,Y
IDCJAC0005,014015,1966,11,35.7,13,Y
IDCJAC0005,014015,1966,12,35.0,12,Y
IDCJAC0005,014015,1967,01,34.9,07,Y
IDCJAC0005,014015,1967,02,31.3,18,Y
IDCJAC0005,014015,1967,03,33.5,19,Y
IDCJAC0005,014015,1967,04,34.7,28,Y
IDCJAC0005,014015,1967,05,34.6,07,Y
IDCJAC0005,014015,1967,06,32.1,17,Y
IDCJAC0005,014015,1967,07,32.6,21,Y
IDCJAC0005,014015,1967,08,33.1,14,Y
IDCJAC0005,014015,1967,09,37.0,29,Y
IDCJAC0005,014015,1967,10,35.9,01,Y
IDCJAC0005,014015,1967,11,35.9,20,Y
IDCJAC0005,014015,1967,12,35.3,17,Y
IDCJAC0005,014015,1968,01,34.3,10,Y
IDCJAC0005,014015,1968,02,31.9,20,Y
IDCJAC0005,014015,1968,03,34.7,31,Y
IDCJAC0005,014015,1968,04,34.3,09,Y
IDCJAC0005,014015,1968,05,33.0,05,Y
IDCJAC0005,014015,1968,06,31.8,30,Y
IDCJAC0005,014015,1968,07,32.8,07,Y
IDCJAC0005,014015,1968,08,35.4,31,Y
IDCJAC0005,014015,1968,09,35.7,27,Y
IDCJAC0005,014015,1968,10,36.7,26,Y
IDCJAC0005,014015,1968,11,36.1,15,Y
IDCJAC0005,014015,1968,12,36.2,29,Y
IDCJAC0005,014015,1969,01,35.6,03,Y
IDCJAC0005,014015,1969,02,33.9,19,Y
IDCJAC0005,014015,1969,03,34.8,28,Y
