Product code,Station number,Year,Month,Highest temperature (°C),Day,Quality
IDCJAC0005,066037,1939,04,28.3,13,Y
IDCJAC0005,066037,1939,05,25.5,12,Y
IDCJAC0005,066037,1939,06,20.4,24,Y
IDCJAC0005,066037,1939,07,18.8,14,Y
IDCJAC0005,066037,1939,08,27.6,28,Y
IDCJAC0005,066037,1939,09,29.2,17,Y
IDCJAC0005,066037,1939,10,31.6,31,Y
IDCJAC0005,066037,1939,11,34.4,27,Y
IDCJAC0005,066037,1939,12,40.2,12,Y
IDCJAC0005,066037,1940,01,42.3,25,Y
IDCJAC0005,066037,1940,02,40.4,11,Y
IDCJAC0005,066037,1940,03,39.8,28,Y
IDCJAC0005,066037,1940,04,29.3,12,Y
IDCJAC0005,066037,1940,05,22.8,17,Y
IDCJAC0005,066037,1940,06,25.0,16,Y
IDCJAC0005,066037,1940,07,22.7,29,Y
IDCJAC0005,066037,1940,08,26.1,25,Y
IDCJAC0005,066037,1940,09,31.1,08,Y
IDCJAC0005,066037,1940,10,35.0,15,Y
IDCJAC0005,066037,1940,11,36.6,11,Y
IDCJAC0005,066037,1940,12,34.8,28,Y
IDCJAC0005,066037,1941,01,33.8,31,Y
IDCJAC0005,066037,1941,02,37.8,01,Y
IDCJAC0005,066037,1941,03,31.9,25,Y
IDCJAC0005,066037,1941,04,32.2,02,Y
IDCJAC0005,066037,1941,05,23.9,22,Y
IDCJAC0005,066037,1941,06,20.7,07,Y
IDCJAC0005,066037,1941,07,20.7,19,Y
IDCJAC0005,066037,1941,08,23.4,04,Y
IDCJAC0005,066037,1941,09,32.2,21,Y
IDCJAC0005,066037,1941,10,34.3,20,Y
IDCJAC0005,066037,1941,11,39.6,30,Y
IDCJAC0005,066037,1941,12,37.8,27,Y
IDCJAC0005,066037,1942,01,42.8,04,Y
IDCJAC0005,066037,1942,02,32.1,23,Y
IDCJAC0005,066037,1942,03,37.1,05,Y
IDCJAC0005,066037,1942,04,31.1,01,Y
IDCJAC0005,066037,1942,05,29.2,04,Y
IDCJAC0005,066037,1942,06,22.9,10,Y
IDCJAC0005,066037,1942,07,24.2,01,Y
IDCJAC0005,066037,1942,08,27.3,20,Y
IDCJAC0005,066037,1942,09,30.3,15,Y
IDCJAC0005,066037,1942,10,38.2,04,Y
IDCJAC0005,066037,1942,11,35.3,10,Y
IDCJAC0005,066037,1942,12,37.9,28,Y
IDCJAC0005,066037,1943,01,33.7,30,Y
IDCJAC0005,066037,1943,02,38.1,06,Y
IDCJAC0005,066037,1943,03,35.3,17,Y
IDCJAC0005,066037,1943,04,31.7,06,Y
IDCJAC0005,066037,1943,05,26.6,03,Y
IDCJAC0005,066037,1943,06,20.9,13,Y
IDCJAC0005,066037,1943,07,21.2,04,Y
IDCJAC0005,066037,1943,08,19.7,31,Y
IDCJAC0005,066037,1943,09,25.0,21,Y
IDCJAC0005,066037,1943,10,29.8,19,Y
IDCJAC0005,066037,1943,11,28.4,04,Y
IDCJAC0005,066037,1943,12,32.0,23,Y
IDCJAC0005,066037,1944,01,39.7,23,Y
IDCJAC0005,066037,1944,02,37.8,15,Y
IDCJAC0005,066037,1944,03,32.4,12,Y
IDCJAC0005,066037,1944,04,30.2,08,Y
IDCJAC0005,066037,1944,05,24.9,02,Y
IDCJAC0005,066037,1944,06,21.5,15,Y
IDCJAC0005,066037,1944,07,22.6,28,Y
IDCJAC0005,066037,1944,08,23.2,29,Y
IDCJAC0005,066037,1944,09,26.4,09,Y
IDCJAC0005,066037,1944,10,36.8,09,Y
IDCJAC0005,066037,1944,11,38.2,16,Y
IDCJAC0005,066037,1944,12,35.4,09,Y
IDCJAC0005,066037,1945,01,34.9,25,Y
IDCJAC0005,066037,1945,02,33.3,05,Y
IDCJAC0005,066037,1945,03,30.8,04,Y
IDCJAC0005,066037,1945,04,27.3,15,Y
IDCJAC0005,066037,1945,05,25.7,01,Y
IDCJAC0005,066037,1945,06,22.4,04,Y
IDCJAC0005,066037,1945,07,22.9,29,Y
IDCJAC0005,066037,1945,08,24.7,25,Y
IDCJAC0005,066037,1945,09,28.5,20,Y
IDCJAC0005,066037,1945,10,32.0,25,Y
IDCJAC0005,066037,1945,11,37.2,09,Y
IDCJAC0005,066037,1945,12,38.9,17,Y
IDCJAC0005,066037,1946,01,40.3,05,Y
IDCJAC0005,066037,1946,02,39.3,01,Y
IDCJAC0005,066037,1946,03,28.4,10,Y
