Product code,Station number,Year,Month,Highest temperature (°C),Day,Quality
IDCJAC0005,075041,1970,08,24.6,23,Y
IDCJAC0005,075041,1970,09,23.2,08,Y
IDCJAC0005,075041,1970,10,32.7,04,Y
IDCJAC0005,075041,1970,11,37.2,30,Y
IDCJAC0005,075041,1970,12,40.0,03,Y
IDCJAC0005,075041,1971,01,36.8,26,Y
IDCJAC0005,075041,1971,02,33.1,21,Y
IDCJAC0005,075041,1971,03,32.7,18,Y
IDCJAC0005,075041,1971,04,31.7,10,Y
IDCJAC0005,075041,1971,05,23.1,19,Y
IDCJAC0005,075041,1971,06,19.0,07,Y
IDCJAC0005,075041,1971,08,20.7,20,Y
IDCJAC0005,075041,1971,09,26.7,23,Y
IDCJAC0005,075041,1971,10,30.6,14,Y
IDCJAC0005,075041,1971,11,30.7,05,Y
IDCJAC0005,075041,1971,12,36.6,23,Y
IDCJAC0005,075041,1972,01,36.1,10,Y
IDCJAC0005,075041,1972,03,32.4,19,Y
IDCJAC0005,075041,1972,04,29.9,08,Y
IDCJAC0005,075041,1972,05,26.8,05,Y
IDCJAC0005,075041,1972,06,21.7,03,Y
IDCJAC0005,075041,1972,07,19.6,14,Y
IDCJAC0005,075041,1972,08,24.5,27,Y
IDCJAC0005,075041,1972,09,29.2,17,Y
IDCJAC0005,075041,1972,10,31.3,08,Y
IDCJAC0005,075041,1972,11,31.5,23,Y
IDCJAC0005,075041,1972,12,42.5,22,Y
IDCJAC0005,075041,1973,01,40.8,23,Y
IDCJAC0005,075041,1973,02,38.4,02,Y
IDCJAC0005,075041,1973,03,37.8,18,Y
IDCJAC0005,075041,1973,04,30.2,06,Y
IDCJAC0005,075041,1973,06,20.2,01,Y
IDCJAC0005,075041,1973,07,18.4,25,Y
IDCJAC0005,075041,1973,08,23.5,06,Y
IDCJAC0005,075041,1973,09,31.2,30,Y
IDCJAC0005,075041,1974,02,34.0,17,Y
IDCJAC0005,075041,1974,03,34.5,06,Y
IDCJAC0005,075041,1974,04,28.1,01,Y
IDCJAC0005,075041,1974,05,25.2,06,Y
IDCJAC0005,075041,1974,06,19.3,03,Y
IDCJAC0005,075041,1974,07,18.0,23,Y
IDCJAC0005,075041,1974,08,19.1,22,Y
IDCJAC0005,075041,1974,09,23.4,29,Y
IDCJAC0005,075041,1974,10,28.8,29,Y
IDCJAC0005,075041,1975,09,28.4,17,Y
IDCJAC0005,075041,1975,10,30.1,29,Y
IDCJAC0005,075041,1975,11,38.4,30,Y
IDCJAC0005,075041,1975,12,39.4,11,Y
IDCJAC0005,075041,1976,01,34.0,30,Y
IDCJAC0005,075041,1976,02,36.5,15,Y
IDCJAC0005,075041,1976,03,34.5,10,Y
IDCJAC0005,075041,1976,04,32.4,03,Y
IDCJAC0005,075041,1976,05,25.5,03,Y
IDCJAC0005,075041,1977,02,40.0,17,Y
IDCJAC0005,075041,1977,03,33.7,14,Y
IDCJAC0005,075041,1977,04,31.7,05,Y
IDCJAC0005,075041,1977,05,25.2,04,Y
IDCJAC0005,075041,1977,06,18.2,07,Y
IDCJAC0005,075041,1977,07,18.6,22,Y
IDCJAC0005,075041,1977,08,28.7,29,Y
IDCJAC0005,075041,1977,09,30.6,26,Y
IDCJAC0005,075041,1977,10,35.2,12,Y
IDCJAC0005,075041,1977,11,37.2,28,Y
IDCJAC0005,075041,1977,12,32.7,30,Y
IDCJAC0005,075041,1978,01,39.4,15,Y
IDCJAC0005,075041,1978,02,40.7,20,Y
IDCJAC0005,075041,1978,03,36.7,12,Y
IDCJAC0005,075041,1978,04,30.3,09,Y
IDCJAC0005,075041,1978,05,28.6,02,Y
IDCJAC0005,075041,1978,06,16.9,21,Y
IDCJAC0005,075041,1978,07,18.4,21,Y
IDCJAC0005,075041,1978,08,19.8,31,Y
IDCJAC0005,075041,1978,09,22.4,11,Y
IDCJAC0005,075041,1978,10,30.7,26,Y
IDCJAC0005,075041,1978,11,24.0,03,Y
IDCJAC0005,075041,1978,12,35.0,31,Y
IDCJAC0005,075041,1979,01,42.0,07,Y
IDCJAC0005,075041,1979,02,42.7,13,Y
IDCJAC0005,075041,1979,03,36.9,01,Y
IDCJAC0005,075041,1979,04,28.4,16,Y
IDCJAC0005,075041,1979,05,24.7,02,Y
IDCJAC0005,075041,1979,06,20.7,06,Y
IDCJAC0005,075041,1979,08,23.4,26,Y
IDCJAC0005,075041,1979,09,24.2,16,Y
IDCJAC0005,075041,1979,10,32.2,22,Y
IDCJAC0005,075041,1979,11,32.1,01,Y
IDCJAC0005,075041,1979,12,38.4,23,Y
IDCJAC0005,075041,1980,01,36.8,28,Y
IDCJAC0005,075041,1980,02,40.7,20,Y
IDCJAC0005,075041,1980,03,38.5,21,Y
IDCJAC0005,075041,1980,04,31.0,15,Y
IDCJAC0005,075041,1980,05,25.0,08,Y
IDCJAC0005,075041,1980,06,19.2,25,Y
IDCJAC0005,075041,1980,07,17.1,25,Y
IDCJAC0005,075041,1980,08,22.8,19,Y
IDCJAC0005,075041,1980,09,33.5,30,Y
IDCJAC0005,075041,1980,10,32.6,22,Y
IDCJAC0005,075041,1980,11,41.5,17,Y
IDCJAC0005,075041,1980,12,39.5,22,Y
IDCJAC0005,075041,1981,01,41.3,26,Y
IDCJAC0005,075041,1981,02,41.1,17,Y
IDCJAC0005,075041,1981,03,35.2,01,Y
IDCJAC0005,075041,1981,04,31.4,09,Y
IDCJAC0005,075041,1981,05,25.9,03,Y
IDCJAC0005,075041,1981,06,18.1,29,Y
IDCJAC0005,075041,1981,07,16.9,21,Y
IDCJAC0005,075041,1981,08,20.2,26,Y
IDCJAC0005,075041,1981,09,32.4,20,Y
IDCJAC0005,075041,1981,10,33.3,05,Y
IDCJAC0005,075041,1981,11,36.3,28,Y
IDCJAC0005,075041,1981,12,37.6,31,Y
IDCJAC0005,075041,1982,01,43.1,24,Y
IDCJAC0005,075041,1982,02,40.2,08,Y
IDCJAC0005,075041,1982,03,37.4,07,Y
IDCJAC0005,075041,1982,04,29.3,15,Y
IDCJAC0005,075041,1982,05,24.8,18,Y
IDCJAC0005,075041,1982,06,18.2,10,Y
IDCJAC0005,075041,1982,07,18.4,23,Y
IDCJAC0005,075041,1982,08,27.4,30,Y
IDCJAC0005,075041,1982,09,28.1,02,Y
IDCJAC0005,075041,1982,10,34.2,26,Y
IDCJAC0005,075041,1982,11,37.7,15,Y
IDCJAC0005,075041,1982,12,40.3,24,Y
IDCJAC0005,075041,1983,01,38.6,23,Y
IDCJAC0005,075041,1983,02,42.3,08,Y
IDCJAC0005,075041,1983,03,39.6,07,Y
IDCJAC0005,075041,1983,04,27.6,10,Y
IDCJAC0005,075041,1983,05,23.4,15,Y
IDCJAC0005,075041,1983,06,21.2,30,Y
IDCJAC0005,075041,1983,07,17.6,26,Y
IDCJAC0005,075041,1983,08,20.7,14,Y
IDCJAC0005,075041,1983,09,27.9,23,Y
IDCJAC0005,075041,1983,10,34.3,27,Y
IDCJAC0005,075041,1983,11,36.0,07,Y
IDCJAC0005,075041,1983,12,40.3,21,Y
IDCJAC0005,075041,1984,01,36.4,25,Y
IDCJAC0005,075041,1984,02,35.7,06,Y
IDCJAC0005,075041,1984,03,35.8,07,Y
IDCJAC0005,075041,1984,04,30.7,03,Y
IDCJAC0005,075041,1984,05,24.3,03,Y
IDCJAC0005,075041,1984,06,21.6,01,Y
IDCJAC0005,075041,1984,07,17.7,09,Y
IDCJAC0005,075041,1984,08,21.2,26,Y
IDCJAC0005,075041,1984,09,24.3,10,Y
IDCJAC0005,075041,1984,10,31.2,24,Y
IDCJAC0005,075041,1984,11,37.8,27,Y
IDCJAC0005,075041,1984,12,39.1,25,Y
IDCJAC0005,075041,1985,01,42.6,14,Y
IDCJAC0005,075041,1985,02,39.1,06,Y
IDCJAC0005,075041,1985,03,35.8,13,Y
IDCJAC0005,075041,1985,04,31.6,11,Y
