Product code,Station number,Year,Month,Highest temperature (°C),Day,Quality
IDCJAC0005,015590,1941,11,39.5,28,Y
IDCJAC0005,015590,1941,12,42.6,20,Y
IDCJAC0005,015590,1942,01,40.6,31,Y
IDCJAC0005,015590,1942,02,42.2,01,Y
IDCJAC0005,015590,1942,03,40.0,04,Y
IDCJAC0005,015590,1942,04,33.4,30,Y
IDCJAC0005,015590,1942,05,35.0,04,Y
IDCJAC0005,015590,1942,06,28.4,30,Y
IDCJAC0005,015590,1942,07,28.3,01,Y
IDCJAC0005,015590,1942,08,33.1,19,Y
IDCJAC0005,015590,1942,09,36.3,20,Y
IDCJAC0005,015590,1942,10,39.7,03,Y
IDCJAC0005,015590,1942,11,40.6,19,Y
IDCJAC0005,015590,1942,12,40.4,18,Y
IDCJAC0005,015590,1943,01,43.6,08,Y
IDCJAC0005,015590,1943,02,40.9,06,Y
IDCJAC0005,015590,1943,03,40.8,26,Y
IDCJAC0005,015590,1943,04,37.2,11,Y
IDCJAC0005,015590,1943,05,30.4,02,Y
IDCJAC0005,015590,1943,06,25.2,26,Y
IDCJAC0005,015590,1943,07,30.2,30,Y
IDCJAC0005,015590,1943,08,29.9,14,Y
IDCJAC0005,015590,1943,09,35.7,19,Y
IDCJAC0005,015590,1943,10,37.7,31,Y
IDCJAC0005,015590,1943,11,39.1,27,Y
IDCJAC0005,015590,1943,12,41.9,11,Y
IDCJAC0005,015590,1944,01,44.0,15,Y
IDCJAC0005,015590,1944,02,37.4,27,Y
IDCJAC0005,015590,1944,03,35.9,02,Y
IDCJAC0005,015590,1944,04,32.9,01,Y
IDCJAC0005,015590,1944,05,31.8,01,Y
IDCJAC0005,015590,1944,06,25.6,06,Y
IDCJAC0005,015590,1944,07,26.6,28,Y
IDCJAC0005,015590,1944,08,33.6,31,Y
IDCJAC0005,015590,1944,09,35.9,26,Y
IDCJAC0005,015590,1944,10,38.7,14,Y
IDCJAC0005,015590,1944,11,40.5,18,Y
IDCJAC0005,015590,1944,12,40.8,11,Y
IDCJAC0005,015590,1945,01,40.4,25,Y
IDCJAC0005,015590,1945,02,39.7,11,Y
IDCJAC0005,015590,1945,03,37.6,06,Y
IDCJAC0005,015590,1945,04,34.2,06,Y
IDCJAC0005,015590,1945,05,32.8,03,Y
IDCJAC0005,015590,1945,06,29.7,21,Y
IDCJAC0005,015590,1945,07,27.2,30,Y
IDCJAC0005,015590,1945,08,31.8,23,Y
IDCJAC0005,015590,1945,09,32.9,20,Y
IDCJAC0005,015590,1945,10,37.3,23,Y
IDCJAC0005,015590,1945,11,39.9,26,Y
IDCJAC0005,015590,1945,12,39.8,12,Y
IDCJAC0005,015590,1946,01,40.4,03,Y
IDCJAC0005,015590,1946,02,38.6,02,Y
IDCJAC0005,015590,1946,03,37.9,09,Y
IDCJAC0005,015590,1946,04,31.9,29,Y
IDCJAC0005,015590,1946,05,32.1,02,Y
IDCJAC0005,015590,1946,06,25.7,15,Y
IDCJAC0005,015590,1946,07,29.6,21,Y
IDCJAC0005,015590,1946,08,32.6,12,Y
IDCJAC0005,015590,1946,09,36.2,16,Y
IDCJAC0005,015590,1946,10,38.1,13,Y
IDCJAC0005,015590,1946,11,39.4,26,Y
IDCJAC0005,015590,1946,12,41.5,13,Y
IDCJAC0005,015590,1947,01,42.9,23,Y
IDCJAC0005,015590,1947,02,39.7,18,Y
IDCJAC0005,015590,1947,03,39.3,08,Y
IDCJAC0005,015590,1947,04,33.2,10,Y
IDCJAC0005,015590,1947,05,27.9,06,Y
IDCJAC0005,015590,1947,06,28.7,22,Y
IDCJAC0005,015590,1947,07,28.9,04,Y
IDCJAC0005,015590,1947,08,29.0,09,Y
IDCJAC0005,015590,1947,09,33.4,30,Y
IDCJAC0005,015590,1947,10,35.7,28,Y
IDCJAC0005,015590,1947,11,37.3,20,Y
IDCJAC0005,015590,1947,12,40.1,16,Y
IDCJAC0005,015590,1948,01,40.3,30,Y
IDCJAC0005,015590,1948,02,40.0,15,Y
IDCJAC0005,015590,1948,03,35.2,31,Y
IDCJAC0005,015590,1948,04,34.4,02,Y
IDCJAC0005,015590,1948,05,28.1,04,Y
IDCJAC0005,015590,1948,06,25.8,20,Y
IDCJAC0005,015590,1948,07,24.5,21,Y
IDCJAC0005,015590,1948,08,29.6,30,Y
IDCJAC0005,015590,1948,09,35.6,29,Y
IDCJAC0005,015590,1948,10,38.7,30,Y
IDCJAC0005,015590,1948,11,41.3,25,Y
IDCJAC0005,015590,1948,12,41.7,13,Y
IDCJAC0005,015590,1949,01,40.5,13,Y
IDCJAC0005,015590,1949,02,38.3,01,Y
IDCJAC0005,015590,1949,03,35.2,05,Y
IDCJAC0005,015590,1949,04,31.6,18,Y
IDCJAC0005,015590,1949,05,30.6,01,Y
IDCJAC0005,015590,1949,06,21.8,26,Y
IDCJAC0005,015590,1949,07,26.7,15,Y
IDCJAC0005,015590,1949,08,28.1,10,Y
IDCJAC0005,015590,1949,09,32.8,30,Y
IDCJAC0005,015590,1949,10,39.5,29,Y
IDCJAC0005,015590,1949,11,39.5,16,Y
IDCJAC0005,015590,1949,12,41.8,30,Y
IDCJAC0005,015590,1950,01,40.9,06,Y
IDCJAC0005,015590,1950,02,39.9,27,Y
IDCJAC0005,015590,1950,03,37.9,04,Y
IDCJAC0005,015590,1950,04,28.1,18,Y
IDCJAC0005,015590,1950,05,31.2,12,Y
IDCJAC0005,015590,1950,06,26.6,03,Y
IDCJAC0005,015590,1950,07,25.7,30,Y
IDCJAC0005,015590,1950,08,28.3,31,Y
IDCJAC0005,015590,1950,09,33.2,29,Y
IDCJAC0005,015590,1950,10,36.2,31,Y
IDCJAC0005,015590,1950,11,39.2,29,Y
IDCJAC0005,015590,1950,12,40.1,07,Y
IDCJAC0005,015590,1951,01,38.2,25,Y
IDCJAC0005,015590,1951,02,39.8,28,Y
IDCJAC0005,015590,1951,03,42.2,04,Y
IDCJAC0005,015590,1951,04,34.1,02,Y
IDCJAC0005,015590,1951,05,32.3,05,Y
IDCJAC0005,015590,1951,06,27.2,23,Y
IDCJAC0005,015590,1951,07,28.3,31,Y
IDCJAC0005,015590,1951,08,28.4,02,Y
IDCJAC0005,015590,1951,09,36.2,30,Y
IDCJAC0005,015590,1951,10,38.6,15,Y
IDCJAC0005,015590,1951,11,40.7,23,Y
IDCJAC0005,015590,1951,12,41.2,05,Y
IDCJAC0005,015590,1952,01,41.8,21,Y
IDCJAC0005,015590,1952,02,41.3,10,Y
IDCJAC0005,015590,1952,03,38.3,29,Y
IDCJAC0005,015590,1952,04,35.6,11,Y
IDCJAC0005,015590,1952,05,31.2,08,Y
IDCJAC0005,015590,1952,06,26.4,06,Y
IDCJAC0005,015590,1952,07,22.2,29,Y
IDCJAC0005,015590,1952,08,29.9,22,Y
IDCJAC0005,015590,1952,09,35.6,30,Y
IDCJAC0005,015590,1952,10,38.1,10,Y
IDCJAC0005,015590,1952,11,39.9,19,Y
IDCJAC0005,015590,1952,12,42.1,19,Y
IDCJAC0005,015590,1953,01,41.4,27,Y
IDCJAC0005,015590,1953,02,37.7,28,Y
IDCJAC0005,015590,1953,03,38.3,01,Y
IDCJAC0005,015590,1953,04,36.7,03,Y
IDCJAC0005,015590,1953,05,31.1,17,Y
IDCJAC0005,015590,1953,06,28.3,10,Y
IDCJAC0005,015590,1953,07,26.9,07,Y
IDCJAC0005,015590,1953,08,30.7,31,Y
IDCJAC0005,015590,1953,09,35.1,28,Y
IDCJAC0005,015590,1953,10,39.1,28,Y
IDCJAC0005,015590,1953,11,41.3,21,Y
IDCJAC0005,015590,1953,12,40.9,16,Y
IDCJAC0005,015590,1954,01,39.3,15,Y
IDCJAC0005,015590,1954,02,38.9,17,Y
IDCJAC0005,015590,1954,03,41.4,17,Y
IDCJAC0005,015590,1954,04,34.2,23,Y
IDCJAC0005,015590,1954,05,30.2,03,Y
IDCJAC0005,015590,1954,06,26.0,23,Y
IDCJAC0005,015590,1954,07,29.4,23,Y
IDCJAC0005,015590,1954,08,31.6,22,Y
IDCJAC0005,015590,1954,09,33.4,30,Y
IDCJAC0005,015590,1954,10,37.6,07,Y
IDCJAC0005,015590,1954,11,38.8,28,Y
IDCJAC0005,015590,1954,12,41.6,31,Y
IDCJAC0005,015590,1955,01,42.7,01,Y
IDCJAC0005,015590,1955,02,41.1,17,Y
