Product code,Station number,Year,Month,Highest temperature (°C),Day,Quality
IDCJAC0005,032037,1965,01,31.7,21,Y
IDCJAC0005,032037,1965,02,32.8,10,Y
IDCJAC0005,032037,1965,03,31.1,14,Y
IDCJAC0005,032037,1965,04,29.5,01,Y
IDCJAC0005,032037,1965,05,28.3,26,Y
IDCJAC0005,032037,1965,06,28.4,01,Y
IDCJAC0005,032037,1965,07,28.1,23,Y
IDCJAC0005,032037,1965,08,30.8,21,Y
IDCJAC0005,032037,1965,09,29.4,10,Y
IDCJAC0005,032037,1965,10,32.1,02,Y
IDCJAC0005,032037,1965,11,34.6,10,Y
IDCJAC0005,032037,1965,12,33.3,16,Y
IDCJAC0005,032037,1966,01,32.0,03,Y
IDCJAC0005,032037,1966,02,37.2,19,Y
IDCJAC0005,032037,1966,03,32.6,01,Y
IDCJAC0005,032037,1966,04,31.2,08,Y
IDCJAC0005,032037,1966,05,29.4,07,Y
IDCJAC0005,032037,1966,06,27.1,09,Y
IDCJAC0005,032037,1966,07,28.2,17,Y
IDCJAC0005,032037,1966,08,27.2,19,Y
IDCJAC0005,032037,1966,09,28.9,28,Y
IDCJAC0005,032037,1966,11,33.2,10,Y
IDCJAC0005,032037,1966,12,31.7,20,Y
IDCJAC0005,032037,1967,01,39.4,29,Y
IDCJAC0005,032037,1967,02,34.0,01,Y
IDCJAC0005,032037,1967,03,32.3,08,Y
IDCJAC0005,032037,1967,04,30.6,01,Y
IDCJAC0005,032037,1967,05,28.6,07,Y
IDCJAC0005,032037,1967,06,28.7,24,Y
IDCJAC0005,032037,1967,07,25.4,01,Y
IDCJAC0005,032037,1967,08,29.1,28,Y
IDCJAC0005,032037,1967,09,29.4,19,Y
IDCJAC0005,032037,1967,10,31.0,30,Y
IDCJAC0005,032037,1967,11,34.9,16,Y
IDCJAC0005,032037,1967,12,35.0,09,Y
IDCJAC0005,032037,1968,01,34.4,12,Y
IDCJAC0005,032037,1968,02,33.6,28,Y
IDCJAC0005,032037,1968,03,32.6,08,Y
IDCJAC0005,032037,1968,04,31.1,06,Y
IDCJAC0005,032037,1968,05,30.1,02,Y
IDCJAC0005,032037,1968,06,28.2,29,Y
IDCJAC0005,032037,1968,07,27.7,07,Y
IDCJAC0005,032037,1968,08,30.9,29,Y
IDCJAC0005,032037,1968,09,29.6,25,Y
IDCJAC0005,032037,1968,10,32.8,25,Y
IDCJAC0005,032037,1968,11,35.9,27,Y
IDCJAC0005,032037,1968,12,33.9,03,Y
IDCJAC0005,032037,1969,01,34.4,06,Y
IDCJAC0005,032037,1969,02,37.9,12,Y
IDCJAC0005,032037,1969,04,31.3,01,Y
IDCJAC0005,032037,1969,05,29.3,29,Y
IDCJAC0005,032037,1969,06,28.2,09,Y
IDCJAC0005,032037,1969,07,26.7,21,Y
IDCJAC0005,032037,1969,08,26.8,07,Y
IDCJAC0005,032037,1969,09,30.6,13,Y
IDCJAC0005,032037,1969,10,30.8,31,Y
IDCJAC0005,032037,1969,11,33.9,29,Y
IDCJAC0005,032037,1969,12,35.0,04,Y
IDCJAC0005,032037,1970,01,34.4,07,Y
IDCJAC0005,032037,1970,02,36.2,17,Y
IDCJAC0005,032037,1970,03,33.4,10,Y
IDCJAC0005,032037,1970,04,31.5,04,Y
IDCJAC0005,032037,1970,05,28.8,06,Y
IDCJAC0005,032037,1970,06,27.8,03,Y
IDCJAC0005,032037,1970,07,25.9,03,Y
IDCJAC0005,032037,1970,08,30.0,29,Y
IDCJAC0005,032037,1970,09,32.7,24,Y
IDCJAC0005,032037,1970,10,31.8,31,Y
IDCJAC0005,032037,1970,11,32.8,14,Y
IDCJAC0005,032037,1970,12,33.4,10,Y
IDCJAC0005,032037,1971,01,39.2,05,Y
IDCJAC0005,032037,1971,02,36.8,13,Y
IDCJAC0005,032037,1971,03,31.2,07,Y
IDCJAC0005,032037,1971,04,29.3,28,Y
IDCJAC0005,032037,1971,05,29.2,05,Y
IDCJAC0005,032037,1971,06,27.5,13,Y
IDCJAC0005,032037,1971,07,26.7,16,Y
IDCJAC0005,032037,1971,08,29.9,29,Y
