Product code,Station Number,Year,Jan,Day,Feb,Day,Mar,Day,Apr,Day,May,Day,Jun,Day,Jul,Day,Aug,Day,Sep,Day,Oct,Day,Nov,Day,Dec,Day,Annual
IDCJAC0005,069147,1998,,,33.0,26,38.0,23,36.0,08,23.0,15,19.0,21,20.0,06,23.0,22,33.0,29,33.0,01,25.0,13,32.0,12,
IDCJAC0005,069147,1999,28.0,06,27.0,17,27.0,25,24.0,04,23.0,20,21.0,18,21.0,05,21.0,30,26.0,16,23.0,29,30.0,13,32.0,03,32.0
IDCJAC0005,069147,2000,32.0,04,38.0,05,28.0,18,27.0,03,23.0,13,20.0,21,23.0,24,20.0,31,26.0,29,33.0,06,27.0,26,35.0,22,38.0
IDCJAC0005,069147,2001,38.0,15,28.0,13,28.0,23,27.0,01,24.0,16,20.0,25,19.0,15,25.0,16,27.0,24,25.0,01,29.0,25,25.0,20,38.0
IDCJAC0005,069147,2002,34.0,07,27.0,16,27.0,18,27.0,24,24.0,07,22.0,10,20.0,08,27.0,11,27.0,27,28.0,30,26.0,26,27.0,22,34.0
IDCJAC0005,069147,2003,40.0,30,28.0,15,27.0,13,25.0,15,24.0,08,23.0,03,20.0,23,23.0,30,27.0,25,25.0,21,31.0,15,29.0,22,40.0
IDCJAC0005,069147,2004,27.0,07,29.0,15,26.0,30,25.0,15,24.0,04,23.0,30,21.0,04,24.0,30,31.0,22,36.0,12,31.0,27,30.0,19,36.0
IDCJAC0005,069147,2005,28.0,04,27.0,08,26.5,01,31.0,03,23.0,23,22.0,08,22.0,26,23.0,30,23.0,23,32.0,03,28.0,03,37.0,21,37.0
IDCJAC0005,069147,2006,42.0,01,29.0,09,33.0,13,29.0,18,25.0,03,18.0,30,22.0,11,23.0,17,29.0,19,37.0,13,40.0,21,27.0,14,42.0
IDCJAC0005,069147,2007,35.0,07,29.0,19,33.0,16,25.0,15,24.0,06,19.0,10,20.0,26,28.0,28,26.0,30,35.0,22,25.0,20,29.0,22,35.0
IDCJAC0005,069147,2008,28.0,30,30.0,06,27.0,16,23.0,02,22.0,16,23.0,30,20.0,02,23.0,31,28.0,20,33.0,27,25.0,20,31.0,13,33.0
IDCJAC0005,069147,2009,33.0,22,32.0,07,27.0,21,29.0,15,23.0,15,21.0,30,23.0,22,26.0,16,32.0,13,32.0,01,29.0,27,42.0,17,42.0
IDCJAC0005,069147,2010,31.0,23,37.0,21,31.0,26,28.0,23,24.0,04,21.0,17,21.0,31,23.0,19,22.0,13,23.3,31,29.1,12,27.1,29,37.0
IDCJAC0005,069147,2011,29.5,31,41.3,01,30.6,09,24.6,19,22.9,23,20.5,26,20.7,31,27.9,04,25.3,14,28.7,24,28.7,14,26.9,26,41.3
IDCJAC0005,069147,2012,33.5,30,29.3,27,27.0,16,25.6,15,24.6,11,19.2,25,19.5,11,22.4,23,29.0,28,32.9,25,28.9,01,29.6,01,33.5
IDCJAC0005,069147,2013,44.2,18,29.9,25,27.3,27,26.2,28,24.1,09,21.2,06,20.9,29,23.9,14,30.2,25,34.8,10,26.7,07,32.3,20,44.2
IDCJAC0005,069147,2014,29.9,16,27.9,16,30.6,15,27.6,02,25.7,19,20.0,26,23.6,31,19.1,05,27.8,30,28.0,31,29.4,20,28.0,29,30.6
IDCJAC0005,069147,2015,30.0,14,31.5,08,27.7,18,25.5,16,27.7,05,20.3,24,20.8,26,24.9,22,25.9,15,36.9,06,30.4,25,34.7,19,36.9
IDCJAC0005,069147,2016,31.9,21,31.4,24,28.5,02,27.4,02,27.2,15,21.6,09,26.2,22,21.1,10,21.4,15,28.6,30,33.2,18,37.8,13,37.8
IDCJAC0005,069147,2017,41.6,30,30.0,09,28.1,20,25.2,08,22.5,01,19.2,12,24.1,30,22.0,14,29.7,23,29.0,09,25.7,30,30.1,23,41.6
IDCJAC0005,069147,2018,31.8,19,38.7,24,38.1,18,36.1,12,27.2,03,19.6,07,22.7,06,24.1,15,29.0,15,,,,,,,
