Product code,Station Number,Year,Jan,Day,Feb,Day,Mar,Day,Apr,Day,May,Day,Jun,Day,Jul,Day,Aug,Day,Sep,Day,Oct,Day,Nov,Day,Dec,Day,Annual
IDCJAC0006,054038,2001,,,,,,,,,,,,,12.0,27,13.0,28,20.0,08,18.0,11,21.0,19,25.0,15,
IDCJAC0006,054038,2002,26.0,31,26.0,26,23.0,28,24.0,30,17.0,20,14.0,28,15.0,04,15.0,25,15.0,17,25.0,01,30.0,30,22.0,11,14.0
IDCJAC0006,054038,2003,25.0,01,24.0,21,25.0,02,19.0,27,17.0,22,13.9,24,13.2,26,15.0,07,17.3,01,19.3,01,21.8,24,21.2,06,13.2
IDCJAC0006,054038,2004,23.1,13,21.5,24,20.6,23,19.8,28,16.7,28,12.1,20,14.4,19,13.2,18,15.4,12,21.8,20,22.2,05,21.3,10,12.1
IDCJAC0006,054038,2005,29.0,09,26.4,03,22.7,30,27.4,04,16.4,12,9.9,23,13.8,10,13.5,12,13.5,16,17.0,16,23.4,28,26.0,18,9.9
IDCJAC0006,054038,2006,29.8,19,27.8,16,23.8,29,19.8,22,18.6,27,14.8,12,11.5,24,14.4,02,14.3,10,25.8,28,21.4,16,22.4,25,11.5
IDCJAC0006,054038,2007,26.5,03,28.1,26,25.7,25,19.6,27,15.5,18,10.2,20,11.8,16,12.4,19,19.2,05,22.4,13,21.3,08,24.1,27,10.2
IDCJAC0006,054038,2008,21.7,19,23.5,12,25.1,28,17.6,29,15.7,18,15.3,20,12.6,09,13.4,16,15.4,05,20.9,07,20.6,23,24.3,27,12.6
IDCJAC0006,054038,2009,25.8,22,19.4,14,22.8,31,19.8,30,15.4,19,13.7,10,12.7,16,17.7,08,18.7,27,18.3,26,23.1,06,23.6,30,12.7
IDCJAC0006,054038,2010,22.7,01,27.3,06,21.9,05,22.0,26,13.2,30,12.7,28,9.1,02,11.4,12,14.1,19,18.0,03,20.4,01,25.4,03,9.1
IDCJAC0006,054038,2011,26.9,10,26.6,15,25.5,18,20.2,11,14.4,30,12.9,14,11.0,13,14.8,18,14.4,10,15.3,01,21.5,23,22.7,06,11.0
IDCJAC0006,054038,2012,21.9,28,22.1,26,25.4,24,17.7,25,14.3,25,12.5,05,14.4,14,16.0,26,17.6,01,17.5,12,27.0,10,28.9,05,12.5
IDCJAC0006,054038,2013,21.9,28,24.8,02,22.7,01,22.1,20,12.0,22,11.6,25,15.4,23,15.3,20,18.0,16,20.8,03,21.8,29,24.6,06,11.6
IDCJAC0006,054038,2014,27.1,23,27.4,28,20.3,26,19.1,30,13.8,03,14.1,15,12.4,18,14.3,18,18.4,02,19.3,14,26.8,02,22.0,28,12.4
IDCJAC0006,054038,2015,27.1,28,29.2,20,22.5,30,13.6,21,15.9,31,12.4,30,12.1,13,13.4,05,15.6,03,26.4,22,23.2,04,29.4,17,12.1
IDCJAC0006,054038,2016,19.9,03,30.3,03,24.7,30,23.1,18,16.6,28,9.9,27,11.4,14,12.3,03,16.4,19,17.2,03,21.9,14,28.4,09,9.9
IDCJAC0006,054038,2017,34.3,27,28.8,19,22.9,04,16.9,27,16.5,31,14.6,29,14.9,21,16.1,04,17.0,14,18.5,02,20.9,18,23.5,02,14.6
IDCJAC0006,054038,2018,29.8,14,25.6,02,26.4,06,24.1,29,16.0,11,14.1,17,15.8,13,15.3,06,19.3,16,,,,,,,
