Product code,Station number,Year,Month,Lowest maximum temperature (°C),Day,Quality
IDCJAC0006,054038,2001,07,12.0,27,Y
IDCJAC0006,054038,2001,08,13.0,28,Y
IDCJAC0006,054038,2001,09,20.0,08,Y
IDCJAC0006,054038,2001,10,18.0,11,Y
IDCJAC0006,054038,2001,11,21.0,19,Y
IDCJAC0006,054038,2001,12,25.0,15,Y
IDCJAC0006,054038,2002,01,26.0,31,Y
IDCJAC0006,054038,2002,02,26.0,26,Y
IDCJAC0006,054038,2002,03,23.0,28,Y
IDCJAC0006,054038,2002,04,24.0,30,Y
IDCJAC0006,054038,2002,05,17.0,20,Y
IDCJAC0006,054038,2002,06,14.0,28,Y
IDCJAC0006,054038,2002,07,15.0,04,Y
IDCJAC0006,054038,2002,08,15.0,25,Y
IDCJAC0006,054038,2002,09,15.0,17,Y
IDCJAC0006,054038,2002,10,25.0,01,Y
IDCJAC0006,054038,2002,11,30.0,30,Y
IDCJAC0006,054038,2002,12,22.0,11,Y
IDCJAC0006,054038,2003,01,25.0,01,Y
IDCJAC0006,054038,2003,02,24.0,21,Y
IDCJAC0006,054038,2003,03,25.0,02,Y
IDCJAC0006,054038,2003,04,19.0,27,Y
IDCJAC0006,054038,2003,05,17.0,22,Y
IDCJAC0006,054038,2003,06,13.9,24,Y
IDCJAC0006,054038,2003,07,13.2,26,Y
IDCJAC0006,054038,2003,08,15.0,07,Y
IDCJAC0006,054038,2003,09,17.3,01,Y
IDCJAC0006,054038,2003,10,19.3,01,Y
IDCJAC0006,054038,2003,11,21.8,24,Y
IDCJAC0006,054038,2003,12,21.2,06,Y
IDCJAC0006,054038,2004,01,23.1,13,Y
IDCJAC0006,054038,2004,02,21.5,24,Y
IDCJAC0006,054038,2004,03,20.6,23,Y
IDCJAC0006,054038,2004,04,19.8,28,Y
IDCJAC0006,054038,2004,05,16.7,28,Y
IDCJAC0006,054038,2004,06,12.1,20,Y
IDCJAC0006,054038,2004,07,14.4,19,Y
IDCJAC0006,054038,2004,08,13.2,18,Y
IDCJAC0006,054038,2004,09,15.4,12,Y
IDCJAC0006,054038,2004,10,21.8,20,Y
IDCJAC0006,054038,2004,11,22.2,05,Y
IDCJAC0006,054038,2004,12,21.3,10,Y
IDCJAC0006,054038,2005,01,29.0,09,Y
IDCJAC0006,054038,2005,02,26.4,03,Y
IDCJAC0006,054038,2005,03,22.7,30,Y
IDCJAC0006,054038,2005,04,27.4,04,Y
IDCJAC0006,054038,2005,05,16.4,12,Y
IDCJAC0006,054038,2005,06,9.9,23,Y
IDCJAC0006,054038,2005,07,13.8,10,Y
IDCJAC0006,054038,2005,08,13.5,12,Y
IDCJAC0006,054038,2005,09,13.5,16,Y
IDCJAC0006,054038,2005,10,17.0,16,Y
IDCJAC0006,054038,2005,11,23.4,28,Y
IDCJAC0006,054038,2005,12,26.0,18,Y
IDCJAC0006,054038,2006,01,29.8,19,Y
IDCJAC0006,054038,2006,02,27.8,16,Y
IDCJAC0006,054038,2006,03,23.8,29,Y
IDCJAC0006,054038,2006,04,19.8,22,Y
IDCJAC0006,054038,2006,05,18.6,27,Y
IDCJAC0006,054038,2006,06,14.8,12,Y
IDCJAC0006,054038,2006,07,11.5,24,Y
IDCJAC0006,054038,2006,08,14.4,02,Y
IDCJAC0006,054038,2006,09,14.3,10,Y
IDCJAC0006,054038,2006,10,25.8,28,Y
IDCJAC0006,054038,2006,11,21.4,16,Y
IDCJAC0006,054038,2006,12,22.4,25,Y
IDCJAC0006,054038,2007,01,26.5,03,Y
IDCJAC0006,054038,2007,02,28.1,26,Y
IDCJAC0006,054038,2007,03,25.7,25,Y
IDCJAC0006,054038,2007,04,19.6,27,Y
IDCJAC0006,054038,2007,05,15.5,18,Y
IDCJAC0006,054038,2007,06,10.2,20,Y
IDCJAC0006,054038,2007,07,11.8,16,Y
IDCJAC0006,054038,2007,08,12.4,19,Y
IDCJAC0006,054038,2007,09,19.2,05,Y
IDCJAC0006,054038,2007,10,22.4,13,Y
IDCJAC0006,054038,2007,11,21.3,08,Y
IDCJAC0006,054038,2007,12,24.1,27,Y
IDCJAC0006,054038,2008,01,21.7,19,Y
IDCJAC0006,054038,2008,02,23.5,12,Y
IDCJAC0006,054038,2008,03,25.1,28,Y
IDCJAC0006,054038,2008,04,17.6,29,Y
IDCJAC0006,054038,2008,05,15.7,18,Y
IDCJAC0006,054038,2008,06,15.3,20,Y
IDCJAC0006,054038,2008,07,12.6,09,Y
IDCJAC0006,054038,2008,08,13.4,16,Y
IDCJAC0006,054038,2008,09,15.4,05,Y
IDCJAC0006,054038,2008,10,20.9,07,Y
IDCJAC0006,054038,2008,11,20.6,23,Y
IDCJAC0006,054038,2008,12,24.3,27,Y
IDCJAC0006,054038,2009,01,25.8,22,Y
IDCJAC0006,054038,2009,02,19.4,14,Y
IDCJAC0006,054038,2009,03,22.8,31,Y
IDCJAC0006,054038,2009,04,19.8,30,Y
IDCJAC0006,054038,2009,05,15.4,19,Y
IDCJAC0006,054038,2009,06,13.7,10,Y
IDCJAC0006,054038,2009,07,12.7,16,Y
IDCJAC0006,054038,2009,08,17.7,08,Y
IDCJAC0006,054038,2009,09,18.7,27,Y
IDCJAC0006,054038,2009,10,18.3,26,Y
IDCJAC0006,054038,2009,11,23.1,06,Y
IDCJAC0006,054038,2009,12,23.6,30,Y
IDCJAC0006,054038,2010,01,22.7,01,Y
IDCJAC0006,054038,2010,02,27.3,06,Y
IDCJAC0006,054038,2010,03,21.9,05,Y
IDCJAC0006,054038,2010,04,22.0,26,Y
IDCJAC0006,054038,2010,05,13.2,30,Y
IDCJAC0006,054038,2010,06,12.7,28,Y
IDCJAC0006,054038,2010,07,9.1,02,Y
IDCJAC0006,054038,2010,08,11.4,12,Y
IDCJAC0006,054038,2010,09,14.1,19,Y
IDCJAC0006,054038,2010,10,18.0,03,Y
IDCJAC0006,054038,2010,11,20.4,01,Y
IDCJAC0006,054038,2010,12,25.4,03,Y
IDCJAC0006,054038,2011,01,26.9,10,Y
IDCJAC0006,054038,2011,02,26.6,15,Y
IDCJAC0006,054038,2011,03,25.5,18,Y
IDCJAC0006,054038,2011,04,20.2,11,Y
IDCJAC0006,054038,2011,05,14.4,30,Y
IDCJAC0006,054038,2011,06,12.9,14,Y
IDCJAC0006,054038,2011,07,11.0,13,Y
IDCJAC0006,054038,2011,08,14.8,18,Y
IDCJAC0006,054038,2011,09,14.4,10,Y
IDCJAC0006,054038,2011,10,15.3,01,Y
IDCJAC0006,054038,2011,11,21.5,23,Y
IDCJAC0006,054038,2011,12,22.7,06,Y
IDCJAC0006,054038,2012,01,21.9,28,Y
IDCJAC0006,054038,2012,02,22.1,26,Y
IDCJAC0006,054038,2012,03,25.4,24,Y
IDCJAC0006,054038,2012,04,17.7,25,Y
IDCJAC0006,054038,2012,05,14.3,25,Y
