Product code,Station Number,Year,Jan,Day,Feb,Day,Mar,Day,Apr,Day,May,Day,Jun,Day,Jul,Day,Aug,Day,Sep,Day,Oct,Day,Nov,Day,Dec,Day,Annual
IDCJAC0006,075041,1970,,,,,,,,,,,,,,,12.7,31,12.3,24,15.3,14,18.4,16,20.3,09,
IDCJAC0006,075041,1971,22.8,31,24.9,10,24.6,27,16.3,28,16.1,05,9.4,14,,,12.8,31,14.0,01,18.7,27,11.2,07,21.4,07,
IDCJAC0006,075041,1972,20.8,13,,,23.7,24,17.3,24,13.0,19,12.8,21,10.6,03,9.9,16,13.6,07,16.5,11,23.4,02,26.7,03,
IDCJAC0006,075041,1973,23.3,13,22.7,07,18.3,30,20.3,08,,,11.2,15,12.2,01,11.6,18,14.0,04,,,,,,,
IDCJAC0006,075041,1974,,,19.5,19,21.5,31,15.8,30,10.6,24,11.5,25,7.5,05,10.5,05,11.8,01,14.5,17,,,,,
IDCJAC0006,075041,1975,,,,,,,,,,,,,,,,,13.5,04,15.5,12,20.1,05,23.4,28,
IDCJAC0006,075041,1976,29.7,31,23.2,01,23.0,27,16.1,29,15.5,24,,,,,,,,,,,,,,,
IDCJAC0006,075041,1977,,,21.9,21,20.5,16,15.7,07,10.0,31,11.2,30,11.1,14,13.4,13,14.1,13,18.4,06,20.1,02,29.2,29,
IDCJAC0006,075041,1978,21.7,05,25.3,28,19.7,27,15.4,26,11.9,19,10.7,12,10.0,10,9.8,12,11.9,13,16.4,18,21.7,04,20.3,13,9.8
IDCJAC0006,075041,1979,25.3,17,21.4,14,24.1,25,16.9,23,14.4,07,15.2,18,,,12.8,30,14.3,05,14.8,15,25.7,02,27.3,11,
IDCJAC0006,075041,1980,28.2,15,26.9,01,22.6,09,18.5,28,12.3,22,12.0,30,10.5,11,12.8,15,16.0,09,18.6,07,19.4,03,18.5,17,10.5
IDCJAC0006,075041,1981,28.7,22,25.6,05,20.9,13,17.2,29,14.2,27,8.3,23,7.9,13,11.4,31,14.8,23,19.8,15,18.7,16,23.6,13,7.9
IDCJAC0006,075041,1982,22.7,26,27.4,18,18.7,24,13.4,27,12.8,31,9.0,20,10.7,31,14.1,12,14.6,09,17.8,01,21.3,18,26.7,20,9.0
IDCJAC0006,075041,1983,21.7,11,27.6,21,17.7,23,16.0,06,12.2,31,8.7,24,7.4,18,10.8,19,13.7,12,16.8,31,17.2,16,19.3,07,7.4
IDCJAC0006,075041,1984,21.3,26,21.8,28,18.3,27,14.3,19,15.8,24,15.6,21,6.1,03,11.1,16,12.2,19,15.4,16,21.8,12,22.3,04,6.1
IDCJAC0006,075041,1985,24.3,06,23.8,27,21.7,05,14.7,25,13.1,19,9.7,05,10.3,21,11.1,10,13.3,02,15.1,12,22.4,27,21.1,23,9.7
IDCJAC0006,075041,1986,23.4,09,23.6,18,21.9,10,14.4,16,13.2,20,9.8,21,8.4,25,9.7,03,13.3,16,13.8,03,16.3,18,23.3,12,8.4
IDCJAC0006,075041,1987,24.3,04,22.2,22,16.4,02,18.1,20,15.0,03,11.4,30,11.7,21,11.8,27,11.8,02,15.3,05,21.6,25,20.6,04,11.4
IDCJAC0006,075041,1988,24.9,24,21.4,07,20.7,30,19.1,20,12.7,24,10.7,30,8.3,01,10.6,08,14.3,13,19.0,10,18.1,23,23.5,08,8.3
IDCJAC0006,075041,1989,23.7,11,26.0,10,18.4,31,17.7,13,12.0,31,8.0,09,8.6,15,10.0,23,13.7,13,17.3,02,21.7,09,22.3,14,8.0
IDCJAC0006,075041,1990,24.4,16,23.6,01,24.0,28,20.6,15,9.1,31,10.3,28,8.6,01,10.0,01,10.6,13,17.7,20,21.3,10,18.5,10,8.6
IDCJAC0006,075041,1991,26.7,29,28.0,16,20.0,22,15.7,25,16.6,16,11.7,12,10.1,22,9.6,01,11.4,12,,,20.6,08,16.4,11,
IDCJAC0006,075041,1992,23.2,07,15.6,23,21.3,21,15.6,22,12.7,21,9.3,21,9.3,20,10.2,03,16.0,29,15.1,18,16.0,10,17.8,17,9.3
IDCJAC0006,075041,1993,25.3,06,25.0,09,,,20.7,08,15.0,15,11.4,11,11.7,05,11.7,03,14.0,11,15.1,04,16.8,02,17.4,27,
