Product code,Station number,Year,Month,Lowest maximum temperature (°C),Day,Quality
IDCJAC0006,032037,1970,01,30.1,03,Y
IDCJAC0006,032037,1970,02,27.1,06,Y
IDCJAC0006,032037,1970,03,25.8,20,Y
IDCJAC0006,032037,1970,04,24.4,28,Y
IDCJAC0006,032037,1970,05,22.2,23,Y
IDCJAC0006,032037,1970,06,22.0,17,Y
IDCJAC0006,032037,1970,07,20.6,14,Y
IDCJAC0006,032037,1970,08,18.3,08,Y
IDCJAC0006,032037,1970,09,22.7,12,Y
IDCJAC0006,032037,1970,10,24.3,11,Y
IDCJAC0006,032037,1970,11,26.5,23,Y
IDCJAC0006,032037,1970,12,28.6,21,Y
IDCJAC0006,032037,1971,01,29.7,09,Y
IDCJAC0006,032037,1971,02,26.0,17,Y
IDCJAC0006,032037,1971,03,25.6,30,Y
IDCJAC0006,032037,1971,04,22.6,23,Y
IDCJAC0006,032037,1971,05,22.8,27,Y
IDCJAC0006,032037,1971,06,19.6,25,Y
IDCJAC0006,032037,1971,07,20.7,10,Y
IDCJAC0006,032037,1971,08,22.3,17,Y
IDCJAC0006,032037,1971,09,25.2,14,Y
IDCJAC0006,032037,1971,10,27.6,30,Y
IDCJAC0006,032037,1971,11,27.9,05,Y
IDCJAC0006,032037,1971,12,29.6,03,Y
IDCJAC0006,032037,1972,01,25.2,07,Y
IDCJAC0006,032037,1972,02,25.7,28,Y
IDCJAC0006,032037,1972,03,23.3,08,Y
IDCJAC0006,032037,1972,04,23.8,29,Y
IDCJAC0006,032037,1972,05,21.1,22,Y
IDCJAC0006,032037,1972,06,20.4,14,Y
IDCJAC0006,032037,1972,07,21.7,18,Y
IDCJAC0006,032037,1972,08,22.5,04,Y
IDCJAC0006,032037,1972,09,23.0,11,Y
IDCJAC0006,032037,1972,10,27.9,09,Y
IDCJAC0006,032037,1972,11,27.6,15,Y
IDCJAC0006,032037,1972,12,26.4,01,Y
IDCJAC0006,032037,1973,01,28.7,21,Y
IDCJAC0006,032037,1973,02,27.5,23,Y
IDCJAC0006,032037,1973,03,25.3,06,Y
IDCJAC0006,032037,1973,04,25.2,15,Y
IDCJAC0006,032037,1973,05,23.0,19,Y
IDCJAC0006,032037,1973,06,21.8,27,Y
IDCJAC0006,032037,1973,07,22.2,16,Y
IDCJAC0006,032037,1973,08,21.8,19,Y
IDCJAC0006,032037,1973,09,22.0,08,Y
IDCJAC0006,032037,1973,10,25.8,08,Y
IDCJAC0006,032037,1973,11,25.1,15,Y
IDCJAC0006,032037,1973,12,24.4,13,Y
IDCJAC0006,032037,1974,01,26.5,20,Y
IDCJAC0006,032037,1974,02,24.6,12,Y
IDCJAC0006,032037,1974,03,25.0,21,Y
IDCJAC0006,032037,1974,04,27.4,07,Y
IDCJAC0006,032037,1974,05,21.0,26,Y
IDCJAC0006,032037,1974,06,20.0,18,Y
IDCJAC0006,032037,1974,07,20.4,09,Y
IDCJAC0006,032037,1974,08,23.0,09,Y
IDCJAC0006,032037,1974,09,23.5,10,Y
IDCJAC0006,032037,1974,10,25.4,05,Y
IDCJAC0006,032037,1974,11,27.8,23,Y
IDCJAC0006,032037,1974,12,26.9,30,Y
IDCJAC0006,032037,1975,01,27.1,30,Y
IDCJAC0006,032037,1975,02,25.7,04,Y
IDCJAC0006,032037,1975,03,28.0,19,Y
IDCJAC0006,032037,1975,07,22.4,26,Y
IDCJAC0006,032037,1975,08,20.9,07,Y
IDCJAC0006,032037,1975,09,18.5,07,Y
IDCJAC0006,032037,1975,10,25.7,06,Y
IDCJAC0006,032037,1975,11,27.2,19,Y
IDCJAC0006,032037,1975,12,24.6,27,Y
IDCJAC0006,032037,1976,01,27.0,05,Y
IDCJAC0006,032037,1976,02,25.8,29,Y
IDCJAC0006,032037,1976,03,27.0,30,Y
IDCJAC0006,032037,1976,04,23.9,24,Y
IDCJAC0006,032037,1976,05,22.0,29,Y
IDCJAC0006,032037,1976,06,21.6,17,Y
IDCJAC0006,032037,1976,07,19.7,17,Y
IDCJAC0006,032037,1976,08,22.0,04,Y
IDCJAC0006,032037,1976,09,25.1,11,Y
IDCJAC0006,032037,1976,10,25.5,01,Y
IDCJAC0006,032037,1976,11,29.1,09,Y
IDCJAC0006,032037,1976,12,26.5,19,Y
IDCJAC0006,032037,1977,01,25.5,31,Y
IDCJAC0006,032037,1977,02,25.7,08,Y
IDCJAC0006,032037,1977,03,24.6,12,Y
IDCJAC0006,032037,1977,04,25.3,18,Y
IDCJAC0006,032037,1977,05,23.1,29,Y
IDCJAC0006,032037,1977,06,17.1,12,Y
IDCJAC0006,032037,1977,07,20.2,02,Y
IDCJAC0006,032037,1977,08,22.5,01,Y
IDCJAC0006,032037,1977,09,23.2,26,Y
IDCJAC0006,032037,1977,10,24.2,14,Y
IDCJAC0006,032037,1977,11,27.7,26,Y
IDCJAC0006,032037,1977,12,27.5,23,Y
IDCJAC0006,032037,1978,01,25.3,14,Y
IDCJAC0006,032037,1978,02,26.0,26,Y
IDCJAC0006,032037,1978,03,27.8,10,Y
IDCJAC0006,032037,1978,04,22.7,29,Y
IDCJAC0006,032037,1978,05,19.5,13,Y
IDCJAC0006,032037,1978,06,21.4,13,Y
IDCJAC0006,032037,1978,07,19.2,12,Y
IDCJAC0006,032037,1978,08,21.3,10,Y
IDCJAC0006,032037,1978,09,23.8,15,Y
IDCJAC0006,032037,1978,10,22.4,10,Y
IDCJAC0006,032037,1978,11,27.2,02,Y
IDCJAC0006,032037,1978,12,26.3,08,Y
IDCJAC0006,032037,1979,01,26.1,19,Y
IDCJAC0006,032037,1979,02,26.6,12,Y
IDCJAC0006,032037,1979,03,26.4,12,Y
IDCJAC0006,032037,1979,04,22.7,13,Y
IDCJAC0006,032037,1979,05,21.8,16,Y
IDCJAC0006,032037,1979,06,21.1,20,Y
IDCJAC0006,032037,1979,07,19.5,28,Y
IDCJAC0006,032037,1979,08,21.6,15,Y
IDCJAC0006,032037,1979,09,24.0,27,Y
IDCJAC0006,032037,1979,10,25.9,31,Y
IDCJAC0006,032037,1979,11,26.5,02,Y
IDCJAC0006,032037,1980,01,28.9,04,Y
IDCJAC0006,032037,1980,02,27.4,11,Y
IDCJAC0006,032037,1980,03,25.0,20,Y
IDCJAC0006,032037,1980,04,25.5,22,Y
IDCJAC0006,032037,1980,05,22.7,22,Y
IDCJAC0006,032037,1980,06,21.9,25,Y
IDCJAC0006,032037,1980,07,22.4,12,Y
IDCJAC0006,032037,1980,08,21.2,03,Y
IDCJAC0006,032037,1980,09,25.6,08,Y
IDCJAC0006,032037,1980,10,24.5,02,Y
IDCJAC0006,032037,1980,11,27.9,11,Y
IDCJAC0006,032037,1980,12,27.8,22,Y
IDCJAC0006,032037,1981,01,23.7,10,Y
IDCJAC0006,032037,1981,02,25.7,26,Y
IDCJAC0006,032037,1981,03,26.0,18,Y
IDCJAC0006,032037,1981,04,26.4,27,Y
IDCJAC0006,032037,1981,05,22.4,21,Y
IDCJAC0006,032037,1981,06,22.1,20,Y
IDCJAC0006,032037,1981,07,21.8,17,Y
IDCJAC0006,032037,1981,08,22.6,25,Y
IDCJAC0006,032037,1981,09,23.7,07,Y
IDCJAC0006,032037,1981,10,24.3,05,Y
IDCJAC0006,032037,1981,11,27.4,18,Y
IDCJAC0006,032037,1981,12,30.1,06,Y
IDCJAC0006,032037,1982,01,28.0,28,Y
IDCJAC0006,032037,1982,02,29.0,13,Y
IDCJAC0006,032037,1982,03,26.0,31,Y
IDCJAC0006,032037,1982,04,23.7,30,Y
IDCJAC0006,032037,1982,05,23.5,01,Y
IDCJAC0006,032037,1982,06,20.4,05,Y
IDCJAC0006,032037,1982,07,21.8,15,Y
IDCJAC0006,032037,1982,08,19.5,19,Y
IDCJAC0006,032037,1982,09,20.9,06,Y
IDCJAC0006,032037,1983,01,29.2,29,Y
IDCJAC0006,032037,1983,02,29.0,07,Y
IDCJAC0006,032037,1983,03,25.0,08,Y
IDCJAC0006,032037,1983,04,24.5,20,Y
IDCJAC0006,032037,1983,05,22.6,12,Y
IDCJAC0006,032037,1983,06,21.1,12,Y
IDCJAC0006,032037,1983,07,18.0,09,Y
IDCJAC0006,032037,1983,08,20.3,06,Y
IDCJAC0006,032037,1983,09,25.4,27,Y
IDCJAC0006,032037,1983,10,27.8,01,Y
IDCJAC0006,032037,1983,11,27.7,04,Y
IDCJAC0006,032037,1983,12,28.4,15,Y
IDCJAC0006,032037,1984,01,29.4,21,Y
IDCJAC0006,032037,1984,02,25.9,07,Y
IDCJAC0006,032037,1984,03,27.5,29,Y
IDCJAC0006,032037,1984,04,24.0,30,Y
IDCJAC0006,032037,1984,05,23.5,28,Y
IDCJAC0006,032037,1984,06,21.4,30,Y
IDCJAC0006,032037,1984,07,20.0,05,Y
IDCJAC0006,032037,1984,08,22.5,12,Y
IDCJAC0006,032037,1984,09,26.1,05,Y
IDCJAC0006,032037,1984,10,24.5,08,Y
IDCJAC0006,032037,1984,11,27.5,27,Y
IDCJAC0006,032037,1984,12,28.4,10,Y
IDCJAC0006,032037,1985,01,29.0,16,Y
IDCJAC0006,032037,1985,02,25.5,06,Y
IDCJAC0006,032037,1985,03,26.0,31,Y
IDCJAC0006,032037,1985,04,24.5,22,Y
IDCJAC0006,032037,1985,05,21.5,21,Y
IDCJAC0006,032037,1985,06,20.0,22,Y
IDCJAC0006,032037,1985,07,20.5,19,Y
IDCJAC0006,032037,1985,08,22.2,02,Y
IDCJAC0006,032037,1985,09,21.5,09,Y
IDCJAC0006,032037,1985,10,24.5,01,Y
IDCJAC0006,032037,1985,11,27.0,05,Y
IDCJAC0006,032037,1985,12,29.0,04,Y
IDCJAC0006,032037,1986,01,25.0,29,Y
IDCJAC0006,032037,1986,02,29.6,01,Y
IDCJAC0006,032037,1986,03,26.5,26,Y
IDCJAC0006,032037,1986,04,24.8,14,Y
IDCJAC0006,032037,1986,05,22.8,31,Y
IDCJAC0006,032037,1986,06,21.4,25,Y
IDCJAC0006,032037,1986,07,21.5,29,Y
IDCJAC0006,032037,1986,08,22.0,06,Y
IDCJAC0006,032037,1986,09,22.9,02,Y
IDCJAC0006,032037,1986,10,28.2,31,Y
IDCJAC0006,032037,1986,11,27.5,20,Y
IDCJAC0006,032037,1986,12,26.5,04,Y
IDCJAC0006,032037,1987,01,30.2,05,Y
IDCJAC0006,032037,1987,02,27.5,01,Y
IDCJAC0006,032037,1987,03,26.2,26,Y
IDCJAC0006,032037,1987,04,24.6,25,Y
IDCJAC0006,032037,1987,05,22.3,29,Y
IDCJAC0006,032037,1987,06,22.8,26,Y
IDCJAC0006,032037,1987,07,20.5,08,Y
IDCJAC0006,032037,1987,08,22.5,07,Y
IDCJAC0006,032037,1987,09,24.2,10,Y
IDCJAC0006,032037,1987,10,27.0,03,Y
IDCJAC0006,032037,1987,11,27.2,01,Y
IDCJAC0006,032037,1987,12,26.7,04,Y
IDCJAC0006,032037,1988,01,29.5,13,Y
IDCJAC0006,032037,1988,02,27.8,05,Y
IDCJAC0006,032037,1988,03,25.5,21,Y
IDCJAC0006,032037,1988,04,25.5,22,Y
IDCJAC0006,032037,1988,05,23.6,31,Y
IDCJAC0006,032037,1988,06,20.3,25,Y
IDCJAC0006,032037,1988,07,22.2,17,Y
IDCJAC0006,032037,1988,08,21.2,13,Y
IDCJAC0006,032037,1988,09,24.7,15,Y
IDCJAC0006,032037,1988,10,27.8,31,Y
IDCJAC0006,032037,1988,11,25.6,07,Y
IDCJAC0006,032037,1988,12,25.8,14,Y
IDCJAC0006,032037,1989,01,26.4,26,Y
IDCJAC0006,032037,1989,02,26.9,02,Y
IDCJAC0006,032037,1989,03,25.4,09,Y
IDCJAC0006,032037,1989,04,24.3,24,Y
IDCJAC0006,032037,1989,05,23.8,24,Y
IDCJAC0006,032037,1989,06,19.6,26,Y
IDCJAC0006,032037,1989,07,19.9,19,Y
IDCJAC0006,032037,1989,08,20.4,11,Y
IDCJAC0006,032037,1989,09,22.7,07,Y
IDCJAC0006,032037,1989,10,28.2,30,Y
IDCJAC0006,032037,1989,11,26.5,27,Y
IDCJAC0006,032037,1989,12,26.0,16,Y
IDCJAC0006,032037,1990,01,28.5,11,Y
IDCJAC0006,032037,1990,02,26.7,23,Y
IDCJAC0006,032037,1990,03,27.4,23,Y
IDCJAC0006,032037,1990,04,24.1,30,Y
IDCJAC0006,032037,1990,05,17.2,26,Y
IDCJAC0006,032037,1990,06,20.1,21,Y
IDCJAC0006,032037,1990,07,19.4,04,Y
IDCJAC0006,032037,1990,08,21.6,02,Y
IDCJAC0006,032037,1990,09,23.5,28,Y
IDCJAC0006,032037,1990,10,24.2,01,Y
IDCJAC0006,032037,1990,11,29.0,21,Y
IDCJAC0006,032037,1990,12,26.5,24,Y
IDCJAC0006,032037,1991,01,25.6,14,Y
IDCJAC0006,032037,1991,02,25.5,16,Y
IDCJAC0006,032037,1991,03,27.7,06,Y
IDCJAC0006,032037,1991,04,25.2,20,Y
IDCJAC0006,032037,1991,05,22.1,14,Y
IDCJAC0006,032037,1991,06,23.6,04,Y
IDCJAC0006,032037,1991,07,22.5,14,Y
IDCJAC0006,032037,1991,08,22.6,26,Y
IDCJAC0006,032037,1991,09,25.2,09,Y
IDCJAC0006,032037,1991,10,28.1,15,Y
IDCJAC0006,032037,1991,11,27.6,17,Y
IDCJAC0006,032037,1991,12,28.2,10,Y
IDCJAC0006,032037,1992,01,28.2,23,Y
IDCJAC0006,032037,1992,02,27.4,27,Y
IDCJAC0006,032037,1992,03,27.6,31,Y
IDCJAC0006,032037,1992,04,25.7,12,Y
IDCJAC0006,032037,1992,05,22.8,24,Y
IDCJAC0006,032037,1992,06,22.6,22,Y
IDCJAC0006,032037,1992,07,20.3,24,Y
IDCJAC0006,032037,1992,08,23.3,03,Y
IDCJAC0006,032037,1992,09,26.6,22,Y
IDCJAC0006,032037,1992,10,26.6,13,Y
IDCJAC0006,032037,1992,11,27.1,01,Y
IDCJAC0006,032037,1992,12,25.0,19,Y
IDCJAC0006,032037,1993,01,25.3,08,Y
IDCJAC0006,032037,1993,02,25.9,18,Y
IDCJAC0006,032037,1993,03,28.7,06,Y
IDCJAC0006,032037,1993,04,24.2,30,Y
IDCJAC0006,032037,1993,05,23.3,20,Y
IDCJAC0006,032037,1993,06,22.6,29,Y
IDCJAC0006,032037,1993,07,21.4,22,Y
IDCJAC0006,032037,1993,08,22.3,24,Y
IDCJAC0006,032037,1993,09,24.5,04,Y
IDCJAC0006,032037,1993,10,26.2,01,Y
IDCJAC0006,032037,1993,11,29.0,27,Y
IDCJAC0006,032037,1993,12,28.8,29,Y
IDCJAC0006,032037,1994,01,25.4,31,Y
IDCJAC0006,032037,1994,02,28.0,26,Y
IDCJAC0006,032037,1994,03,25.2,20,Y
IDCJAC0006,032037,1994,04,22.0,14,Y
IDCJAC0006,032037,1994,05,22.6,13,Y
IDCJAC0006,032037,1994,06,21.8,29,Y
IDCJAC0006,032037,1994,07,21.1,20,Y
IDCJAC0006,032037,1994,08,20.6,10,Y
IDCJAC0006,032037,1994,09,24.0,02,Y
IDCJAC0006,032037,1994,10,25.6,25,Y
IDCJAC0006,032037,1994,11,29.0,12,Y
IDCJAC0006,032037,1994,12,26.4,06,Y
IDCJAC0006,032037,1995,01,28.9,14,Y
IDCJAC0006,032037,1995,02,24.5,26,Y
IDCJAC0006,032037,1995,03,27.0,14,Y
IDCJAC0006,032037,1995,04,27.2,27,Y
IDCJAC0006,032037,1995,05,23.2,07,Y
IDCJAC0006,032037,1995,06,20.0,19,Y
IDCJAC0006,032037,1995,07,21.5,05,Y
IDCJAC0006,032037,1995,08,17.8,07,Y
IDCJAC0006,032037,1995,09,25.0,08,Y
IDCJAC0006,032037,1995,10,25.0,10,Y
IDCJAC0006,032037,1995,11,29.0,12,Y
IDCJAC0006,032037,1995,12,27.5,25,Y
IDCJAC0006,032037,1996,01,27.5,19,Y
IDCJAC0006,032037,1996,02,26.7,24,Y
IDCJAC0006,032037,1996,03,26.2,28,Y
IDCJAC0006,032037,1996,04,26.0,20,Y
IDCJAC0006,032037,1996,05,21.6,16,Y
IDCJAC0006,032037,1996,06,23.2,09,Y
IDCJAC0006,032037,1996,07,20.6,07,Y
IDCJAC0006,032037,1996,08,21.2,20,Y
IDCJAC0006,032037,1996,09,24.7,22,Y
IDCJAC0006,032037,1996,10,25.0,24,Y
IDCJAC0006,032037,1996,11,27.0,04,Y
IDCJAC0006,032037,1996,12,28.0,21,Y
IDCJAC0006,032037,1997,01,27.0,05,Y
IDCJAC0006,032037,1997,02,28.0,11,Y
IDCJAC0006,032037,1997,07,20.5,20,Y
IDCJAC0006,032037,1998,04,27.6,07,Y
IDCJAC0006,032037,1998,07,20.0,11,Y
IDCJAC0006,032037,1998,08,20.1,01,Y
IDCJAC0006,032037,1999,01,27.5,06,Y
IDCJAC0006,032037,1999,10,25.8,08,Y
IDCJAC0006,032037,1999,11,24.1,27,Y
IDCJAC0006,032037,1999,12,25.2,23,Y
IDCJAC0006,032037,2000,01,27.3,13,Y
IDCJAC0006,032037,2000,02,26.7,06,Y
IDCJAC0006,032037,2000,03,26.0,19,Y
IDCJAC0006,032037,2000,04,24.0,28,Y
IDCJAC0006,032037,2000,05,21.0,31,Y
IDCJAC0006,032037,2000,06,20.0,15,Y
IDCJAC0006,032037,2000,07,21.0,01,Y
IDCJAC0006,032037,2000,08,21.0,03,Y
IDCJAC0006,032037,2000,09,26.0,26,Y
IDCJAC0006,032037,2000,11,25.0,11,Y
IDCJAC0006,032037,2000,12,24.0,05,Y
IDCJAC0006,032037,2001,01,27.0,05,Y
IDCJAC0006,032037,2001,02,26.0,17,Y
IDCJAC0006,032037,2001,03,27.0,05,Y
IDCJAC0006,032037,2001,04,26.0,01,Y
IDCJAC0006,032037,2001,05,25.0,31,Y
IDCJAC0006,032037,2001,06,22.0,27,Y
IDCJAC0006,032037,2001,07,22.0,26,Y
IDCJAC0006,032037,2001,08,23.0,03,Y
IDCJAC0006,032037,2001,09,25.0,20,Y
IDCJAC0006,032037,2001,10,25.0,22,Y
IDCJAC0006,032037,2001,11,29.0,06,Y
IDCJAC0006,032037,2001,12,30.0,14,Y
IDCJAC0006,032037,2002,01,29.0,19,Y
IDCJAC0006,032037,2002,02,29.0,18,Y
IDCJAC0006,032037,2002,03,27.0,05,Y
IDCJAC0006,032037,2002,04,26.0,16,Y
IDCJAC0006,032037,2002,05,24.0,04,Y
IDCJAC0006,032037,2002,06,21.0,30,Y
IDCJAC0006,032037,2002,07,22.0,23,Y
IDCJAC0006,032037,2002,08,23.0,21,Y
IDCJAC0006,032037,2002,09,26.0,16,Y
IDCJAC0006,032037,2002,10,26.0,01,Y
IDCJAC0006,032037,2002,11,27.0,19,Y
IDCJAC0006,032037,2002,12,28.0,18,Y
IDCJAC0006,032037,2003,01,28.0,26,Y
IDCJAC0006,032037,2003,02,31.0,18,Y
IDCJAC0006,032037,2003,03,25.0,13,Y
IDCJAC0006,032037,2003,04,24.0,20,Y
IDCJAC0006,032037,2003,05,22.0,06,Y
IDCJAC0006,032037,2003,06,22.0,25,Y
IDCJAC0006,032037,2003,07,22.0,26,Y
IDCJAC0006,032037,2003,08,22.0,02,Y
IDCJAC0006,032037,2003,09,25.0,07,Y
IDCJAC0006,032037,2003,10,25.0,13,Y
IDCJAC0006,032037,2003,11,28.0,06,Y
IDCJAC0006,032037,2003,12,27.0,01,Y
IDCJAC0006,032037,2004,01,28.0,15,Y
IDCJAC0006,032037,2004,02,27.0,05,Y
IDCJAC0006,032037,2004,03,26.0,25,Y
IDCJAC0006,032037,2004,04,25.0,30,Y
IDCJAC0006,032037,2004,05,22.0,29,Y
IDCJAC0006,032037,2004,06,21.0,23,Y
IDCJAC0006,032037,2004,07,22.0,20,Y
IDCJAC0006,032037,2004,08,25.0,26,Y
IDCJAC0006,032037,2004,09,21.0,03,Y
IDCJAC0006,032037,2004,10,26.0,14,Y
IDCJAC0006,032037,2004,11,24.0,24,Y
IDCJAC0006,032037,2004,12,28.0,31,Y
IDCJAC0006,032037,2005,01,27.0,21,Y
IDCJAC0006,032037,2005,02,27.0,15,Y
IDCJAC0006,032037,2005,03,25.0,14,Y
IDCJAC0006,032037,2005,04,25.0,29,Y
IDCJAC0006,032037,2005,05,23.0,31,Y
IDCJAC0006,032037,2005,06,21.0,23,Y
IDCJAC0006,032037,2005,07,21.0,22,Y
IDCJAC0006,032037,2005,08,21.0,14,Y
IDCJAC0006,032037,2005,09,25.0,02,Y
IDCJAC0006,032037,2005,10,28.0,06,Y
IDCJAC0006,032037,2005,11,29.0,18,Y
IDCJAC0006,032037,2005,12,27.0,23,Y
IDCJAC0006,032037,2006,01,29.0,30,Y
IDCJAC0006,032037,2006,02,29.0,25,Y
IDCJAC0006,032037,2006,03,27.0,30,Y
IDCJAC0006,032037,2006,04,26.0,21,Y
IDCJAC0006,032037,2006,05,23.0,03,Y
IDCJAC0006,032037,2006,06,22.0,21,Y
IDCJAC0006,032037,2006,07,21.0,21,Y
IDCJAC0006,032037,2006,08,23.0,09,Y
IDCJAC0006,032037,2006,09,23.0,14,Y
IDCJAC0006,032037,2006,10,25.0,13,Y
IDCJAC0006,032037,2006,11,28.0,20,Y
IDCJAC0006,032037,2006,12,28.0,29,Y
IDCJAC0006,032037,2007,01,29.0,31,Y
IDCJAC0006,032037,2007,02,26.0,05,Y
IDCJAC0006,032037,2007,03,28.0,24,Y
IDCJAC0006,032037,2007,04,25.0,15,Y
IDCJAC0006,032037,2007,05,25.0,28,Y
IDCJAC0006,032037,2007,06,18.0,20,Y
IDCJAC0006,032037,2007,07,21.0,25,Y
IDCJAC0006,032037,2007,08,22.0,19,Y
IDCJAC0006,032037,2007,09,24.0,05,Y
IDCJAC0006,032037,2007,10,24.0,02,Y
IDCJAC0006,032037,2007,11,27.0,13,Y
IDCJAC0006,032037,2007,12,27.0,29,Y
IDCJAC0006,032037,2008,01,28.0,08,Y
IDCJAC0006,032037,2008,02,27.0,28,Y
IDCJAC0006,032037,2008,03,25.0,29,Y
IDCJAC0006,032037,2008,04,25.0,18,Y
IDCJAC0006,032037,2008,05,23.0,27,Y
IDCJAC0006,032037,2008,06,22.0,16,Y
IDCJAC0006,032037,2008,07,19.0,23,Y
IDCJAC0006,032037,2008,08,22.2,19,Y
IDCJAC0006,032037,2008,09,21.8,10,Y
IDCJAC0006,032037,2008,10,26.1,19,Y
IDCJAC0006,032037,2008,11,28.0,10,Y
IDCJAC0006,032037,2008,12,30.6,17,Y
IDCJAC0006,032037,2009,01,25.9,31,Y
IDCJAC0006,032037,2009,02,26.3,04,Y
IDCJAC0006,032037,2009,03,26.4,06,Y
IDCJAC0006,032037,2009,04,27.8,09,Y
IDCJAC0006,032037,2009,05,23.0,26,Y
IDCJAC0006,032037,2009,06,23.2,18,Y
IDCJAC0006,032037,2009,07,21.9,26,Y
IDCJAC0006,032037,2009,08,22.5,06,Y
IDCJAC0006,032037,2009,09,27.2,04,Y
IDCJAC0006,032037,2009,10,26.7,19,Y
IDCJAC0006,032037,2009,11,26.4,11,Y
IDCJAC0006,032037,2009,12,28.1,07,Y
IDCJAC0006,032037,2010,01,28.0,29,Y
IDCJAC0006,032037,2010,02,27.4,19,Y
IDCJAC0006,032037,2010,03,27.0,19,Y
IDCJAC0006,032037,2010,04,25.5,04,Y
IDCJAC0006,032037,2010,05,24.3,19,Y
IDCJAC0006,032037,2010,06,22.7,20,Y
IDCJAC0006,032037,2010,07,21.3,23,Y
IDCJAC0006,032037,2010,08,21.8,27,Y
IDCJAC0006,032037,2010,09,25.2,20,Y
IDCJAC0006,032037,2010,10,23.3,21,Y
IDCJAC0006,032037,2010,11,26.3,04,Y
IDCJAC0006,032037,2010,12,26.0,23,Y
IDCJAC0006,032037,2011,01,27.5,22,Y
IDCJAC0006,032037,2011,02,26.0,26,Y
IDCJAC0006,032037,2011,03,24.3,10,Y
IDCJAC0006,032037,2011,04,24.4,03,Y
IDCJAC0006,032037,2011,05,21.8,26,Y
IDCJAC0006,032037,2011,06,21.0,11,Y
IDCJAC0006,032037,2011,07,22.0,02,Y
IDCJAC0006,032037,2011,08,22.5,05,Y
IDCJAC0006,032037,2011,09,23.1,04,Y
IDCJAC0006,032037,2011,10,23.8,19,Y
IDCJAC0006,032037,2011,11,27.6,06,Y
IDCJAC0006,032037,2011,12,28.1,29,Y
IDCJAC0006,032037,2012,01,28.9,18,Y
IDCJAC0006,032037,2012,02,26.4,27,Y
IDCJAC0006,032037,2012,03,26.0,11,Y
IDCJAC0006,032037,2012,04,24.5,28,Y
IDCJAC0006,032037,2012,05,20.6,25,Y
IDCJAC0006,032037,2012,06,22.3,25,Y
IDCJAC0006,032037,2012,07,20.5,06,Y
