Product code,Station number,Year,Month,Lowest maximum temperature (°C),Day,Quality
IDCJAC0006,075041,1970,08,12.7,31,Y
IDCJAC0006,075041,1970,09,12.3,24,Y
IDCJAC0006,075041,1970,10,15.3,14,Y
IDCJAC0006,075041,1970,11,18.4,16,Y
IDCJAC0006,075041,1970,12,20.3,09,Y
IDCJAC0006,075041,1971,01,22.8,31,Y
IDCJAC0006,075041,1971,02,24.9,10,Y
IDCJAC0006,075041,1971,03,24.6,27,Y
IDCJAC0006,075041,1971,04,16.3,28,Y
IDCJAC0006,075041,1971,05,16.1,05,Y
IDCJAC0006,075041,1971,06,9.4,14,Y
IDCJAC0006,075041,1971,08,12.8,31,Y
IDCJAC0006,075041,1971,09,14.0,01,Y
IDCJAC0006,075041,1971,10,18.7,27,Y
IDCJAC0006,075041,1971,11,11.2,07,Y
IDCJAC0006,075041,1971,12,21.4,07,Y
IDCJAC0006,075041,1972,01,20.8,13,Y
IDCJAC0006,075041,1972,03,23.7,24,Y
IDCJAC0006,075041,1972,04,17.3,24,Y
IDCJAC0006,075041,1972,05,13.0,19,Y
IDCJAC0006,075041,1972,06,12.8,21,Y
IDCJAC0006,075041,1972,07,10.6,03,Y
IDCJAC0006,075041,1972,08,9.9,16,Y
IDCJAC0006,075041,1972,09,13.6,07,Y
IDCJAC0006,075041,1972,10,16.5,11,Y
IDCJAC0006,075041,1972,11,23.4,02,Y
IDCJAC0006,075041,1972,12,26.7,03,Y
IDCJAC0006,075041,1973,01,23.3,13,Y
IDCJAC0006,075041,1973,02,22.7,07,Y
IDCJAC0006,075041,1973,03,18.3,30,Y
IDCJAC0006,075041,1973,04,20.3,08,Y
IDCJAC0006,075041,1973,06,11.2,15,Y
IDCJAC0006,075041,1973,07,12.2,01,Y
IDCJAC0006,075041,1973,08,11.6,18,Y
IDCJAC0006,075041,1973,09,14.0,04,Y
IDCJAC0006,075041,1974,02,19.5,19,Y
IDCJAC0006,075041,1974,03,21.5,31,Y
IDCJAC0006,075041,1974,04,15.8,30,Y
IDCJAC0006,075041,1974,05,10.6,24,Y
IDCJAC0006,075041,1974,06,11.5,25,Y
IDCJAC0006,075041,1974,07,7.5,05,Y
