Product code,Station number,Year,Month,Lowest maximum temperature (°C),Day,Quality
IDCJAC0006,040913,1999,12,24.0,18,Y
IDCJAC0006,040913,2000,01,25.0,24,Y
IDCJAC0006,040913,2000,02,23.0,14,Y
IDCJAC0006,040913,2000,03,25.0,22,Y
IDCJAC0006,040913,2000,04,23.0,25,Y
IDCJAC0006,040913,2000,05,18.0,31,Y
IDCJAC0006,040913,2000,06,16.0,10,Y
IDCJAC0006,040913,2000,07,12.0,27,Y
IDCJAC0006,040913,2000,08,20.0,04,Y
IDCJAC0006,040913,2000,09,23.0,13,Y
IDCJAC0006,040913,2000,10,22.0,30,Y
IDCJAC0006,040913,2000,11,22.0,13,Y
IDCJAC0006,040913,2000,12,25.0,29,Y
IDCJAC0006,040913,2001,01,27.0,31,Y
IDCJAC0006,040913,2001,02,25.0,08,Y
IDCJAC0006,040913,2001,03,26.0,31,Y
IDCJAC0006,040913,2001,04,24.0,13,Y
IDCJAC0006,040913,2001,05,19.0,20,Y
IDCJAC0006,040913,2001,06,18.0,15,Y
IDCJAC0006,040913,2001,07,19.0,28,Y
IDCJAC0006,040913,2001,08,20.0,27,Y
IDCJAC0006,040913,2001,09,21.0,01,Y
IDCJAC0006,040913,2001,10,22.0,17,Y
IDCJAC0006,040913,2001,11,23.0,10,Y
IDCJAC0006,040913,2001,12,25.0,16,Y
IDCJAC0006,040913,2002,01,28.0,19,Y
IDCJAC0006,040913,2002,02,28.0,25,Y
IDCJAC0006,040913,2002,03,24.0,02,Y
IDCJAC0006,040913,2002,04,22.0,28,Y
IDCJAC0006,040913,2002,05,18.0,29,Y
IDCJAC0006,040913,2002,06,19.0,14,Y
IDCJAC0006,040913,2002,07,20.0,20,Y
IDCJAC0006,040913,2002,08,17.0,21,Y
IDCJAC0006,040913,2002,09,22.0,18,Y
IDCJAC0006,040913,2002,10,21.0,27,Y
IDCJAC0006,040913,2002,11,24.0,16,Y
IDCJAC0006,040913,2002,12,26.0,21,Y
IDCJAC0006,040913,2003,01,29.0,17,Y
IDCJAC0006,040913,2003,02,22.1,03,Y
IDCJAC0006,040913,2003,03,22.8,12,Y
IDCJAC0006,040913,2003,04,22.2,11,Y
IDCJAC0006,040913,2003,05,18.5,28,Y
IDCJAC0006,040913,2003,06,16.0,25,Y
IDCJAC0006,040913,2003,07,18.5,24,Y
IDCJAC0006,040913,2003,08,17.2,16,Y
IDCJAC0006,040913,2003,09,21.5,02,Y
IDCJAC0006,040913,2003,10,21.7,07,Y
IDCJAC0006,040913,2003,11,24.4,08,Y
IDCJAC0006,040913,2003,12,22.1,06,Y
IDCJAC0006,040913,2004,01,27.0,19,Y
IDCJAC0006,040913,2004,02,25.6,03,Y
IDCJAC0006,040913,2004,03,25.4,05,Y
IDCJAC0006,040913,2004,04,21.5,29,Y
IDCJAC0006,040913,2004,05,18.7,08,Y
IDCJAC0006,040913,2004,06,18.9,20,Y
IDCJAC0006,040913,2004,07,18.2,18,Y
IDCJAC0006,040913,2004,08,17.6,31,Y
