Product code,Station number,Year,Month,Lowest maximum temperature (°C),Day,Quality
IDCJAC0006,015590,1941,11,15.4,12,Y
IDCJAC0006,015590,1941,12,24.6,04,Y
IDCJAC0006,015590,1942,01,22.7,20,Y
IDCJAC0006,015590,1942,02,24.4,16,Y
IDCJAC0006,015590,1942,03,27.7,27,Y
IDCJAC0006,015590,1942,04,23.3,06,Y
IDCJAC0006,015590,1942,05,14.2,24,Y
IDCJAC0006,015590,1942,06,12.7,20,Y
IDCJAC0006,015590,1942,07,14.4,05,Y
IDCJAC0006,015590,1942,08,18.5,05,Y
IDCJAC0006,015590,1942,09,20.0,23,Y
IDCJAC0006,015590,1942,10,22.4,05,Y
IDCJAC0006,015590,1942,11,19.4,05,Y
IDCJAC0006,015590,1942,12,20.2,07,Y
IDCJAC0006,015590,1943,01,29.9,14,Y
IDCJAC0006,015590,1943,02,23.1,18,Y
IDCJAC0006,015590,1943,03,24.2,06,Y
IDCJAC0006,015590,1943,04,17.6,23,Y
IDCJAC0006,015590,1943,05,11.9,31,Y
IDCJAC0006,015590,1943,06,13.8,01,Y
IDCJAC0006,015590,1943,07,8.9,18,Y
IDCJAC0006,015590,1943,08,12.8,11,Y
IDCJAC0006,015590,1943,09,19.7,29,Y
IDCJAC0006,015590,1943,10,22.7,26,Y
IDCJAC0006,015590,1943,11,16.7,06,Y
IDCJAC0006,015590,1943,12,27.7,16,Y
IDCJAC0006,015590,1944,01,26.8,31,Y
IDCJAC0006,015590,1944,02,26.6,04,Y
IDCJAC0006,015590,1944,03,24.6,10,Y
IDCJAC0006,015590,1944,04,21.3,14,Y
IDCJAC0006,015590,1944,05,17.2,31,Y
IDCJAC0006,015590,1944,06,12.0,02,Y
IDCJAC0006,015590,1944,07,11.4,19,Y
IDCJAC0006,015590,1944,08,15.3,05,Y
IDCJAC0006,015590,1944,09,19.4,17,Y
IDCJAC0006,015590,1944,10,20.7,16,Y
IDCJAC0006,015590,1944,11,27.3,08,Y
IDCJAC0006,015590,1944,12,27.8,21,Y
IDCJAC0006,015590,1945,01,23.7,31,Y
IDCJAC0006,015590,1945,02,25.0,24,Y
IDCJAC0006,015590,1945,03,16.2,10,Y
IDCJAC0006,015590,1945,04,20.6,08,Y
IDCJAC0006,015590,1945,05,14.0,26,Y
IDCJAC0006,015590,1945,06,15.8,08,Y
IDCJAC0006,015590,1945,07,9.5,10,Y
IDCJAC0006,015590,1945,08,12.1,01,Y
IDCJAC0006,015590,1945,09,16.8,30,Y
IDCJAC0006,015590,1945,10,18.6,01,Y
IDCJAC0006,015590,1945,11,25.3,18,Y
