Product code,Station number,Year,Month,Lowest maximum temperature (°C),Day,Quality
IDCJAC0006,069147,2003,02,21.0,22,Y
IDCJAC0006,069147,2003,03,19.0,21,Y
IDCJAC0006,069147,2003,04,18.0,04,Y
IDCJAC0006,069147,2003,05,15.0,24,Y
IDCJAC0006,069147,2003,06,12.0,29,Y
IDCJAC0006,069147,2003,07,13.0,02,Y
IDCJAC0006,069147,2003,08,11.0,04,Y
IDCJAC0006,069147,2003,09,15.0,28,Y
IDCJAC0006,069147,2003,10,15.0,28,Y
IDCJAC0006,069147,2003,11,15.0,23,Y
IDCJAC0006,069147,2003,12,19.0,26,Y
IDCJAC0006,069147,2004,01,18.0,06,Y
IDCJAC0006,069147,2004,02,20.0,22,Y
IDCJAC0006,069147,2004,03,21.0,18,Y
IDCJAC0006,069147,2004,04,18.0,24,Y
IDCJAC0006,069147,2004,05,14.0,27,Y
IDCJAC0006,069147,2004,06,15.0,17,Y
IDCJAC0006,069147,2004,07,13.0,27,Y
IDCJAC0006,069147,2004,08,12.0,15,Y
IDCJAC0006,069147,2004,09,13.0,05,Y
IDCJAC0006,069147,2004,10,15.0,01,Y
IDCJAC0006,069147,2004,11,15.0,19,Y
IDCJAC0006,069147,2004,12,19.0,29,Y
IDCJAC0006,069147,2005,01,19.0,22,Y
IDCJAC0006,069147,2005,02,18.0,02,Y
IDCJAC0006,069147,2005,03,18.0,16,Y
IDCJAC0006,069147,2005,04,20.0,30,Y
IDCJAC0006,069147,2005,05,15.0,27,Y
IDCJAC0006,069147,2005,06,12.0,19,Y
IDCJAC0006,069147,2005,07,13.0,12,Y
IDCJAC0006,069147,2005,08,12.0,04,Y
IDCJAC0006,069147,2005,09,13.0,02,Y
IDCJAC0006,069147,2005,10,17.0,10,Y
IDCJAC0006,069147,2005,11,17.0,15,Y
IDCJAC0006,069147,2005,12,19.0,03,Y
IDCJAC0006,069147,2006,01,20.0,18,Y
IDCJAC0006,069147,2006,02,20.0,02,Y
IDCJAC0006,069147,2006,03,20.0,14,Y
IDCJAC0006,069147,2006,04,16.0,30,Y
IDCJAC0006,069147,2006,05,13.0,23,Y
IDCJAC0006,069147,2006,06,12.0,11,Y
IDCJAC0006,069147,2006,07,13.0,15,Y
IDCJAC0006,069147,2006,08,13.0,25,Y
IDCJAC0006,069147,2006,09,15.0,09,Y
IDCJAC0006,069147,2006,10,16.0,28,Y
IDCJAC0006,069147,2006,11,16.0,07,Y
IDCJAC0006,069147,2006,12,18.0,24,Y
IDCJAC0006,069147,2007,01,21.0,09,Y
IDCJAC0006,069147,2007,02,23.0,27,Y
IDCJAC0006,069147,2007,03,20.0,29,Y
IDCJAC0006,069147,2007,04,16.0,28,Y
IDCJAC0006,069147,2007,05,17.0,31,Y
IDCJAC0006,069147,2007,06,12.0,21,Y
IDCJAC0006,069147,2007,07,12.0,08,Y
IDCJAC0006,069147,2007,08,14.0,22,Y
IDCJAC0006,069147,2007,09,15.0,04,Y
IDCJAC0006,069147,2007,10,17.0,23,Y
IDCJAC0006,069147,2007,11,16.0,05,Y
IDCJAC0006,069147,2007,12,18.0,16,Y
IDCJAC0006,069147,2008,01,19.0,21,Y
IDCJAC0006,069147,2008,02,20.0,04,Y
IDCJAC0006,069147,2008,03,18.0,22,Y
IDCJAC0006,069147,2008,04,17.0,28,Y
IDCJAC0006,069147,2008,05,16.0,23,Y
IDCJAC0006,069147,2008,06,15.0,08,Y
IDCJAC0006,069147,2008,07,13.0,28,Y
IDCJAC0006,069147,2008,08,11.0,10,Y
IDCJAC0006,069147,2008,09,14.0,04,Y
IDCJAC0006,069147,2008,10,13.0,22,Y
IDCJAC0006,069147,2008,11,15.0,22,Y
IDCJAC0006,069147,2008,12,17.0,14,Y
IDCJAC0006,069147,2009,01,20.0,09,Y
IDCJAC0006,069147,2009,02,17.0,12,Y
IDCJAC0006,069147,2009,03,21.0,27,Y
IDCJAC0006,069147,2009,04,16.0,28,Y
IDCJAC0006,069147,2009,05,15.0,31,Y
IDCJAC0006,069147,2009,06,11.0,10,Y
IDCJAC0006,069147,2009,07,14.0,23,Y
IDCJAC0006,069147,2009,08,15.0,11,Y
IDCJAC0006,069147,2009,09,16.0,07,Y
IDCJAC0006,069147,2009,10,12.0,07,Y
IDCJAC0006,069147,2009,11,18.0,04,Y
IDCJAC0006,069147,2009,12,18.0,25,Y
IDCJAC0006,069147,2010,01,21.0,18,Y
IDCJAC0006,069147,2010,02,20.0,15,Y
IDCJAC0006,069147,2010,03,19.0,01,Y
IDCJAC0006,069147,2010,04,19.0,14,Y
IDCJAC0006,069147,2010,05,15.0,13,Y
IDCJAC0006,069147,2010,06,13.0,30,Y
IDCJAC0006,069147,2010,07,13.0,18,Y
IDCJAC0006,069147,2010,08,14.0,12,Y
IDCJAC0006,069147,2010,09,14.0,02,Y
IDCJAC0006,069147,2010,10,15.9,16,Y
IDCJAC0006,069147,2010,11,16.2,01,Y
IDCJAC0006,069147,2010,12,19.5,16,Y
IDCJAC0006,069147,2011,01,18.4,03,Y
IDCJAC0006,069147,2011,02,20.0,06,Y
IDCJAC0006,069147,2011,03,19.2,02,Y
IDCJAC0006,069147,2011,04,19.8,16,Y
IDCJAC0006,069147,2011,05,14.3,14,Y
IDCJAC0006,069147,2011,06,13.7,09,Y
IDCJAC0006,069147,2011,07,13.0,14,Y
IDCJAC0006,069147,2011,08,14.0,06,Y
IDCJAC0006,069147,2011,09,14.6,24,Y
IDCJAC0006,069147,2011,10,14.7,02,Y
IDCJAC0006,069147,2011,11,17.9,20,Y
IDCJAC0006,069147,2011,12,18.6,04,Y
IDCJAC0006,069147,2012,01,21.0,27,Y
IDCJAC0006,069147,2012,02,19.2,29,Y
IDCJAC0006,069147,2012,03,18.7,07,Y
IDCJAC0006,069147,2012,04,16.9,29,Y
IDCJAC0006,069147,2012,05,14.6,13,Y
IDCJAC0006,069147,2012,06,13.2,05,Y
IDCJAC0006,069147,2012,07,13.4,31,Y
IDCJAC0006,069147,2012,08,12.8,18,Y
IDCJAC0006,069147,2012,09,14.0,17,Y
IDCJAC0006,069147,2012,10,13.3,06,Y
IDCJAC0006,069147,2012,11,18.6,13,Y
IDCJAC0006,069147,2012,12,20.4,17,Y
IDCJAC0006,069147,2013,01,17.6,13,Y
IDCJAC0006,069147,2013,02,19.7,28,Y
IDCJAC0006,069147,2013,03,19.6,17,Y
IDCJAC0006,069147,2013,04,16.2,30,Y
IDCJAC0006,069147,2013,05,15.7,27,Y
IDCJAC0006,069147,2013,06,11.6,23,Y
IDCJAC0006,069147,2013,07,14.4,28,Y
IDCJAC0006,069147,2013,08,13.8,21,Y
IDCJAC0006,069147,2013,09,13.8,14,Y
IDCJAC0006,069147,2013,10,17.8,14,Y
IDCJAC0006,069147,2013,11,17.5,11,Y
IDCJAC0006,069147,2013,12,17.1,05,Y
IDCJAC0006,069147,2014,01,20.9,20,Y
IDCJAC0006,069147,2014,02,21.7,28,Y
IDCJAC0006,069147,2014,03,21.4,25,Y
IDCJAC0006,069147,2014,04,18.3,27,Y
IDCJAC0006,069147,2014,05,15.6,30,Y
IDCJAC0006,069147,2014,06,13.1,27,Y
IDCJAC0006,069147,2014,07,12.0,18,Y
IDCJAC0006,069147,2014,08,13.8,11,Y
IDCJAC0006,069147,2014,09,13.7,02,Y
IDCJAC0006,069147,2014,10,13.2,14,Y
IDCJAC0006,069147,2014,11,16.9,15,Y
IDCJAC0006,069147,2014,12,20.3,11,Y
IDCJAC0006,069147,2015,01,19.6,27,Y
IDCJAC0006,069147,2015,02,21.6,09,Y
IDCJAC0006,069147,2015,03,19.9,20,Y
IDCJAC0006,069147,2015,04,16.6,19,Y
IDCJAC0006,069147,2015,05,15.2,13,Y
IDCJAC0006,069147,2015,06,11.8,01,Y
IDCJAC0006,069147,2015,07,12.0,16,Y
IDCJAC0006,069147,2015,08,13.4,04,Y
IDCJAC0006,069147,2015,09,14.6,23,Y
IDCJAC0006,069147,2015,10,17.3,22,Y
IDCJAC0006,069147,2015,11,17.1,11,Y
IDCJAC0006,069147,2015,12,19.7,07,Y
IDCJAC0006,069147,2016,01,18.5,04,Y
IDCJAC0006,069147,2016,02,20.8,20,Y
IDCJAC0006,069147,2016,03,18.2,29,Y
IDCJAC0006,069147,2016,04,19.9,08,Y
IDCJAC0006,069147,2016,05,13.6,26,Y
IDCJAC0006,069147,2016,06,13.3,27,Y
IDCJAC0006,069147,2016,07,13.7,13,Y
IDCJAC0006,069147,2016,08,12.6,01,Y
IDCJAC0006,069147,2016,09,15.1,21,Y
IDCJAC0006,069147,2016,10,16.8,22,Y
IDCJAC0006,069147,2016,11,16.7,23,Y
IDCJAC0006,069147,2016,12,19.0,06,Y
IDCJAC0006,069147,2017,01,22.7,25,Y
IDCJAC0006,069147,2017,02,20.7,12,Y
IDCJAC0006,069147,2017,03,20.2,30,Y
IDCJAC0006,069147,2017,04,18.2,27,Y
IDCJAC0006,069147,2017,05,15.0,31,Y
IDCJAC0006,069147,2017,06,13.1,06,Y
IDCJAC0006,069147,2017,07,11.7,31,Y
IDCJAC0006,069147,2017,08,12.0,19,Y
IDCJAC0006,069147,2017,09,15.6,16,Y
IDCJAC0006,069147,2017,10,18.0,21,Y
IDCJAC0006,069147,2017,11,15.7,06,Y
IDCJAC0006,069147,2017,12,18.7,05,Y
IDCJAC0006,069147,2018,01,22.3,31,Y
IDCJAC0006,069147,2018,02,21.0,20,Y
IDCJAC0006,069147,2018,03,20.9,27,Y
IDCJAC0006,069147,2018,04,19.5,27,Y
IDCJAC0006,069147,2018,05,15.4,12,Y
IDCJAC0006,069147,2018,06,13.5,28,Y
IDCJAC0006,069147,2018,07,14.5,13,Y
IDCJAC0006,069147,2018,08,11.1,19,Y
IDCJAC0006,069147,2018,09,14.9,02,Y
