Product code,Station number,Year,Month,Highest minimum temperature (°C),Day,Quality
IDCJAC0007,070351,2016,12,21.8,29,Y
IDCJAC0007,070351,2017,01,21.7,24,Y
IDCJAC0007,070351,2017,02,20.4,06,Y
IDCJAC0007,070351,2017,03,18.2,21,Y
IDCJAC0007,070351,2017,04,11.2,22,Y
IDCJAC0007,070351,2017,05,9.8,19,Y
IDCJAC0007,070351,2017,06,5.7,08,Y
IDCJAC0007,070351,2017,07,7.6,26,Y
IDCJAC0007,070351,2017,08,8.3,11,Y
IDCJAC0007,070351,2017,09,12.7,24,Y
IDCJAC0007,070351,2017,10,14.2,20,Y
IDCJAC0007,070351,2017,11,16.4,29,Y
IDCJAC0007,070351,2017,12,22.8,20,Y
IDCJAC0007,070351,2018,01,22.6,08,Y
IDCJAC0007,070351,2018,02,20.1,09,Y
IDCJAC0007,070351,2018,03,16.5,05,Y
IDCJAC0007,070351,2018,04,17.2,13,Y
IDCJAC0007,070351,2018,05,11.6,04,Y
IDCJAC0007,070351,2018,06,8.6,09,Y
IDCJAC0007,070351,2018,07,9.5,25,Y
IDCJAC0007,070351,2018,08,7.6,01,Y
IDCJAC0007,070351,2018,09,9.4,07,Y
