Product code,Station number,Year,Month,Highest minimum temperature (°C),Day,Quality
IDCJAC0007,066037,1939,04,20.4,06,Y
IDCJAC0007,066037,1939,05,14.4,17,Y
IDCJAC0007,066037,1939,06,12.5,26,Y
IDCJAC0007,066037,1939,07,8.8,05,Y
IDCJAC0007,066037,1939,08,14.9,02,Y
IDCJAC0007,066037,1939,09,15.0,19,Y
IDCJAC0007,066037,1939,10,17.5,22,Y
IDCJAC0007,066037,1939,11,19.8,27,Y
IDCJAC0007,066037,1939,12,20.3,21,Y
IDCJAC0007,066037,1940,01,21.0,25,Y
IDCJAC0007,066037,1940,02,22.2,17,Y
IDCJAC0007,066037,1940,03,22.0,18,Y
IDCJAC0007,066037,1940,04,19.3,07,Y
IDCJAC0007,066037,1940,05,12.6,06,Y
IDCJAC0007,066037,1940,06,14.4,16,Y
IDCJAC0007,066037,1940,07,13.3,29,Y
IDCJAC0007,066037,1940,08,15.4,26,Y
IDCJAC0007,066037,1940,09,15.7,19,Y
IDCJAC0007,066037,1940,10,17.3,16,Y
IDCJAC0007,066037,1940,11,19.9,11,Y
IDCJAC0007,066037,1940,12,22.2,19,Y
IDCJAC0007,066037,1941,01,20.6,25,Y
IDCJAC0007,066037,1941,02,21.1,23,Y
IDCJAC0007,066037,1941,03,20.6,04,Y
IDCJAC0007,066037,1941,04,17.8,14,Y
IDCJAC0007,066037,1941,05,13.9,03,Y
IDCJAC0007,066037,1941,06,12.2,01,Y
IDCJAC0007,066037,1941,07,14.9,04,Y
IDCJAC0007,066037,1941,08,13.8,05,Y
IDCJAC0007,066037,1941,09,16.5,28,Y
IDCJAC0007,066037,1941,10,15.2,06,Y
IDCJAC0007,066037,1941,11,19.2,27,Y
IDCJAC0007,066037,1941,12,20.9,28,Y
IDCJAC0007,066037,1942,01,23.4,05,Y
IDCJAC0007,066037,1942,02,21.7,10,Y
IDCJAC0007,066037,1942,03,20.7,05,Y
IDCJAC0007,066037,1942,04,17.6,02,Y
IDCJAC0007,066037,1942,05,19.1,03,Y
IDCJAC0007,066037,1942,06,13.1,20,Y
