Product code,Station number,Year,Month,Highest minimum temperature (°C),Day,Quality
IDCJAC0007,054038,2001,07,11.0,26,Y
IDCJAC0007,054038,2001,08,12.0,26,Y
IDCJAC0007,054038,2001,09,15.0,25,Y
IDCJAC0007,054038,2001,10,17.9,11,Y
IDCJAC0007,054038,2001,11,22.0,24,Y
IDCJAC0007,054038,2001,12,24.0,21,Y
IDCJAC0007,054038,2002,01,26.0,07,Y
IDCJAC0007,054038,2002,02,25.0,18,Y
IDCJAC0007,054038,2002,03,25.0,20,Y
IDCJAC0007,054038,2002,04,17.0,17,Y
IDCJAC0007,054038,2002,05,12.0,03,Y
IDCJAC0007,054038,2002,06,15.0,08,Y
IDCJAC0007,054038,2002,07,8.0,31,Y
IDCJAC0007,054038,2002,08,15.0,30,Y
IDCJAC0007,054038,2002,09,19.0,28,Y
IDCJAC0007,054038,2002,10,21.0,31,Y
IDCJAC0007,054038,2002,11,25.0,13,Y
IDCJAC0007,054038,2002,12,25.0,04,Y
IDCJAC0007,054038,2003,01,29.0,31,Y
IDCJAC0007,054038,2003,02,25.0,16,Y
IDCJAC0007,054038,2003,03,21.0,05,Y
IDCJAC0007,054038,2003,04,18.0,14,Y
IDCJAC0007,054038,2003,05,13.0,20,Y
IDCJAC0007,054038,2003,06,13.3,29,Y
IDCJAC0007,054038,2003,07,10.8,09,Y
IDCJAC0007,054038,2003,08,15.3,23,Y
IDCJAC0007,054038,2003,09,22.0,24,Y
IDCJAC0007,054038,2003,10,20.1,29,Y
IDCJAC0007,054038,2003,11,22.7,21,Y
IDCJAC0007,054038,2003,12,28.7,22,Y
IDCJAC0007,054038,2004,01,30.9,07,Y
IDCJAC0007,054038,2004,02,28.9,15,Y
IDCJAC0007,054038,2004,03,24.3,09,Y
IDCJAC0007,054038,2004,04,17.6,04,Y
IDCJAC0007,054038,2004,05,16.2,25,Y
IDCJAC0007,054038,2004,06,14.1,03,Y
IDCJAC0007,054038,2004,07,14.3,25,Y
IDCJAC0007,054038,2004,08,15.2,30,Y
IDCJAC0007,054038,2004,09,21.7,29,Y
IDCJAC0007,054038,2004,10,21.1,27,Y
IDCJAC0007,054038,2004,11,24.4,30,Y
IDCJAC0007,054038,2004,12,23.2,19,Y
IDCJAC0007,054038,2005,01,24.8,23,Y
IDCJAC0007,054038,2005,02,28.2,02,Y
IDCJAC0007,054038,2005,03,24.2,05,Y
IDCJAC0007,054038,2005,04,17.9,12,Y
IDCJAC0007,054038,2005,05,15.4,11,Y
IDCJAC0007,054038,2005,06,15.8,12,Y
IDCJAC0007,054038,2005,07,12.8,09,Y
IDCJAC0007,054038,2005,08,15.5,31,Y
IDCJAC0007,054038,2005,09,17.0,29,Y
IDCJAC0007,054038,2005,10,23.5,30,Y
IDCJAC0007,054038,2005,11,22.8,09,Y
IDCJAC0007,054038,2005,12,28.0,24,Y
IDCJAC0007,054038,2006,01,26.1,11,Y
IDCJAC0007,054038,2006,02,28.3,04,Y
IDCJAC0007,054038,2006,03,21.0,16,Y
IDCJAC0007,054038,2006,04,18.2,12,Y
IDCJAC0007,054038,2006,05,10.7,16,Y
IDCJAC0007,054038,2006,06,11.2,24,Y
IDCJAC0007,054038,2006,07,11.2,15,Y
IDCJAC0007,054038,2006,08,12.9,18,Y
IDCJAC0007,054038,2006,09,19.2,24,Y
IDCJAC0007,054038,2006,10,19.1,18,Y
IDCJAC0007,054038,2006,11,25.8,28,Y
IDCJAC0007,054038,2006,12,24.3,24,Y
IDCJAC0007,054038,2007,01,26.6,12,Y
IDCJAC0007,054038,2007,02,26.1,07,Y
IDCJAC0007,054038,2007,03,24.0,04,Y
IDCJAC0007,054038,2007,04,17.9,04,Y
IDCJAC0007,054038,2007,05,17.1,10,Y
IDCJAC0007,054038,2007,06,10.1,26,Y
IDCJAC0007,054038,2007,07,13.3,04,Y
IDCJAC0007,054038,2007,08,13.3,17,Y
IDCJAC0007,054038,2007,09,16.8,27,Y
IDCJAC0007,054038,2007,10,20.9,24,Y
IDCJAC0007,054038,2007,11,21.1,02,Y
IDCJAC0007,054038,2007,12,24.2,07,Y
IDCJAC0007,054038,2008,01,23.8,16,Y
