Product code,Station number,Year,Month,Highest minimum temperature (°C),Day,Quality
IDCJAC0007,040913,1999,12,22.0,11,Y
IDCJAC0007,040913,2000,01,25.0,22,Y
IDCJAC0007,040913,2000,02,24.0,13,Y
IDCJAC0007,040913,2000,03,23.0,09,Y
IDCJAC0007,040913,2000,04,20.0,19,Y
IDCJAC0007,040913,2000,05,21.0,06,Y
IDCJAC0007,040913,2000,06,15.0,21,Y
IDCJAC0007,040913,2000,07,13.0,09,Y
IDCJAC0007,040913,2000,08,14.0,29,Y
IDCJAC0007,040913,2000,09,20.0,25,Y
IDCJAC0007,040913,2000,10,21.0,01,Y
IDCJAC0007,040913,2000,11,21.0,30,Y
IDCJAC0007,040913,2000,12,25.0,26,Y
IDCJAC0007,040913,2001,01,25.0,31,Y
IDCJAC0007,040913,2001,02,23.0,04,Y
IDCJAC0007,040913,2001,03,25.0,26,Y
IDCJAC0007,040913,2001,04,20.0,26,Y
IDCJAC0007,040913,2001,05,17.0,02,Y
IDCJAC0007,040913,2001,06,16.0,28,Y
IDCJAC0007,040913,2001,07,15.0,30,Y
IDCJAC0007,040913,2001,08,14.0,26,Y
IDCJAC0007,040913,2001,09,16.0,26,Y
IDCJAC0007,040913,2001,10,21.0,26,Y
IDCJAC0007,040913,2001,11,23.0,26,Y
IDCJAC0007,040913,2001,12,24.0,26,Y
IDCJAC0007,040913,2002,01,26.0,07,Y
IDCJAC0007,040913,2002,02,24.0,23,Y
IDCJAC0007,040913,2002,03,24.0,22,Y
IDCJAC0007,040913,2002,04,19.0,28,Y
IDCJAC0007,040913,2002,05,17.0,20,Y
IDCJAC0007,040913,2002,06,18.0,08,Y
IDCJAC0007,040913,2002,07,12.0,20,Y
IDCJAC0007,040913,2002,08,15.0,22,Y
IDCJAC0007,040913,2002,09,19.0,29,Y
IDCJAC0007,040913,2002,10,21.0,23,Y
IDCJAC0007,040913,2002,11,21.0,30,Y
IDCJAC0007,040913,2002,12,24.0,04,Y
IDCJAC0007,040913,2003,01,25.0,29,Y
IDCJAC0007,040913,2003,02,23.4,01,Y
IDCJAC0007,040913,2003,03,23.2,01,Y
IDCJAC0007,040913,2003,04,19.9,14,Y
IDCJAC0007,040913,2003,05,18.3,15,Y
IDCJAC0007,040913,2003,06,17.8,03,Y
IDCJAC0007,040913,2003,07,15.4,13,Y
IDCJAC0007,040913,2003,08,15.1,24,Y
IDCJAC0007,040913,2003,09,20.5,13,Y
IDCJAC0007,040913,2003,10,21.5,29,Y
IDCJAC0007,040913,2003,11,22.3,20,Y
IDCJAC0007,040913,2003,12,25.5,27,Y
IDCJAC0007,040913,2004,01,27.1,08,Y
IDCJAC0007,040913,2004,02,27.9,22,Y
IDCJAC0007,040913,2004,03,24.2,09,Y
IDCJAC0007,040913,2004,04,20.5,03,Y
IDCJAC0007,040913,2004,05,17.8,08,Y
IDCJAC0007,040913,2004,06,18.9,04,Y
